LANGUAGE,AGE,SET
language_1,"[1, 0]",628
language_2,"[1, 0]",628
language_6,"[1, 0]",628
language_7,"[0, 1]",628
language_8,"[1, 0]",628
language_9,"[1, 0]",628
language_10,"[0, 0]",628
language_11,"[1, 0]",628
language_12,"[1, 0]",628
language_13,"[1, 0]",628
language_14,"[1, 0]",628
language_15,"[0, 1]",628
language_16,"[0, 0]",628
language_17,"[1, 0]",628
language_18,"[0, 0]",628
language_19,"[1, 0]",628
language_20,"[1, 0]",628
language_21,"[1, 0]",628
language_22,"[1, 0]",628
language_23,"[1, 0]",628
language_24,"[1, 0]",628
language_25,"[1, 1]",628
language_26,"[1, 0]",628
language_27,"[1, 0]",628
language_30,"[1, 0]",628
language_31,"[0, 0]",628
language_32,"[1, 0]",628
language_35,"[1, 0]",628
language_36,"[1, 0]",628
language_37,"[0, 0]",628
language_39,"[1, 0]",628
language_42,"[1, 0]",628
language_43,"[0, 0]",628
language_45,"[1, 1]",628
language_46,"[0, 0]",628
language_47,"[1, 0]",628
language_48,"[1, 0]",628
language_49,"[1, 0]",628
language_51,"[1, 1]",628
language_52,"[1, 1]",628
language_53,"[1, 0]",628
language_54,"[1, 1]",628
language_55,"[1, 0]",628
language_56,"[1, 0]",628
language_57,"[1, 0]",628
language_58,"[0, 0]",628
language_62,"[1, 0]",628
language_63,"[1, 0]",628
language_64,"[1, 0]",628
language_65,"[1, 0]",628
language_66,"[1, 0]",628
language_67,"[1, 0]",628
language_68,"[0, 1]",628
language_69,"[1, 0]",628
language_70,"[1, 0]",628
language_71,"[1, 0]",628
language_72,"[1, 0]",628
language_73,"[0, 0]",628
language_74,"[0, 0]",628
language_75,"[1, 0]",628
language_76,"[0, 1]",628
language_77,"[1, 0]",628
language_78,"[1, 0]",628
language_80,"[1, 0]",628
language_81,"[1, 0]",628
language_82,"[0, 0]",628
language_83,"[1, 0]",628
language_84,"[1, 0]",628
language_85,"[1, 0]",628
language_86,"[1, 0]",628
language_87,"[1, 0]",628
language_89,"[0, 0]",628
language_90,"[1, 0]",628
language_91,"[1, 0]",628
language_92,"[1, 0]",628
language_93,"[1, 0]",628
language_94,"[1, 0]",628
language_95,"[1, 0]",628
language_96,"[1, 0]",628
language_97,"[1, 0]",628
language_98,"[1, 0]",628
language_99,"[1, 0]",628
language_100,"[1, 0]",628
language_101,"[1, 0]",628
language_102,"[0, 0]",628
language_103,"[0, 0]",628
language_105,"[1, 0]",628
language_106,"[0, 0]",628
language_107,"[1, 0]",628
language_108,"[0, 0]",628
language_109,"[1, 0]",628
language_110,"[1, 0]",628
language_111,"[0, 0]",628
language_113,"[0, 0]",628
language_114,"[1, 0]",628
language_115,"[0, 0]",628
language_116,"[1, 0]",628
language_117,"[1, 0]",628
language_118,"[0, 1]",628
language_119,"[1, 0]",628
language_121,"[1, 0]",628
language_122,"[1, 0]",628
language_123,"[1, 1]",628
language_124,"[1, 0]",628
language_125,"[1, 1]",628
language_126,"[1, 0]",628
language_127,"[0, 0]",628
language_128,"[0, 1]",628
language_129,"[1, 0]",628
language_130,"[1, 0]",628
language_131,"[0, 0]",628
language_132,"[1, 0]",628
language_133,"[1, 0]",628
language_134,"[1, 0]",628
language_135,"[0, 0]",628
language_136,"[1, 0]",628
language_139,"[0, 0]",628
language_140,"[1, 0]",628
language_142,"[1, 0]",628
language_143,"[1, 0]",628
language_145,"[1, 0]",628
language_146,"[1, 0]",628
language_147,"[0, 0]",628
language_148,"[1, 0]",628
language_150,"[1, 1]",628
language_151,"[1, 0]",628
language_152,"[0, 0]",628
language_153,"[0, 0]",628
language_155,"[1, 0]",628
language_156,"[0, 0]",628
language_157,"[1, 1]",628
language_158,"[1, 0]",628
language_159,"[1, 0]",628
language_161,"[1, 0]",628
language_162,"[1, 0]",628
language_163,"[0, 0]",628
language_164,"[1, 0]",628
language_165,"[1, 0]",628
language_167,"[1, 0]",628
language_168,"[1, 0]",628
language_169,"[1, 1]",628
language_170,"[1, 0]",628
language_172,"[0, 0]",628
language_175,"[1, 0]",628
language_176,"[0, 0]",628
language_178,"[1, 0]",628
language_180,"[1, 1]",628
language_181,"[1, 0]",628
language_182,"[1, 0]",628
language_183,"[0, 0]",628
language_185,"[1, 1]",628
language_186,"[0, 0]",628
language_188,"[0, 0]",628
language_189,"[1, 0]",628
language_190,"[1, 0]",628
language_191,"[1, 0]",628
language_192,"[1, 0]",628
language_193,"[1, 0]",628
language_194,"[1, 0]",628
language_195,"[0, 0]",628
language_196,"[1, 1]",628
language_198,"[0, 1]",628
language_199,"[0, 0]",628
language_200,"[1, 0]",628
language_201,"[0, 0]",628
language_202,"[1, 0]",628
language_203,"[1, 0]",628
language_204,"[1, 0]",628
language_205,"[0, 0]",628
language_206,"[0, 0]",628
language_207,"[0, 0]",628
language_208,"[1, 0]",628
language_209,"[1, 0]",628
language_210,"[1, 0]",628
language_211,"[1, 1]",628
language_212,"[1, 1]",628
language_213,"[0, 0]",628
language_214,"[0, 0]",628
language_215,"[1, 0]",628
language_216,"[1, 0]",628
language_217,"[1, 0]",628
language_218,"[0, 0]",628
language_219,"[0, 0]",628
language_220,"[1, 0]",628
language_221,"[1, 0]",628
language_222,"[1, 0]",628
language_223,"[1, 0]",628
language_224,"[1, 0]",628
language_225,"[1, 1]",628
language_226,"[1, 1]",628
language_227,"[1, 0]",628
language_228,"[1, 0]",628
language_229,"[0, 0]",628
language_230,"[1, 0]",628
language_231,"[0, 0]",628
language_232,"[1, 1]",628
language_233,"[1, 0]",628
language_234,"[0, 0]",628
language_235,"[1, 0]",628
language_238,"[1, 0]",628
language_239,"[1, 0]",628
language_240,"[1, 1]",628
language_241,"[0, 1]",628
language_242,"[1, 0]",628
language_243,"[1, 0]",628
language_244,"[1, 0]",628
language_246,"[1, 0]",628
language_247,"[1, 0]",628
language_248,"[0, 0]",628
language_250,"[0, 0]",628
language_251,"[1, 0]",628
language_253,"[1, 0]",628
language_255,"[1, 0]",628
language_257,"[0, 0]",628
language_258,"[0, 0]",628
language_259,"[0, 0]",628
language_260,"[1, 0]",628
language_262,"[1, 0]",628
language_263,"[1, 0]",628
language_264,"[1, 0]",628
language_265,"[0, 0]",628
language_266,"[1, 0]",628
language_267,"[1, 0]",628
language_268,"[1, 0]",628
language_269,"[1, 0]",628
language_270,"[1, 1]",628
language_271,"[1, 0]",628
language_272,"[1, 0]",628
language_273,"[0, 0]",628
language_274,"[1, 1]",628
language_275,"[0, 0]",628
language_276,"[1, 0]",628
language_277,"[0, 0]",628
language_279,"[1, 0]",628
language_280,"[1, 0]",628
language_282,"[1, 0]",628
language_283,"[0, 0]",628
language_284,"[1, 0]",628
language_285,"[0, 0]",628
language_286,"[1, 0]",628
language_287,"[1, 0]",628
language_288,"[1, 0]",628
language_290,"[1, 0]",628
language_291,"[1, 0]",628
language_292,"[1, 1]",628
language_293,"[1, 0]",628
language_294,"[1, 0]",628
language_295,"[1, 0]",628
language_298,"[1, 0]",628
language_299,"[0, 0]",628
language_300,"[1, 1]",628
language_301,"[0, 0]",628
language_302,"[1, 0]",628
language_303,"[1, 1]",628
language_304,"[0, 0]",628
language_305,"[0, 0]",628
language_306,"[0, 0]",628
language_307,"[0, 0]",628
language_308,"[1, 0]",628
language_309,"[0, 0]",628
language_310,"[1, 1]",628
language_311,"[0, 0]",628
language_313,"[1, 0]",628
language_314,"[1, 0]",628
language_315,"[1, 0]",628
language_316,"[1, 0]",628
language_317,"[1, 0]",628
language_318,"[0, 0]",628
language_319,"[0, 1]",628
language_320,"[1, 0]",628
