LANGUAGE,AGE,SET
language_2,"[0, 0]",80
language_3,"[1, 0]",80
language_4,"[1, 1]",80
language_5,"[1, 0]",80
language_6,"[1, 0]",80
language_7,"[0, 0]",80
language_8,"[1, 0]",80
language_10,"[0, 0]",80
language_11,"[1, 0]",80
language_12,"[1, 0]",80
language_13,"[1, 0]",80
language_14,"[0, 0]",80
language_15,"[0, 0]",80
language_16,"[1, 0]",80
language_18,"[1, 0]",80
language_19,"[1, 0]",80
language_20,"[0, 0]",80
language_21,"[1, 0]",80
language_22,"[1, 0]",80
language_23,"[1, 0]",80
language_24,"[0, 0]",80
language_25,"[1, 0]",80
language_26,"[1, 0]",80
language_28,"[1, 0]",80
language_29,"[0, 0]",80
language_30,"[0, 0]",80
language_31,"[1, 0]",80
language_32,"[0, 1]",80
language_33,"[0, 0]",80
language_34,"[0, 0]",80
language_35,"[0, 0]",80
language_36,"[1, 0]",80
language_37,"[0, 0]",80
language_38,"[1, 0]",80
language_40,"[0, 0]",80
language_42,"[0, 0]",80
language_43,"[1, 0]",80
language_44,"[0, 0]",80
language_45,"[0, 0]",80
language_47,"[1, 0]",80
language_48,"[1, 0]",80
language_49,"[1, 0]",80
language_52,"[1, 0]",80
language_53,"[1, 0]",80
language_54,"[0, 0]",80
language_55,"[1, 1]",80
language_58,"[1, 0]",80
language_60,"[1, 0]",80
language_61,"[1, 0]",80
language_62,"[0, 0]",80
language_63,"[1, 0]",80
language_64,"[1, 0]",80
language_65,"[1, 0]",80
language_66,"[1, 0]",80
language_67,"[1, 0]",80
language_68,"[0, 0]",80
language_69,"[0, 0]",80
language_70,"[1, 0]",80
language_71,"[1, 0]",80
language_72,"[1, 0]",80
language_74,"[0, 0]",80
language_75,"[0, 0]",80
language_76,"[0, 1]",80
language_77,"[0, 0]",80
language_78,"[1, 0]",80
language_80,"[0, 1]",80
language_81,"[0, 0]",80
language_83,"[1, 0]",80
language_84,"[0, 0]",80
language_85,"[1, 1]",80
language_87,"[1, 1]",80
language_88,"[1, 0]",80
