LANGUAGE,AGE,SET
language_1,"[1, 0]",755
language_3,"[0, 1]",755
language_4,"[1, 1]",755
language_5,"[1, 0]",755
language_6,"[1, 0]",755
language_7,"[1, 0]",755
language_8,"[1, 0]",755
language_9,"[1, 0]",755
language_10,"[0, 0]",755
language_12,"[1, 0]",755
language_13,"[1, 0]",755
language_14,"[1, 0]",755
language_15,"[1, 0]",755
language_17,"[0, 0]",755
language_19,"[1, 0]",755
language_20,"[1, 0]",755
language_21,"[0, 0]",755
language_22,"[1, 0]",755
language_23,"[1, 1]",755
language_24,"[0, 0]",755
language_25,"[0, 0]",755
language_26,"[0, 0]",755
language_27,"[1, 1]",755
language_28,"[1, 0]",755
language_29,"[0, 1]",755
language_30,"[0, 1]",755
language_31,"[1, 0]",755
language_32,"[1, 1]",755
language_33,"[1, 0]",755
language_34,"[1, 0]",755
language_35,"[1, 0]",755
language_36,"[0, 0]",755
language_37,"[0, 1]",755
language_39,"[1, 0]",755
language_40,"[0, 0]",755
language_41,"[1, 0]",755
language_42,"[1, 0]",755
language_43,"[1, 0]",755
language_44,"[0, 0]",755
language_45,"[1, 1]",755
language_46,"[1, 0]",755
language_48,"[0, 0]",755
language_50,"[0, 0]",755
language_51,"[1, 0]",755
language_52,"[1, 0]",755
language_53,"[1, 0]",755
language_55,"[1, 0]",755
language_56,"[1, 0]",755
language_57,"[0, 0]",755
language_58,"[0, 0]",755
language_59,"[0, 0]",755
language_60,"[1, 0]",755
language_61,"[1, 0]",755
language_63,"[0, 0]",755
language_64,"[0, 0]",755
language_65,"[1, 0]",755
language_67,"[0, 0]",755
language_68,"[1, 0]",755
language_69,"[1, 0]",755
language_70,"[0, 0]",755
language_71,"[1, 0]",755
language_72,"[0, 0]",755
language_73,"[0, 0]",755
language_75,"[1, 0]",755
language_76,"[1, 0]",755
language_77,"[1, 0]",755
language_78,"[1, 0]",755
language_79,"[0, 0]",755
language_80,"[1, 0]",755
language_81,"[0, 0]",755
language_82,"[1, 0]",755
language_83,"[0, 0]",755
language_84,"[0, 0]",755
language_85,"[1, 0]",755
language_86,"[1, 0]",755
language_87,"[1, 0]",755
language_88,"[0, 0]",755
language_90,"[1, 0]",755
language_91,"[1, 0]",755
language_92,"[1, 0]",755
language_94,"[0, 0]",755
language_95,"[1, 0]",755
language_97,"[0, 1]",755
language_98,"[0, 0]",755
language_99,"[1, 0]",755
language_100,"[1, 0]",755
language_101,"[1, 0]",755
language_103,"[0, 0]",755
language_104,"[1, 0]",755
language_105,"[1, 0]",755
language_107,"[0, 0]",755
language_108,"[0, 0]",755
language_109,"[1, 0]",755
language_110,"[1, 0]",755
language_111,"[1, 0]",755
language_112,"[1, 0]",755
language_113,"[1, 0]",755
language_114,"[0, 0]",755
language_115,"[1, 0]",755
language_116,"[1, 0]",755
language_118,"[1, 0]",755
language_119,"[1, 0]",755
language_120,"[0, 0]",755
language_122,"[0, 0]",755
language_123,"[1, 0]",755
language_124,"[1, 0]",755
language_125,"[1, 0]",755
language_127,"[0, 0]",755
language_128,"[0, 0]",755
language_129,"[0, 0]",755
language_130,"[0, 0]",755
language_131,"[1, 0]",755
language_132,"[1, 0]",755
language_135,"[1, 0]",755
language_136,"[0, 0]",755
language_137,"[1, 0]",755
language_139,"[1, 0]",755
language_140,"[0, 0]",755
language_141,"[1, 0]",755
language_142,"[1, 0]",755
language_143,"[1, 0]",755
language_144,"[1, 0]",755
language_145,"[0, 0]",755
language_146,"[1, 0]",755
language_147,"[1, 0]",755
language_148,"[1, 0]",755
language_150,"[1, 0]",755
language_151,"[1, 0]",755
language_152,"[1, 0]",755
language_153,"[0, 0]",755
language_155,"[0, 0]",755
language_157,"[0, 1]",755
language_159,"[0, 0]",755
language_160,"[1, 0]",755
language_161,"[0, 1]",755
language_162,"[1, 0]",755
language_163,"[1, 1]",755
language_164,"[0, 0]",755
language_166,"[1, 0]",755
language_167,"[0, 0]",755
language_169,"[1, 0]",755
language_170,"[0, 0]",755
language_171,"[0, 0]",755
language_172,"[1, 1]",755
language_174,"[0, 0]",755
language_175,"[0, 0]",755
language_176,"[1, 1]",755
language_177,"[1, 1]",755
language_178,"[1, 0]",755
language_179,"[1, 0]",755
language_180,"[1, 0]",755
language_181,"[1, 0]",755
language_182,"[0, 0]",755
language_183,"[1, 1]",755
language_185,"[1, 0]",755
language_186,"[1, 1]",755
language_188,"[1, 0]",755
language_189,"[1, 0]",755
language_190,"[0, 0]",755
language_191,"[1, 0]",755
language_193,"[1, 0]",755
language_194,"[1, 1]",755
language_195,"[0, 0]",755
language_196,"[0, 0]",755
language_197,"[0, 1]",755
language_200,"[1, 0]",755
language_202,"[1, 0]",755
language_203,"[1, 0]",755
language_204,"[0, 1]",755
language_206,"[1, 0]",755
language_208,"[1, 1]",755
language_210,"[0, 0]",755
language_211,"[1, 1]",755
language_213,"[1, 0]",755
language_215,"[1, 0]",755
language_216,"[1, 0]",755
language_217,"[1, 0]",755
language_218,"[0, 0]",755
language_219,"[1, 0]",755
language_220,"[1, 0]",755
language_221,"[1, 0]",755
language_222,"[1, 0]",755
language_223,"[0, 0]",755
language_224,"[1, 1]",755
language_227,"[0, 0]",755
language_229,"[1, 1]",755
language_230,"[0, 0]",755
language_231,"[0, 0]",755
language_232,"[1, 0]",755
language_233,"[1, 0]",755
language_234,"[1, 0]",755
language_235,"[1, 0]",755
language_236,"[0, 0]",755
language_238,"[0, 0]",755
language_239,"[1, 0]",755
language_240,"[0, 0]",755
language_241,"[1, 0]",755
language_242,"[1, 0]",755
language_243,"[1, 0]",755
language_244,"[1, 0]",755
language_245,"[0, 0]",755
language_246,"[1, 0]",755
language_248,"[1, 0]",755
language_249,"[1, 0]",755
language_250,"[1, 0]",755
language_251,"[1, 0]",755
language_253,"[0, 0]",755
language_254,"[0, 0]",755
language_257,"[1, 0]",755
language_258,"[1, 0]",755
language_259,"[1, 0]",755
language_260,"[0, 0]",755
language_261,"[1, 0]",755
language_262,"[1, 0]",755
language_263,"[1, 0]",755
language_264,"[1, 0]",755
language_265,"[0, 0]",755
language_266,"[1, 0]",755
language_267,"[1, 0]",755
language_268,"[0, 0]",755
language_269,"[1, 0]",755
language_270,"[0, 0]",755
language_271,"[1, 0]",755
language_272,"[1, 0]",755
language_273,"[1, 0]",755
language_274,"[1, 0]",755
language_275,"[0, 1]",755
language_276,"[0, 0]",755
language_277,"[1, 0]",755
language_278,"[1, 1]",755
language_279,"[1, 0]",755
language_280,"[1, 0]",755
language_281,"[0, 0]",755
language_282,"[0, 0]",755
language_283,"[1, 0]",755
language_284,"[0, 0]",755
language_286,"[1, 0]",755
language_287,"[1, 0]",755
language_288,"[1, 0]",755
language_290,"[1, 0]",755
language_291,"[0, 0]",755
language_292,"[1, 0]",755
language_293,"[0, 0]",755
language_294,"[1, 0]",755
language_295,"[1, 0]",755
language_298,"[0, 0]",755
language_299,"[1, 0]",755
language_300,"[1, 0]",755
language_301,"[0, 0]",755
language_302,"[1, 0]",755
language_303,"[1, 0]",755
language_304,"[1, 0]",755
language_305,"[1, 1]",755
language_306,"[1, 0]",755
language_307,"[1, 0]",755
language_308,"[1, 0]",755
language_309,"[0, 0]",755
language_314,"[0, 0]",755
language_315,"[0, 0]",755
language_316,"[1, 0]",755
language_317,"[1, 0]",755
language_318,"[0, 0]",755
language_319,"[1, 1]",755
language_320,"[0, 0]",755
language_322,"[1, 0]",755
language_323,"[1, 0]",755
language_324,"[1, 0]",755
language_326,"[1, 0]",755
language_327,"[0, 0]",755
language_328,"[0, 0]",755
language_329,"[1, 0]",755
language_330,"[0, 1]",755
language_331,"[1, 0]",755
language_333,"[1, 0]",755
language_334,"[1, 0]",755
language_337,"[1, 0]",755
language_340,"[1, 0]",755
language_341,"[1, 0]",755
language_344,"[0, 0]",755
language_345,"[1, 0]",755
language_346,"[1, 0]",755
language_347,"[0, 0]",755
language_348,"[1, 0]",755
language_349,"[0, 1]",755
language_352,"[1, 0]",755
language_353,"[1, 0]",755
language_355,"[0, 0]",755
language_356,"[1, 0]",755
language_357,"[1, 0]",755
language_360,"[0, 0]",755
language_361,"[1, 0]",755
language_362,"[0, 0]",755
language_363,"[1, 0]",755
language_364,"[0, 0]",755
language_366,"[1, 0]",755
language_367,"[1, 0]",755
language_368,"[1, 0]",755
language_369,"[1, 0]",755
language_370,"[1, 0]",755
language_372,"[1, 1]",755
language_373,"[0, 0]",755
language_374,"[1, 0]",755
language_375,"[1, 0]",755
language_377,"[1, 0]",755
language_378,"[0, 0]",755
language_379,"[0, 0]",755
language_380,"[1, 0]",755
language_381,"[0, 0]",755
language_382,"[1, 0]",755
language_383,"[0, 1]",755
language_385,"[1, 0]",755
language_386,"[0, 1]",755
language_387,"[1, 0]",755
language_388,"[1, 0]",755
language_389,"[1, 0]",755
language_390,"[0, 0]",755
language_391,"[0, 0]",755
language_392,"[1, 0]",755
language_394,"[1, 0]",755
language_396,"[1, 1]",755
language_397,"[0, 0]",755
language_398,"[0, 0]",755
language_399,"[1, 0]",755
language_400,"[0, 0]",755
language_401,"[1, 0]",755
language_402,"[1, 0]",755
language_403,"[0, 0]",755
language_404,"[1, 0]",755
language_405,"[1, 0]",755
language_406,"[1, 0]",755
language_410,"[1, 0]",755
language_411,"[1, 0]",755
language_412,"[1, 0]",755
language_413,"[0, 0]",755
language_414,"[1, 1]",755
language_415,"[1, 0]",755
language_416,"[1, 0]",755
language_417,"[0, 0]",755
language_418,"[0, 0]",755
language_420,"[1, 0]",755
