LANGUAGE,AGE,SET
language_1,"[0, 0]",486
language_2,"[0, 0]",486
language_3,"[0, 0]",486
language_4,"[1, 0]",486
language_5,"[0, 0]",486
language_6,"[0, 1]",486
language_7,"[1, 0]",486
language_8,"[1, 0]",486
language_9,"[1, 0]",486
language_10,"[1, 0]",486
language_11,"[1, 0]",486
language_13,"[1, 0]",486
language_14,"[0, 0]",486
language_15,"[1, 1]",486
language_16,"[0, 0]",486
language_17,"[1, 0]",486
language_18,"[0, 0]",486
language_19,"[0, 0]",486
language_21,"[1, 0]",486
language_22,"[1, 0]",486
language_23,"[1, 0]",486
language_24,"[1, 0]",486
language_25,"[1, 0]",486
language_26,"[1, 0]",486
language_27,"[0, 0]",486
language_28,"[0, 0]",486
language_29,"[1, 0]",486
language_30,"[1, 0]",486
language_31,"[1, 0]",486
language_32,"[1, 0]",486
language_33,"[1, 0]",486
language_34,"[0, 0]",486
language_35,"[0, 0]",486
language_36,"[1, 1]",486
language_39,"[0, 0]",486
language_40,"[1, 0]",486
language_41,"[1, 0]",486
language_42,"[0, 0]",486
language_43,"[1, 1]",486
language_44,"[1, 0]",486
language_46,"[1, 0]",486
language_47,"[0, 0]",486
language_48,"[0, 0]",486
language_49,"[1, 0]",486
language_50,"[1, 0]",486
language_51,"[0, 0]",486
language_52,"[1, 1]",486
language_53,"[1, 1]",486
language_54,"[1, 0]",486
language_55,"[1, 0]",486
language_57,"[1, 1]",486
language_58,"[1, 0]",486
language_59,"[1, 0]",486
language_60,"[1, 0]",486
language_61,"[1, 0]",486
language_63,"[1, 0]",486
language_64,"[1, 0]",486
language_65,"[1, 0]",486
language_67,"[1, 0]",486
language_68,"[1, 0]",486
language_69,"[1, 0]",486
language_71,"[1, 0]",486
language_72,"[1, 1]",486
language_73,"[1, 0]",486
language_74,"[0, 0]",486
language_75,"[1, 0]",486
language_76,"[1, 0]",486
language_77,"[1, 0]",486
language_78,"[1, 0]",486
language_79,"[0, 0]",486
language_80,"[1, 0]",486
language_81,"[1, 0]",486
language_83,"[1, 0]",486
language_85,"[1, 1]",486
language_86,"[1, 0]",486
language_87,"[1, 0]",486
language_88,"[1, 0]",486
language_89,"[1, 1]",486
language_92,"[1, 0]",486
language_94,"[0, 0]",486
language_95,"[1, 0]",486
language_96,"[0, 0]",486
language_99,"[1, 0]",486
language_102,"[1, 0]",486
language_103,"[1, 0]",486
language_105,"[1, 0]",486
language_106,"[1, 0]",486
language_107,"[0, 0]",486
language_109,"[0, 0]",486
language_110,"[1, 0]",486
language_112,"[1, 0]",486
language_114,"[1, 0]",486
language_115,"[1, 0]",486
language_116,"[1, 0]",486
language_117,"[0, 0]",486
language_119,"[1, 0]",486
language_120,"[1, 0]",486
language_122,"[0, 0]",486
language_123,"[1, 0]",486
language_124,"[0, 0]",486
language_125,"[0, 0]",486
language_126,"[1, 0]",486
language_127,"[1, 1]",486
language_128,"[0, 0]",486
language_129,"[1, 0]",486
