LANGUAGE,AGE,SET
language_2,"[1, 0]",733
language_3,"[0, 0]",733
language_5,"[1, 0]",733
language_6,"[0, 0]",733
language_7,"[1, 0]",733
language_8,"[0, 0]",733
language_11,"[1, 0]",733
language_12,"[1, 0]",733
language_14,"[0, 0]",733
language_15,"[1, 0]",733
language_16,"[1, 0]",733
language_17,"[1, 0]",733
language_18,"[0, 0]",733
language_19,"[1, 0]",733
language_20,"[0, 0]",733
language_21,"[1, 0]",733
language_23,"[1, 1]",733
language_24,"[1, 0]",733
language_25,"[1, 0]",733
language_28,"[1, 0]",733
language_29,"[1, 0]",733
language_30,"[1, 0]",733
language_31,"[0, 0]",733
language_32,"[1, 0]",733
language_34,"[0, 0]",733
language_35,"[1, 0]",733
language_36,"[0, 0]",733
language_37,"[0, 0]",733
language_40,"[1, 0]",733
language_41,"[1, 0]",733
language_42,"[1, 1]",733
language_43,"[0, 0]",733
language_44,"[1, 0]",733
language_45,"[1, 0]",733
language_46,"[0, 0]",733
language_47,"[0, 0]",733
language_50,"[1, 0]",733
language_52,"[1, 0]",733
language_53,"[1, 0]",733
language_54,"[1, 0]",733
language_57,"[0, 0]",733
language_58,"[1, 1]",733
language_59,"[1, 1]",733
language_60,"[0, 0]",733
language_61,"[1, 0]",733
language_62,"[1, 0]",733
language_63,"[1, 0]",733
language_65,"[1, 0]",733
language_66,"[0, 0]",733
language_67,"[1, 0]",733
language_69,"[1, 0]",733
language_70,"[1, 0]",733
language_72,"[1, 0]",733
language_73,"[1, 0]",733
language_74,"[1, 1]",733
language_75,"[1, 0]",733
language_76,"[0, 0]",733
language_77,"[1, 0]",733
language_78,"[0, 0]",733
language_81,"[1, 0]",733
language_83,"[1, 1]",733
language_84,"[1, 1]",733
language_85,"[0, 0]",733
language_86,"[1, 0]",733
language_87,"[1, 0]",733
language_89,"[1, 0]",733
language_90,"[1, 0]",733
language_91,"[0, 0]",733
language_94,"[0, 1]",733
language_95,"[1, 0]",733
language_96,"[0, 0]",733
language_97,"[1, 0]",733
language_98,"[1, 0]",733
language_99,"[1, 1]",733
language_101,"[0, 0]",733
language_102,"[1, 0]",733
language_103,"[0, 0]",733
language_104,"[1, 0]",733
language_105,"[0, 0]",733
language_106,"[0, 1]",733
language_109,"[0, 0]",733
language_110,"[1, 0]",733
language_111,"[0, 1]",733
language_112,"[1, 0]",733
language_113,"[1, 0]",733
language_115,"[1, 1]",733
language_116,"[1, 0]",733
language_117,"[1, 0]",733
language_118,"[0, 0]",733
language_119,"[1, 0]",733
language_120,"[1, 0]",733
language_121,"[1, 0]",733
language_122,"[1, 0]",733
language_123,"[0, 0]",733
language_124,"[0, 0]",733
language_127,"[1, 0]",733
language_128,"[1, 0]",733
language_129,"[0, 0]",733
language_130,"[0, 0]",733
language_131,"[1, 1]",733
language_132,"[1, 0]",733
language_133,"[0, 0]",733
language_134,"[0, 0]",733
language_136,"[1, 0]",733
language_137,"[1, 0]",733
language_138,"[1, 0]",733
language_139,"[0, 0]",733
language_140,"[1, 0]",733
language_142,"[1, 0]",733
language_143,"[1, 1]",733
language_144,"[0, 0]",733
language_145,"[1, 0]",733
language_146,"[1, 0]",733
language_147,"[0, 0]",733
language_148,"[0, 0]",733
language_150,"[1, 0]",733
language_151,"[1, 0]",733
language_153,"[1, 0]",733
language_154,"[1, 0]",733
language_155,"[0, 0]",733
language_156,"[0, 0]",733
language_157,"[0, 1]",733
language_158,"[1, 0]",733
language_159,"[0, 0]",733
language_160,"[1, 0]",733
language_162,"[1, 0]",733
language_163,"[1, 0]",733
language_164,"[1, 0]",733
language_168,"[0, 0]",733
language_169,"[1, 0]",733
language_170,"[1, 0]",733
language_171,"[1, 0]",733
language_172,"[1, 0]",733
language_174,"[1, 0]",733
language_175,"[1, 0]",733
language_176,"[1, 0]",733
language_177,"[1, 0]",733
language_180,"[1, 0]",733
language_181,"[1, 0]",733
language_182,"[1, 0]",733
language_183,"[0, 0]",733
language_185,"[1, 0]",733
language_186,"[1, 0]",733
language_187,"[0, 0]",733
language_188,"[1, 0]",733
language_189,"[1, 1]",733
language_190,"[1, 0]",733
language_191,"[1, 0]",733
language_192,"[1, 0]",733
language_194,"[1, 0]",733
language_195,"[0, 0]",733
language_196,"[1, 0]",733
language_197,"[0, 0]",733
language_198,"[0, 0]",733
language_199,"[1, 0]",733
language_200,"[1, 0]",733
language_201,"[0, 0]",733
language_202,"[1, 0]",733
language_203,"[0, 0]",733
language_204,"[0, 1]",733
language_205,"[1, 0]",733
language_206,"[1, 0]",733
language_207,"[0, 0]",733
language_209,"[0, 0]",733
language_210,"[0, 0]",733
language_211,"[1, 0]",733
language_212,"[1, 0]",733
language_213,"[1, 0]",733
language_215,"[1, 0]",733
language_216,"[0, 0]",733
language_217,"[0, 0]",733
language_218,"[1, 0]",733
language_219,"[1, 0]",733
language_220,"[1, 0]",733
language_222,"[1, 1]",733
language_224,"[0, 0]",733
language_225,"[0, 0]",733
language_226,"[0, 0]",733
language_227,"[0, 0]",733
language_228,"[1, 0]",733
language_229,"[0, 0]",733
language_230,"[1, 0]",733
language_231,"[1, 0]",733
language_232,"[0, 0]",733
language_234,"[1, 0]",733
language_236,"[1, 0]",733
language_237,"[1, 0]",733
language_238,"[1, 0]",733
language_240,"[1, 0]",733
language_241,"[0, 0]",733
language_242,"[1, 1]",733
language_243,"[0, 0]",733
language_245,"[0, 0]",733
language_246,"[0, 0]",733
language_247,"[0, 0]",733
language_248,"[1, 0]",733
language_249,"[0, 0]",733
language_250,"[0, 0]",733
language_254,"[0, 0]",733
language_255,"[1, 0]",733
language_256,"[1, 0]",733
language_257,"[1, 0]",733
language_259,"[1, 0]",733
language_260,"[1, 0]",733
language_262,"[1, 0]",733
language_263,"[0, 1]",733
language_264,"[0, 0]",733
language_265,"[0, 0]",733
language_266,"[0, 1]",733
language_267,"[0, 0]",733
language_269,"[0, 0]",733
language_270,"[1, 1]",733
language_271,"[1, 0]",733
language_272,"[1, 0]",733
language_273,"[0, 0]",733
language_274,"[1, 0]",733
language_276,"[1, 0]",733
language_278,"[1, 0]",733
language_280,"[0, 0]",733
language_281,"[0, 0]",733
language_282,"[1, 0]",733
language_284,"[1, 0]",733
language_285,"[1, 0]",733
language_286,"[1, 0]",733
language_287,"[1, 0]",733
language_288,"[1, 0]",733
language_289,"[0, 0]",733
language_291,"[1, 0]",733
language_292,"[0, 0]",733
language_293,"[1, 0]",733
language_295,"[1, 0]",733
language_296,"[1, 1]",733
language_297,"[1, 0]",733
language_298,"[1, 0]",733
language_300,"[0, 0]",733
language_301,"[0, 0]",733
language_302,"[1, 0]",733
language_303,"[1, 0]",733
language_304,"[0, 0]",733
language_305,"[1, 0]",733
language_306,"[1, 0]",733
language_307,"[1, 0]",733
language_308,"[1, 0]",733
language_309,"[0, 1]",733
language_310,"[1, 1]",733
language_311,"[1, 0]",733
language_314,"[1, 0]",733
language_316,"[1, 0]",733
language_317,"[1, 0]",733
language_319,"[0, 0]",733
language_320,"[0, 0]",733
language_321,"[1, 0]",733
language_322,"[1, 0]",733
language_323,"[1, 0]",733
language_324,"[1, 0]",733
language_325,"[0, 0]",733
language_326,"[0, 0]",733
language_327,"[0, 0]",733
language_328,"[0, 1]",733
language_329,"[1, 0]",733
language_330,"[1, 0]",733
language_331,"[1, 0]",733
language_332,"[0, 0]",733
language_333,"[1, 0]",733
language_334,"[1, 0]",733
language_335,"[0, 0]",733
language_337,"[1, 0]",733
language_338,"[0, 0]",733
language_341,"[0, 0]",733
language_342,"[1, 1]",733
language_343,"[0, 0]",733
language_344,"[1, 0]",733
language_348,"[1, 0]",733
language_349,"[1, 0]",733
language_350,"[1, 0]",733
language_351,"[1, 0]",733
language_352,"[0, 0]",733
language_353,"[1, 1]",733
language_354,"[0, 0]",733
language_356,"[1, 0]",733
language_358,"[1, 0]",733
language_359,"[1, 0]",733
language_360,"[0, 0]",733
language_361,"[1, 0]",733
language_363,"[1, 0]",733
language_364,"[1, 0]",733
language_365,"[1, 0]",733
language_366,"[0, 0]",733
language_367,"[0, 0]",733
language_368,"[1, 1]",733
language_369,"[1, 0]",733
language_370,"[1, 0]",733
language_371,"[1, 1]",733
language_372,"[0, 0]",733
language_374,"[1, 0]",733
language_375,"[1, 0]",733
language_376,"[1, 0]",733
language_377,"[1, 0]",733
language_378,"[0, 0]",733
language_379,"[1, 0]",733
language_380,"[1, 0]",733
language_381,"[1, 0]",733
language_382,"[1, 0]",733
language_383,"[0, 0]",733
language_384,"[1, 0]",733
language_385,"[1, 1]",733
language_387,"[1, 0]",733
language_389,"[0, 0]",733
language_390,"[0, 1]",733
language_394,"[1, 0]",733
