LANGUAGE,AGE,SET
language_1,"[0, 0]",813
language_2,"[1, 0]",813
language_3,"[0, 0]",813
language_4,"[0, 1]",813
language_6,"[1, 0]",813
language_7,"[1, 0]",813
language_8,"[1, 1]",813
language_9,"[0, 1]",813
language_10,"[1, 0]",813
language_11,"[1, 0]",813
language_12,"[1, 0]",813
language_13,"[1, 0]",813
language_14,"[1, 0]",813
language_16,"[0, 0]",813
language_17,"[0, 1]",813
language_18,"[1, 0]",813
language_19,"[1, 0]",813
language_20,"[0, 0]",813
language_21,"[1, 1]",813
language_22,"[1, 0]",813
language_24,"[1, 0]",813
language_25,"[1, 0]",813
language_26,"[1, 0]",813
language_28,"[1, 0]",813
language_29,"[0, 0]",813
language_30,"[0, 1]",813
language_31,"[1, 1]",813
language_32,"[1, 0]",813
language_33,"[1, 0]",813
language_34,"[1, 0]",813
language_35,"[1, 0]",813
language_37,"[1, 1]",813
language_39,"[1, 0]",813
language_40,"[0, 0]",813
language_41,"[1, 0]",813
language_42,"[1, 1]",813
language_43,"[1, 0]",813
language_45,"[1, 0]",813
language_46,"[1, 0]",813
language_48,"[1, 0]",813
language_49,"[1, 0]",813
language_50,"[1, 0]",813
language_51,"[1, 0]",813
language_52,"[1, 1]",813
language_53,"[0, 0]",813
language_54,"[1, 0]",813
language_55,"[1, 0]",813
language_56,"[1, 0]",813
language_57,"[1, 0]",813
language_58,"[1, 0]",813
language_59,"[1, 0]",813
language_61,"[1, 0]",813
language_62,"[1, 0]",813
language_64,"[1, 1]",813
language_66,"[1, 0]",813
language_67,"[0, 0]",813
language_68,"[1, 0]",813
language_69,"[1, 0]",813
language_70,"[0, 1]",813
language_71,"[1, 0]",813
language_73,"[1, 0]",813
language_74,"[0, 0]",813
language_75,"[1, 1]",813
language_76,"[1, 0]",813
language_77,"[0, 0]",813
language_78,"[0, 0]",813
language_80,"[1, 0]",813
language_81,"[1, 0]",813
language_84,"[1, 0]",813
language_85,"[1, 0]",813
language_86,"[0, 0]",813
language_87,"[1, 0]",813
language_88,"[0, 1]",813
language_89,"[1, 0]",813
language_90,"[1, 0]",813
language_91,"[1, 0]",813
language_92,"[1, 0]",813
language_93,"[0, 0]",813
language_94,"[0, 0]",813
language_95,"[1, 0]",813
language_97,"[0, 0]",813
language_98,"[1, 0]",813
language_99,"[0, 0]",813
language_100,"[0, 1]",813
language_101,"[0, 0]",813
language_102,"[1, 0]",813
language_103,"[1, 0]",813
language_105,"[0, 0]",813
language_107,"[1, 0]",813
language_108,"[0, 0]",813
language_109,"[1, 0]",813
language_110,"[1, 0]",813
language_111,"[0, 0]",813
language_112,"[1, 1]",813
language_113,"[1, 0]",813
language_114,"[1, 0]",813
language_115,"[1, 0]",813
language_116,"[1, 1]",813
language_117,"[1, 0]",813
language_118,"[0, 0]",813
language_119,"[0, 0]",813
language_120,"[1, 0]",813
language_122,"[1, 0]",813
language_123,"[0, 0]",813
language_124,"[1, 0]",813
language_126,"[1, 0]",813
language_127,"[1, 0]",813
language_128,"[1, 0]",813
language_129,"[1, 0]",813
language_130,"[1, 0]",813
language_131,"[0, 0]",813
language_132,"[1, 0]",813
language_133,"[0, 0]",813
language_135,"[1, 0]",813
language_136,"[0, 0]",813
language_137,"[1, 0]",813
language_138,"[1, 0]",813
language_139,"[1, 0]",813
language_140,"[1, 0]",813
language_141,"[1, 0]",813
language_142,"[0, 0]",813
language_143,"[0, 0]",813
