LANGUAGE,AGE,SET
language_1,"[1, 0]",806
language_2,"[0, 0]",806
language_3,"[1, 0]",806
language_5,"[1, 0]",806
language_6,"[1, 0]",806
language_7,"[0, 0]",806
language_8,"[0, 0]",806
language_9,"[1, 1]",806
language_10,"[0, 0]",806
language_12,"[1, 0]",806
language_15,"[1, 0]",806
language_16,"[0, 0]",806
language_17,"[1, 1]",806
language_18,"[0, 0]",806
language_19,"[1, 0]",806
language_21,"[1, 0]",806
language_22,"[0, 0]",806
language_23,"[1, 1]",806
language_24,"[1, 0]",806
language_25,"[1, 0]",806
language_26,"[0, 0]",806
language_27,"[1, 0]",806
language_28,"[1, 0]",806
language_29,"[1, 0]",806
language_30,"[1, 0]",806
language_31,"[1, 0]",806
language_32,"[1, 0]",806
language_34,"[0, 0]",806
language_35,"[1, 0]",806
language_36,"[0, 0]",806
language_39,"[0, 0]",806
language_40,"[0, 0]",806
language_42,"[0, 0]",806
language_43,"[0, 0]",806
language_44,"[0, 0]",806
language_45,"[1, 0]",806
language_47,"[0, 0]",806
language_49,"[1, 0]",806
language_50,"[1, 0]",806
language_52,"[1, 0]",806
language_53,"[1, 0]",806
language_54,"[1, 0]",806
language_55,"[1, 1]",806
language_56,"[0, 0]",806
language_57,"[0, 0]",806
language_58,"[1, 0]",806
language_59,"[1, 0]",806
language_60,"[1, 0]",806
language_61,"[0, 1]",806
language_64,"[1, 0]",806
language_65,"[0, 0]",806
language_66,"[0, 0]",806
language_67,"[1, 0]",806
language_68,"[1, 0]",806
language_69,"[1, 0]",806
language_70,"[0, 0]",806
language_71,"[1, 0]",806
language_72,"[1, 0]",806
language_74,"[1, 0]",806
language_75,"[1, 0]",806
language_76,"[1, 0]",806
language_77,"[1, 0]",806
language_78,"[1, 1]",806
language_79,"[0, 0]",806
language_80,"[1, 0]",806
language_81,"[1, 0]",806
language_83,"[1, 0]",806
language_84,"[0, 1]",806
language_86,"[0, 0]",806
language_87,"[1, 0]",806
language_89,"[1, 0]",806
language_90,"[1, 0]",806
language_91,"[1, 0]",806
language_93,"[1, 0]",806
language_94,"[1, 0]",806
language_97,"[0, 0]",806
language_98,"[1, 0]",806
language_101,"[1, 0]",806
language_102,"[1, 0]",806
language_103,"[0, 0]",806
language_104,"[0, 0]",806
language_105,"[0, 0]",806
language_106,"[1, 0]",806
language_107,"[1, 0]",806
language_108,"[1, 0]",806
language_110,"[1, 0]",806
language_111,"[0, 0]",806
language_112,"[1, 0]",806
language_113,"[1, 0]",806
language_114,"[0, 0]",806
language_115,"[1, 0]",806
language_116,"[0, 0]",806
language_118,"[0, 0]",806
language_119,"[0, 0]",806
language_120,"[1, 0]",806
language_121,"[1, 0]",806
language_123,"[0, 0]",806
language_124,"[1, 0]",806
language_125,"[1, 0]",806
language_126,"[1, 0]",806
language_128,"[1, 0]",806
language_129,"[0, 0]",806
language_130,"[0, 0]",806
language_131,"[1, 0]",806
language_132,"[0, 0]",806
language_133,"[0, 0]",806
language_134,"[1, 0]",806
language_135,"[0, 0]",806
language_136,"[0, 1]",806
language_137,"[0, 0]",806
language_138,"[1, 0]",806
language_139,"[1, 0]",806
language_140,"[0, 1]",806
language_141,"[0, 0]",806
language_142,"[1, 0]",806
language_143,"[1, 0]",806
language_144,"[1, 0]",806
language_145,"[1, 1]",806
language_147,"[0, 0]",806
language_148,"[0, 0]",806
language_150,"[1, 0]",806
language_151,"[1, 1]",806
language_152,"[1, 0]",806
language_155,"[1, 1]",806
language_156,"[1, 0]",806
language_157,"[1, 1]",806
language_158,"[0, 0]",806
language_159,"[0, 0]",806
language_160,"[1, 0]",806
language_161,"[1, 0]",806
language_162,"[1, 1]",806
language_163,"[1, 0]",806
language_164,"[0, 0]",806
language_165,"[1, 1]",806
language_166,"[0, 0]",806
language_167,"[1, 0]",806
language_168,"[1, 0]",806
language_169,"[1, 0]",806
language_170,"[1, 0]",806
language_174,"[1, 0]",806
language_175,"[1, 0]",806
