LANGUAGE,AGE,SET
language_3,"[1, 0]",592
language_4,"[1, 0]",592
language_5,"[0, 0]",592
language_6,"[0, 0]",592
language_7,"[1, 0]",592
language_8,"[1, 1]",592
language_9,"[0, 0]",592
language_10,"[1, 0]",592
language_12,"[0, 0]",592
language_14,"[1, 0]",592
language_15,"[1, 0]",592
language_16,"[1, 0]",592
language_17,"[0, 0]",592
language_18,"[1, 0]",592
language_19,"[1, 0]",592
language_20,"[0, 0]",592
language_21,"[1, 0]",592
language_22,"[0, 0]",592
language_23,"[0, 0]",592
language_24,"[1, 0]",592
language_25,"[0, 0]",592
language_26,"[1, 0]",592
language_27,"[0, 0]",592
language_28,"[0, 0]",592
language_29,"[0, 0]",592
language_30,"[1, 1]",592
language_31,"[1, 0]",592
language_32,"[1, 0]",592
language_33,"[0, 0]",592
language_34,"[1, 0]",592
language_35,"[1, 0]",592
language_36,"[0, 0]",592
language_37,"[1, 0]",592
language_38,"[0, 0]",592
language_39,"[1, 0]",592
language_41,"[0, 0]",592
language_42,"[1, 0]",592
language_43,"[1, 0]",592
language_44,"[0, 0]",592
language_45,"[1, 0]",592
language_47,"[0, 0]",592
language_48,"[1, 0]",592
language_49,"[1, 0]",592
language_50,"[1, 0]",592
language_51,"[1, 0]",592
language_53,"[1, 0]",592
language_54,"[0, 1]",592
language_55,"[1, 0]",592
language_56,"[1, 0]",592
language_57,"[0, 0]",592
language_58,"[1, 0]",592
language_59,"[1, 0]",592
language_60,"[0, 0]",592
language_61,"[1, 0]",592
language_62,"[1, 0]",592
language_63,"[1, 1]",592
language_64,"[1, 0]",592
language_65,"[1, 0]",592
language_66,"[1, 1]",592
language_67,"[1, 0]",592
language_68,"[1, 0]",592
language_69,"[1, 0]",592
language_70,"[1, 0]",592
language_71,"[1, 0]",592
language_72,"[0, 0]",592
language_73,"[1, 0]",592
language_75,"[1, 0]",592
language_76,"[1, 0]",592
language_77,"[0, 0]",592
language_78,"[1, 0]",592
language_79,"[1, 1]",592
language_80,"[1, 1]",592
language_82,"[1, 0]",592
language_84,"[0, 0]",592
language_85,"[0, 0]",592
language_86,"[1, 0]",592
language_87,"[1, 0]",592
language_88,"[0, 0]",592
language_90,"[0, 0]",592
language_91,"[1, 0]",592
language_92,"[1, 0]",592
language_93,"[1, 0]",592
language_94,"[0, 0]",592
language_95,"[1, 0]",592
language_96,"[1, 0]",592
language_97,"[0, 0]",592
language_98,"[0, 0]",592
language_99,"[1, 0]",592
language_101,"[1, 0]",592
language_102,"[0, 0]",592
language_103,"[1, 0]",592
language_104,"[1, 0]",592
language_106,"[0, 0]",592
