LANGUAGE,AGE,SET
language_1,"[1, 0]",993
language_2,"[1, 0]",993
language_4,"[0, 1]",993
language_5,"[1, 0]",993
language_6,"[1, 0]",993
language_7,"[1, 0]",993
language_8,"[1, 0]",993
language_9,"[1, 0]",993
language_10,"[1, 1]",993
language_11,"[0, 0]",993
language_12,"[0, 0]",993
language_13,"[1, 0]",993
language_14,"[1, 0]",993
language_16,"[1, 0]",993
language_17,"[1, 0]",993
language_18,"[1, 0]",993
language_20,"[1, 1]",993
language_21,"[0, 0]",993
language_22,"[1, 0]",993
language_23,"[1, 0]",993
language_24,"[1, 0]",993
language_25,"[1, 0]",993
language_26,"[1, 0]",993
language_27,"[0, 0]",993
language_28,"[1, 0]",993
language_29,"[1, 0]",993
language_30,"[0, 0]",993
language_31,"[0, 0]",993
language_32,"[0, 0]",993
language_33,"[1, 0]",993
language_34,"[0, 0]",993
language_35,"[0, 0]",993
language_37,"[1, 0]",993
language_38,"[1, 0]",993
language_39,"[1, 0]",993
language_40,"[1, 0]",993
language_42,"[0, 0]",993
language_45,"[1, 0]",993
language_46,"[1, 0]",993
language_47,"[1, 0]",993
language_48,"[1, 0]",993
language_49,"[1, 0]",993
language_51,"[0, 0]",993
language_53,"[1, 0]",993
language_55,"[1, 0]",993
language_56,"[0, 0]",993
language_57,"[1, 0]",993
language_58,"[0, 0]",993
language_60,"[1, 0]",993
language_61,"[1, 0]",993
language_62,"[1, 0]",993
language_63,"[1, 0]",993
language_64,"[1, 0]",993
language_65,"[1, 1]",993
language_66,"[0, 0]",993
language_67,"[0, 0]",993
language_68,"[1, 0]",993
language_69,"[0, 0]",993
language_70,"[1, 0]",993
language_71,"[1, 0]",993
language_72,"[0, 0]",993
language_73,"[1, 0]",993
language_74,"[0, 0]",993
language_75,"[1, 0]",993
language_76,"[1, 1]",993
language_77,"[0, 0]",993
language_78,"[1, 0]",993
language_79,"[1, 0]",993
language_80,"[1, 0]",993
language_81,"[1, 0]",993
language_82,"[1, 0]",993
language_83,"[1, 1]",993
language_84,"[1, 0]",993
language_85,"[1, 0]",993
language_86,"[1, 0]",993
language_87,"[0, 0]",993
language_88,"[1, 0]",993
language_89,"[1, 0]",993
language_90,"[0, 1]",993
language_91,"[1, 0]",993
language_93,"[1, 0]",993
language_94,"[1, 0]",993
language_96,"[1, 1]",993
language_98,"[0, 0]",993
language_100,"[0, 0]",993
language_101,"[1, 0]",993
language_102,"[1, 0]",993
language_103,"[1, 0]",993
language_104,"[0, 0]",993
language_106,"[1, 0]",993
language_107,"[0, 0]",993
language_108,"[1, 0]",993
language_110,"[0, 0]",993
language_112,"[1, 0]",993
language_113,"[0, 0]",993
language_114,"[1, 0]",993
language_115,"[1, 1]",993
language_116,"[1, 0]",993
language_117,"[1, 0]",993
language_118,"[1, 0]",993
language_119,"[1, 0]",993
language_120,"[0, 0]",993
language_121,"[1, 0]",993
language_122,"[1, 0]",993
language_123,"[1, 0]",993
language_124,"[1, 0]",993
language_125,"[0, 0]",993
language_126,"[0, 0]",993
language_127,"[0, 0]",993
language_128,"[0, 0]",993
language_129,"[1, 0]",993
language_130,"[1, 1]",993
language_131,"[1, 0]",993
language_132,"[1, 0]",993
language_133,"[0, 0]",993
language_135,"[1, 0]",993
language_136,"[1, 0]",993
language_137,"[0, 0]",993
language_138,"[1, 1]",993
language_139,"[0, 0]",993
language_140,"[1, 0]",993
language_141,"[1, 0]",993
language_142,"[1, 0]",993
language_143,"[1, 0]",993
language_144,"[0, 0]",993
language_145,"[1, 0]",993
language_147,"[0, 0]",993
language_148,"[0, 0]",993
language_149,"[1, 0]",993
language_152,"[0, 0]",993
language_153,"[0, 0]",993
language_154,"[1, 0]",993
language_155,"[1, 0]",993
language_156,"[1, 0]",993
language_159,"[1, 0]",993
language_160,"[1, 1]",993
language_161,"[1, 1]",993
language_162,"[1, 0]",993
language_164,"[1, 0]",993
language_165,"[1, 0]",993
language_166,"[1, 0]",993
language_168,"[1, 0]",993
language_169,"[1, 0]",993
language_170,"[1, 0]",993
language_171,"[1, 0]",993
language_172,"[0, 0]",993
language_173,"[0, 0]",993
language_174,"[0, 0]",993
language_175,"[0, 0]",993
language_176,"[0, 0]",993
language_177,"[1, 0]",993
language_180,"[1, 0]",993
language_181,"[1, 0]",993
language_182,"[0, 0]",993
language_183,"[0, 1]",993
language_185,"[1, 0]",993
language_186,"[0, 0]",993
language_188,"[0, 0]",993
language_189,"[0, 0]",993
language_190,"[1, 0]",993
language_191,"[1, 0]",993
language_192,"[0, 0]",993
language_193,"[1, 0]",993
language_194,"[1, 0]",993
language_195,"[1, 0]",993
language_197,"[1, 0]",993
language_198,"[1, 0]",993
language_200,"[1, 0]",993
language_201,"[1, 0]",993
language_203,"[0, 0]",993
language_205,"[1, 0]",993
language_206,"[1, 0]",993
language_207,"[1, 0]",993
language_208,"[1, 0]",993
language_209,"[1, 0]",993
language_210,"[1, 0]",993
language_211,"[0, 0]",993
language_212,"[0, 0]",993
language_213,"[1, 0]",993
language_214,"[1, 0]",993
language_215,"[1, 0]",993
language_216,"[1, 1]",993
language_217,"[1, 0]",993
language_218,"[0, 0]",993
language_219,"[1, 0]",993
language_221,"[1, 0]",993
language_222,"[1, 0]",993
language_223,"[1, 0]",993
language_224,"[1, 0]",993
language_226,"[1, 0]",993
language_227,"[1, 0]",993
language_228,"[1, 0]",993
language_229,"[0, 0]",993
language_230,"[1, 0]",993
language_231,"[1, 0]",993
language_232,"[1, 0]",993
language_233,"[1, 0]",993
language_234,"[1, 0]",993
language_235,"[1, 1]",993
language_236,"[0, 0]",993
language_237,"[1, 0]",993
language_238,"[1, 0]",993
language_239,"[1, 0]",993
language_242,"[1, 0]",993
language_243,"[0, 0]",993
language_244,"[0, 0]",993
language_245,"[1, 0]",993
language_246,"[1, 0]",993
language_247,"[1, 0]",993
language_249,"[1, 0]",993
language_250,"[0, 1]",993
language_251,"[1, 0]",993
language_252,"[1, 1]",993
language_253,"[0, 0]",993
language_254,"[1, 0]",993
language_255,"[0, 0]",993
language_256,"[0, 1]",993
language_257,"[1, 1]",993
language_258,"[1, 0]",993
language_259,"[1, 0]",993
language_261,"[0, 1]",993
language_262,"[1, 0]",993
language_263,"[1, 0]",993
language_264,"[0, 0]",993
language_265,"[1, 0]",993
language_266,"[1, 0]",993
language_267,"[0, 0]",993
language_269,"[0, 0]",993
language_271,"[1, 0]",993
language_272,"[1, 0]",993
language_273,"[0, 0]",993
language_275,"[0, 0]",993
language_276,"[1, 0]",993
language_277,"[1, 0]",993
language_279,"[1, 0]",993
language_280,"[1, 0]",993
language_281,"[0, 0]",993
language_282,"[1, 0]",993
language_283,"[1, 0]",993
language_284,"[0, 0]",993
language_285,"[1, 0]",993
language_286,"[1, 0]",993
language_288,"[1, 0]",993
language_289,"[1, 0]",993
language_290,"[0, 0]",993
language_292,"[1, 0]",993
language_296,"[1, 0]",993
language_299,"[0, 0]",993
language_300,"[1, 0]",993
language_301,"[1, 0]",993
language_302,"[1, 0]",993
language_303,"[0, 0]",993
language_304,"[0, 0]",993
language_305,"[1, 0]",993
language_306,"[0, 0]",993
language_309,"[0, 0]",993
