LANGUAGE,AGE,SET
language_1,"[1, 0]",200
language_2,"[1, 1]",200
language_3,"[1, 0]",200
language_4,"[1, 0]",200
language_5,"[1, 0]",200
language_7,"[1, 0]",200
language_8,"[1, 0]",200
language_9,"[1, 0]",200
language_10,"[1, 0]",200
language_12,"[1, 0]",200
language_13,"[0, 1]",200
language_14,"[0, 0]",200
language_15,"[1, 0]",200
language_16,"[1, 0]",200
language_17,"[1, 1]",200
language_18,"[1, 0]",200
language_19,"[1, 0]",200
language_21,"[1, 0]",200
language_22,"[1, 0]",200
language_23,"[0, 0]",200
language_24,"[1, 1]",200
language_25,"[1, 0]",200
language_26,"[1, 0]",200
language_28,"[1, 0]",200
language_29,"[0, 0]",200
language_30,"[1, 0]",200
language_31,"[1, 0]",200
language_32,"[1, 0]",200
language_35,"[0, 0]",200
language_36,"[1, 0]",200
language_37,"[1, 0]",200
language_38,"[0, 0]",200
language_39,"[1, 0]",200
language_40,"[1, 1]",200
language_41,"[0, 0]",200
language_42,"[0, 0]",200
language_43,"[1, 0]",200
language_44,"[0, 0]",200
language_45,"[1, 0]",200
language_47,"[1, 0]",200
language_48,"[0, 0]",200
language_50,"[1, 0]",200
language_51,"[0, 0]",200
language_53,"[1, 0]",200
language_54,"[1, 0]",200
language_55,"[0, 1]",200
language_56,"[1, 0]",200
language_57,"[1, 0]",200
language_58,"[1, 0]",200
language_59,"[1, 1]",200
language_60,"[1, 0]",200
language_61,"[1, 0]",200
language_62,"[1, 0]",200
language_63,"[0, 0]",200
language_65,"[0, 0]",200
language_66,"[0, 0]",200
language_67,"[0, 0]",200
language_68,"[0, 0]",200
language_69,"[1, 0]",200
language_71,"[1, 0]",200
language_72,"[1, 0]",200
language_76,"[0, 0]",200
language_77,"[1, 0]",200
language_79,"[0, 0]",200
language_80,"[0, 0]",200
language_81,"[1, 0]",200
language_82,"[1, 0]",200
language_84,"[1, 0]",200
language_85,"[1, 0]",200
language_86,"[1, 0]",200
language_87,"[1, 0]",200
language_88,"[1, 0]",200
language_89,"[1, 0]",200
language_91,"[1, 0]",200
language_93,"[0, 0]",200
language_94,"[1, 0]",200
language_96,"[1, 0]",200
language_97,"[1, 0]",200
language_99,"[1, 0]",200
language_100,"[1, 1]",200
language_101,"[1, 0]",200
language_103,"[1, 0]",200
language_104,"[1, 0]",200
language_105,"[0, 1]",200
language_106,"[1, 0]",200
language_107,"[1, 0]",200
language_108,"[0, 0]",200
language_109,"[0, 0]",200
language_110,"[1, 0]",200
