LANGUAGE,AGE,SET
language_2,"[0, 0]",9
language_3,"[1, 0]",9
language_4,"[1, 0]",9
language_5,"[1, 0]",9
language_6,"[1, 0]",9
language_7,"[0, 0]",9
language_8,"[1, 1]",9
language_9,"[1, 0]",9
language_10,"[1, 0]",9
language_12,"[0, 0]",9
language_13,"[1, 0]",9
language_14,"[0, 0]",9
language_15,"[0, 0]",9
language_16,"[0, 0]",9
language_17,"[0, 1]",9
language_18,"[1, 0]",9
language_19,"[0, 0]",9
language_21,"[1, 0]",9
language_24,"[1, 1]",9
language_25,"[1, 0]",9
language_26,"[1, 0]",9
language_27,"[0, 0]",9
language_28,"[0, 0]",9
language_29,"[1, 0]",9
language_30,"[1, 0]",9
language_31,"[1, 0]",9
language_32,"[1, 1]",9
language_34,"[1, 0]",9
language_35,"[0, 0]",9
language_36,"[1, 0]",9
language_37,"[0, 0]",9
language_39,"[0, 0]",9
language_40,"[1, 0]",9
language_42,"[0, 0]",9
language_43,"[1, 0]",9
language_44,"[1, 0]",9
language_46,"[1, 0]",9
language_48,"[1, 0]",9
language_49,"[0, 0]",9
language_51,"[1, 0]",9
language_52,"[1, 0]",9
language_53,"[1, 0]",9
language_54,"[1, 0]",9
language_55,"[1, 0]",9
language_56,"[0, 0]",9
language_57,"[0, 0]",9
language_58,"[1, 0]",9
language_60,"[0, 0]",9
language_62,"[1, 0]",9
language_63,"[1, 0]",9
language_65,"[0, 0]",9
language_66,"[0, 0]",9
language_67,"[1, 1]",9
language_68,"[1, 0]",9
language_69,"[0, 0]",9
language_70,"[0, 0]",9
language_71,"[0, 0]",9
language_72,"[0, 0]",9
language_73,"[0, 0]",9
language_74,"[1, 0]",9
language_75,"[1, 0]",9
language_76,"[0, 0]",9
language_77,"[1, 0]",9
language_78,"[0, 0]",9
language_79,"[1, 1]",9
language_80,"[1, 0]",9
language_81,"[1, 0]",9
language_83,"[1, 0]",9
language_85,"[0, 0]",9
language_86,"[0, 0]",9
language_88,"[1, 0]",9
language_89,"[1, 0]",9
language_90,"[0, 0]",9
language_91,"[0, 0]",9
language_94,"[1, 0]",9
language_95,"[1, 0]",9
language_98,"[1, 0]",9
language_99,"[0, 1]",9
language_100,"[0, 0]",9
language_101,"[0, 0]",9
language_102,"[1, 0]",9
language_103,"[1, 0]",9
language_104,"[1, 0]",9
language_105,"[0, 0]",9
language_106,"[0, 0]",9
language_107,"[1, 0]",9
language_108,"[0, 1]",9
language_110,"[0, 0]",9
language_111,"[0, 0]",9
language_112,"[1, 0]",9
language_115,"[1, 0]",9
language_116,"[1, 0]",9
language_117,"[1, 0]",9
language_118,"[1, 0]",9
language_119,"[1, 0]",9
language_120,"[1, 0]",9
language_122,"[1, 0]",9
language_123,"[0, 0]",9
language_124,"[1, 0]",9
