LANGUAGE,AGE,SET
language_1,"[1, 0]",248
language_3,"[0, 0]",248
language_4,"[1, 0]",248
language_6,"[0, 0]",248
language_7,"[1, 0]",248
language_8,"[0, 0]",248
language_9,"[0, 1]",248
language_11,"[0, 0]",248
language_12,"[1, 0]",248
language_13,"[1, 0]",248
language_14,"[1, 0]",248
language_15,"[1, 0]",248
language_16,"[0, 0]",248
language_17,"[0, 0]",248
language_18,"[1, 1]",248
language_19,"[0, 0]",248
language_20,"[1, 0]",248
language_22,"[0, 0]",248
language_23,"[0, 0]",248
language_24,"[1, 0]",248
language_25,"[1, 0]",248
language_27,"[1, 0]",248
language_29,"[0, 0]",248
language_30,"[1, 0]",248
language_31,"[0, 0]",248
language_32,"[1, 0]",248
language_33,"[0, 1]",248
language_34,"[1, 0]",248
language_36,"[1, 0]",248
language_37,"[1, 0]",248
language_38,"[1, 1]",248
language_39,"[0, 0]",248
language_40,"[1, 0]",248
language_41,"[1, 0]",248
language_42,"[1, 0]",248
language_43,"[1, 0]",248
language_44,"[0, 0]",248
language_45,"[0, 0]",248
language_46,"[1, 0]",248
language_47,"[0, 0]",248
language_48,"[1, 0]",248
language_49,"[1, 1]",248
language_50,"[1, 1]",248
language_51,"[1, 0]",248
language_52,"[1, 0]",248
language_53,"[0, 0]",248
language_55,"[1, 0]",248
language_57,"[1, 0]",248
language_59,"[1, 0]",248
language_60,"[1, 0]",248
language_61,"[1, 0]",248
language_62,"[1, 1]",248
language_63,"[0, 0]",248
language_64,"[1, 0]",248
language_65,"[1, 0]",248
language_66,"[0, 0]",248
language_67,"[1, 1]",248
language_68,"[1, 0]",248
language_69,"[1, 0]",248
language_70,"[0, 0]",248
language_71,"[1, 1]",248
language_72,"[0, 0]",248
language_74,"[1, 0]",248
language_75,"[1, 0]",248
language_76,"[0, 0]",248
language_77,"[1, 0]",248
language_78,"[1, 0]",248
language_79,"[1, 0]",248
language_80,"[0, 0]",248
language_81,"[1, 0]",248
language_82,"[1, 0]",248
language_83,"[0, 0]",248
language_84,"[1, 1]",248
language_85,"[1, 0]",248
language_86,"[0, 0]",248
language_87,"[1, 0]",248
language_88,"[1, 0]",248
language_89,"[0, 0]",248
language_91,"[1, 0]",248
language_92,"[0, 0]",248
language_93,"[0, 0]",248
language_94,"[0, 0]",248
language_95,"[1, 1]",248
language_96,"[0, 1]",248
language_97,"[1, 0]",248
language_98,"[1, 0]",248
language_99,"[1, 0]",248
language_100,"[0, 0]",248
language_102,"[0, 0]",248
language_103,"[1, 1]",248
language_104,"[1, 0]",248
language_105,"[1, 0]",248
language_106,"[1, 0]",248
language_107,"[1, 0]",248
language_108,"[0, 0]",248
language_109,"[1, 0]",248
language_110,"[1, 0]",248
language_111,"[1, 0]",248
language_112,"[0, 0]",248
language_113,"[1, 0]",248
language_114,"[0, 0]",248
language_115,"[1, 0]",248
language_116,"[1, 0]",248
language_117,"[1, 0]",248
language_118,"[1, 0]",248
language_119,"[1, 0]",248
language_120,"[1, 0]",248
language_121,"[1, 0]",248
language_122,"[0, 0]",248
language_123,"[1, 0]",248
language_124,"[0, 0]",248
language_125,"[1, 0]",248
language_126,"[1, 0]",248
language_127,"[0, 0]",248
language_129,"[1, 0]",248
language_130,"[1, 0]",248
language_132,"[1, 0]",248
language_134,"[0, 0]",248
language_135,"[1, 0]",248
language_136,"[0, 0]",248
language_137,"[0, 0]",248
language_138,"[1, 0]",248
language_139,"[1, 1]",248
language_140,"[1, 1]",248
language_141,"[1, 0]",248
language_142,"[1, 0]",248
language_143,"[1, 0]",248
language_145,"[1, 0]",248
language_146,"[1, 0]",248
language_147,"[0, 0]",248
language_148,"[1, 0]",248
language_150,"[1, 0]",248
language_151,"[0, 0]",248
language_152,"[1, 0]",248
language_154,"[1, 0]",248
language_156,"[0, 1]",248
language_157,"[0, 0]",248
language_158,"[1, 0]",248
language_159,"[1, 0]",248
language_160,"[1, 0]",248
language_161,"[0, 0]",248
language_162,"[1, 0]",248
language_163,"[1, 0]",248
language_164,"[1, 0]",248
language_165,"[1, 0]",248
language_166,"[1, 0]",248
language_167,"[0, 0]",248
language_168,"[1, 0]",248
language_170,"[1, 0]",248
language_172,"[0, 0]",248
