LANGUAGE,AGE,SET
language_2,"[1, 0]",692
language_3,"[1, 0]",692
language_4,"[1, 0]",692
language_5,"[0, 0]",692
language_6,"[0, 0]",692
language_7,"[1, 0]",692
language_8,"[1, 0]",692
language_10,"[1, 0]",692
language_11,"[1, 0]",692
language_14,"[0, 1]",692
language_15,"[1, 0]",692
language_17,"[1, 0]",692
language_18,"[1, 0]",692
language_19,"[1, 0]",692
language_20,"[0, 0]",692
language_21,"[1, 0]",692
language_22,"[1, 0]",692
language_23,"[0, 1]",692
language_24,"[1, 0]",692
language_25,"[1, 0]",692
language_26,"[1, 1]",692
language_27,"[1, 0]",692
language_28,"[1, 0]",692
language_29,"[1, 0]",692
language_30,"[1, 0]",692
language_32,"[0, 1]",692
language_33,"[1, 0]",692
language_35,"[1, 0]",692
language_36,"[1, 0]",692
language_38,"[1, 1]",692
language_39,"[1, 0]",692
language_40,"[0, 0]",692
language_41,"[1, 0]",692
language_42,"[1, 0]",692
language_43,"[1, 1]",692
language_44,"[1, 1]",692
language_47,"[1, 0]",692
language_48,"[1, 1]",692
language_49,"[0, 1]",692
language_50,"[1, 1]",692
language_51,"[1, 0]",692
language_52,"[1, 0]",692
language_53,"[1, 0]",692
language_54,"[0, 0]",692
language_56,"[1, 0]",692
language_57,"[0, 0]",692
language_58,"[1, 0]",692
language_60,"[1, 0]",692
language_61,"[0, 0]",692
language_62,"[0, 0]",692
language_63,"[1, 0]",692
language_64,"[0, 0]",692
language_65,"[0, 0]",692
language_66,"[1, 1]",692
language_67,"[1, 0]",692
language_68,"[1, 0]",692
language_70,"[1, 0]",692
language_71,"[1, 0]",692
language_73,"[1, 0]",692
language_74,"[0, 0]",692
language_75,"[1, 0]",692
language_76,"[1, 1]",692
language_77,"[0, 0]",692
language_78,"[1, 0]",692
language_80,"[1, 0]",692
language_81,"[1, 0]",692
language_82,"[0, 0]",692
language_83,"[1, 0]",692
language_84,"[1, 0]",692
language_85,"[0, 0]",692
language_87,"[1, 0]",692
language_89,"[0, 0]",692
language_90,"[1, 0]",692
language_91,"[0, 0]",692
language_92,"[1, 0]",692
language_93,"[1, 0]",692
language_94,"[1, 0]",692
language_95,"[1, 0]",692
language_96,"[1, 0]",692
language_97,"[1, 0]",692
language_98,"[1, 0]",692
language_100,"[1, 0]",692
language_101,"[1, 0]",692
language_102,"[1, 0]",692
language_104,"[1, 0]",692
language_106,"[1, 0]",692
language_107,"[1, 0]",692
language_109,"[0, 0]",692
language_110,"[1, 0]",692
language_111,"[1, 0]",692
language_112,"[0, 0]",692
language_113,"[1, 0]",692
language_114,"[1, 0]",692
language_115,"[0, 0]",692
language_116,"[0, 0]",692
language_118,"[0, 0]",692
language_119,"[0, 0]",692
language_120,"[1, 1]",692
language_121,"[1, 0]",692
language_122,"[1, 0]",692
language_123,"[1, 0]",692
language_124,"[1, 0]",692
language_125,"[1, 0]",692
language_127,"[1, 0]",692
language_128,"[1, 0]",692
language_129,"[1, 0]",692
language_131,"[1, 0]",692
language_133,"[1, 0]",692
language_134,"[1, 0]",692
language_135,"[0, 0]",692
language_137,"[1, 0]",692
language_138,"[1, 0]",692
language_139,"[1, 0]",692
language_140,"[1, 0]",692
language_144,"[1, 0]",692
language_145,"[1, 0]",692
language_147,"[0, 0]",692
language_148,"[0, 1]",692
language_149,"[0, 0]",692
language_150,"[1, 0]",692
language_151,"[0, 1]",692
language_152,"[1, 0]",692
language_153,"[0, 0]",692
language_154,"[1, 0]",692
language_155,"[1, 0]",692
language_156,"[1, 0]",692
language_157,"[1, 0]",692
language_158,"[1, 0]",692
language_160,"[1, 0]",692
language_164,"[0, 0]",692
language_167,"[1, 0]",692
language_168,"[1, 0]",692
language_170,"[0, 0]",692
language_171,"[0, 0]",692
language_173,"[1, 0]",692
language_174,"[0, 0]",692
language_175,"[1, 0]",692
language_176,"[1, 0]",692
language_177,"[1, 0]",692
language_178,"[0, 0]",692
language_179,"[0, 0]",692
language_180,"[0, 0]",692
language_181,"[0, 1]",692
language_182,"[1, 1]",692
language_184,"[1, 0]",692
language_185,"[0, 0]",692
language_186,"[0, 0]",692
language_187,"[1, 0]",692
language_188,"[1, 1]",692
language_189,"[0, 0]",692
language_190,"[0, 0]",692
language_191,"[0, 0]",692
language_192,"[0, 0]",692
language_193,"[1, 1]",692
language_194,"[1, 0]",692
language_195,"[0, 0]",692
language_196,"[1, 0]",692
language_199,"[1, 0]",692
language_200,"[1, 0]",692
language_201,"[1, 0]",692
language_202,"[0, 0]",692
language_203,"[0, 0]",692
language_205,"[0, 0]",692
language_207,"[0, 1]",692
language_208,"[1, 0]",692
language_209,"[1, 1]",692
language_210,"[0, 0]",692
language_211,"[0, 0]",692
language_212,"[0, 0]",692
language_213,"[1, 0]",692
language_214,"[0, 0]",692
language_216,"[0, 0]",692
language_217,"[0, 0]",692
language_218,"[1, 0]",692
language_220,"[1, 0]",692
language_221,"[0, 1]",692
language_223,"[1, 0]",692
language_224,"[1, 0]",692
language_225,"[1, 0]",692
language_226,"[0, 0]",692
language_227,"[0, 0]",692
language_228,"[1, 0]",692
language_229,"[1, 0]",692
language_230,"[1, 0]",692
language_232,"[1, 1]",692
language_233,"[1, 0]",692
language_235,"[1, 0]",692
language_236,"[1, 0]",692
language_238,"[0, 0]",692
language_239,"[0, 0]",692
language_242,"[1, 0]",692
language_243,"[1, 0]",692
language_244,"[1, 0]",692
language_246,"[0, 0]",692
language_247,"[0, 0]",692
language_248,"[0, 1]",692
language_249,"[1, 0]",692
language_250,"[1, 1]",692
language_251,"[1, 1]",692
language_252,"[1, 0]",692
language_253,"[0, 0]",692
language_255,"[1, 0]",692
language_256,"[1, 0]",692
language_257,"[1, 0]",692
language_258,"[1, 0]",692
language_259,"[1, 0]",692
language_260,"[1, 0]",692
language_261,"[1, 0]",692
language_262,"[0, 0]",692
language_263,"[1, 0]",692
language_264,"[1, 0]",692
language_265,"[0, 0]",692
language_267,"[1, 0]",692
language_268,"[0, 1]",692
language_269,"[1, 0]",692
language_270,"[1, 1]",692
language_272,"[0, 0]",692
language_273,"[1, 0]",692
language_274,"[0, 0]",692
language_275,"[1, 0]",692
language_276,"[1, 0]",692
language_277,"[1, 0]",692
language_278,"[0, 0]",692
language_279,"[1, 0]",692
language_280,"[1, 0]",692
language_281,"[1, 1]",692
language_282,"[1, 0]",692
language_283,"[1, 0]",692
language_285,"[0, 0]",692
language_286,"[0, 0]",692
language_288,"[1, 1]",692
language_289,"[1, 0]",692
language_290,"[1, 0]",692
language_291,"[1, 0]",692
language_293,"[1, 0]",692
language_294,"[1, 0]",692
language_296,"[0, 0]",692
language_297,"[1, 0]",692
language_298,"[1, 1]",692
language_299,"[1, 0]",692
language_300,"[1, 0]",692
language_301,"[0, 0]",692
language_303,"[0, 0]",692
language_305,"[1, 1]",692
language_306,"[1, 0]",692
language_307,"[1, 0]",692
language_310,"[1, 0]",692
language_311,"[0, 0]",692
language_313,"[0, 0]",692
language_314,"[1, 0]",692
language_315,"[0, 0]",692
language_316,"[1, 0]",692
language_317,"[1, 0]",692
language_318,"[0, 0]",692
language_319,"[0, 0]",692
language_320,"[0, 0]",692
language_322,"[0, 0]",692
language_324,"[1, 0]",692
language_327,"[1, 0]",692
language_330,"[1, 0]",692
language_331,"[1, 0]",692
language_333,"[1, 0]",692
language_334,"[0, 0]",692
language_335,"[0, 0]",692
language_336,"[1, 0]",692
language_337,"[1, 0]",692
language_338,"[0, 1]",692
language_339,"[1, 1]",692
language_340,"[1, 0]",692
language_341,"[1, 0]",692
language_343,"[1, 1]",692
language_344,"[1, 0]",692
language_345,"[1, 0]",692
language_346,"[0, 0]",692
language_348,"[1, 1]",692
language_349,"[1, 0]",692
language_351,"[0, 0]",692
language_353,"[0, 1]",692
language_354,"[1, 0]",692
language_355,"[0, 0]",692
language_356,"[1, 0]",692
language_357,"[1, 0]",692
language_358,"[1, 0]",692
language_359,"[1, 0]",692
language_360,"[1, 0]",692
language_361,"[1, 0]",692
language_362,"[0, 0]",692
language_363,"[1, 0]",692
language_364,"[0, 0]",692
language_365,"[0, 1]",692
language_369,"[1, 0]",692
language_370,"[0, 1]",692
language_371,"[1, 0]",692
language_372,"[1, 0]",692
language_373,"[1, 0]",692
language_374,"[1, 0]",692
language_375,"[0, 1]",692
language_376,"[1, 0]",692
language_377,"[0, 0]",692
language_378,"[0, 0]",692
language_379,"[1, 0]",692
language_380,"[1, 1]",692
language_381,"[1, 0]",692
language_382,"[0, 0]",692
language_385,"[1, 0]",692
language_387,"[1, 1]",692
language_388,"[1, 0]",692
language_389,"[0, 0]",692
language_391,"[1, 0]",692
language_392,"[0, 1]",692
language_393,"[1, 0]",692
language_394,"[1, 0]",692
language_395,"[1, 0]",692
language_396,"[0, 0]",692
language_397,"[1, 0]",692
language_398,"[1, 0]",692
language_399,"[0, 1]",692
language_400,"[0, 0]",692
language_401,"[0, 0]",692
language_402,"[1, 0]",692
language_403,"[1, 0]",692
language_406,"[1, 0]",692
language_407,"[1, 0]",692
language_408,"[0, 0]",692
language_409,"[1, 0]",692
language_410,"[1, 0]",692
language_411,"[0, 0]",692
language_412,"[0, 1]",692
language_413,"[1, 0]",692
language_414,"[1, 0]",692
language_415,"[0, 0]",692
language_416,"[0, 0]",692
language_417,"[1, 0]",692
language_420,"[1, 0]",692
language_421,"[0, 0]",692
language_422,"[0, 0]",692
language_423,"[1, 0]",692
language_424,"[1, 0]",692
language_425,"[1, 0]",692
language_426,"[1, 0]",692
language_427,"[1, 1]",692
language_428,"[1, 0]",692
language_430,"[0, 0]",692
language_432,"[1, 1]",692
language_433,"[1, 0]",692
language_434,"[1, 0]",692
language_435,"[1, 0]",692
language_436,"[1, 0]",692
language_437,"[0, 0]",692
language_438,"[0, 0]",692
language_440,"[1, 0]",692
language_441,"[0, 0]",692
language_442,"[0, 1]",692
language_443,"[1, 0]",692
language_445,"[1, 0]",692
language_446,"[1, 0]",692
language_447,"[1, 0]",692
language_448,"[1, 0]",692
language_450,"[1, 1]",692
language_451,"[1, 0]",692
language_452,"[1, 0]",692
language_453,"[0, 0]",692
language_454,"[1, 0]",692
language_455,"[0, 0]",692
language_456,"[0, 0]",692
language_457,"[1, 0]",692
language_458,"[1, 0]",692
language_460,"[1, 1]",692
language_461,"[1, 0]",692
language_462,"[1, 0]",692
language_464,"[1, 0]",692
language_465,"[1, 0]",692
language_466,"[0, 0]",692
language_469,"[0, 0]",692
language_471,"[1, 0]",692
language_472,"[1, 0]",692
language_473,"[0, 0]",692
language_474,"[1, 0]",692
language_477,"[1, 0]",692
language_478,"[1, 0]",692
language_479,"[0, 0]",692
language_480,"[1, 0]",692
language_482,"[0, 0]",692
language_483,"[1, 1]",692
language_484,"[1, 0]",692
language_485,"[0, 0]",692
language_486,"[0, 0]",692
language_487,"[1, 0]",692
language_488,"[1, 0]",692
language_489,"[1, 0]",692
language_491,"[1, 0]",692
language_493,"[0, 0]",692
language_494,"[1, 0]",692
language_495,"[1, 0]",692
language_496,"[1, 0]",692
language_497,"[1, 0]",692
language_499,"[1, 0]",692
language_501,"[1, 0]",692
language_502,"[1, 0]",692
language_503,"[1, 1]",692
language_505,"[1, 0]",692
language_506,"[1, 0]",692
language_508,"[1, 0]",692
language_509,"[1, 0]",692
language_510,"[1, 0]",692
language_511,"[1, 0]",692
language_512,"[1, 0]",692
language_513,"[0, 0]",692
language_514,"[1, 0]",692
language_516,"[1, 0]",692
language_517,"[1, 0]",692
language_518,"[1, 0]",692
language_519,"[1, 0]",692
language_520,"[0, 0]",692
language_521,"[1, 1]",692
language_522,"[1, 0]",692
language_523,"[1, 0]",692
language_527,"[0, 0]",692
language_528,"[1, 0]",692
language_529,"[1, 0]",692
language_530,"[0, 0]",692
language_531,"[1, 0]",692
language_532,"[1, 1]",692
language_533,"[0, 0]",692
language_535,"[1, 0]",692
language_536,"[1, 0]",692
language_537,"[1, 0]",692
language_538,"[1, 0]",692
language_539,"[0, 0]",692
language_541,"[0, 0]",692
language_542,"[1, 0]",692
language_543,"[1, 0]",692
language_544,"[1, 0]",692
language_545,"[1, 0]",692
language_546,"[1, 1]",692
language_547,"[1, 1]",692
language_549,"[1, 0]",692
language_550,"[0, 1]",692
language_551,"[0, 0]",692
language_552,"[0, 0]",692
language_553,"[1, 1]",692
language_554,"[1, 0]",692
language_555,"[1, 0]",692
language_557,"[1, 0]",692
language_558,"[1, 0]",692
language_559,"[1, 0]",692
language_560,"[0, 1]",692
language_561,"[0, 0]",692
language_562,"[1, 0]",692
language_563,"[1, 0]",692
language_564,"[1, 0]",692
language_565,"[0, 0]",692
language_566,"[1, 1]",692
language_569,"[0, 0]",692
language_570,"[1, 0]",692
language_572,"[0, 0]",692
language_573,"[1, 0]",692
language_574,"[1, 0]",692
language_575,"[1, 0]",692
language_576,"[1, 0]",692
language_577,"[1, 0]",692
language_578,"[0, 0]",692
language_579,"[0, 0]",692
language_582,"[1, 0]",692
language_583,"[1, 0]",692
language_584,"[0, 0]",692
language_586,"[1, 1]",692
language_587,"[0, 0]",692
language_589,"[1, 1]",692
language_590,"[1, 1]",692
language_591,"[0, 0]",692
language_592,"[1, 0]",692
language_593,"[1, 0]",692
language_595,"[0, 0]",692
language_596,"[1, 0]",692
language_599,"[0, 0]",692
language_601,"[1, 0]",692
language_602,"[1, 0]",692
language_603,"[1, 0]",692
language_604,"[0, 0]",692
language_605,"[1, 0]",692
language_606,"[1, 0]",692
language_607,"[1, 0]",692
language_608,"[0, 0]",692
language_609,"[1, 0]",692
language_610,"[1, 0]",692
language_611,"[1, 0]",692
language_612,"[1, 0]",692
language_614,"[1, 0]",692
language_615,"[0, 0]",692
language_616,"[0, 0]",692
language_617,"[1, 1]",692
language_618,"[1, 0]",692
language_620,"[1, 0]",692
language_621,"[1, 0]",692
language_622,"[1, 1]",692
language_623,"[1, 0]",692
language_624,"[1, 0]",692
language_625,"[1, 0]",692
language_626,"[1, 0]",692
language_627,"[1, 0]",692
language_628,"[1, 0]",692
language_629,"[1, 0]",692
language_630,"[0, 0]",692
language_631,"[1, 0]",692
language_633,"[1, 1]",692
language_634,"[0, 0]",692
language_635,"[1, 1]",692
language_637,"[1, 0]",692
language_638,"[1, 1]",692
language_640,"[1, 0]",692
language_641,"[1, 1]",692
language_642,"[1, 0]",692
language_643,"[0, 0]",692
language_644,"[0, 0]",692
language_645,"[1, 0]",692
language_646,"[1, 0]",692
language_647,"[1, 0]",692
language_648,"[0, 0]",692
language_650,"[1, 0]",692
language_651,"[1, 0]",692
language_653,"[1, 0]",692
language_654,"[0, 0]",692
language_655,"[1, 0]",692
language_656,"[0, 0]",692
language_657,"[1, 0]",692
language_658,"[0, 0]",692
language_659,"[1, 0]",692
language_660,"[1, 0]",692
language_661,"[0, 0]",692
language_662,"[1, 0]",692
language_663,"[0, 0]",692
language_664,"[0, 0]",692
language_666,"[1, 0]",692
language_667,"[1, 0]",692
language_669,"[1, 0]",692
language_670,"[1, 0]",692
language_672,"[1, 0]",692
language_673,"[1, 0]",692
language_674,"[0, 0]",692
language_676,"[1, 0]",692
language_677,"[0, 0]",692
language_678,"[0, 0]",692
language_679,"[1, 0]",692
language_680,"[0, 0]",692
language_681,"[0, 0]",692
language_682,"[1, 0]",692
language_683,"[1, 0]",692
language_684,"[1, 0]",692
language_685,"[1, 0]",692
language_686,"[1, 0]",692
language_687,"[0, 0]",692
language_688,"[1, 1]",692
language_690,"[1, 0]",692
language_693,"[0, 0]",692
language_694,"[1, 0]",692
language_695,"[1, 0]",692
language_696,"[1, 0]",692
language_697,"[1, 0]",692
language_698,"[0, 0]",692
