LANGUAGE,AGE,SET
language_1,"[1, 0]",336
language_2,"[1, 0]",336
language_3,"[0, 1]",336
language_5,"[1, 0]",336
language_6,"[1, 0]",336
language_7,"[1, 0]",336
language_8,"[1, 0]",336
language_10,"[1, 0]",336
language_11,"[1, 0]",336
language_12,"[1, 0]",336
language_13,"[1, 0]",336
language_15,"[1, 0]",336
language_16,"[0, 0]",336
language_17,"[1, 0]",336
language_18,"[0, 1]",336
language_19,"[1, 0]",336
language_20,"[0, 0]",336
language_21,"[1, 0]",336
language_22,"[1, 0]",336
language_23,"[0, 0]",336
language_24,"[1, 0]",336
language_25,"[1, 0]",336
language_26,"[1, 1]",336
language_27,"[1, 0]",336
language_28,"[0, 0]",336
language_29,"[1, 0]",336
language_30,"[1, 0]",336
language_31,"[1, 0]",336
language_32,"[1, 0]",336
language_33,"[1, 0]",336
language_34,"[1, 0]",336
language_35,"[1, 0]",336
language_36,"[1, 0]",336
language_38,"[1, 0]",336
language_39,"[1, 0]",336
language_40,"[1, 1]",336
language_41,"[0, 0]",336
language_42,"[1, 0]",336
language_43,"[1, 0]",336
language_45,"[0, 0]",336
language_48,"[1, 0]",336
language_49,"[1, 0]",336
language_50,"[0, 0]",336
language_51,"[1, 0]",336
language_53,"[1, 1]",336
language_54,"[1, 0]",336
language_55,"[1, 0]",336
language_56,"[1, 0]",336
language_57,"[1, 0]",336
language_58,"[0, 0]",336
language_59,"[0, 0]",336
language_61,"[1, 0]",336
language_63,"[0, 0]",336
language_64,"[0, 1]",336
language_65,"[1, 1]",336
language_66,"[1, 0]",336
language_67,"[1, 0]",336
language_68,"[1, 1]",336
language_69,"[1, 0]",336
language_70,"[1, 0]",336
language_71,"[1, 1]",336
language_72,"[1, 1]",336
language_74,"[1, 0]",336
language_76,"[0, 0]",336
language_77,"[1, 0]",336
language_78,"[1, 0]",336
language_79,"[1, 1]",336
language_80,"[1, 0]",336
language_81,"[0, 0]",336
language_82,"[1, 0]",336
language_83,"[0, 0]",336
language_84,"[1, 0]",336
language_85,"[1, 0]",336
language_86,"[1, 0]",336
language_87,"[0, 0]",336
language_88,"[1, 1]",336
language_89,"[1, 0]",336
language_90,"[1, 1]",336
language_91,"[1, 0]",336
language_93,"[1, 0]",336
language_94,"[1, 0]",336
language_95,"[0, 0]",336
language_96,"[1, 0]",336
language_97,"[1, 0]",336
language_98,"[1, 0]",336
language_100,"[1, 0]",336
language_102,"[1, 0]",336
language_103,"[1, 0]",336
language_104,"[1, 0]",336
language_105,"[0, 0]",336
language_106,"[0, 1]",336
language_107,"[1, 0]",336
language_108,"[1, 0]",336
language_109,"[0, 0]",336
language_110,"[0, 0]",336
