LANGUAGE,AGE,SET
language_1,"[1, 0]",642
language_2,"[0, 0]",642
language_3,"[1, 1]",642
language_4,"[0, 1]",642
language_5,"[1, 0]",642
language_7,"[0, 1]",642
language_8,"[1, 0]",642
language_9,"[1, 0]",642
language_10,"[1, 0]",642
language_11,"[1, 0]",642
language_12,"[1, 0]",642
language_13,"[1, 0]",642
language_14,"[1, 0]",642
language_15,"[1, 0]",642
language_16,"[1, 0]",642
language_17,"[0, 0]",642
language_18,"[0, 0]",642
language_19,"[1, 0]",642
language_20,"[0, 0]",642
language_21,"[1, 1]",642
language_22,"[1, 0]",642
language_23,"[1, 0]",642
language_24,"[1, 0]",642
language_25,"[0, 0]",642
language_26,"[0, 0]",642
language_27,"[1, 0]",642
language_29,"[1, 0]",642
language_30,"[1, 1]",642
language_31,"[0, 0]",642
language_32,"[1, 0]",642
language_33,"[0, 0]",642
language_34,"[1, 0]",642
language_35,"[1, 0]",642
language_36,"[0, 0]",642
language_37,"[0, 0]",642
language_38,"[1, 0]",642
language_39,"[0, 1]",642
language_42,"[0, 0]",642
language_43,"[0, 0]",642
language_45,"[0, 0]",642
language_46,"[1, 0]",642
language_48,"[1, 0]",642
language_49,"[0, 0]",642
language_50,"[1, 0]",642
language_52,"[1, 0]",642
language_54,"[1, 0]",642
language_55,"[1, 1]",642
language_57,"[1, 0]",642
language_58,"[1, 0]",642
language_59,"[0, 0]",642
language_60,"[1, 1]",642
language_63,"[0, 0]",642
language_64,"[1, 0]",642
language_65,"[0, 0]",642
language_66,"[0, 0]",642
language_68,"[1, 0]",642
language_69,"[1, 0]",642
language_70,"[1, 0]",642
language_72,"[1, 0]",642
language_73,"[1, 0]",642
language_75,"[1, 0]",642
language_76,"[1, 0]",642
language_77,"[0, 0]",642
language_78,"[1, 0]",642
language_79,"[1, 1]",642
language_80,"[1, 0]",642
language_81,"[1, 0]",642
language_82,"[1, 0]",642
language_83,"[0, 0]",642
language_84,"[1, 0]",642
language_85,"[1, 1]",642
language_86,"[1, 0]",642
language_87,"[1, 0]",642
language_88,"[0, 1]",642
language_89,"[1, 0]",642
language_90,"[1, 0]",642
language_91,"[1, 0]",642
language_92,"[0, 0]",642
language_95,"[1, 0]",642
language_96,"[0, 0]",642
language_97,"[1, 0]",642
language_98,"[1, 0]",642
language_99,"[1, 0]",642
language_100,"[1, 0]",642
language_101,"[1, 0]",642
language_102,"[1, 0]",642
language_103,"[0, 0]",642
language_104,"[0, 0]",642
language_105,"[1, 0]",642
language_107,"[0, 0]",642
language_110,"[0, 0]",642
language_112,"[1, 0]",642
language_113,"[1, 0]",642
language_114,"[1, 0]",642
language_115,"[1, 0]",642
language_116,"[1, 1]",642
language_117,"[1, 0]",642
language_118,"[1, 0]",642
language_119,"[1, 0]",642
language_120,"[0, 0]",642
language_121,"[1, 0]",642
language_122,"[0, 0]",642
language_123,"[0, 0]",642
language_124,"[1, 0]",642
language_125,"[1, 0]",642
language_126,"[0, 0]",642
language_128,"[1, 0]",642
language_130,"[0, 0]",642
language_131,"[0, 0]",642
language_132,"[0, 0]",642
language_134,"[1, 1]",642
language_135,"[1, 0]",642
language_137,"[1, 0]",642
language_138,"[1, 0]",642
language_140,"[1, 1]",642
language_141,"[1, 0]",642
language_142,"[0, 0]",642
language_143,"[0, 0]",642
language_144,"[1, 0]",642
language_145,"[1, 1]",642
language_146,"[1, 0]",642
language_147,"[1, 0]",642
language_148,"[0, 0]",642
language_150,"[1, 1]",642
language_151,"[0, 0]",642
language_153,"[1, 0]",642
language_154,"[0, 0]",642
language_158,"[0, 0]",642
language_161,"[1, 0]",642
language_162,"[1, 0]",642
language_163,"[1, 1]",642
language_164,"[1, 0]",642
language_166,"[1, 0]",642
language_167,"[1, 0]",642
language_168,"[1, 0]",642
