LANGUAGE,AGE,SET
language_1,"[0, 0]",797
language_3,"[1, 0]",797
language_4,"[1, 0]",797
language_5,"[1, 0]",797
language_7,"[1, 0]",797
language_8,"[1, 0]",797
language_10,"[0, 0]",797
language_11,"[1, 0]",797
language_12,"[0, 0]",797
language_13,"[1, 0]",797
language_14,"[0, 0]",797
language_16,"[1, 1]",797
language_19,"[1, 0]",797
language_20,"[0, 0]",797
language_22,"[1, 0]",797
language_23,"[1, 0]",797
language_24,"[0, 0]",797
language_25,"[1, 0]",797
language_26,"[1, 0]",797
language_27,"[1, 0]",797
language_28,"[1, 0]",797
language_29,"[1, 0]",797
language_30,"[1, 0]",797
language_31,"[1, 1]",797
language_32,"[1, 0]",797
language_33,"[1, 0]",797
language_34,"[0, 0]",797
language_35,"[0, 0]",797
language_37,"[1, 0]",797
language_38,"[1, 0]",797
language_39,"[1, 0]",797
language_40,"[0, 0]",797
language_41,"[0, 0]",797
language_42,"[1, 0]",797
language_43,"[0, 0]",797
language_44,"[1, 0]",797
language_46,"[1, 0]",797
language_47,"[1, 0]",797
language_48,"[1, 1]",797
language_49,"[1, 0]",797
language_50,"[1, 1]",797
language_51,"[1, 1]",797
language_52,"[1, 0]",797
language_54,"[1, 0]",797
language_56,"[0, 0]",797
language_57,"[1, 0]",797
language_58,"[0, 0]",797
language_59,"[1, 0]",797
language_60,"[1, 1]",797
language_61,"[0, 0]",797
language_62,"[1, 0]",797
language_63,"[0, 0]",797
language_64,"[1, 0]",797
language_66,"[0, 0]",797
language_68,"[1, 0]",797
language_69,"[0, 0]",797
language_71,"[0, 1]",797
language_73,"[0, 0]",797
language_74,"[1, 0]",797
language_75,"[1, 0]",797
language_76,"[0, 0]",797
language_78,"[1, 0]",797
language_79,"[1, 0]",797
language_80,"[0, 0]",797
language_81,"[0, 0]",797
language_82,"[1, 0]",797
language_84,"[0, 0]",797
language_85,"[0, 0]",797
language_87,"[1, 0]",797
language_88,"[1, 0]",797
language_90,"[0, 0]",797
language_91,"[1, 0]",797
language_93,"[1, 0]",797
language_94,"[1, 0]",797
language_96,"[0, 0]",797
language_97,"[1, 1]",797
language_98,"[1, 0]",797
language_99,"[1, 0]",797
language_100,"[1, 0]",797
language_101,"[1, 0]",797
language_102,"[1, 0]",797
language_103,"[0, 0]",797
language_104,"[1, 0]",797
language_105,"[0, 0]",797
language_107,"[1, 0]",797
language_108,"[1, 0]",797
language_109,"[1, 0]",797
language_110,"[0, 0]",797
language_111,"[0, 0]",797
language_114,"[0, 1]",797
language_116,"[1, 0]",797
language_117,"[0, 0]",797
language_118,"[1, 0]",797
language_119,"[0, 0]",797
language_120,"[1, 0]",797
language_121,"[1, 0]",797
language_123,"[1, 0]",797
language_124,"[1, 0]",797
language_125,"[0, 0]",797
language_127,"[1, 0]",797
language_128,"[1, 0]",797
language_129,"[0, 0]",797
language_130,"[0, 0]",797
language_131,"[1, 0]",797
language_132,"[1, 0]",797
language_133,"[1, 1]",797
language_134,"[1, 0]",797
language_135,"[0, 0]",797
language_136,"[1, 0]",797
language_137,"[0, 0]",797
language_139,"[1, 0]",797
language_140,"[0, 0]",797
language_141,"[1, 1]",797
language_142,"[1, 0]",797
language_143,"[0, 0]",797
language_144,"[1, 1]",797
language_145,"[1, 1]",797
language_146,"[1, 0]",797
language_147,"[0, 0]",797
language_148,"[1, 0]",797
language_149,"[1, 0]",797
language_150,"[0, 0]",797
language_151,"[1, 1]",797
language_152,"[1, 0]",797
language_153,"[0, 0]",797
language_154,"[0, 0]",797
language_155,"[1, 1]",797
language_156,"[1, 0]",797
language_158,"[0, 0]",797
language_161,"[0, 0]",797
language_162,"[1, 0]",797
language_163,"[1, 0]",797
language_164,"[1, 1]",797
language_165,"[1, 1]",797
language_166,"[0, 1]",797
language_168,"[1, 0]",797
language_170,"[0, 0]",797
language_171,"[1, 0]",797
language_172,"[1, 0]",797
language_173,"[0, 1]",797
language_174,"[0, 0]",797
language_175,"[1, 0]",797
language_176,"[1, 0]",797
language_177,"[1, 0]",797
language_178,"[1, 0]",797
language_179,"[0, 0]",797
language_180,"[1, 0]",797
language_181,"[1, 0]",797
language_182,"[1, 0]",797
language_183,"[1, 0]",797
language_184,"[0, 0]",797
language_185,"[0, 0]",797
language_186,"[1, 0]",797
language_187,"[1, 0]",797
language_188,"[1, 0]",797
language_189,"[0, 0]",797
language_190,"[1, 0]",797
language_191,"[0, 0]",797
language_192,"[1, 0]",797
language_194,"[1, 0]",797
language_195,"[1, 0]",797
language_196,"[1, 1]",797
language_197,"[1, 1]",797
language_198,"[1, 0]",797
language_199,"[0, 0]",797
language_201,"[0, 0]",797
language_203,"[1, 0]",797
language_204,"[0, 0]",797
language_205,"[1, 0]",797
language_207,"[0, 0]",797
language_208,"[0, 0]",797
language_210,"[1, 0]",797
language_211,"[1, 0]",797
language_213,"[1, 0]",797
language_214,"[1, 0]",797
language_215,"[0, 0]",797
language_216,"[0, 0]",797
language_217,"[1, 1]",797
language_218,"[0, 0]",797
language_219,"[1, 0]",797
language_221,"[1, 1]",797
language_223,"[1, 0]",797
language_225,"[1, 0]",797
language_226,"[0, 1]",797
language_229,"[0, 1]",797
language_231,"[0, 0]",797
language_232,"[1, 0]",797
language_233,"[1, 1]",797
language_234,"[1, 0]",797
language_235,"[1, 0]",797
language_236,"[1, 0]",797
language_237,"[1, 0]",797
language_239,"[0, 0]",797
language_240,"[1, 0]",797
language_241,"[0, 0]",797
language_244,"[1, 0]",797
language_246,"[1, 0]",797
language_248,"[0, 0]",797
language_250,"[1, 1]",797
language_251,"[1, 0]",797
language_252,"[0, 0]",797
language_254,"[1, 0]",797
language_255,"[1, 0]",797
language_256,"[0, 0]",797
language_257,"[0, 1]",797
language_258,"[0, 0]",797
language_259,"[1, 0]",797
language_260,"[1, 0]",797
language_262,"[1, 0]",797
language_263,"[0, 0]",797
language_264,"[1, 0]",797
language_266,"[1, 0]",797
language_267,"[0, 1]",797
language_268,"[1, 0]",797
language_269,"[1, 1]",797
language_270,"[0, 0]",797
language_271,"[1, 0]",797
language_272,"[0, 0]",797
language_273,"[0, 0]",797
language_274,"[0, 0]",797
language_275,"[0, 0]",797
language_276,"[1, 0]",797
language_277,"[1, 0]",797
language_278,"[1, 0]",797
language_279,"[1, 0]",797
language_280,"[1, 0]",797
language_281,"[1, 0]",797
language_282,"[0, 0]",797
language_283,"[0, 0]",797
language_284,"[0, 0]",797
language_285,"[0, 0]",797
language_286,"[1, 0]",797
language_287,"[0, 0]",797
language_288,"[0, 0]",797
language_289,"[0, 0]",797
language_290,"[0, 0]",797
language_291,"[0, 0]",797
language_292,"[0, 0]",797
language_293,"[0, 0]",797
language_294,"[1, 0]",797
language_295,"[0, 0]",797
