LANGUAGE,AGE,SET
language_1,"[0, 0]",886
language_2,"[1, 0]",886
language_4,"[1, 0]",886
language_5,"[1, 0]",886
language_6,"[1, 1]",886
language_7,"[1, 0]",886
language_8,"[1, 1]",886
language_9,"[0, 1]",886
language_10,"[0, 1]",886
language_12,"[1, 0]",886
language_13,"[1, 0]",886
language_14,"[1, 0]",886
language_15,"[1, 0]",886
language_17,"[1, 0]",886
language_18,"[1, 1]",886
language_19,"[0, 1]",886
language_20,"[0, 0]",886
language_21,"[1, 0]",886
language_22,"[0, 0]",886
language_23,"[1, 0]",886
language_24,"[1, 0]",886
language_27,"[1, 0]",886
language_28,"[1, 0]",886
language_30,"[1, 0]",886
language_31,"[0, 0]",886
language_33,"[1, 0]",886
language_34,"[0, 1]",886
language_35,"[1, 0]",886
language_36,"[1, 0]",886
language_37,"[1, 0]",886
language_38,"[1, 0]",886
language_39,"[0, 0]",886
language_40,"[0, 0]",886
language_42,"[1, 0]",886
language_43,"[1, 0]",886
language_44,"[0, 0]",886
language_45,"[1, 0]",886
language_48,"[1, 0]",886
language_50,"[1, 0]",886
language_51,"[0, 0]",886
language_53,"[1, 0]",886
language_54,"[1, 0]",886
language_55,"[1, 0]",886
language_56,"[1, 0]",886
language_58,"[0, 0]",886
language_59,"[1, 0]",886
language_60,"[1, 0]",886
language_61,"[1, 0]",886
language_62,"[0, 0]",886
language_63,"[1, 0]",886
language_65,"[1, 0]",886
language_67,"[0, 0]",886
language_68,"[1, 0]",886
language_69,"[1, 0]",886
language_70,"[0, 0]",886
language_71,"[1, 0]",886
language_72,"[1, 0]",886
language_73,"[1, 0]",886
language_74,"[0, 0]",886
language_75,"[1, 0]",886
language_76,"[1, 0]",886
language_77,"[1, 0]",886
language_78,"[0, 0]",886
language_79,"[1, 0]",886
language_81,"[1, 0]",886
language_82,"[0, 0]",886
language_83,"[0, 0]",886
language_84,"[0, 0]",886
language_86,"[1, 0]",886
language_87,"[1, 0]",886
language_88,"[1, 0]",886
language_89,"[1, 0]",886
language_93,"[1, 0]",886
language_95,"[0, 0]",886
language_96,"[1, 0]",886
language_97,"[0, 0]",886
language_98,"[0, 0]",886
language_99,"[0, 0]",886
language_100,"[1, 0]",886
language_101,"[1, 0]",886
language_102,"[1, 0]",886
language_103,"[1, 0]",886
language_105,"[1, 0]",886
language_106,"[1, 0]",886
language_107,"[0, 0]",886
language_108,"[0, 0]",886
language_109,"[1, 0]",886
language_110,"[1, 1]",886
language_112,"[1, 1]",886
language_113,"[1, 1]",886
language_114,"[0, 0]",886
language_115,"[1, 0]",886
language_116,"[1, 0]",886
language_117,"[0, 0]",886
language_118,"[1, 0]",886
language_119,"[0, 0]",886
language_120,"[1, 0]",886
language_121,"[0, 0]",886
language_122,"[0, 0]",886
language_123,"[1, 0]",886
language_124,"[1, 0]",886
language_126,"[0, 0]",886
language_127,"[1, 1]",886
language_128,"[0, 0]",886
language_129,"[1, 0]",886
language_130,"[1, 0]",886
language_131,"[0, 0]",886
language_132,"[1, 0]",886
language_134,"[0, 0]",886
language_136,"[1, 0]",886
language_137,"[1, 0]",886
language_138,"[0, 0]",886
language_139,"[0, 0]",886
language_141,"[1, 0]",886
language_142,"[1, 0]",886
language_143,"[0, 0]",886
language_145,"[1, 0]",886
language_146,"[1, 0]",886
language_147,"[1, 0]",886
language_148,"[1, 0]",886
language_149,"[1, 0]",886
language_150,"[0, 0]",886
language_151,"[0, 1]",886
language_152,"[1, 0]",886
language_153,"[0, 0]",886
language_154,"[1, 0]",886
language_155,"[1, 0]",886
language_156,"[1, 0]",886
language_157,"[1, 0]",886
language_158,"[1, 0]",886
language_159,"[0, 0]",886
language_160,"[1, 0]",886
language_161,"[1, 0]",886
language_162,"[1, 0]",886
language_164,"[0, 0]",886
language_165,"[1, 0]",886
language_166,"[1, 0]",886
language_168,"[1, 0]",886
language_169,"[1, 0]",886
language_170,"[0, 1]",886
language_171,"[1, 0]",886
language_172,"[0, 0]",886
language_173,"[1, 0]",886
language_174,"[1, 0]",886
language_175,"[1, 0]",886
language_176,"[1, 0]",886
language_177,"[0, 0]",886
language_179,"[1, 0]",886
language_180,"[1, 1]",886
language_181,"[0, 0]",886
language_182,"[1, 1]",886
language_183,"[0, 0]",886
language_184,"[0, 0]",886
language_186,"[0, 0]",886
language_188,"[1, 0]",886
language_189,"[1, 0]",886
language_191,"[0, 0]",886
language_193,"[1, 0]",886
language_194,"[1, 0]",886
language_195,"[1, 0]",886
language_196,"[0, 0]",886
language_197,"[1, 0]",886
language_198,"[0, 0]",886
language_199,"[1, 0]",886
language_200,"[0, 0]",886
language_201,"[1, 0]",886
language_202,"[1, 1]",886
language_203,"[1, 0]",886
language_204,"[1, 1]",886
language_205,"[1, 0]",886
language_206,"[1, 0]",886
language_207,"[1, 0]",886
language_208,"[1, 1]",886
language_209,"[0, 1]",886
language_210,"[0, 1]",886
language_211,"[1, 0]",886
language_212,"[1, 1]",886
language_213,"[1, 0]",886
language_214,"[1, 0]",886
language_215,"[1, 0]",886
language_216,"[1, 0]",886
language_217,"[1, 0]",886
language_218,"[1, 0]",886
language_219,"[0, 1]",886
language_221,"[1, 0]",886
language_222,"[0, 0]",886
language_223,"[1, 0]",886
language_224,"[0, 0]",886
language_225,"[0, 1]",886
