LANGUAGE,AGE,SET
language_1,"[1, 0]",781
language_2,"[1, 1]",781
language_3,"[1, 0]",781
language_4,"[1, 0]",781
language_5,"[1, 0]",781
language_6,"[1, 0]",781
language_8,"[1, 0]",781
language_9,"[0, 0]",781
language_10,"[0, 0]",781
language_11,"[0, 0]",781
language_12,"[1, 0]",781
language_13,"[1, 0]",781
language_17,"[1, 0]",781
language_18,"[0, 0]",781
language_20,"[0, 1]",781
language_23,"[0, 0]",781
language_25,"[0, 0]",781
language_28,"[0, 0]",781
language_29,"[0, 0]",781
language_31,"[1, 0]",781
language_32,"[0, 0]",781
language_33,"[1, 0]",781
language_34,"[0, 0]",781
language_35,"[0, 0]",781
language_36,"[1, 0]",781
language_37,"[1, 0]",781
language_39,"[1, 0]",781
language_41,"[0, 0]",781
language_42,"[1, 0]",781
language_43,"[0, 0]",781
language_44,"[1, 0]",781
language_45,"[1, 0]",781
language_47,"[1, 0]",781
language_48,"[0, 0]",781
language_49,"[0, 0]",781
language_50,"[0, 0]",781
language_51,"[1, 1]",781
language_52,"[1, 0]",781
language_53,"[1, 0]",781
language_54,"[0, 1]",781
language_55,"[1, 0]",781
language_56,"[0, 0]",781
language_57,"[1, 1]",781
language_58,"[1, 0]",781
language_59,"[0, 1]",781
language_60,"[0, 1]",781
language_61,"[0, 0]",781
language_62,"[0, 0]",781
language_63,"[1, 0]",781
language_64,"[1, 0]",781
language_66,"[0, 0]",781
language_67,"[1, 0]",781
language_68,"[1, 0]",781
language_69,"[1, 0]",781
language_70,"[1, 0]",781
language_71,"[1, 0]",781
language_72,"[0, 0]",781
language_74,"[1, 0]",781
language_75,"[0, 0]",781
language_76,"[0, 0]",781
language_77,"[0, 0]",781
language_78,"[1, 0]",781
language_79,"[1, 0]",781
language_80,"[1, 0]",781
language_81,"[1, 0]",781
language_82,"[0, 0]",781
language_83,"[1, 0]",781
language_84,"[1, 0]",781
language_85,"[1, 0]",781
language_86,"[0, 1]",781
language_87,"[0, 0]",781
language_88,"[0, 0]",781
language_89,"[0, 0]",781
language_90,"[0, 0]",781
language_91,"[1, 0]",781
language_92,"[0, 0]",781
language_93,"[1, 0]",781
language_94,"[0, 0]",781
language_95,"[1, 0]",781
language_96,"[1, 0]",781
language_97,"[0, 1]",781
language_98,"[1, 0]",781
language_100,"[0, 0]",781
language_103,"[0, 1]",781
language_104,"[0, 0]",781
language_105,"[0, 0]",781
language_106,"[0, 0]",781
language_108,"[0, 1]",781
language_109,"[1, 0]",781
language_111,"[1, 0]",781
language_112,"[0, 0]",781
language_113,"[1, 0]",781
language_115,"[1, 0]",781
language_116,"[0, 0]",781
language_117,"[1, 1]",781
language_118,"[1, 0]",781
language_119,"[0, 0]",781
language_120,"[1, 0]",781
language_121,"[1, 0]",781
language_122,"[1, 0]",781
language_123,"[1, 0]",781
language_124,"[0, 0]",781
language_125,"[1, 0]",781
language_126,"[0, 0]",781
language_129,"[0, 1]",781
language_130,"[1, 0]",781
language_131,"[1, 0]",781
language_132,"[1, 0]",781
language_133,"[1, 0]",781
language_135,"[0, 0]",781
language_136,"[0, 1]",781
language_138,"[0, 0]",781
language_139,"[1, 0]",781
language_140,"[1, 0]",781
language_141,"[1, 0]",781
language_142,"[1, 0]",781
language_143,"[1, 0]",781
language_144,"[1, 0]",781
language_145,"[1, 1]",781
language_147,"[1, 0]",781
language_148,"[1, 1]",781
language_149,"[0, 0]",781
language_150,"[1, 0]",781
language_151,"[1, 0]",781
language_152,"[1, 0]",781
language_153,"[1, 0]",781
language_154,"[1, 0]",781
language_155,"[0, 0]",781
language_156,"[0, 1]",781
language_157,"[1, 0]",781
language_158,"[1, 0]",781
language_159,"[1, 0]",781
language_160,"[1, 0]",781
language_161,"[0, 0]",781
language_162,"[1, 0]",781
language_163,"[1, 0]",781
language_164,"[1, 0]",781
language_165,"[1, 0]",781
language_166,"[0, 0]",781
language_169,"[1, 0]",781
language_170,"[0, 0]",781
language_171,"[1, 0]",781
language_173,"[0, 0]",781
language_174,"[0, 1]",781
language_175,"[1, 0]",781
language_177,"[1, 0]",781
language_178,"[1, 0]",781
language_179,"[1, 1]",781
language_180,"[1, 0]",781
language_181,"[1, 0]",781
language_182,"[0, 1]",781
language_183,"[1, 1]",781
language_186,"[1, 0]",781
language_187,"[1, 0]",781
language_188,"[1, 0]",781
language_190,"[1, 0]",781
language_191,"[1, 0]",781
language_194,"[1, 0]",781
language_195,"[1, 0]",781
language_196,"[0, 0]",781
language_197,"[0, 0]",781
language_199,"[1, 0]",781
language_201,"[1, 0]",781
language_202,"[1, 0]",781
language_203,"[1, 0]",781
language_204,"[0, 1]",781
language_205,"[1, 0]",781
language_206,"[1, 1]",781
language_208,"[1, 0]",781
language_209,"[0, 0]",781
language_211,"[1, 0]",781
language_212,"[1, 1]",781
language_213,"[1, 0]",781
language_215,"[0, 0]",781
language_216,"[1, 0]",781
language_217,"[1, 0]",781
language_218,"[1, 0]",781
language_219,"[1, 0]",781
language_220,"[1, 0]",781
language_221,"[0, 0]",781
language_222,"[0, 0]",781
language_224,"[1, 0]",781
language_226,"[0, 0]",781
language_227,"[0, 0]",781
language_231,"[1, 0]",781
language_232,"[1, 0]",781
language_233,"[1, 1]",781
language_234,"[1, 0]",781
language_235,"[0, 0]",781
language_236,"[1, 0]",781
language_237,"[1, 0]",781
language_238,"[0, 0]",781
language_239,"[1, 0]",781
language_240,"[1, 1]",781
language_241,"[0, 0]",781
language_245,"[1, 0]",781
language_246,"[0, 0]",781
language_247,"[1, 1]",781
language_248,"[1, 0]",781
language_249,"[0, 0]",781
language_250,"[1, 1]",781
language_251,"[1, 0]",781
language_256,"[1, 0]",781
language_257,"[1, 0]",781
language_258,"[1, 1]",781
language_260,"[0, 0]",781
language_261,"[1, 0]",781
language_262,"[0, 0]",781
language_263,"[0, 0]",781
language_264,"[1, 0]",781
language_265,"[1, 0]",781
language_267,"[1, 0]",781
language_268,"[0, 1]",781
language_269,"[0, 0]",781
language_271,"[1, 0]",781
language_272,"[1, 0]",781
language_273,"[0, 0]",781
language_274,"[1, 0]",781
language_275,"[1, 0]",781
language_276,"[0, 0]",781
language_277,"[0, 1]",781
language_278,"[0, 0]",781
language_279,"[0, 0]",781
language_281,"[1, 0]",781
language_282,"[0, 0]",781
language_283,"[0, 0]",781
language_285,"[0, 0]",781
language_286,"[0, 0]",781
language_287,"[1, 0]",781
language_289,"[1, 0]",781
language_291,"[1, 0]",781
language_294,"[0, 0]",781
language_296,"[1, 0]",781
language_297,"[0, 0]",781
language_299,"[1, 0]",781
