LANGUAGE,AGE,SET
language_1,"[1, 0]",708
language_3,"[0, 0]",708
language_4,"[1, 0]",708
language_7,"[1, 0]",708
language_8,"[1, 0]",708
language_9,"[0, 0]",708
language_10,"[1, 0]",708
language_11,"[1, 0]",708
language_12,"[1, 0]",708
language_13,"[1, 0]",708
language_14,"[1, 0]",708
language_15,"[1, 0]",708
language_17,"[0, 0]",708
language_18,"[1, 0]",708
language_19,"[1, 0]",708
language_23,"[1, 0]",708
language_24,"[1, 0]",708
language_25,"[1, 0]",708
language_26,"[0, 1]",708
language_27,"[1, 0]",708
language_28,"[1, 0]",708
language_29,"[1, 0]",708
language_30,"[0, 0]",708
language_31,"[0, 0]",708
language_32,"[1, 0]",708
language_33,"[0, 0]",708
language_34,"[0, 0]",708
language_35,"[1, 0]",708
language_36,"[1, 0]",708
language_37,"[0, 0]",708
language_41,"[0, 0]",708
language_42,"[0, 1]",708
language_43,"[1, 0]",708
language_44,"[1, 0]",708
language_45,"[0, 0]",708
language_46,"[0, 0]",708
language_47,"[1, 0]",708
language_48,"[1, 0]",708
language_49,"[1, 0]",708
language_51,"[0, 1]",708
language_52,"[0, 0]",708
language_53,"[1, 0]",708
language_54,"[1, 0]",708
language_56,"[1, 0]",708
language_57,"[1, 0]",708
language_59,"[0, 0]",708
language_60,"[1, 0]",708
language_61,"[1, 0]",708
language_62,"[1, 1]",708
language_63,"[1, 0]",708
language_64,"[1, 0]",708
language_65,"[1, 0]",708
language_68,"[0, 0]",708
language_69,"[1, 0]",708
language_70,"[1, 0]",708
language_71,"[1, 0]",708
language_72,"[1, 0]",708
language_73,"[0, 0]",708
language_74,"[1, 0]",708
language_75,"[1, 0]",708
language_76,"[0, 0]",708
language_77,"[1, 0]",708
language_79,"[0, 0]",708
language_80,"[1, 0]",708
language_81,"[1, 0]",708
language_83,"[0, 0]",708
language_86,"[0, 0]",708
language_87,"[1, 0]",708
language_89,"[1, 0]",708
language_90,"[1, 0]",708
language_92,"[0, 0]",708
language_93,"[1, 0]",708
language_94,"[0, 0]",708
language_95,"[0, 0]",708
language_96,"[0, 0]",708
language_98,"[1, 0]",708
