LANGUAGE,AGE,SET
language_1,"[1, 0]",992
language_2,"[0, 1]",992
language_3,"[1, 0]",992
language_4,"[1, 0]",992
language_5,"[0, 0]",992
language_6,"[1, 0]",992
language_7,"[1, 0]",992
language_8,"[0, 0]",992
language_10,"[1, 0]",992
language_11,"[1, 0]",992
language_12,"[0, 0]",992
language_13,"[0, 0]",992
language_14,"[0, 0]",992
language_15,"[0, 0]",992
language_16,"[1, 0]",992
language_17,"[0, 0]",992
language_18,"[1, 0]",992
language_19,"[1, 0]",992
language_21,"[1, 1]",992
language_22,"[0, 0]",992
language_23,"[0, 0]",992
language_24,"[1, 0]",992
language_25,"[1, 0]",992
language_26,"[1, 0]",992
language_27,"[0, 1]",992
language_28,"[1, 0]",992
language_29,"[1, 0]",992
language_30,"[1, 0]",992
language_31,"[1, 0]",992
language_32,"[1, 0]",992
language_33,"[1, 0]",992
language_34,"[0, 0]",992
language_35,"[1, 0]",992
language_37,"[1, 0]",992
language_38,"[1, 0]",992
language_39,"[1, 0]",992
language_40,"[1, 1]",992
language_41,"[0, 0]",992
language_42,"[1, 0]",992
language_43,"[1, 0]",992
language_44,"[1, 0]",992
language_45,"[0, 0]",992
language_46,"[1, 0]",992
language_47,"[1, 0]",992
language_48,"[1, 0]",992
language_50,"[0, 0]",992
language_52,"[1, 0]",992
language_54,"[0, 0]",992
language_55,"[0, 0]",992
language_56,"[1, 0]",992
language_57,"[1, 0]",992
language_58,"[0, 0]",992
language_59,"[1, 0]",992
language_60,"[0, 0]",992
language_61,"[1, 0]",992
language_62,"[0, 0]",992
language_63,"[1, 0]",992
language_64,"[1, 0]",992
language_65,"[1, 0]",992
language_66,"[1, 0]",992
language_67,"[1, 0]",992
language_68,"[0, 0]",992
language_69,"[1, 0]",992
language_70,"[0, 0]",992
language_71,"[0, 0]",992
language_72,"[1, 1]",992
language_73,"[1, 0]",992
language_74,"[1, 0]",992
language_75,"[0, 0]",992
language_77,"[1, 0]",992
language_78,"[1, 0]",992
language_79,"[1, 0]",992
language_82,"[0, 0]",992
language_83,"[1, 0]",992
language_84,"[1, 0]",992
language_85,"[1, 1]",992
language_86,"[0, 0]",992
language_87,"[1, 0]",992
language_88,"[1, 0]",992
language_89,"[1, 0]",992
language_91,"[1, 0]",992
language_92,"[0, 1]",992
language_93,"[1, 0]",992
language_94,"[1, 0]",992
language_96,"[1, 1]",992
language_97,"[1, 0]",992
language_98,"[1, 0]",992
language_99,"[1, 1]",992
language_100,"[0, 0]",992
language_102,"[1, 0]",992
language_104,"[1, 0]",992
language_105,"[0, 0]",992
language_106,"[0, 0]",992
language_108,"[0, 0]",992
language_109,"[1, 0]",992
language_110,"[1, 0]",992
language_111,"[1, 0]",992
language_112,"[1, 0]",992
language_114,"[0, 0]",992
language_115,"[0, 0]",992
language_117,"[0, 0]",992
language_119,"[0, 1]",992
language_120,"[1, 1]",992
language_121,"[0, 0]",992
language_122,"[1, 0]",992
language_123,"[1, 0]",992
language_124,"[1, 1]",992
language_126,"[1, 0]",992
language_128,"[0, 0]",992
language_130,"[0, 0]",992
language_131,"[1, 0]",992
language_132,"[1, 0]",992
language_133,"[1, 0]",992
language_134,"[1, 0]",992
language_135,"[1, 0]",992
language_136,"[0, 0]",992
language_137,"[1, 0]",992
language_138,"[1, 0]",992
language_139,"[1, 0]",992
language_141,"[0, 0]",992
language_143,"[1, 1]",992
language_144,"[1, 0]",992
language_145,"[1, 0]",992
language_146,"[0, 1]",992
language_147,"[1, 0]",992
language_149,"[1, 0]",992
language_150,"[0, 0]",992
language_151,"[1, 1]",992
language_152,"[1, 0]",992
language_153,"[1, 0]",992
language_154,"[0, 0]",992
language_155,"[0, 0]",992
language_156,"[0, 0]",992
language_157,"[1, 0]",992
language_158,"[0, 0]",992
language_159,"[0, 0]",992
language_160,"[0, 0]",992
language_161,"[1, 0]",992
language_162,"[0, 0]",992
language_165,"[0, 0]",992
language_166,"[0, 0]",992
language_168,"[1, 0]",992
language_169,"[1, 0]",992
language_170,"[0, 0]",992
language_172,"[1, 0]",992
language_173,"[1, 0]",992
language_174,"[1, 0]",992
language_175,"[1, 0]",992
language_177,"[1, 0]",992
language_179,"[0, 0]",992
language_180,"[1, 0]",992
language_181,"[0, 0]",992
language_182,"[1, 0]",992
language_183,"[1, 0]",992
language_184,"[1, 0]",992
language_185,"[1, 0]",992
language_186,"[1, 0]",992
language_187,"[1, 0]",992
language_188,"[0, 0]",992
language_189,"[1, 0]",992
language_190,"[1, 0]",992
language_191,"[0, 0]",992
language_192,"[0, 0]",992
language_193,"[1, 0]",992
language_194,"[1, 0]",992
language_195,"[1, 0]",992
language_196,"[1, 0]",992
language_197,"[1, 0]",992
language_198,"[1, 1]",992
language_200,"[1, 0]",992
language_201,"[1, 0]",992
language_202,"[1, 1]",992
language_204,"[1, 0]",992
language_205,"[1, 0]",992
language_206,"[0, 0]",992
language_207,"[1, 1]",992
language_208,"[1, 0]",992
language_210,"[1, 0]",992
language_212,"[1, 1]",992
language_213,"[0, 1]",992
language_214,"[1, 0]",992
language_215,"[1, 0]",992
language_217,"[1, 0]",992
language_218,"[1, 0]",992
language_220,"[1, 1]",992
language_221,"[1, 0]",992
language_222,"[1, 0]",992
language_223,"[1, 0]",992
language_224,"[1, 0]",992
language_225,"[0, 0]",992
language_226,"[1, 0]",992
language_228,"[0, 0]",992
language_229,"[1, 0]",992
language_230,"[1, 0]",992
language_231,"[1, 0]",992
language_232,"[1, 0]",992
language_234,"[0, 0]",992
language_235,"[1, 0]",992
language_236,"[1, 0]",992
language_239,"[0, 0]",992
language_240,"[1, 0]",992
language_241,"[1, 0]",992
language_242,"[1, 0]",992
language_243,"[1, 0]",992
language_244,"[0, 0]",992
language_245,"[0, 0]",992
language_246,"[1, 0]",992
language_247,"[1, 0]",992
language_248,"[1, 0]",992
language_251,"[1, 0]",992
language_252,"[1, 0]",992
language_253,"[1, 0]",992
language_254,"[1, 0]",992
language_255,"[1, 0]",992
language_257,"[1, 0]",992
language_258,"[0, 0]",992
language_259,"[1, 0]",992
language_260,"[1, 1]",992
language_261,"[1, 0]",992
language_262,"[0, 0]",992
language_263,"[0, 0]",992
language_264,"[0, 0]",992
language_266,"[1, 0]",992
language_268,"[0, 0]",992
language_269,"[1, 0]",992
language_271,"[0, 0]",992
language_272,"[1, 0]",992
language_273,"[0, 0]",992
language_274,"[1, 0]",992
language_276,"[0, 0]",992
language_277,"[0, 1]",992
language_278,"[1, 0]",992
language_279,"[1, 0]",992
language_280,"[1, 0]",992
language_281,"[1, 0]",992
language_282,"[1, 0]",992
language_283,"[0, 0]",992
language_285,"[1, 0]",992
language_286,"[1, 0]",992
language_289,"[1, 0]",992
language_290,"[1, 0]",992
language_291,"[1, 0]",992
language_292,"[0, 0]",992
language_293,"[0, 0]",992
language_294,"[1, 0]",992
language_295,"[0, 1]",992
language_296,"[1, 0]",992
language_297,"[1, 0]",992
language_299,"[1, 1]",992
language_300,"[0, 0]",992
language_301,"[1, 0]",992
language_302,"[0, 0]",992
language_303,"[0, 0]",992
language_304,"[1, 0]",992
language_305,"[1, 1]",992
language_306,"[1, 0]",992
language_308,"[1, 0]",992
language_309,"[1, 0]",992
language_310,"[1, 0]",992
language_311,"[0, 1]",992
language_312,"[1, 0]",992
language_314,"[1, 0]",992
language_315,"[1, 0]",992
language_317,"[1, 0]",992
language_318,"[1, 0]",992
language_320,"[1, 0]",992
language_321,"[1, 0]",992
language_322,"[1, 0]",992
language_323,"[1, 0]",992
language_324,"[0, 0]",992
language_325,"[1, 0]",992
language_326,"[1, 1]",992
language_327,"[1, 0]",992
language_328,"[1, 1]",992
language_331,"[0, 0]",992
language_332,"[1, 0]",992
language_333,"[1, 0]",992
language_334,"[1, 0]",992
language_335,"[0, 0]",992
language_336,"[1, 0]",992
language_337,"[0, 0]",992
language_338,"[0, 0]",992
language_339,"[0, 0]",992
language_340,"[1, 0]",992
language_342,"[0, 0]",992
language_343,"[0, 0]",992
language_344,"[1, 0]",992
language_345,"[1, 0]",992
language_346,"[1, 0]",992
language_347,"[0, 0]",992
language_348,"[1, 0]",992
language_349,"[1, 0]",992
language_350,"[1, 0]",992
language_351,"[0, 0]",992
language_352,"[0, 0]",992
language_353,"[1, 0]",992
language_354,"[0, 0]",992
language_356,"[1, 0]",992
language_357,"[1, 0]",992
language_358,"[1, 0]",992
language_361,"[0, 0]",992
language_363,"[1, 0]",992
language_364,"[0, 0]",992
language_365,"[1, 0]",992
language_366,"[1, 0]",992
language_367,"[1, 0]",992
language_368,"[1, 0]",992
language_369,"[1, 0]",992
language_370,"[1, 0]",992
language_372,"[0, 0]",992
language_373,"[0, 0]",992
language_374,"[1, 0]",992
language_375,"[1, 0]",992
language_376,"[1, 0]",992
language_377,"[1, 0]",992
language_378,"[0, 0]",992
language_379,"[0, 0]",992
language_380,"[1, 0]",992
language_381,"[1, 0]",992
language_382,"[0, 0]",992
language_383,"[1, 0]",992
language_384,"[0, 0]",992
language_386,"[1, 0]",992
language_390,"[1, 0]",992
language_391,"[0, 1]",992
language_392,"[0, 0]",992
language_394,"[1, 0]",992
language_395,"[1, 0]",992
language_396,"[0, 0]",992
language_397,"[1, 1]",992
language_399,"[0, 1]",992
language_401,"[1, 0]",992
language_403,"[1, 0]",992
language_404,"[1, 0]",992
language_406,"[1, 0]",992
language_407,"[0, 0]",992
language_408,"[1, 0]",992
language_409,"[1, 0]",992
language_410,"[0, 1]",992
language_411,"[1, 0]",992
language_414,"[1, 0]",992
language_415,"[1, 1]",992
language_416,"[0, 0]",992
language_417,"[1, 1]",992
language_418,"[0, 0]",992
language_419,"[1, 0]",992
language_420,"[1, 0]",992
language_421,"[1, 0]",992
language_423,"[0, 1]",992
language_424,"[0, 0]",992
language_425,"[0, 1]",992
language_426,"[1, 1]",992
language_427,"[0, 0]",992
language_429,"[0, 0]",992
language_430,"[1, 0]",992
language_431,"[0, 0]",992
language_432,"[1, 0]",992
language_435,"[1, 0]",992
language_436,"[1, 0]",992
language_437,"[0, 0]",992
language_439,"[1, 0]",992
language_440,"[0, 0]",992
language_441,"[0, 0]",992
language_442,"[0, 0]",992
language_443,"[1, 0]",992
language_444,"[0, 0]",992
language_446,"[0, 0]",992
language_449,"[1, 0]",992
language_450,"[0, 0]",992
language_451,"[0, 0]",992
language_452,"[1, 0]",992
language_453,"[0, 0]",992
language_454,"[1, 0]",992
language_455,"[0, 0]",992
language_457,"[1, 0]",992
language_458,"[1, 0]",992
language_459,"[1, 1]",992
language_462,"[1, 0]",992
language_463,"[1, 0]",992
language_464,"[1, 0]",992
language_465,"[1, 0]",992
