LANGUAGE,AGE,SET
language_4,"[0, 1]",945
language_5,"[0, 0]",945
language_6,"[1, 0]",945
language_7,"[0, 0]",945
language_8,"[1, 0]",945
language_9,"[0, 0]",945
language_10,"[1, 0]",945
language_11,"[0, 0]",945
language_12,"[0, 0]",945
language_13,"[0, 1]",945
language_16,"[1, 0]",945
language_17,"[0, 1]",945
language_18,"[1, 0]",945
language_19,"[1, 0]",945
language_20,"[1, 0]",945
language_21,"[1, 1]",945
language_22,"[1, 0]",945
language_23,"[0, 0]",945
language_24,"[0, 0]",945
language_25,"[1, 0]",945
language_26,"[1, 0]",945
language_27,"[1, 0]",945
language_28,"[0, 0]",945
language_29,"[1, 1]",945
language_30,"[1, 0]",945
language_33,"[1, 0]",945
language_34,"[1, 0]",945
language_35,"[1, 0]",945
language_36,"[1, 1]",945
language_37,"[0, 0]",945
language_38,"[1, 0]",945
language_39,"[1, 0]",945
language_40,"[1, 0]",945
language_41,"[1, 0]",945
language_42,"[1, 0]",945
language_43,"[1, 0]",945
language_46,"[1, 0]",945
language_47,"[1, 0]",945
language_48,"[0, 0]",945
language_49,"[0, 0]",945
language_50,"[1, 0]",945
language_51,"[1, 0]",945
language_52,"[1, 0]",945
language_53,"[0, 0]",945
language_54,"[1, 0]",945
language_55,"[1, 0]",945
language_56,"[1, 0]",945
language_57,"[1, 0]",945
language_58,"[1, 0]",945
language_59,"[1, 0]",945
language_60,"[1, 0]",945
language_62,"[1, 1]",945
language_63,"[0, 0]",945
language_64,"[0, 0]",945
language_66,"[1, 0]",945
language_67,"[1, 0]",945
language_68,"[1, 0]",945
language_69,"[1, 0]",945
language_70,"[1, 0]",945
language_71,"[0, 1]",945
language_72,"[1, 1]",945
language_73,"[1, 0]",945
language_74,"[1, 0]",945
language_75,"[1, 0]",945
language_76,"[1, 0]",945
language_77,"[1, 0]",945
language_78,"[0, 1]",945
language_80,"[0, 0]",945
language_81,"[0, 0]",945
language_82,"[1, 0]",945
language_84,"[0, 0]",945
language_85,"[1, 1]",945
language_86,"[0, 0]",945
language_87,"[1, 0]",945
language_89,"[1, 0]",945
language_91,"[1, 0]",945
language_92,"[1, 0]",945
language_93,"[0, 0]",945
language_94,"[1, 0]",945
language_95,"[0, 0]",945
language_97,"[1, 0]",945
language_99,"[0, 0]",945
language_100,"[1, 1]",945
language_101,"[1, 0]",945
language_102,"[1, 0]",945
language_103,"[1, 0]",945
language_104,"[0, 0]",945
language_105,"[0, 0]",945
language_106,"[1, 0]",945
language_107,"[1, 0]",945
language_108,"[1, 0]",945
language_109,"[0, 0]",945
language_112,"[1, 0]",945
language_113,"[0, 0]",945
language_114,"[1, 0]",945
language_115,"[1, 0]",945
language_116,"[1, 0]",945
language_117,"[1, 0]",945
language_118,"[0, 0]",945
language_119,"[1, 0]",945
language_120,"[1, 0]",945
language_122,"[1, 0]",945
language_123,"[0, 0]",945
language_126,"[1, 0]",945
language_128,"[1, 0]",945
language_130,"[1, 0]",945
language_131,"[0, 0]",945
language_133,"[0, 0]",945
language_134,"[0, 0]",945
language_135,"[1, 0]",945
language_136,"[0, 1]",945
language_138,"[0, 0]",945
language_139,"[1, 0]",945
language_140,"[1, 0]",945
language_141,"[1, 0]",945
language_142,"[0, 0]",945
language_143,"[0, 0]",945
language_144,"[1, 0]",945
language_145,"[1, 0]",945
language_146,"[1, 0]",945
language_147,"[0, 0]",945
language_148,"[0, 1]",945
language_149,"[1, 0]",945
language_150,"[0, 0]",945
language_152,"[1, 0]",945
language_153,"[1, 0]",945
language_154,"[0, 0]",945
language_157,"[1, 0]",945
language_159,"[1, 0]",945
language_161,"[0, 0]",945
language_162,"[1, 0]",945
language_163,"[1, 0]",945
language_164,"[1, 0]",945
language_166,"[1, 0]",945
language_167,"[1, 0]",945
language_169,"[1, 0]",945
language_170,"[1, 0]",945
language_171,"[1, 0]",945
language_173,"[1, 1]",945
language_174,"[1, 0]",945
language_175,"[1, 0]",945
language_176,"[1, 0]",945
language_177,"[0, 0]",945
language_178,"[0, 0]",945
language_179,"[1, 0]",945
language_181,"[0, 0]",945
language_182,"[1, 0]",945
language_183,"[1, 1]",945
language_184,"[1, 0]",945
language_185,"[0, 0]",945
language_186,"[1, 1]",945
language_187,"[0, 1]",945
language_188,"[1, 0]",945
language_190,"[1, 0]",945
language_191,"[0, 0]",945
language_193,"[0, 0]",945
language_194,"[1, 0]",945
language_195,"[0, 0]",945
language_198,"[0, 0]",945
language_199,"[1, 1]",945
language_200,"[0, 0]",945
language_201,"[1, 0]",945
language_202,"[1, 0]",945
language_203,"[1, 0]",945
language_204,"[0, 0]",945
language_205,"[1, 0]",945
language_207,"[1, 1]",945
language_208,"[1, 0]",945
language_209,"[1, 0]",945
language_210,"[1, 0]",945
language_212,"[1, 0]",945
language_213,"[1, 1]",945
language_214,"[1, 0]",945
language_216,"[1, 0]",945
language_217,"[0, 0]",945
