LANGUAGE,AGE,SET
language_1,"[1, 0]",810
language_3,"[0, 0]",810
language_4,"[1, 0]",810
language_5,"[0, 0]",810
language_6,"[1, 0]",810
language_7,"[0, 0]",810
language_8,"[1, 0]",810
language_9,"[1, 0]",810
language_11,"[1, 1]",810
language_12,"[1, 0]",810
language_13,"[0, 0]",810
language_14,"[0, 0]",810
language_15,"[0, 0]",810
language_16,"[1, 0]",810
language_17,"[1, 0]",810
language_19,"[1, 0]",810
language_20,"[0, 0]",810
language_21,"[1, 0]",810
language_22,"[1, 0]",810
language_23,"[0, 0]",810
language_24,"[1, 0]",810
language_25,"[1, 1]",810
language_26,"[0, 0]",810
language_27,"[1, 0]",810
language_29,"[0, 1]",810
language_30,"[1, 0]",810
language_31,"[0, 0]",810
language_32,"[0, 0]",810
language_33,"[1, 0]",810
language_34,"[1, 0]",810
language_35,"[0, 1]",810
language_37,"[0, 0]",810
language_38,"[1, 0]",810
language_40,"[1, 0]",810
language_41,"[0, 0]",810
language_42,"[0, 0]",810
language_43,"[0, 0]",810
language_44,"[0, 1]",810
language_45,"[0, 0]",810
language_46,"[0, 0]",810
language_47,"[0, 0]",810
language_48,"[0, 0]",810
language_49,"[1, 0]",810
language_50,"[1, 0]",810
language_52,"[0, 0]",810
language_53,"[0, 1]",810
language_54,"[1, 0]",810
language_56,"[1, 0]",810
language_60,"[0, 0]",810
language_61,"[0, 0]",810
language_62,"[1, 0]",810
language_63,"[1, 0]",810
language_64,"[1, 0]",810
language_65,"[1, 0]",810
language_67,"[0, 0]",810
language_69,"[0, 0]",810
language_70,"[1, 0]",810
language_71,"[1, 0]",810
language_72,"[0, 0]",810
language_73,"[1, 0]",810
language_74,"[0, 0]",810
language_75,"[1, 0]",810
language_76,"[1, 1]",810
language_77,"[0, 0]",810
language_78,"[1, 0]",810
language_79,"[1, 0]",810
language_80,"[1, 0]",810
language_81,"[1, 0]",810
language_82,"[1, 0]",810
language_83,"[1, 0]",810
language_84,"[1, 0]",810
language_85,"[0, 0]",810
language_87,"[0, 0]",810
language_89,"[1, 0]",810
language_90,"[1, 1]",810
language_91,"[1, 0]",810
language_92,"[0, 0]",810
language_94,"[1, 0]",810
language_95,"[0, 0]",810
language_96,"[1, 1]",810
language_97,"[1, 0]",810
language_98,"[1, 0]",810
language_99,"[1, 0]",810
language_100,"[0, 1]",810
language_101,"[0, 0]",810
language_102,"[0, 0]",810
language_103,"[1, 1]",810
language_104,"[0, 0]",810
language_105,"[1, 0]",810
language_106,"[0, 0]",810
language_107,"[1, 0]",810
language_108,"[1, 0]",810
language_112,"[0, 0]",810
language_113,"[1, 0]",810
language_114,"[1, 0]",810
language_117,"[0, 0]",810
language_118,"[0, 0]",810
language_119,"[0, 0]",810
language_121,"[1, 1]",810
language_123,"[0, 0]",810
language_124,"[1, 0]",810
language_125,"[0, 0]",810
language_126,"[1, 0]",810
language_127,"[1, 0]",810
language_128,"[1, 0]",810
language_129,"[1, 0]",810
language_130,"[1, 0]",810
language_131,"[1, 0]",810
language_132,"[0, 0]",810
language_135,"[0, 0]",810
language_136,"[0, 0]",810
language_137,"[0, 0]",810
language_138,"[1, 0]",810
language_139,"[0, 0]",810
language_140,"[1, 0]",810
