LANGUAGE,AGE,SET
language_3,"[0, 0]",490
language_4,"[1, 0]",490
language_5,"[0, 0]",490
language_7,"[0, 0]",490
language_8,"[0, 1]",490
language_9,"[1, 0]",490
language_10,"[1, 0]",490
language_12,"[1, 0]",490
language_13,"[1, 0]",490
language_14,"[1, 0]",490
language_15,"[1, 0]",490
language_18,"[1, 0]",490
language_19,"[1, 0]",490
language_20,"[1, 0]",490
language_21,"[1, 0]",490
language_23,"[0, 0]",490
language_24,"[1, 0]",490
language_25,"[1, 0]",490
language_26,"[1, 0]",490
language_27,"[1, 0]",490
language_28,"[0, 0]",490
language_29,"[1, 0]",490
language_30,"[1, 0]",490
language_31,"[1, 0]",490
language_32,"[1, 0]",490
language_33,"[1, 0]",490
language_34,"[0, 0]",490
language_35,"[1, 1]",490
language_36,"[1, 0]",490
language_37,"[1, 1]",490
language_38,"[0, 0]",490
language_39,"[1, 0]",490
language_40,"[1, 1]",490
language_41,"[0, 0]",490
language_42,"[1, 0]",490
language_43,"[1, 0]",490
language_44,"[1, 0]",490
language_45,"[1, 0]",490
language_46,"[0, 0]",490
language_47,"[1, 0]",490
language_49,"[0, 0]",490
language_50,"[1, 0]",490
language_51,"[1, 0]",490
language_54,"[1, 0]",490
language_56,"[0, 0]",490
language_58,"[1, 0]",490
language_60,"[0, 0]",490
language_61,"[0, 1]",490
language_62,"[1, 0]",490
language_63,"[1, 0]",490
language_64,"[0, 0]",490
language_65,"[1, 0]",490
language_66,"[0, 1]",490
language_67,"[1, 0]",490
language_69,"[1, 0]",490
language_70,"[1, 0]",490
language_71,"[0, 1]",490
language_72,"[1, 0]",490
language_73,"[0, 0]",490
language_74,"[1, 0]",490
language_75,"[1, 0]",490
language_76,"[0, 0]",490
language_79,"[1, 0]",490
language_80,"[1, 0]",490
language_81,"[0, 0]",490
language_82,"[0, 0]",490
language_83,"[0, 0]",490
language_84,"[1, 0]",490
language_85,"[1, 0]",490
language_86,"[1, 0]",490
language_87,"[1, 0]",490
language_89,"[0, 0]",490
language_90,"[1, 1]",490
language_91,"[0, 0]",490
language_93,"[0, 0]",490
language_94,"[1, 0]",490
language_95,"[1, 0]",490
language_96,"[0, 0]",490
language_98,"[1, 0]",490
language_99,"[1, 0]",490
language_100,"[1, 0]",490
language_101,"[1, 0]",490
language_102,"[1, 1]",490
language_103,"[0, 0]",490
language_104,"[1, 0]",490
language_105,"[0, 0]",490
language_106,"[1, 0]",490
language_107,"[1, 0]",490
language_108,"[1, 1]",490
language_109,"[1, 0]",490
language_110,"[1, 0]",490
language_111,"[1, 0]",490
language_113,"[1, 0]",490
language_115,"[0, 0]",490
language_116,"[1, 0]",490
