LANGUAGE,AGE,SET
language_1,"[1, 0]",196
language_2,"[1, 0]",196
language_3,"[0, 0]",196
language_5,"[1, 1]",196
language_6,"[0, 0]",196
language_7,"[1, 0]",196
language_9,"[1, 0]",196
language_10,"[0, 0]",196
language_11,"[1, 1]",196
language_13,"[1, 0]",196
language_14,"[1, 0]",196
language_15,"[0, 0]",196
language_17,"[1, 0]",196
language_18,"[1, 0]",196
language_19,"[0, 0]",196
language_20,"[1, 0]",196
language_21,"[1, 0]",196
language_23,"[1, 1]",196
language_24,"[0, 0]",196
language_25,"[1, 0]",196
language_28,"[1, 0]",196
language_29,"[1, 0]",196
language_30,"[1, 1]",196
language_31,"[1, 0]",196
language_32,"[0, 1]",196
language_33,"[0, 0]",196
language_34,"[1, 0]",196
language_35,"[1, 0]",196
language_38,"[1, 0]",196
language_39,"[0, 0]",196
language_41,"[0, 0]",196
language_43,"[1, 1]",196
language_44,"[0, 0]",196
language_45,"[0, 0]",196
language_46,"[1, 0]",196
language_48,"[1, 0]",196
language_49,"[1, 0]",196
language_50,"[1, 0]",196
language_53,"[1, 0]",196
language_54,"[0, 0]",196
language_55,"[0, 0]",196
language_56,"[1, 0]",196
language_57,"[0, 0]",196
language_58,"[0, 0]",196
language_59,"[0, 1]",196
language_60,"[1, 0]",196
language_61,"[1, 0]",196
language_62,"[1, 0]",196
language_63,"[1, 0]",196
language_64,"[1, 0]",196
language_65,"[0, 0]",196
language_66,"[1, 0]",196
language_67,"[1, 0]",196
language_71,"[1, 0]",196
language_72,"[1, 0]",196
language_73,"[1, 1]",196
language_75,"[1, 0]",196
language_76,"[1, 0]",196
language_77,"[0, 0]",196
language_78,"[0, 0]",196
language_79,"[1, 0]",196
language_80,"[0, 0]",196
language_81,"[0, 0]",196
language_83,"[0, 0]",196
language_85,"[1, 0]",196
language_86,"[1, 0]",196
language_87,"[0, 0]",196
language_89,"[0, 0]",196
language_90,"[1, 0]",196
language_91,"[0, 1]",196
language_93,"[1, 0]",196
language_94,"[1, 0]",196
language_95,"[1, 0]",196
language_96,"[0, 0]",196
language_97,"[1, 0]",196
language_99,"[0, 1]",196
language_101,"[1, 1]",196
language_102,"[0, 0]",196
language_103,"[1, 0]",196
language_104,"[1, 0]",196
language_105,"[0, 0]",196
language_106,"[1, 0]",196
language_107,"[1, 0]",196
language_109,"[0, 0]",196
language_110,"[1, 0]",196
language_112,"[1, 0]",196
language_113,"[0, 0]",196
language_114,"[1, 0]",196
language_116,"[1, 0]",196
language_118,"[0, 0]",196
language_119,"[0, 0]",196
language_120,"[1, 0]",196
language_122,"[1, 0]",196
language_123,"[0, 0]",196
language_124,"[0, 0]",196
language_125,"[1, 1]",196
language_126,"[1, 0]",196
language_128,"[0, 0]",196
language_129,"[1, 0]",196
language_130,"[0, 0]",196
language_131,"[1, 0]",196
language_132,"[1, 0]",196
language_133,"[1, 0]",196
language_134,"[1, 0]",196
language_135,"[1, 1]",196
language_137,"[1, 0]",196
language_138,"[0, 0]",196
language_139,"[1, 0]",196
language_140,"[0, 0]",196
language_141,"[1, 0]",196
language_142,"[1, 0]",196
language_143,"[0, 0]",196
language_146,"[1, 0]",196
language_147,"[1, 0]",196
language_148,"[1, 0]",196
language_149,"[1, 0]",196
language_150,"[1, 0]",196
language_151,"[0, 0]",196
language_153,"[1, 1]",196
language_154,"[1, 0]",196
language_155,"[1, 1]",196
language_156,"[0, 0]",196
language_157,"[0, 0]",196
language_158,"[0, 0]",196
language_159,"[1, 0]",196
language_160,"[0, 0]",196
language_161,"[0, 0]",196
language_162,"[1, 0]",196
language_163,"[0, 1]",196
language_165,"[1, 0]",196
language_166,"[0, 1]",196
language_167,"[1, 0]",196
language_168,"[1, 0]",196
language_169,"[0, 0]",196
language_170,"[1, 0]",196
language_172,"[1, 0]",196
language_173,"[1, 0]",196
language_175,"[1, 0]",196
language_176,"[0, 0]",196
language_177,"[1, 0]",196
language_178,"[1, 0]",196
language_180,"[1, 0]",196
language_181,"[1, 0]",196
language_182,"[0, 0]",196
language_187,"[0, 0]",196
language_188,"[1, 0]",196
language_189,"[1, 1]",196
language_190,"[1, 0]",196
language_191,"[0, 0]",196
language_193,"[1, 1]",196
language_194,"[1, 0]",196
language_195,"[1, 0]",196
language_196,"[1, 0]",196
language_197,"[1, 0]",196
language_198,"[1, 0]",196
language_199,"[1, 0]",196
language_200,"[1, 0]",196
language_201,"[1, 0]",196
language_202,"[1, 0]",196
language_203,"[1, 0]",196
language_204,"[1, 0]",196
language_205,"[0, 1]",196
language_206,"[1, 0]",196
language_207,"[1, 0]",196
language_208,"[0, 0]",196
language_209,"[0, 1]",196
language_210,"[0, 0]",196
language_211,"[1, 0]",196
language_212,"[1, 0]",196
language_213,"[0, 1]",196
language_214,"[1, 1]",196
language_215,"[0, 1]",196
language_216,"[1, 0]",196
language_217,"[0, 1]",196
language_219,"[1, 0]",196
language_220,"[0, 0]",196
language_221,"[1, 0]",196
language_222,"[1, 0]",196
language_223,"[0, 0]",196
language_224,"[1, 0]",196
language_225,"[1, 0]",196
language_226,"[0, 0]",196
language_228,"[1, 0]",196
language_229,"[1, 0]",196
language_231,"[0, 0]",196
language_232,"[1, 0]",196
language_233,"[0, 0]",196
language_234,"[1, 0]",196
language_236,"[1, 1]",196
language_237,"[1, 0]",196
language_240,"[0, 0]",196
language_241,"[1, 0]",196
language_243,"[0, 0]",196
language_244,"[1, 1]",196
language_246,"[1, 0]",196
language_247,"[0, 0]",196
language_250,"[1, 0]",196
language_251,"[1, 0]",196
language_252,"[0, 0]",196
language_253,"[0, 0]",196
language_254,"[1, 0]",196
language_255,"[1, 0]",196
language_257,"[1, 0]",196
language_258,"[1, 0]",196
language_260,"[1, 0]",196
language_261,"[1, 0]",196
language_262,"[1, 0]",196
language_264,"[1, 1]",196
language_265,"[0, 0]",196
language_266,"[0, 0]",196
language_267,"[1, 0]",196
language_268,"[1, 0]",196
language_269,"[0, 0]",196
language_270,"[1, 0]",196
language_271,"[0, 0]",196
language_272,"[0, 1]",196
language_273,"[1, 0]",196
language_275,"[1, 0]",196
language_276,"[1, 0]",196
language_277,"[1, 0]",196
language_278,"[1, 0]",196
language_279,"[1, 1]",196
language_280,"[1, 0]",196
language_281,"[1, 1]",196
language_282,"[1, 0]",196
language_283,"[1, 0]",196
language_284,"[1, 0]",196
language_285,"[1, 0]",196
language_286,"[1, 0]",196
language_287,"[0, 0]",196
language_288,"[0, 1]",196
language_289,"[1, 0]",196
language_290,"[1, 0]",196
language_291,"[1, 0]",196
language_292,"[1, 0]",196
language_293,"[0, 0]",196
language_294,"[1, 0]",196
language_295,"[1, 0]",196
language_296,"[1, 0]",196
language_297,"[0, 0]",196
language_298,"[0, 0]",196
language_300,"[1, 0]",196
language_301,"[0, 0]",196
language_302,"[1, 0]",196
language_303,"[1, 0]",196
language_304,"[1, 0]",196
language_305,"[0, 1]",196
language_306,"[1, 1]",196
language_307,"[1, 0]",196
language_308,"[1, 0]",196
language_309,"[0, 0]",196
language_310,"[1, 0]",196
language_311,"[0, 0]",196
language_312,"[0, 0]",196
language_313,"[1, 0]",196
language_314,"[0, 0]",196
language_315,"[1, 0]",196
language_316,"[0, 0]",196
language_318,"[1, 0]",196
language_319,"[1, 0]",196
language_320,"[1, 0]",196
language_321,"[1, 0]",196
language_322,"[1, 0]",196
language_323,"[1, 0]",196
language_324,"[1, 0]",196
language_325,"[1, 1]",196
language_326,"[1, 1]",196
language_327,"[1, 0]",196
language_328,"[0, 0]",196
language_330,"[0, 0]",196
language_331,"[1, 1]",196
language_332,"[1, 0]",196
language_334,"[1, 0]",196
language_335,"[1, 0]",196
language_337,"[0, 0]",196
language_338,"[0, 0]",196
language_339,"[1, 1]",196
language_340,"[1, 0]",196
language_341,"[0, 0]",196
language_342,"[0, 0]",196
language_343,"[1, 0]",196
language_344,"[1, 0]",196
language_345,"[1, 0]",196
language_346,"[1, 0]",196
language_347,"[1, 0]",196
language_348,"[0, 0]",196
