LANGUAGE,AGE,SET
language_1,"[1, 0]",791
language_3,"[0, 0]",791
language_4,"[1, 0]",791
language_7,"[1, 0]",791
language_8,"[1, 0]",791
language_10,"[0, 0]",791
language_11,"[1, 0]",791
language_12,"[1, 0]",791
language_13,"[1, 1]",791
language_14,"[1, 0]",791
language_15,"[1, 0]",791
language_16,"[0, 0]",791
language_17,"[0, 0]",791
language_18,"[0, 0]",791
language_19,"[0, 0]",791
language_21,"[1, 0]",791
language_22,"[0, 0]",791
language_24,"[1, 0]",791
language_26,"[1, 0]",791
language_27,"[0, 0]",791
language_28,"[0, 0]",791
language_29,"[1, 0]",791
language_30,"[0, 1]",791
language_31,"[0, 0]",791
language_32,"[1, 0]",791
language_33,"[0, 0]",791
language_34,"[0, 0]",791
language_35,"[1, 0]",791
language_36,"[1, 0]",791
language_37,"[0, 0]",791
language_38,"[1, 0]",791
language_39,"[1, 0]",791
language_40,"[1, 0]",791
language_41,"[1, 1]",791
language_42,"[0, 0]",791
language_43,"[1, 0]",791
language_44,"[1, 0]",791
language_45,"[1, 0]",791
language_46,"[0, 0]",791
language_47,"[0, 0]",791
language_49,"[1, 0]",791
language_50,"[1, 0]",791
language_52,"[1, 0]",791
language_55,"[0, 0]",791
language_56,"[0, 0]",791
language_57,"[1, 0]",791
language_59,"[0, 0]",791
language_60,"[1, 1]",791
language_61,"[1, 0]",791
language_63,"[1, 0]",791
language_64,"[1, 1]",791
language_65,"[1, 1]",791
language_66,"[1, 0]",791
language_67,"[1, 0]",791
language_68,"[1, 0]",791
language_69,"[1, 0]",791
language_70,"[1, 0]",791
language_71,"[1, 0]",791
language_72,"[0, 0]",791
language_73,"[0, 0]",791
language_74,"[1, 0]",791
language_75,"[1, 0]",791
language_76,"[0, 0]",791
language_77,"[0, 0]",791
language_79,"[0, 0]",791
language_80,"[0, 0]",791
language_81,"[1, 0]",791
language_82,"[0, 0]",791
language_83,"[0, 0]",791
language_85,"[1, 0]",791
language_86,"[0, 1]",791
language_87,"[0, 0]",791
language_90,"[0, 0]",791
language_91,"[1, 0]",791
language_92,"[1, 0]",791
language_94,"[1, 0]",791
language_96,"[1, 0]",791
language_97,"[1, 0]",791
language_98,"[1, 0]",791
language_99,"[1, 1]",791
