LANGUAGE,GEN_0,GEN_1,SET
LANGUAGE,GEN_0,GEN_1,SET
LANGUAGE,GEN_0,GEN_1,SET
Birhor,0.6666666666666666,1.0,kinbank
Bit,0.09090909090909091,1.0,kinbank
O_du,0.09090909090909091,1.0,kinbank
Prai,0.09090909090909091,1.0,kinbank
Burmese,1.0,1.0,kinbank
Chepang,0.2,1.0,kinbank
Dzonghka_Lhop,1.0,1.0,kinbank
Dzonghka_Sha,1.0,1.0,kinbank
Dzonghka_Wang,1.0,1.0,kinbank
Lisu_,1.0,1.0,kinbank
Lisu_,1.0,1.0,kinbank
Lisu_,1.0,1.0,kinbank
Lisu_,1.0,1.0,kinbank
Manange,1.0,1.0,kinbank
Burmese,1.0,1.0,kinbank
Chinese,1.0,1.0,kinbank
Karen_(Pwo_dialect),1.0,1.0,kinbank
Karen_(Sgau_dialect),1.0,1.0,kinbank
Karen,1.0,1.0,kinbank
Sangtam_Naga,0.2,1.0,kinbank
Sherpa,1.0,1.0,kinbank
Suzhou,1.0,1.0,kinbank
Suzhou,1.0,1.0,kinbank
Akkadian,1.0,1.0,kinbank
Amharic,0.09090909090909091,1.0,kinbank
Hausa,0.09090909090909091,1.0,kinbank
Lebanese_Arabic,0.6363636363636364,1.0,kinbank
Polci,0.09090909090909091,0.5,kinbank
Albanian,1.0,1.0,kinbank
Albanian_Tosk_,0.09090909090909091,1.0,kinbank
Ancient_Greek,1.0,1.0,kinbank
Armenian,1.0,1.0,kinbank
Assamese,1.0,1.0,kinbank
Balochi,0.0,1.0,kinbank
Belarusian,1.0,1.0,kinbank
Bengali,1.0,1.0,kinbank
Boers,1.0,1.0,kinbank
Breton,1.0,1.0,kinbank
Bulgarian,1.0,1.0,kinbank
Central_Kurdish,0.09090909090909091,1.0,kinbank
Chavacano,1.0,1.0,kinbank
Cornish,1.0,1.0,kinbank
Czech,1.0,1.0,kinbank
Danish,0.09090909090909091,1.0,kinbank
Dari,1.0,1.0,kinbank
Dutch,1.0,1.0,kinbank
Eastern_Armenian,0.09090909090909091,1.0,kinbank
Eastern_Yiddish,0.09090909090909091,1.0,kinbank
English,0.09090909090909091,1.0,kinbank
Frisian,1.0,1.0,kinbank
German,1.0,1.0,kinbank
Gujarati,1.0,1.0,kinbank
Hindi,1.0,1.0,kinbank
Icelandic,0.09090909090909091,1.0,kinbank
Irish,0.09090909090909091,1.0,kinbank
Italian,1.0,1.0,kinbank
Jamaican_Creole,0.09090909090909091,1.0,kinbank
Judeo_Tat,0.09090909090909091,1.0,kinbank
Kashmiri,1.0,1.0,kinbank
Kriol_Roper_River,0.3181818181818182,1.0,kinbank
Kristang_(Malacca_Creole_Portugese),1.0,1.0,kinbank
Kumaoni,0.2727272727272727,1.0,kinbank
Lahnda,0.09090909090909091,1.0,kinbank
Latin,1.0,1.0,kinbank
Latin_,0.09090909090909091,1.0,kinbank
Latvian,1.0,1.0,kinbank
Lithuanian,1.0,1.0,kinbank
Luxembourgish,0.13636363636363635,1.0,kinbank
Macedonian,1.0,1.0,kinbank
Mahasu_Pahari,1.0,1.0,kinbank
Maithili,1.0,1.0,kinbank
Marathi,1.0,1.0,kinbank
Marwari_India_,1.0,1.0,kinbank
Middle_English,1.0,1.0,kinbank
Middle_High_German,0.16666666666666666,1.0,kinbank
Modern_Greek,1.0,1.0,kinbank
Modern_Welsh,1.0,1.0,kinbank
Benga╠éli,1.0,1.0,kinbank
Gujarati,1.0,1.0,kinbank
Hindi,1.0,1.0,kinbank
Mara╠éthi╠é,1.0,1.0,kinbank
Nepali,1.0,1.0,kinbank
Northern_Kurdish,1.0,1.0,kinbank
Norwegian_Bokma╠èl,1.0,1.0,kinbank
Old_English_ca_450_1100_,0.2857142857142857,1.0,kinbank
Old_High_German_ca_750_1050_,0.18181818181818182,0.0,kinbank
Old_Irish,1.0,1.0,kinbank
Old_Norse,1.0,1.0,kinbank
Old_Russian,1.0,1.0,kinbank
Oriya,1.0,1.0,kinbank
Ossetian,0.09090909090909091,1.0,kinbank
Panjabi,1.0,1.0,kinbank
Pashto,1.0,1.0,kinbank
Polish,1.0,1.0,kinbank
Portuguese,1.0,1.0,kinbank
Romanian,1.0,1.0,kinbank
Russian,1.0,1.0,kinbank
Russian_,1.0,1.0,kinbank
Sanskrit,1.0,1.0,kinbank
Sardinian,1.0,1.0,kinbank
Saterfriesisch,1.0,1.0,kinbank
Serbocroation,1.0,1.0,kinbank
Serbs,1.0,1.0,kinbank
Sindhi,1.0,1.0,kinbank
Sinhala,1.0,1.0,kinbank
Slovakian,1.0,1.0,kinbank
Slovenian,1.0,1.0,kinbank
Standard_Catalan,1.0,1.0,kinbank
Standard_English,0.09090909090909091,1.0,kinbank
Standard_French,1.0,1.0,kinbank
Standard_German,1.0,1.0,kinbank
Standard_Spanish,1.0,1.0,kinbank
Swedish,0.09090909090909091,1.0,kinbank
Tajik,1.0,1.0,kinbank
Tok_Pisin,0.5454545454545454,1.0,kinbank
Torres_Strait_Creole_(Broken),1.0,1.0,kinbank
Ukrainian,1.0,1.0,kinbank
Urdu,1.0,1.0,kinbank
Vlax_Romani,1.0,1.0,kinbank
Wallon,1.0,1.0,kinbank
Western_Armenian,0.09090909090909091,1.0,kinbank
Western_Farsi,1.0,1.0,kinbank
Western_Panjabi,0.09090909090909091,1.0,kinbank
Shipibo,0.9545454545454546,1.0,kinbank
East_Kewa,0.16666666666666666,1.0,kinbank
Erave_(South_Kewa),0.16666666666666666,1.0,kinbank
Kalam,1.0,1.0,kinbank
Komba,0.09090909090909091,1.0,kinbank
Ku_Waru,1.0,1.0,kinbank
Kyaka,1.0,1.0,kinbank
Proto_Sogeram,0.0,1.0,kinbank
West_Kewa,0.16666666666666666,1.0,kinbank
Adnyamathanha,0.5,1.0,kinbank
Alyawarr,0.8125,1.0,kinbank
Arabana,0.9166666666666666,1.0,kinbank
Badimaya,1.0,1.0,kinbank
Bandjalang,1.0,1.0,kinbank
Biri,0.11764705882352941,1.0,kinbank
Bunganditj,0.3181818181818182,1.0,kinbank
Dharumbal,1.0,1.0,kinbank
Dharumbal_,1.0,1.0,kinbank
Dhuwal-Dhuwala_(Yolngu),0.16666666666666666,1.0,kinbank
Diyari,0.35294117647058826,1.0,kinbank
Diyari_,0.3181818181818182,1.0,kinbank
Djambarrpuyngu,0.08333333333333333,1.0,kinbank
Djapu,1.0,1.0,kinbank
Duungidjawu,1.0,1.0,kinbank
Dyirbal,0.625,1.0,kinbank
Gumatj,0.5,1.0,kinbank
Gumbaynggir,0.16666666666666666,1.0,kinbank
Gunya,1.0,1.0,kinbank
Gupapuyngu,0.4117647058823529,1.0,kinbank
Gurindji,0.08333333333333333,1.0,kinbank
Guugu_Yimidhirr,1.0,0.5,kinbank
Guugu_Yimidhirr_,1.0,0.5,kinbank
Jaru,1.0,1.0,kinbank
Kala_Lagaw_Ya,1.0,1.0,kinbank
Kalkatungu,0.5,1.0,kinbank
Karajarri,0.08333333333333333,1.0,kinbank
Kariyarra,1.0,1.0,kinbank
Kartujarra,0.9166666666666666,1.0,kinbank
Kaurna,0.045454545454545456,1.0,kinbank
Kukatja,0.09090909090909091,1.0,kinbank
Kuku-Yalanji,0.09090909090909091,1.0,kinbank
KukuYalanji,0.16666666666666666,1.0,kinbank
Kuuku_Ya'u,0.2,0.75,kinbank
Margany,1.0,1.0,kinbank
MartuWangka,0.5,1.0,kinbank
Muruwari,1.0,1.0,kinbank
Ngaanyatjarra,0.08333333333333333,1.0,kinbank
