LANGUAGE,LINEAGE,SET
language_1,"[1, 1]",396
language_2,"[0, 1]",396
language_3,"[0, 1]",396
language_4,"[1, 1]",396
language_7,"[0, 1]",396
language_8,"[0, 1]",396
language_9,"[0, 1]",396
language_10,"[0, 1]",396
language_11,"[0, 1]",396
language_13,"[0, 0]",396
language_14,"[0, 1]",396
language_18,"[0, 1]",396
language_19,"[0, 1]",396
language_21,"[0, 1]",396
language_22,"[1, 1]",396
language_24,"[0, 1]",396
language_25,"[1, 0]",396
language_27,"[0, 1]",396
language_29,"[0, 0]",396
language_30,"[0, 0]",396
language_32,"[1, 1]",396
language_33,"[0, 1]",396
language_34,"[0, 0]",396
language_37,"[0, 1]",396
language_38,"[1, 1]",396
language_39,"[0, 1]",396
language_40,"[0, 1]",396
language_47,"[0, 0]",396
language_50,"[0, 0]",396
language_51,"[0, 0]",396
language_52,"[0, 1]",396
language_53,"[0, 0]",396
language_54,"[1, 1]",396
language_56,"[0, 1]",396
language_57,"[0, 1]",396
language_58,"[1, 1]",396
language_61,"[0, 1]",396
language_65,"[0, 1]",396
language_66,"[0, 0]",396
language_67,"[0, 1]",396
language_68,"[0, 0]",396
language_69,"[1, 1]",396
language_74,"[0, 1]",396
language_75,"[0, 1]",396
language_76,"[0, 1]",396
language_77,"[0, 1]",396
language_78,"[0, 1]",396
language_80,"[1, 1]",396
language_81,"[0, 0]",396
language_82,"[0, 1]",396
language_83,"[0, 1]",396
language_84,"[0, 0]",396
language_85,"[1, 1]",396
language_86,"[0, 0]",396
language_89,"[1, 1]",396
language_90,"[0, 1]",396
language_91,"[0, 1]",396
language_93,"[0, 1]",396
language_94,"[0, 1]",396
language_95,"[1, 1]",396
language_96,"[0, 1]",396
language_98,"[0, 1]",396
language_99,"[1, 1]",396
language_103,"[1, 1]",396
language_104,"[0, 1]",396
language_105,"[0, 1]",396
language_107,"[0, 1]",396
language_108,"[0, 1]",396
language_109,"[0, 1]",396
language_110,"[0, 1]",396
language_111,"[0, 1]",396
language_112,"[0, 1]",396
language_113,"[0, 1]",396
language_114,"[0, 1]",396
language_116,"[0, 1]",396
