LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",577
language_2,"[0, 0]",577
language_4,"[0, 1]",577
language_5,"[0, 1]",577
language_6,"[1, 0]",577
language_7,"[0, 1]",577
language_8,"[0, 1]",577
language_9,"[0, 1]",577
language_11,"[1, 1]",577
language_14,"[0, 1]",577
language_17,"[0, 1]",577
language_19,"[0, 1]",577
language_20,"[0, 1]",577
language_24,"[0, 1]",577
language_25,"[1, 1]",577
language_26,"[0, 1]",577
language_27,"[1, 1]",577
language_29,"[0, 1]",577
language_30,"[0, 1]",577
language_31,"[0, 1]",577
language_32,"[0, 1]",577
language_33,"[0, 1]",577
language_34,"[0, 1]",577
language_35,"[0, 0]",577
language_38,"[1, 1]",577
language_39,"[0, 1]",577
language_40,"[1, 1]",577
language_42,"[0, 1]",577
language_43,"[0, 1]",577
language_44,"[0, 1]",577
language_45,"[1, 1]",577
language_47,"[0, 1]",577
language_49,"[0, 0]",577
language_51,"[1, 1]",577
language_52,"[1, 0]",577
language_53,"[1, 1]",577
language_55,"[0, 1]",577
language_56,"[0, 1]",577
language_57,"[1, 1]",577
language_60,"[1, 1]",577
language_64,"[0, 1]",577
language_65,"[0, 1]",577
language_66,"[1, 0]",577
language_67,"[0, 1]",577
language_68,"[1, 1]",577
language_71,"[1, 1]",577
language_72,"[0, 1]",577
language_73,"[0, 1]",577
language_74,"[1, 1]",577
language_76,"[1, 1]",577
language_78,"[1, 0]",577
language_79,"[0, 1]",577
language_83,"[1, 1]",577
language_84,"[1, 1]",577
language_86,"[0, 1]",577
language_87,"[0, 1]",577
language_88,"[0, 1]",577
language_89,"[0, 1]",577
language_90,"[0, 0]",577
language_91,"[0, 1]",577
language_92,"[0, 1]",577
language_93,"[1, 0]",577
language_94,"[1, 1]",577
language_95,"[0, 0]",577
language_96,"[0, 1]",577
language_97,"[0, 1]",577
language_98,"[0, 1]",577
language_99,"[1, 1]",577
language_105,"[0, 1]",577
language_106,"[0, 1]",577
language_107,"[0, 1]",577
language_112,"[0, 1]",577
language_113,"[0, 0]",577
language_114,"[0, 1]",577
language_115,"[1, 1]",577
language_116,"[0, 1]",577
language_117,"[1, 1]",577
language_119,"[1, 0]",577
language_120,"[1, 1]",577
language_121,"[0, 1]",577
language_122,"[0, 1]",577
language_123,"[0, 1]",577
language_124,"[1, 0]",577
language_126,"[0, 1]",577
language_127,"[0, 1]",577
language_128,"[0, 1]",577
language_132,"[0, 1]",577
language_134,"[1, 1]",577
language_139,"[0, 1]",577
language_142,"[0, 0]",577
language_143,"[0, 1]",577
language_144,"[0, 1]",577
language_145,"[0, 1]",577
language_146,"[0, 1]",577
language_147,"[0, 1]",577
language_149,"[0, 1]",577
language_151,"[0, 1]",577
language_152,"[1, 1]",577
language_154,"[1, 1]",577
language_155,"[0, 1]",577
language_157,"[1, 1]",577
language_160,"[0, 1]",577
language_161,"[0, 1]",577
language_165,"[0, 1]",577
language_168,"[1, 1]",577
language_170,"[0, 1]",577
language_171,"[1, 1]",577
language_172,"[0, 1]",577
language_173,"[1, 1]",577
language_174,"[0, 1]",577
language_177,"[0, 1]",577
language_178,"[1, 1]",577
language_180,"[0, 1]",577
language_181,"[0, 0]",577
language_183,"[0, 1]",577
language_185,"[0, 1]",577
language_186,"[0, 1]",577
language_191,"[0, 0]",577
language_194,"[0, 0]",577
language_195,"[1, 1]",577
language_196,"[0, 1]",577
language_197,"[1, 0]",577
language_201,"[1, 1]",577
language_202,"[0, 0]",577
language_203,"[0, 0]",577
language_205,"[0, 0]",577
language_206,"[0, 1]",577
language_207,"[0, 0]",577
language_208,"[1, 1]",577
language_209,"[1, 1]",577
language_210,"[0, 1]",577
language_213,"[0, 1]",577
language_215,"[0, 1]",577
language_216,"[0, 0]",577
language_217,"[0, 1]",577
language_220,"[0, 1]",577
language_221,"[0, 1]",577
language_222,"[0, 1]",577
language_225,"[0, 0]",577
language_226,"[0, 1]",577
language_228,"[0, 0]",577
language_230,"[0, 1]",577
language_231,"[0, 1]",577
language_232,"[0, 1]",577
language_233,"[0, 1]",577
language_234,"[1, 0]",577
language_235,"[1, 0]",577
language_237,"[0, 1]",577
language_238,"[0, 1]",577
language_241,"[1, 1]",577
language_244,"[0, 1]",577
language_247,"[1, 1]",577
language_248,"[1, 0]",577
language_249,"[1, 0]",577
language_250,"[1, 1]",577
language_251,"[0, 1]",577
language_252,"[1, 0]",577
language_253,"[1, 1]",577
language_254,"[0, 0]",577
language_255,"[0, 1]",577
language_257,"[1, 1]",577
language_258,"[0, 1]",577
language_259,"[0, 1]",577
language_261,"[0, 1]",577
language_263,"[1, 1]",577
language_265,"[0, 1]",577
language_266,"[0, 1]",577
language_269,"[1, 1]",577
language_270,"[1, 1]",577
language_271,"[1, 1]",577
language_274,"[1, 1]",577
language_277,"[0, 0]",577
language_278,"[0, 1]",577
language_279,"[0, 1]",577
language_280,"[0, 0]",577
language_282,"[1, 1]",577
language_283,"[0, 1]",577
language_286,"[0, 0]",577
language_288,"[0, 1]",577
language_289,"[0, 0]",577
language_290,"[0, 1]",577
language_291,"[0, 1]",577
language_292,"[0, 1]",577
language_293,"[0, 1]",577
language_296,"[0, 1]",577
language_297,"[1, 0]",577
language_298,"[0, 0]",577
language_301,"[0, 1]",577
language_302,"[0, 1]",577
language_303,"[0, 1]",577
language_304,"[0, 1]",577
language_305,"[0, 1]",577
language_306,"[0, 1]",577
language_307,"[0, 0]",577
language_308,"[0, 1]",577
language_311,"[0, 1]",577
language_312,"[0, 1]",577
language_314,"[1, 1]",577
language_315,"[1, 0]",577
language_316,"[0, 1]",577
language_317,"[0, 1]",577
language_318,"[0, 1]",577
language_321,"[0, 1]",577
language_322,"[1, 0]",577
language_323,"[0, 1]",577
language_325,"[0, 1]",577
language_326,"[1, 1]",577
language_327,"[0, 1]",577
language_328,"[0, 1]",577
language_331,"[1, 1]",577
language_332,"[0, 1]",577
language_333,"[0, 1]",577
language_334,"[1, 1]",577
language_335,"[0, 1]",577
language_336,"[1, 1]",577
language_339,"[0, 1]",577
language_341,"[0, 0]",577
language_344,"[1, 1]",577
language_345,"[0, 1]",577
language_346,"[0, 1]",577
language_348,"[0, 1]",577
language_349,"[1, 1]",577
language_350,"[0, 1]",577
language_352,"[0, 1]",577
language_353,"[0, 1]",577
language_355,"[1, 0]",577
language_356,"[1, 1]",577
language_357,"[0, 1]",577
language_358,"[0, 1]",577
language_359,"[1, 1]",577
language_360,"[0, 0]",577
language_361,"[0, 1]",577
language_362,"[1, 0]",577
language_363,"[1, 0]",577
language_368,"[1, 1]",577
language_369,"[0, 1]",577
language_370,"[0, 0]",577
language_371,"[0, 1]",577
language_374,"[1, 1]",577
language_375,"[0, 1]",577
language_378,"[0, 1]",577
language_381,"[0, 1]",577
language_382,"[1, 1]",577
language_383,"[1, 0]",577
language_384,"[0, 1]",577
language_385,"[0, 1]",577
language_386,"[0, 1]",577
language_388,"[0, 1]",577
language_393,"[0, 1]",577
language_395,"[0, 1]",577
language_396,"[0, 1]",577
language_397,"[1, 1]",577
language_398,"[0, 1]",577
language_399,"[0, 1]",577
language_400,"[1, 1]",577
language_401,"[0, 1]",577
language_402,"[0, 1]",577
language_405,"[0, 0]",577
language_406,"[0, 1]",577
language_408,"[1, 1]",577
language_413,"[0, 1]",577
language_414,"[1, 0]",577
language_415,"[0, 1]",577
language_417,"[0, 1]",577
language_418,"[0, 1]",577
language_419,"[0, 1]",577
language_421,"[1, 1]",577
language_423,"[0, 1]",577
language_428,"[0, 1]",577
language_429,"[0, 1]",577
language_431,"[1, 1]",577
language_432,"[0, 1]",577
language_433,"[0, 1]",577
language_437,"[0, 1]",577
language_438,"[1, 1]",577
language_439,"[0, 1]",577
language_440,"[0, 0]",577
language_441,"[0, 1]",577
language_445,"[0, 1]",577
language_447,"[0, 1]",577
language_449,"[0, 1]",577
language_452,"[0, 0]",577
language_454,"[0, 1]",577
language_455,"[0, 1]",577
language_457,"[0, 1]",577
language_459,"[1, 1]",577
language_460,"[0, 0]",577
language_461,"[0, 1]",577
language_464,"[0, 1]",577
language_465,"[0, 1]",577
language_467,"[0, 1]",577
language_468,"[0, 1]",577
language_469,"[1, 1]",577
language_470,"[0, 1]",577
language_471,"[0, 0]",577
language_472,"[1, 1]",577
language_473,"[0, 1]",577
language_474,"[0, 1]",577
language_475,"[1, 1]",577
language_477,"[0, 0]",577
language_478,"[0, 1]",577
language_479,"[0, 1]",577
language_480,"[1, 1]",577
language_481,"[0, 1]",577
language_482,"[0, 0]",577
language_484,"[0, 0]",577
language_487,"[0, 0]",577
language_493,"[1, 0]",577
language_497,"[1, 1]",577
language_499,"[1, 1]",577
language_501,"[0, 1]",577
language_502,"[0, 1]",577
language_504,"[0, 1]",577
language_505,"[0, 1]",577
language_507,"[0, 1]",577
language_508,"[0, 0]",577
language_511,"[0, 1]",577
language_512,"[0, 1]",577
language_513,"[1, 0]",577
language_515,"[0, 1]",577
language_516,"[0, 1]",577
language_518,"[1, 0]",577
language_519,"[1, 1]",577
language_520,"[0, 1]",577
language_523,"[0, 1]",577
language_524,"[0, 1]",577
language_525,"[1, 1]",577
language_527,"[0, 1]",577
language_529,"[0, 1]",577
language_530,"[0, 1]",577
language_531,"[0, 0]",577
language_533,"[1, 1]",577
language_535,"[0, 1]",577
language_537,"[0, 1]",577
language_539,"[0, 0]",577
language_541,"[1, 1]",577
language_542,"[0, 0]",577
language_548,"[0, 1]",577
language_549,"[0, 1]",577
language_553,"[1, 1]",577
language_554,"[0, 1]",577
language_555,"[1, 0]",577
language_556,"[0, 1]",577
language_558,"[0, 1]",577
language_559,"[0, 1]",577
language_560,"[0, 1]",577
language_561,"[0, 1]",577
language_563,"[1, 1]",577
language_564,"[1, 1]",577
language_566,"[0, 1]",577
language_568,"[0, 1]",577
language_571,"[0, 1]",577
language_572,"[0, 1]",577
language_574,"[1, 1]",577
language_575,"[1, 0]",577
language_578,"[0, 1]",577
language_579,"[0, 1]",577
language_580,"[0, 0]",577
language_581,"[0, 1]",577
language_582,"[0, 0]",577
language_584,"[0, 1]",577
language_585,"[0, 1]",577
language_586,"[0, 1]",577
language_588,"[1, 0]",577
language_591,"[1, 1]",577
language_593,"[0, 1]",577
language_594,"[1, 1]",577
language_595,"[1, 1]",577
language_597,"[0, 1]",577
language_599,"[0, 0]",577
language_600,"[0, 1]",577
language_601,"[0, 1]",577
language_603,"[0, 1]",577
language_605,"[0, 1]",577
language_606,"[1, 1]",577
language_607,"[0, 0]",577
language_608,"[1, 0]",577
language_609,"[0, 0]",577
language_610,"[0, 1]",577
language_611,"[1, 1]",577
language_612,"[0, 1]",577
language_615,"[0, 1]",577
language_616,"[0, 1]",577
language_617,"[1, 0]",577
language_621,"[0, 1]",577
language_623,"[0, 0]",577
language_624,"[0, 0]",577
language_628,"[0, 1]",577
language_630,"[1, 0]",577
language_632,"[0, 1]",577
language_633,"[1, 1]",577
language_634,"[1, 1]",577
language_636,"[0, 1]",577
language_637,"[0, 1]",577
language_638,"[1, 1]",577
language_639,"[0, 1]",577
language_640,"[0, 1]",577
language_641,"[0, 1]",577
language_644,"[0, 0]",577
language_645,"[0, 1]",577
language_649,"[0, 1]",577
language_650,"[0, 1]",577
language_651,"[0, 1]",577
language_653,"[0, 1]",577
language_656,"[0, 1]",577
language_657,"[1, 1]",577
language_660,"[0, 1]",577
language_661,"[0, 1]",577
language_662,"[0, 1]",577
language_664,"[0, 0]",577
language_666,"[0, 0]",577
language_667,"[0, 0]",577
language_668,"[0, 1]",577
language_673,"[0, 1]",577
language_674,"[0, 1]",577
language_676,"[1, 1]",577
language_677,"[1, 1]",577
language_678,"[0, 1]",577
language_679,"[1, 1]",577
language_680,"[0, 1]",577
language_681,"[1, 1]",577
language_682,"[0, 0]",577
language_684,"[0, 1]",577
language_685,"[0, 1]",577
language_686,"[0, 0]",577
language_687,"[1, 0]",577
language_688,"[0, 0]",577
language_690,"[0, 1]",577
language_691,"[0, 1]",577
language_695,"[0, 0]",577
language_698,"[0, 1]",577
language_699,"[0, 1]",577
language_702,"[0, 1]",577
language_703,"[0, 0]",577
language_704,"[0, 1]",577
language_705,"[0, 1]",577
language_706,"[0, 1]",577
language_707,"[0, 0]",577
language_709,"[0, 0]",577
language_710,"[0, 0]",577
language_712,"[1, 0]",577
language_713,"[0, 0]",577
language_714,"[0, 1]",577
language_715,"[0, 1]",577
language_716,"[1, 1]",577
language_718,"[1, 1]",577
language_720,"[0, 1]",577
language_723,"[0, 0]",577
language_724,"[1, 1]",577
language_725,"[1, 0]",577
language_729,"[1, 1]",577
language_730,"[0, 0]",577
language_733,"[0, 1]",577
language_734,"[0, 1]",577
language_735,"[0, 1]",577
language_736,"[0, 1]",577
language_739,"[1, 1]",577
language_740,"[0, 0]",577
language_742,"[0, 1]",577
language_743,"[0, 0]",577
language_744,"[0, 1]",577
language_745,"[0, 1]",577
language_746,"[1, 0]",577
language_752,"[1, 1]",577
language_753,"[1, 1]",577
language_754,"[0, 0]",577
language_755,"[0, 1]",577
language_756,"[1, 1]",577
language_757,"[0, 1]",577
language_758,"[0, 1]",577
language_761,"[0, 1]",577
language_762,"[0, 1]",577
language_763,"[1, 1]",577
language_764,"[0, 0]",577
language_765,"[0, 1]",577
language_766,"[1, 1]",577
language_767,"[0, 1]",577
language_768,"[1, 1]",577
language_769,"[0, 0]",577
language_772,"[0, 1]",577
language_773,"[0, 1]",577
language_774,"[0, 0]",577
language_776,"[0, 0]",577
language_777,"[0, 1]",577
language_778,"[1, 1]",577
language_779,"[0, 1]",577
language_780,"[1, 1]",577
language_782,"[0, 1]",577
language_783,"[0, 1]",577
language_784,"[0, 1]",577
language_786,"[0, 1]",577
language_787,"[0, 1]",577
language_788,"[0, 1]",577
language_789,"[1, 1]",577
language_795,"[0, 1]",577
language_796,"[1, 1]",577
language_799,"[0, 1]",577
language_800,"[0, 1]",577
language_802,"[0, 1]",577
language_804,"[0, 1]",577
language_806,"[0, 1]",577
language_808,"[0, 1]",577
language_809,"[1, 1]",577
language_810,"[0, 1]",577
language_812,"[0, 0]",577
language_814,"[0, 1]",577
language_815,"[0, 0]",577
language_816,"[0, 1]",577
language_817,"[1, 0]",577
language_818,"[0, 1]",577
language_820,"[0, 0]",577
language_821,"[0, 1]",577
language_823,"[1, 0]",577
language_825,"[0, 1]",577
language_826,"[0, 1]",577
language_827,"[0, 1]",577
language_829,"[1, 1]",577
language_830,"[0, 1]",577
language_833,"[0, 0]",577
language_834,"[0, 0]",577
language_835,"[0, 1]",577
language_838,"[0, 1]",577
language_839,"[0, 1]",577
language_841,"[0, 1]",577
language_842,"[0, 1]",577
language_845,"[0, 1]",577
language_847,"[0, 1]",577
language_849,"[1, 1]",577
language_851,"[0, 0]",577
language_855,"[0, 1]",577
language_856,"[0, 1]",577
language_858,"[0, 1]",577
language_859,"[0, 1]",577
language_860,"[1, 1]",577
language_862,"[1, 1]",577
language_863,"[0, 1]",577
language_866,"[1, 1]",577
language_869,"[0, 0]",577
language_870,"[0, 1]",577
language_871,"[0, 1]",577
language_872,"[0, 0]",577
language_875,"[0, 0]",577
language_876,"[0, 0]",577
language_877,"[0, 1]",577
language_879,"[1, 1]",577
language_880,"[0, 1]",577
language_882,"[0, 1]",577
language_884,"[0, 0]",577
language_885,"[0, 1]",577
language_886,"[0, 1]",577
language_888,"[0, 1]",577
language_889,"[0, 1]",577
language_892,"[1, 1]",577
language_893,"[0, 1]",577
language_894,"[1, 1]",577
language_895,"[0, 0]",577
language_899,"[0, 0]",577
language_900,"[1, 1]",577
language_901,"[0, 0]",577
language_906,"[0, 1]",577
language_907,"[0, 0]",577
language_909,"[0, 1]",577
language_910,"[1, 1]",577
language_911,"[0, 1]",577
language_912,"[0, 1]",577
language_913,"[0, 1]",577
language_914,"[0, 1]",577
language_915,"[1, 1]",577
language_916,"[0, 1]",577
language_917,"[1, 1]",577
language_918,"[0, 1]",577
language_920,"[0, 0]",577
language_921,"[0, 1]",577
language_923,"[0, 1]",577
language_925,"[0, 1]",577
language_927,"[0, 1]",577
language_928,"[0, 1]",577
language_929,"[0, 1]",577
language_933,"[0, 1]",577
language_934,"[0, 1]",577
language_935,"[0, 1]",577
language_936,"[0, 1]",577
language_939,"[0, 1]",577
language_940,"[0, 1]",577
language_941,"[0, 1]",577
language_942,"[0, 1]",577
language_943,"[0, 1]",577
language_944,"[0, 0]",577
language_946,"[0, 1]",577
language_947,"[0, 1]",577
language_948,"[1, 1]",577
language_950,"[0, 0]",577
language_951,"[1, 1]",577
language_952,"[1, 1]",577
language_953,"[0, 1]",577
language_955,"[1, 1]",577
language_957,"[0, 0]",577
language_958,"[0, 1]",577
language_960,"[0, 1]",577
language_961,"[1, 0]",577
language_963,"[1, 0]",577
language_965,"[0, 1]",577
language_966,"[0, 0]",577
language_967,"[0, 1]",577
language_968,"[0, 0]",577
language_969,"[0, 1]",577
language_970,"[0, 1]",577
language_971,"[1, 1]",577
language_973,"[0, 1]",577
language_974,"[0, 1]",577
language_975,"[0, 1]",577
language_976,"[0, 0]",577
language_977,"[1, 1]",577
language_980,"[1, 1]",577
language_981,"[0, 1]",577
language_982,"[0, 0]",577
language_986,"[0, 1]",577
language_987,"[0, 1]",577
language_988,"[0, 1]",577
language_989,"[0, 0]",577
language_990,"[0, 1]",577
language_991,"[0, 1]",577
language_993,"[0, 1]",577
language_995,"[0, 0]",577
language_996,"[0, 1]",577
language_998,"[0, 1]",577
language_999,"[0, 1]",577
language_1000,"[0, 1]",577
