LANGUAGE,LINEAGE,SET
language_3,"[0, 1]",254
language_4,"[1, 1]",254
language_5,"[0, 1]",254
language_6,"[0, 1]",254
language_9,"[0, 0]",254
language_10,"[1, 1]",254
language_11,"[1, 1]",254
language_12,"[0, 1]",254
language_13,"[1, 0]",254
language_14,"[0, 1]",254
language_15,"[1, 1]",254
language_16,"[0, 1]",254
language_17,"[1, 1]",254
language_19,"[1, 1]",254
language_21,"[0, 1]",254
language_22,"[0, 1]",254
language_23,"[0, 1]",254
language_25,"[0, 1]",254
language_26,"[0, 0]",254
language_28,"[0, 1]",254
language_29,"[1, 1]",254
language_32,"[1, 0]",254
language_33,"[0, 1]",254
language_35,"[1, 1]",254
language_39,"[0, 1]",254
language_40,"[0, 0]",254
language_42,"[0, 1]",254
language_44,"[1, 1]",254
language_47,"[0, 1]",254
language_49,"[0, 1]",254
language_50,"[0, 1]",254
language_52,"[0, 1]",254
language_55,"[1, 1]",254
language_57,"[0, 1]",254
language_58,"[0, 1]",254
language_60,"[0, 1]",254
language_63,"[1, 1]",254
language_64,"[0, 1]",254
language_65,"[0, 1]",254
language_67,"[0, 1]",254
language_68,"[0, 1]",254
language_71,"[0, 0]",254
language_73,"[1, 1]",254
language_76,"[0, 1]",254
language_77,"[0, 0]",254
language_78,"[0, 1]",254
language_79,"[0, 1]",254
language_80,"[0, 1]",254
language_81,"[0, 0]",254
language_83,"[1, 1]",254
language_84,"[1, 1]",254
language_87,"[0, 1]",254
language_88,"[0, 1]",254
language_89,"[0, 0]",254
language_90,"[0, 1]",254
language_92,"[0, 1]",254
language_93,"[0, 1]",254
language_94,"[1, 1]",254
language_96,"[0, 1]",254
language_97,"[0, 1]",254
language_98,"[1, 1]",254
language_99,"[0, 0]",254
language_101,"[0, 1]",254
language_104,"[0, 0]",254
language_106,"[0, 0]",254
language_107,"[0, 1]",254
language_108,"[0, 1]",254
language_111,"[0, 1]",254
language_112,"[0, 0]",254
language_113,"[0, 1]",254
language_114,"[0, 1]",254
language_118,"[0, 1]",254
language_119,"[0, 1]",254
language_122,"[0, 1]",254
language_124,"[1, 0]",254
language_126,"[0, 1]",254
language_127,"[0, 0]",254
language_128,"[0, 1]",254
language_130,"[0, 1]",254
language_131,"[0, 1]",254
language_132,"[0, 1]",254
language_133,"[1, 1]",254
language_134,"[0, 1]",254
language_135,"[0, 1]",254
language_137,"[0, 1]",254
language_138,"[1, 1]",254
language_140,"[1, 1]",254
language_141,"[0, 1]",254
language_143,"[1, 1]",254
language_145,"[0, 1]",254
language_146,"[0, 1]",254
language_147,"[0, 1]",254
language_149,"[0, 1]",254
language_153,"[0, 0]",254
language_154,"[0, 1]",254
language_155,"[0, 1]",254
language_158,"[0, 1]",254
language_159,"[1, 1]",254
language_160,"[1, 1]",254
language_162,"[0, 0]",254
language_164,"[0, 1]",254
language_165,"[0, 0]",254
language_173,"[0, 1]",254
language_174,"[0, 1]",254
language_177,"[0, 1]",254
language_178,"[0, 1]",254
language_179,"[1, 0]",254
language_180,"[0, 1]",254
language_181,"[0, 0]",254
language_183,"[0, 1]",254
language_186,"[0, 1]",254
language_189,"[0, 1]",254
language_192,"[0, 1]",254
language_193,"[0, 1]",254
language_195,"[0, 1]",254
language_198,"[0, 1]",254
language_199,"[1, 0]",254
language_201,"[0, 1]",254
language_204,"[0, 1]",254
language_207,"[0, 1]",254
language_208,"[1, 1]",254
language_209,"[1, 1]",254
language_211,"[1, 0]",254
language_212,"[1, 1]",254
language_213,"[0, 0]",254
language_214,"[0, 1]",254
language_216,"[1, 1]",254
language_217,"[0, 1]",254
language_218,"[1, 1]",254
language_219,"[0, 1]",254
language_222,"[0, 1]",254
language_223,"[0, 1]",254
language_224,"[0, 1]",254
language_225,"[1, 1]",254
language_227,"[0, 1]",254
language_228,"[0, 1]",254
language_229,"[0, 0]",254
language_230,"[1, 1]",254
language_231,"[1, 1]",254
language_232,"[0, 1]",254
language_233,"[0, 1]",254
language_234,"[0, 1]",254
language_235,"[0, 0]",254
language_236,"[0, 0]",254
language_237,"[1, 1]",254
language_238,"[0, 1]",254
language_240,"[0, 1]",254
language_241,"[1, 1]",254
language_242,"[0, 1]",254
language_244,"[0, 1]",254
language_245,"[0, 1]",254
language_246,"[0, 0]",254
language_248,"[0, 0]",254
language_250,"[0, 1]",254
language_252,"[0, 1]",254
language_257,"[0, 0]",254
language_258,"[1, 1]",254
language_260,"[1, 0]",254
language_261,"[1, 1]",254
language_262,"[0, 1]",254
language_264,"[1, 1]",254
language_265,"[0, 0]",254
language_267,"[0, 1]",254
language_268,"[1, 1]",254
language_270,"[0, 1]",254
language_271,"[0, 1]",254
language_273,"[0, 1]",254
language_275,"[0, 0]",254
language_277,"[1, 1]",254
language_279,"[1, 1]",254
language_281,"[0, 1]",254
language_282,"[0, 1]",254
language_283,"[1, 1]",254
language_284,"[0, 1]",254
language_287,"[0, 1]",254
language_288,"[1, 1]",254
language_289,"[1, 1]",254
language_290,"[0, 1]",254
language_291,"[1, 1]",254
language_293,"[0, 1]",254
language_294,"[0, 1]",254
language_296,"[1, 1]",254
language_297,"[0, 1]",254
language_298,"[1, 1]",254
language_299,"[0, 1]",254
language_300,"[1, 1]",254
language_303,"[1, 0]",254
language_305,"[0, 1]",254
language_307,"[1, 0]",254
language_308,"[1, 1]",254
language_309,"[0, 1]",254
language_310,"[0, 1]",254
language_314,"[1, 0]",254
language_316,"[0, 1]",254
