LANGUAGE,LINEAGE,SET
language_2,"[0, 1]",469
language_5,"[0, 1]",469
language_7,"[0, 1]",469
language_8,"[1, 0]",469
language_10,"[1, 0]",469
language_11,"[0, 0]",469
language_12,"[0, 1]",469
language_13,"[0, 1]",469
language_16,"[0, 1]",469
language_17,"[0, 1]",469
language_19,"[0, 0]",469
language_21,"[0, 1]",469
language_22,"[0, 0]",469
language_24,"[0, 1]",469
language_26,"[1, 1]",469
language_29,"[0, 1]",469
language_30,"[1, 1]",469
language_32,"[1, 0]",469
language_33,"[0, 1]",469
language_34,"[0, 1]",469
language_36,"[1, 1]",469
language_38,"[0, 1]",469
language_42,"[0, 1]",469
language_44,"[0, 0]",469
language_45,"[0, 1]",469
language_46,"[1, 0]",469
language_47,"[0, 1]",469
language_49,"[0, 1]",469
language_53,"[1, 1]",469
language_54,"[0, 1]",469
language_57,"[1, 1]",469
language_58,"[0, 1]",469
language_59,"[0, 1]",469
language_60,"[1, 1]",469
language_63,"[1, 1]",469
language_65,"[0, 0]",469
language_66,"[0, 1]",469
language_68,"[0, 1]",469
language_69,"[0, 1]",469
language_70,"[0, 1]",469
language_71,"[0, 1]",469
language_74,"[0, 1]",469
language_80,"[1, 1]",469
language_81,"[0, 1]",469
language_82,"[0, 0]",469
language_83,"[1, 0]",469
language_84,"[0, 1]",469
language_85,"[0, 0]",469
language_87,"[0, 1]",469
language_89,"[0, 1]",469
language_90,"[0, 1]",469
language_91,"[0, 1]",469
language_92,"[1, 1]",469
language_98,"[0, 1]",469
language_99,"[1, 1]",469
language_101,"[0, 1]",469
language_102,"[0, 0]",469
language_103,"[1, 1]",469
language_104,"[0, 1]",469
language_105,"[0, 1]",469
language_106,"[0, 1]",469
language_107,"[0, 1]",469
language_108,"[1, 1]",469
language_109,"[0, 0]",469
language_110,"[0, 1]",469
language_113,"[0, 1]",469
language_114,"[0, 1]",469
language_116,"[1, 1]",469
language_117,"[0, 1]",469
language_118,"[1, 1]",469
language_119,"[0, 1]",469
language_120,"[0, 1]",469
language_124,"[0, 1]",469
language_126,"[1, 1]",469
language_128,"[0, 1]",469
language_131,"[0, 1]",469
language_132,"[1, 1]",469
language_134,"[0, 0]",469
language_135,"[1, 1]",469
language_139,"[1, 1]",469
language_141,"[1, 1]",469
language_143,"[1, 0]",469
language_144,"[0, 1]",469
language_146,"[0, 0]",469
language_147,"[0, 1]",469
language_148,"[1, 0]",469
language_149,"[1, 1]",469
language_151,"[1, 1]",469
language_153,"[0, 0]",469
language_154,"[0, 1]",469
language_156,"[0, 1]",469
language_157,"[0, 1]",469
language_158,"[0, 1]",469
language_159,"[1, 1]",469
language_160,"[0, 1]",469
language_161,"[1, 0]",469
language_162,"[0, 1]",469
language_163,"[0, 0]",469
language_165,"[0, 1]",469
language_168,"[0, 1]",469
language_169,"[1, 1]",469
language_170,"[0, 1]",469
language_172,"[0, 1]",469
language_173,"[0, 1]",469
language_175,"[1, 1]",469
language_178,"[1, 1]",469
language_182,"[0, 1]",469
language_184,"[1, 1]",469
language_185,"[1, 0]",469
language_189,"[0, 0]",469
language_190,"[1, 1]",469
language_191,"[0, 1]",469
language_194,"[1, 1]",469
language_195,"[0, 1]",469
language_196,"[0, 1]",469
language_197,"[0, 1]",469
language_198,"[1, 1]",469
language_199,"[1, 1]",469
language_200,"[1, 0]",469
language_201,"[1, 1]",469
language_202,"[0, 1]",469
language_203,"[0, 1]",469
language_204,"[0, 1]",469
language_206,"[0, 1]",469
language_207,"[0, 1]",469
language_208,"[0, 0]",469
language_209,"[1, 1]",469
language_210,"[0, 1]",469
language_213,"[1, 1]",469
language_215,"[1, 1]",469
language_216,"[0, 1]",469
language_218,"[0, 0]",469
language_219,"[0, 1]",469
language_220,"[1, 1]",469
language_222,"[0, 0]",469
language_224,"[1, 0]",469
language_225,"[0, 1]",469
language_226,"[1, 1]",469
