LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",770
language_2,"[1, 0]",770
language_3,"[0, 1]",770
language_4,"[1, 0]",770
language_5,"[1, 1]",770
language_7,"[0, 1]",770
language_9,"[0, 0]",770
language_11,"[0, 1]",770
language_12,"[0, 0]",770
language_14,"[0, 1]",770
language_16,"[0, 1]",770
language_24,"[0, 0]",770
language_26,"[1, 1]",770
language_28,"[0, 1]",770
language_29,"[1, 0]",770
language_30,"[1, 1]",770
language_32,"[0, 1]",770
language_33,"[0, 1]",770
language_35,"[1, 1]",770
language_36,"[0, 1]",770
language_37,"[1, 1]",770
language_39,"[0, 1]",770
language_40,"[1, 1]",770
language_41,"[1, 1]",770
language_42,"[1, 1]",770
language_43,"[1, 0]",770
language_44,"[0, 1]",770
language_45,"[0, 1]",770
language_46,"[0, 1]",770
language_47,"[0, 1]",770
language_48,"[1, 1]",770
language_50,"[1, 0]",770
language_51,"[0, 0]",770
language_56,"[1, 1]",770
language_57,"[0, 1]",770
language_58,"[1, 1]",770
language_59,"[1, 1]",770
language_60,"[0, 1]",770
language_61,"[0, 1]",770
language_63,"[1, 1]",770
language_64,"[1, 1]",770
language_66,"[1, 1]",770
language_67,"[0, 1]",770
language_68,"[0, 1]",770
language_71,"[0, 1]",770
language_72,"[1, 1]",770
language_73,"[0, 0]",770
language_74,"[1, 1]",770
language_75,"[0, 1]",770
language_78,"[1, 1]",770
language_81,"[1, 1]",770
language_82,"[1, 0]",770
language_83,"[0, 1]",770
language_85,"[0, 1]",770
language_89,"[1, 0]",770
language_90,"[0, 1]",770
language_91,"[0, 1]",770
language_92,"[0, 1]",770
language_93,"[0, 0]",770
language_94,"[0, 1]",770
language_95,"[0, 0]",770
language_97,"[1, 1]",770
language_98,"[0, 1]",770
language_104,"[0, 1]",770
language_105,"[0, 1]",770
language_106,"[0, 1]",770
language_110,"[0, 1]",770
language_112,"[0, 1]",770
language_114,"[0, 0]",770
language_116,"[0, 1]",770
language_117,"[1, 1]",770
language_122,"[1, 1]",770
language_123,"[0, 1]",770
language_124,"[1, 0]",770
language_125,"[0, 0]",770
language_126,"[0, 1]",770
language_127,"[0, 1]",770
language_128,"[0, 1]",770
