LANGUAGE,LINEAGE,SET
language_1,"[0, 0]",886
language_2,"[1, 1]",886
language_4,"[0, 1]",886
language_5,"[0, 1]",886
language_6,"[0, 1]",886
language_7,"[0, 1]",886
language_8,"[1, 1]",886
language_9,"[0, 1]",886
language_10,"[0, 1]",886
language_12,"[0, 1]",886
language_15,"[0, 1]",886
language_17,"[0, 1]",886
language_18,"[0, 1]",886
language_19,"[1, 1]",886
language_20,"[0, 1]",886
language_21,"[1, 0]",886
language_22,"[0, 1]",886
language_23,"[0, 1]",886
language_24,"[0, 1]",886
language_27,"[0, 0]",886
language_28,"[1, 1]",886
language_30,"[1, 1]",886
language_31,"[0, 1]",886
language_33,"[1, 0]",886
language_35,"[1, 1]",886
language_36,"[0, 1]",886
language_37,"[0, 0]",886
language_38,"[1, 1]",886
language_40,"[0, 0]",886
language_42,"[0, 1]",886
language_43,"[1, 1]",886
language_44,"[0, 1]",886
language_45,"[0, 1]",886
language_48,"[0, 1]",886
language_53,"[0, 1]",886
language_54,"[0, 0]",886
language_55,"[0, 0]",886
language_56,"[1, 1]",886
language_58,"[0, 1]",886
language_59,"[0, 1]",886
language_60,"[0, 1]",886
language_61,"[0, 0]",886
language_65,"[1, 0]",886
language_67,"[1, 1]",886
language_69,"[0, 1]",886
language_70,"[0, 0]",886
language_72,"[1, 1]",886
language_73,"[0, 1]",886
language_75,"[0, 1]",886
language_77,"[0, 1]",886
language_78,"[1, 0]",886
language_79,"[0, 1]",886
language_81,"[0, 0]",886
language_82,"[0, 0]",886
language_83,"[0, 1]",886
language_86,"[0, 1]",886
language_87,"[1, 1]",886
language_88,"[0, 1]",886
language_89,"[0, 1]",886
language_93,"[1, 1]",886
language_96,"[0, 0]",886
language_97,"[0, 1]",886
language_98,"[1, 1]",886
language_99,"[0, 0]",886
language_100,"[0, 1]",886
language_101,"[1, 1]",886
language_103,"[0, 1]",886
language_106,"[1, 1]",886
language_107,"[0, 1]",886
language_108,"[0, 1]",886
language_109,"[0, 1]",886
language_110,"[0, 1]",886
language_112,"[1, 1]",886
language_113,"[0, 1]",886
language_114,"[0, 1]",886
language_116,"[0, 1]",886
language_117,"[0, 0]",886
language_118,"[1, 1]",886
language_119,"[0, 1]",886
language_120,"[0, 1]",886
language_121,"[1, 1]",886
language_122,"[0, 1]",886
language_123,"[0, 1]",886
language_124,"[0, 1]",886
language_126,"[0, 0]",886
language_128,"[0, 1]",886
