LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",897
language_4,"[0, 1]",897
language_5,"[1, 1]",897
language_6,"[0, 1]",897
language_7,"[0, 1]",897
language_8,"[1, 1]",897
language_11,"[0, 1]",897
language_12,"[1, 1]",897
language_13,"[0, 1]",897
language_14,"[1, 1]",897
language_15,"[0, 1]",897
language_17,"[0, 1]",897
language_18,"[1, 1]",897
language_19,"[1, 0]",897
language_20,"[1, 1]",897
language_21,"[0, 1]",897
language_22,"[0, 1]",897
language_24,"[1, 1]",897
language_26,"[0, 1]",897
language_29,"[1, 1]",897
language_33,"[1, 1]",897
language_34,"[1, 1]",897
language_35,"[0, 1]",897
language_38,"[1, 1]",897
language_39,"[0, 0]",897
language_41,"[0, 1]",897
language_44,"[0, 1]",897
language_45,"[1, 1]",897
language_46,"[0, 0]",897
language_47,"[1, 1]",897
language_48,"[1, 1]",897
language_49,"[0, 0]",897
language_52,"[1, 1]",897
language_55,"[0, 1]",897
language_58,"[1, 0]",897
language_59,"[1, 1]",897
language_61,"[0, 1]",897
language_62,"[0, 1]",897
language_66,"[0, 1]",897
language_67,"[1, 1]",897
language_71,"[0, 1]",897
language_73,"[1, 0]",897
language_75,"[1, 1]",897
language_76,"[1, 1]",897
language_78,"[0, 1]",897
language_81,"[1, 1]",897
language_83,"[1, 1]",897
language_84,"[1, 0]",897
language_85,"[0, 1]",897
language_86,"[1, 1]",897
language_87,"[0, 1]",897
language_89,"[0, 0]",897
language_90,"[0, 1]",897
language_91,"[1, 0]",897
language_94,"[1, 1]",897
language_98,"[0, 0]",897
language_99,"[1, 1]",897
language_100,"[1, 1]",897
language_101,"[0, 1]",897
language_102,"[1, 1]",897
language_103,"[0, 1]",897
language_105,"[0, 1]",897
language_106,"[0, 0]",897
language_111,"[0, 1]",897
language_112,"[0, 1]",897
language_113,"[0, 1]",897
language_115,"[0, 1]",897
language_116,"[0, 1]",897
language_117,"[0, 0]",897
language_119,"[1, 1]",897
language_121,"[1, 1]",897
language_123,"[0, 1]",897
language_124,"[0, 1]",897
language_126,"[0, 1]",897
language_127,"[0, 1]",897
language_129,"[1, 1]",897
language_131,"[0, 0]",897
language_132,"[0, 1]",897
language_133,"[0, 1]",897
language_135,"[1, 0]",897
language_137,"[1, 0]",897
language_138,"[0, 1]",897
language_140,"[1, 1]",897
language_142,"[0, 1]",897
language_143,"[0, 0]",897
language_144,"[0, 1]",897
language_145,"[0, 1]",897
language_146,"[1, 1]",897
language_148,"[0, 1]",897
language_150,"[0, 1]",897
language_151,"[0, 1]",897
language_153,"[1, 1]",897
language_154,"[0, 0]",897
language_155,"[0, 1]",897
language_157,"[0, 1]",897
language_159,"[0, 1]",897
language_160,"[0, 1]",897
language_162,"[0, 0]",897
language_163,"[0, 1]",897
language_166,"[0, 1]",897
language_168,"[1, 0]",897
language_171,"[0, 1]",897
language_173,"[0, 1]",897
language_175,"[1, 1]",897
language_176,"[0, 1]",897
language_178,"[0, 1]",897
language_179,"[0, 0]",897
language_180,"[0, 1]",897
language_181,"[1, 1]",897
language_182,"[0, 1]",897
language_186,"[0, 1]",897
language_190,"[0, 0]",897
language_191,"[0, 1]",897
language_192,"[1, 0]",897
language_193,"[0, 1]",897
language_194,"[0, 1]",897
language_197,"[1, 0]",897
language_198,"[0, 1]",897
language_200,"[1, 1]",897
language_201,"[1, 1]",897
language_202,"[0, 1]",897
language_203,"[0, 1]",897
language_204,"[0, 1]",897
language_207,"[0, 1]",897
language_208,"[1, 1]",897
language_210,"[0, 1]",897
language_213,"[0, 1]",897
language_216,"[0, 1]",897
language_220,"[0, 1]",897
language_222,"[1, 1]",897
language_224,"[1, 0]",897
language_225,"[1, 1]",897
language_227,"[0, 1]",897
language_228,"[0, 1]",897
language_229,"[0, 0]",897
language_230,"[0, 1]",897
language_233,"[0, 1]",897
language_234,"[1, 1]",897
language_236,"[0, 1]",897
language_237,"[0, 1]",897
language_238,"[0, 1]",897
language_239,"[0, 1]",897
language_242,"[1, 1]",897
language_244,"[0, 0]",897
language_247,"[0, 0]",897
language_249,"[0, 0]",897
language_252,"[0, 1]",897
language_253,"[0, 1]",897
language_254,"[0, 1]",897
language_255,"[0, 1]",897
language_256,"[0, 1]",897
language_257,"[1, 0]",897
language_258,"[0, 1]",897
language_263,"[1, 0]",897
language_264,"[0, 1]",897
language_265,"[0, 1]",897
language_268,"[0, 0]",897
language_269,"[0, 1]",897
language_270,"[1, 1]",897
language_271,"[0, 1]",897
language_272,"[0, 1]",897
language_273,"[0, 1]",897
language_274,"[1, 1]",897
language_275,"[1, 1]",897
language_276,"[0, 1]",897
language_278,"[0, 1]",897
language_279,"[0, 1]",897
language_281,"[0, 0]",897
language_283,"[0, 0]",897
language_285,"[0, 1]",897
language_288,"[0, 1]",897
language_290,"[0, 1]",897
language_291,"[0, 0]",897
language_292,"[0, 1]",897
language_293,"[0, 1]",897
language_295,"[0, 0]",897
language_297,"[0, 1]",897
language_299,"[1, 0]",897
language_300,"[0, 0]",897
language_303,"[0, 0]",897
language_304,"[0, 0]",897
language_307,"[1, 1]",897
language_309,"[0, 1]",897
language_311,"[0, 1]",897
language_312,"[0, 1]",897
language_314,"[0, 1]",897
language_316,"[0, 1]",897
language_319,"[1, 1]",897
language_320,"[1, 1]",897
language_321,"[1, 1]",897
language_324,"[0, 1]",897
language_326,"[0, 1]",897
language_329,"[0, 0]",897
language_330,"[0, 1]",897
language_331,"[1, 0]",897
language_332,"[0, 1]",897
language_333,"[0, 1]",897
language_335,"[0, 0]",897
language_336,"[1, 1]",897
language_338,"[0, 0]",897
language_339,"[0, 1]",897
language_340,"[0, 0]",897
language_341,"[0, 1]",897
language_342,"[0, 1]",897
language_344,"[0, 0]",897
language_346,"[0, 0]",897
language_347,"[0, 1]",897
language_348,"[1, 1]",897
language_349,"[1, 1]",897
language_350,"[1, 1]",897
language_351,"[0, 1]",897
language_352,"[0, 1]",897
language_354,"[1, 1]",897
language_356,"[0, 0]",897
language_357,"[0, 1]",897
language_358,"[0, 1]",897
language_359,"[1, 0]",897
language_360,"[1, 1]",897
language_361,"[0, 1]",897
language_362,"[1, 0]",897
language_364,"[1, 1]",897
language_365,"[1, 1]",897
language_366,"[0, 1]",897
language_367,"[1, 0]",897
language_368,"[1, 1]",897
language_369,"[0, 0]",897
language_371,"[0, 0]",897
language_372,"[1, 1]",897
language_373,"[0, 1]",897
language_374,"[0, 1]",897
language_377,"[1, 1]",897
language_379,"[0, 0]",897
language_381,"[1, 0]",897
language_382,"[0, 1]",897
language_383,"[0, 1]",897
language_384,"[1, 1]",897
language_385,"[0, 1]",897
language_387,"[0, 1]",897
language_388,"[0, 1]",897
language_389,"[0, 1]",897
language_390,"[1, 0]",897
language_391,"[1, 1]",897
language_394,"[0, 1]",897
language_395,"[0, 1]",897
language_398,"[1, 1]",897
language_399,"[1, 1]",897
language_401,"[1, 0]",897
language_402,"[0, 1]",897
language_403,"[0, 1]",897
language_404,"[0, 0]",897
language_405,"[0, 1]",897
language_406,"[0, 1]",897
language_409,"[0, 1]",897
language_411,"[0, 1]",897
language_415,"[1, 1]",897
language_417,"[0, 1]",897
language_418,"[0, 1]",897
language_419,"[0, 1]",897
language_420,"[0, 1]",897
language_421,"[1, 1]",897
language_423,"[0, 0]",897
language_424,"[0, 1]",897
language_425,"[1, 1]",897
language_426,"[0, 1]",897
language_427,"[1, 0]",897
language_428,"[0, 1]",897
language_430,"[1, 1]",897
language_433,"[1, 1]",897
language_434,"[0, 1]",897
language_435,"[0, 1]",897
language_437,"[0, 0]",897
language_438,"[0, 1]",897
language_440,"[0, 1]",897
language_443,"[0, 0]",897
language_444,"[1, 1]",897
language_445,"[0, 1]",897
language_446,"[0, 1]",897
language_448,"[0, 1]",897
language_449,"[1, 1]",897
language_452,"[0, 0]",897
language_454,"[1, 1]",897
language_455,"[0, 1]",897
language_457,"[0, 0]",897
language_458,"[0, 1]",897
language_459,"[1, 1]",897
language_460,"[0, 1]",897
language_462,"[0, 1]",897
language_463,"[0, 1]",897
language_465,"[1, 1]",897
language_468,"[1, 1]",897
language_470,"[0, 1]",897
language_471,"[0, 1]",897
language_472,"[0, 1]",897
language_474,"[0, 1]",897
language_478,"[0, 1]",897
language_479,"[1, 1]",897
language_484,"[0, 0]",897
language_486,"[0, 1]",897
language_487,"[0, 1]",897
language_489,"[0, 1]",897
language_491,"[0, 1]",897
language_492,"[0, 1]",897
language_493,"[1, 1]",897
language_494,"[0, 1]",897
language_495,"[0, 0]",897
language_496,"[0, 1]",897
language_498,"[0, 1]",897
language_499,"[1, 0]",897
language_500,"[1, 1]",897
language_502,"[0, 1]",897
language_503,"[0, 1]",897
language_504,"[0, 1]",897
language_505,"[0, 0]",897
language_509,"[1, 0]",897
language_511,"[1, 1]",897
language_512,"[0, 1]",897
language_513,"[0, 0]",897
language_514,"[0, 0]",897
language_516,"[0, 1]",897
language_518,"[0, 0]",897
language_519,"[0, 1]",897
language_520,"[0, 1]",897
language_521,"[1, 0]",897
language_523,"[1, 1]",897
language_524,"[1, 0]",897
language_525,"[0, 1]",897
language_527,"[0, 1]",897
language_528,"[0, 0]",897
language_529,"[1, 1]",897
language_531,"[0, 0]",897
language_532,"[0, 1]",897
language_533,"[0, 1]",897
language_535,"[1, 1]",897
language_536,"[0, 1]",897
language_538,"[0, 1]",897
language_539,"[0, 1]",897
language_540,"[0, 1]",897
language_542,"[1, 0]",897
language_543,"[1, 1]",897
language_544,"[1, 1]",897
language_545,"[1, 1]",897
language_546,"[1, 1]",897
language_547,"[0, 1]",897
language_548,"[1, 0]",897
language_549,"[0, 1]",897
language_550,"[0, 1]",897
language_552,"[0, 0]",897
language_553,"[1, 0]",897
language_554,"[0, 1]",897
language_556,"[0, 1]",897
language_558,"[0, 1]",897
language_559,"[1, 0]",897
language_561,"[0, 0]",897
language_562,"[0, 1]",897
language_564,"[0, 1]",897
language_565,"[1, 0]",897
language_567,"[0, 1]",897
language_569,"[0, 1]",897
language_570,"[0, 1]",897
language_571,"[0, 1]",897
language_572,"[0, 1]",897
language_573,"[1, 1]",897
language_574,"[0, 1]",897
language_577,"[0, 1]",897
language_578,"[0, 1]",897
language_579,"[1, 1]",897
language_580,"[1, 1]",897
language_582,"[0, 1]",897
language_584,"[0, 0]",897
language_585,"[0, 1]",897
language_586,"[0, 1]",897
language_588,"[0, 0]",897
language_589,"[0, 1]",897
language_590,"[0, 1]",897
language_591,"[0, 1]",897
language_592,"[0, 0]",897
language_593,"[1, 1]",897
language_594,"[0, 1]",897
language_595,"[1, 1]",897
language_596,"[1, 1]",897
language_597,"[0, 1]",897
language_598,"[0, 1]",897
language_599,"[0, 1]",897
language_600,"[0, 1]",897
language_601,"[0, 1]",897
language_604,"[0, 1]",897
language_605,"[1, 1]",897
language_606,"[1, 0]",897
language_608,"[1, 1]",897
language_609,"[1, 0]",897
language_610,"[0, 0]",897
language_611,"[0, 1]",897
language_613,"[0, 1]",897
language_614,"[1, 1]",897
language_615,"[0, 1]",897
language_616,"[0, 1]",897
language_617,"[0, 1]",897
language_618,"[0, 0]",897
language_620,"[0, 1]",897
language_622,"[0, 1]",897
language_623,"[0, 1]",897
language_624,"[0, 1]",897
language_625,"[0, 1]",897
language_627,"[1, 0]",897
language_628,"[0, 0]",897
language_629,"[0, 1]",897
language_630,"[0, 1]",897
language_632,"[0, 0]",897
language_634,"[1, 0]",897
language_635,"[0, 1]",897
language_636,"[0, 1]",897
language_639,"[0, 1]",897
language_641,"[1, 1]",897
language_642,"[0, 1]",897
language_645,"[0, 0]",897
language_646,"[0, 1]",897
language_647,"[0, 1]",897
language_648,"[0, 1]",897
language_649,"[0, 1]",897
language_650,"[1, 0]",897
language_651,"[0, 1]",897
language_652,"[0, 1]",897
language_653,"[0, 1]",897
language_654,"[0, 0]",897
language_655,"[0, 1]",897
language_656,"[0, 1]",897
language_657,"[0, 1]",897
language_659,"[0, 1]",897
language_660,"[1, 1]",897
language_662,"[0, 1]",897
language_664,"[0, 1]",897
language_666,"[0, 1]",897
language_668,"[1, 1]",897
language_669,"[1, 1]",897
language_674,"[0, 1]",897
language_675,"[0, 1]",897
language_676,"[1, 1]",897
language_678,"[0, 1]",897
language_683,"[0, 0]",897
language_685,"[0, 1]",897
language_689,"[1, 1]",897
language_690,"[1, 1]",897
language_691,"[0, 0]",897
language_692,"[1, 1]",897
language_693,"[0, 1]",897
language_694,"[0, 0]",897
language_695,"[1, 1]",897
language_696,"[1, 1]",897
language_697,"[0, 0]",897
language_700,"[0, 1]",897
language_701,"[1, 1]",897
language_702,"[0, 0]",897
language_706,"[0, 1]",897
language_707,"[0, 1]",897
language_710,"[1, 1]",897
language_711,"[0, 0]",897
language_712,"[0, 1]",897
language_713,"[0, 1]",897
language_715,"[0, 1]",897
language_718,"[1, 1]",897
language_719,"[1, 1]",897
language_720,"[0, 1]",897
language_724,"[1, 1]",897
language_727,"[0, 1]",897
language_728,"[1, 1]",897
language_732,"[0, 1]",897
language_733,"[0, 1]",897
language_734,"[0, 1]",897
language_736,"[0, 0]",897
language_737,"[0, 1]",897
language_738,"[0, 1]",897
language_740,"[1, 1]",897
language_741,"[0, 1]",897
