LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",296
language_2,"[1, 1]",296
language_3,"[1, 0]",296
language_4,"[0, 1]",296
language_5,"[0, 1]",296
language_14,"[0, 1]",296
language_15,"[0, 1]",296
language_16,"[0, 1]",296
language_17,"[0, 1]",296
language_18,"[1, 1]",296
language_19,"[0, 1]",296
language_20,"[1, 1]",296
language_23,"[0, 1]",296
language_24,"[0, 1]",296
language_25,"[0, 1]",296
language_26,"[0, 1]",296
language_27,"[0, 1]",296
language_28,"[1, 0]",296
language_29,"[0, 1]",296
language_30,"[0, 1]",296
language_35,"[1, 1]",296
language_36,"[0, 0]",296
language_37,"[1, 1]",296
language_38,"[1, 1]",296
language_39,"[0, 1]",296
language_40,"[0, 1]",296
language_41,"[0, 1]",296
language_46,"[0, 1]",296
language_48,"[0, 1]",296
language_49,"[0, 0]",296
language_50,"[1, 1]",296
language_52,"[0, 0]",296
language_53,"[0, 0]",296
language_54,"[0, 0]",296
language_55,"[1, 1]",296
language_56,"[0, 1]",296
language_57,"[0, 1]",296
language_58,"[0, 1]",296
language_60,"[0, 1]",296
language_64,"[0, 0]",296
language_65,"[1, 1]",296
language_66,"[1, 0]",296
language_67,"[0, 0]",296
language_68,"[1, 1]",296
language_69,"[0, 1]",296
language_70,"[1, 1]",296
language_71,"[0, 1]",296
language_72,"[0, 1]",296
language_74,"[0, 0]",296
language_75,"[0, 1]",296
language_76,"[0, 1]",296
language_79,"[0, 1]",296
language_80,"[1, 0]",296
language_81,"[0, 1]",296
language_82,"[1, 1]",296
language_83,"[0, 1]",296
language_84,"[0, 1]",296
language_85,"[0, 1]",296
language_87,"[1, 1]",296
language_88,"[1, 1]",296
language_92,"[0, 1]",296
language_93,"[0, 0]",296
language_97,"[0, 1]",296
language_98,"[1, 1]",296
language_99,"[0, 0]",296
language_100,"[0, 1]",296
language_105,"[0, 1]",296
language_106,"[0, 1]",296
language_107,"[1, 1]",296
language_110,"[1, 0]",296
language_111,"[0, 1]",296
language_113,"[0, 1]",296
language_114,"[0, 1]",296
language_116,"[0, 1]",296
language_118,"[0, 0]",296
language_120,"[0, 1]",296
language_124,"[1, 1]",296
language_125,"[1, 0]",296
language_127,"[0, 1]",296
language_128,"[1, 0]",296
language_130,"[1, 1]",296
language_132,"[0, 0]",296
language_136,"[0, 1]",296
language_138,"[0, 0]",296
language_139,"[1, 0]",296
language_140,"[1, 1]",296
language_141,"[0, 1]",296
language_143,"[0, 0]",296
language_144,"[0, 1]",296
language_145,"[0, 1]",296
language_146,"[0, 1]",296
language_149,"[0, 1]",296
language_150,"[0, 1]",296
language_151,"[0, 1]",296
language_152,"[0, 0]",296
language_155,"[0, 0]",296
language_157,"[0, 1]",296
language_159,"[0, 0]",296
language_160,"[1, 1]",296
language_165,"[1, 1]",296
language_167,"[0, 0]",296
language_168,"[0, 0]",296
language_170,"[0, 1]",296
language_172,"[0, 1]",296
language_173,"[0, 1]",296
language_174,"[0, 1]",296
language_175,"[1, 1]",296
language_178,"[0, 1]",296
language_181,"[0, 1]",296
language_183,"[0, 0]",296
language_185,"[0, 1]",296
language_186,"[0, 1]",296
language_188,"[0, 1]",296
language_191,"[0, 1]",296
language_192,"[1, 1]",296
language_193,"[1, 1]",296
language_196,"[0, 1]",296
language_197,"[0, 1]",296
language_198,"[0, 1]",296
language_199,"[0, 0]",296
language_200,"[1, 1]",296
language_201,"[0, 1]",296
language_204,"[0, 0]",296
language_206,"[1, 1]",296
language_207,"[1, 0]",296
language_209,"[0, 1]",296
language_210,"[1, 0]",296
language_211,"[0, 1]",296
language_216,"[0, 0]",296
language_217,"[1, 0]",296
language_218,"[0, 1]",296
language_219,"[0, 1]",296
language_222,"[1, 0]",296
language_224,"[0, 1]",296
language_226,"[1, 1]",296
language_228,"[0, 1]",296
language_229,"[0, 1]",296
language_230,"[0, 1]",296
language_232,"[1, 1]",296
language_233,"[1, 1]",296
language_234,"[1, 1]",296
language_235,"[1, 1]",296
language_237,"[1, 1]",296
language_238,"[0, 1]",296
language_240,"[1, 1]",296
language_241,"[0, 1]",296
language_242,"[0, 1]",296
language_244,"[0, 1]",296
language_247,"[1, 1]",296
language_248,"[0, 1]",296
language_251,"[0, 1]",296
language_252,"[1, 1]",296
language_253,"[1, 1]",296
language_254,"[0, 1]",296
language_255,"[0, 1]",296
language_257,"[0, 1]",296
language_260,"[0, 1]",296
language_261,"[0, 1]",296
language_262,"[1, 1]",296
language_263,"[0, 1]",296
language_264,"[0, 1]",296
language_266,"[0, 1]",296
language_267,"[0, 1]",296
language_268,"[1, 1]",296
language_269,"[0, 1]",296
language_270,"[1, 1]",296
language_271,"[0, 1]",296
language_272,"[0, 1]",296
language_278,"[1, 1]",296
language_279,"[1, 1]",296
language_280,"[0, 1]",296
language_281,"[1, 1]",296
language_282,"[0, 1]",296
language_284,"[0, 1]",296
language_285,"[0, 1]",296
language_288,"[1, 1]",296
language_289,"[1, 0]",296
language_291,"[0, 1]",296
language_294,"[0, 1]",296
language_296,"[0, 1]",296
language_298,"[0, 0]",296
language_299,"[0, 1]",296
language_300,"[0, 1]",296
language_301,"[1, 1]",296
language_302,"[0, 1]",296
language_305,"[0, 1]",296
language_306,"[0, 1]",296
language_307,"[0, 0]",296
language_311,"[1, 1]",296
language_312,"[1, 1]",296
language_313,"[0, 0]",296
language_314,"[0, 1]",296
language_315,"[0, 1]",296
language_316,"[0, 1]",296
language_318,"[0, 0]",296
language_319,"[0, 1]",296
language_320,"[1, 0]",296
language_324,"[0, 1]",296
language_326,"[0, 1]",296
language_327,"[0, 1]",296
language_328,"[0, 1]",296
language_330,"[0, 1]",296
language_332,"[1, 1]",296
language_333,"[0, 0]",296
language_335,"[0, 0]",296
language_336,"[0, 1]",296
language_337,"[0, 1]",296
language_339,"[1, 0]",296
language_340,"[1, 0]",296
language_341,"[0, 0]",296
language_342,"[0, 0]",296
language_344,"[1, 1]",296
language_345,"[0, 1]",296
language_346,"[1, 1]",296
language_347,"[0, 1]",296
language_348,"[0, 1]",296
language_350,"[1, 1]",296
language_351,"[0, 1]",296
language_352,"[1, 0]",296
language_353,"[0, 0]",296
language_354,"[1, 1]",296
language_356,"[0, 1]",296
language_358,"[1, 1]",296
language_361,"[0, 1]",296
language_363,"[0, 1]",296
language_364,"[0, 1]",296
language_365,"[0, 1]",296
language_367,"[0, 1]",296
language_368,"[0, 0]",296
language_369,"[0, 1]",296
language_371,"[0, 1]",296
language_373,"[1, 1]",296
language_374,"[0, 1]",296
language_375,"[1, 1]",296
language_377,"[0, 1]",296
language_378,"[1, 1]",296
language_379,"[0, 0]",296
language_381,"[0, 1]",296
language_384,"[1, 1]",296
language_388,"[0, 1]",296
language_389,"[0, 1]",296
language_392,"[0, 1]",296
language_393,"[0, 1]",296
language_394,"[0, 1]",296
language_395,"[1, 1]",296
language_397,"[1, 1]",296
language_398,"[1, 1]",296
language_399,"[0, 1]",296
language_400,"[1, 0]",296
language_402,"[0, 1]",296
language_403,"[0, 1]",296
language_404,"[1, 1]",296
language_405,"[1, 1]",296
language_406,"[1, 1]",296
language_407,"[1, 1]",296
language_408,"[0, 1]",296
language_410,"[0, 1]",296
language_411,"[1, 0]",296
language_412,"[0, 1]",296
language_413,"[0, 0]",296
language_415,"[0, 0]",296
language_416,"[1, 1]",296
language_417,"[0, 1]",296
language_420,"[0, 0]",296
language_421,"[0, 1]",296
language_422,"[0, 1]",296
language_424,"[0, 1]",296
language_426,"[1, 1]",296
language_427,"[1, 1]",296
language_431,"[1, 1]",296
language_432,"[0, 1]",296
language_433,"[0, 1]",296
language_435,"[0, 1]",296
language_438,"[0, 1]",296
language_439,"[1, 1]",296
language_441,"[0, 1]",296
language_443,"[0, 1]",296
language_445,"[0, 1]",296
language_447,"[0, 0]",296
language_450,"[1, 1]",296
language_452,"[0, 1]",296
language_453,"[0, 1]",296
language_454,"[0, 1]",296
language_458,"[0, 1]",296
language_459,"[0, 1]",296
language_461,"[0, 1]",296
language_462,"[1, 1]",296
language_463,"[0, 1]",296
language_464,"[0, 1]",296
language_465,"[0, 1]",296
language_466,"[0, 1]",296
language_468,"[0, 1]",296
language_469,"[0, 1]",296
language_470,"[0, 1]",296
language_471,"[1, 1]",296
language_474,"[0, 1]",296
language_477,"[0, 1]",296
language_478,"[0, 1]",296
language_480,"[1, 0]",296
language_481,"[1, 1]",296
language_482,"[1, 1]",296
language_484,"[1, 0]",296
language_485,"[1, 1]",296
language_487,"[0, 1]",296
language_490,"[0, 1]",296
language_491,"[1, 1]",296
language_493,"[0, 1]",296
language_495,"[0, 1]",296
language_496,"[0, 0]",296
language_498,"[0, 0]",296
language_499,"[0, 1]",296
language_501,"[0, 0]",296
language_503,"[0, 0]",296
language_504,"[1, 0]",296
language_505,"[0, 0]",296
language_507,"[1, 1]",296
language_509,"[0, 1]",296
language_510,"[0, 1]",296
language_511,"[0, 1]",296
language_513,"[0, 1]",296
language_514,"[1, 1]",296
language_515,"[0, 1]",296
language_517,"[0, 0]",296
language_518,"[1, 1]",296
language_519,"[0, 1]",296
language_520,"[0, 1]",296
language_521,"[1, 1]",296
language_522,"[0, 0]",296
language_525,"[0, 1]",296
language_526,"[0, 1]",296
language_531,"[1, 0]",296
language_532,"[0, 1]",296
language_534,"[0, 1]",296
language_535,"[0, 1]",296
language_536,"[1, 1]",296
language_537,"[0, 1]",296
language_538,"[0, 1]",296
language_539,"[0, 1]",296
language_540,"[0, 0]",296
language_544,"[0, 0]",296
language_545,"[0, 1]",296
language_546,"[0, 1]",296
language_548,"[0, 1]",296
language_549,"[0, 1]",296
language_555,"[1, 1]",296
language_557,"[0, 1]",296
language_559,"[1, 1]",296
language_561,"[0, 1]",296
language_564,"[1, 1]",296
language_565,"[0, 1]",296
language_567,"[0, 1]",296
language_568,"[1, 0]",296
language_569,"[1, 0]",296
language_570,"[0, 0]",296
language_571,"[0, 0]",296
language_572,"[0, 1]",296
language_573,"[0, 1]",296
language_574,"[0, 0]",296
language_576,"[1, 1]",296
language_583,"[1, 1]",296
language_584,"[0, 1]",296
language_590,"[1, 1]",296
language_591,"[0, 1]",296
language_592,"[0, 0]",296
language_594,"[1, 1]",296
language_595,"[0, 1]",296
language_596,"[0, 1]",296
language_597,"[0, 1]",296
language_598,"[0, 0]",296
language_599,"[0, 1]",296
language_601,"[0, 1]",296
language_603,"[0, 1]",296
language_605,"[1, 1]",296
language_608,"[0, 0]",296
language_609,"[1, 1]",296
language_611,"[0, 1]",296
language_613,"[1, 1]",296
language_615,"[0, 1]",296
language_618,"[0, 1]",296
language_619,"[1, 1]",296
language_627,"[0, 1]",296
language_628,"[0, 0]",296
language_629,"[0, 0]",296
language_631,"[0, 1]",296
language_633,"[0, 1]",296
language_634,"[0, 1]",296
language_636,"[0, 1]",296
language_639,"[0, 1]",296
language_642,"[1, 1]",296
language_643,"[0, 1]",296
language_645,"[0, 1]",296
language_646,"[1, 1]",296
language_651,"[0, 0]",296
language_652,"[0, 1]",296
language_653,"[0, 1]",296
language_654,"[0, 0]",296
language_655,"[0, 1]",296
language_656,"[0, 1]",296
language_657,"[0, 1]",296
language_658,"[0, 1]",296
language_659,"[0, 1]",296
language_661,"[0, 0]",296
language_662,"[1, 1]",296
language_663,"[1, 1]",296
language_664,"[1, 1]",296
language_665,"[0, 1]",296
language_667,"[0, 1]",296
language_668,"[1, 0]",296
language_669,"[0, 1]",296
language_671,"[1, 0]",296
language_673,"[0, 1]",296
language_677,"[1, 1]",296
language_679,"[0, 1]",296
language_680,"[0, 1]",296
language_681,"[0, 1]",296
language_682,"[0, 1]",296
language_683,"[1, 1]",296
language_686,"[0, 1]",296
language_688,"[0, 1]",296
language_689,"[0, 1]",296
language_695,"[1, 1]",296
language_697,"[0, 0]",296
language_698,"[0, 1]",296
language_699,"[0, 1]",296
language_700,"[0, 0]",296
language_701,"[0, 1]",296
language_702,"[1, 1]",296
language_703,"[0, 1]",296
language_704,"[0, 0]",296
language_705,"[0, 1]",296
language_706,"[0, 1]",296
language_710,"[0, 1]",296
language_711,"[0, 1]",296
language_712,"[1, 1]",296
language_715,"[1, 1]",296
language_716,"[0, 1]",296
language_719,"[0, 1]",296
language_720,"[1, 1]",296
language_721,"[0, 1]",296
language_722,"[0, 0]",296
language_723,"[0, 1]",296
language_724,"[0, 0]",296
language_725,"[0, 1]",296
language_726,"[0, 1]",296
language_727,"[0, 0]",296
language_728,"[0, 1]",296
language_731,"[1, 1]",296
language_733,"[1, 1]",296
language_736,"[0, 0]",296
language_737,"[1, 1]",296
language_739,"[0, 1]",296
language_740,"[0, 1]",296
language_741,"[1, 1]",296
language_743,"[0, 1]",296
language_744,"[0, 0]",296
language_747,"[1, 1]",296
language_748,"[0, 1]",296
language_749,"[0, 1]",296
language_751,"[1, 1]",296
language_753,"[0, 1]",296
language_757,"[0, 1]",296
language_758,"[0, 1]",296
language_760,"[0, 1]",296
language_761,"[0, 1]",296
language_762,"[1, 1]",296
language_763,"[0, 1]",296
language_765,"[0, 1]",296
language_766,"[0, 1]",296
language_767,"[0, 1]",296
language_768,"[0, 1]",296
language_771,"[0, 1]",296
language_772,"[1, 1]",296
language_773,"[0, 1]",296
language_776,"[0, 1]",296
language_778,"[0, 1]",296
language_780,"[0, 1]",296
language_785,"[1, 1]",296
language_786,"[0, 1]",296
language_790,"[1, 1]",296
language_791,"[1, 1]",296
language_793,"[0, 1]",296
language_794,"[0, 1]",296
language_795,"[0, 1]",296
language_798,"[0, 0]",296
language_799,"[0, 1]",296
language_804,"[0, 1]",296
language_806,"[1, 1]",296
language_808,"[0, 0]",296
language_810,"[1, 1]",296
language_812,"[1, 1]",296
language_813,"[0, 1]",296
language_814,"[0, 1]",296
language_817,"[0, 1]",296
language_819,"[0, 0]",296
language_820,"[1, 1]",296
language_821,"[0, 1]",296
language_823,"[0, 1]",296
language_824,"[1, 1]",296
language_825,"[0, 0]",296
language_826,"[1, 0]",296
language_827,"[0, 1]",296
language_828,"[0, 1]",296
language_830,"[1, 0]",296
language_832,"[1, 1]",296
language_834,"[0, 1]",296
language_835,"[0, 1]",296
language_836,"[1, 1]",296
language_837,"[0, 1]",296
language_839,"[0, 1]",296
language_843,"[0, 0]",296
language_844,"[1, 0]",296
language_845,"[1, 1]",296
language_846,"[1, 1]",296
language_847,"[0, 0]",296
language_848,"[0, 1]",296
language_849,"[0, 1]",296
language_851,"[0, 1]",296
language_852,"[1, 1]",296
language_853,"[0, 0]",296
language_855,"[1, 1]",296
language_856,"[0, 1]",296
language_857,"[1, 0]",296
language_859,"[0, 1]",296
language_860,"[1, 1]",296
language_862,"[0, 1]",296
language_864,"[1, 0]",296
language_865,"[0, 1]",296
language_866,"[1, 1]",296
language_868,"[0, 1]",296
language_869,"[0, 0]",296
language_873,"[0, 1]",296
language_874,"[1, 1]",296
language_876,"[1, 1]",296
language_877,"[0, 1]",296
language_879,"[0, 1]",296
language_880,"[1, 1]",296
language_881,"[0, 0]",296
language_882,"[1, 1]",296
language_883,"[0, 0]",296
language_884,"[0, 1]",296
language_887,"[0, 1]",296
language_888,"[0, 1]",296
language_889,"[1, 1]",296
language_891,"[0, 1]",296
language_892,"[0, 1]",296
language_893,"[0, 1]",296
language_894,"[1, 0]",296
language_895,"[0, 0]",296
language_897,"[0, 1]",296
language_898,"[0, 1]",296
language_900,"[0, 1]",296
language_901,"[1, 1]",296
language_903,"[0, 1]",296
language_908,"[0, 0]",296
language_909,"[0, 1]",296
language_910,"[0, 1]",296
language_911,"[0, 0]",296
language_913,"[0, 0]",296
language_914,"[0, 1]",296
language_916,"[0, 1]",296
language_917,"[0, 0]",296
language_918,"[1, 0]",296
language_919,"[1, 1]",296
language_920,"[0, 1]",296
language_923,"[0, 0]",296
language_924,"[1, 1]",296
language_926,"[0, 1]",296
language_928,"[0, 1]",296
language_932,"[0, 1]",296
language_934,"[0, 1]",296
language_936,"[0, 1]",296
language_938,"[0, 1]",296
language_939,"[0, 1]",296
language_945,"[0, 1]",296
language_947,"[0, 1]",296
language_948,"[0, 1]",296
language_950,"[0, 1]",296
language_951,"[1, 1]",296
language_953,"[1, 0]",296
language_954,"[0, 1]",296
language_955,"[0, 1]",296
language_956,"[0, 1]",296
language_957,"[0, 0]",296
language_959,"[0, 1]",296
language_961,"[0, 1]",296
language_962,"[0, 1]",296
language_964,"[0, 1]",296
language_968,"[0, 1]",296
language_970,"[1, 1]",296
language_971,"[0, 1]",296
language_972,"[1, 1]",296
language_973,"[0, 0]",296
language_974,"[1, 0]",296
language_975,"[0, 1]",296
language_978,"[1, 1]",296
language_981,"[0, 0]",296
language_983,"[0, 1]",296
language_984,"[0, 1]",296
language_985,"[0, 1]",296
language_987,"[0, 1]",296
language_988,"[1, 1]",296
language_989,"[0, 1]",296
language_990,"[0, 1]",296
language_992,"[0, 0]",296
language_996,"[0, 1]",296
language_997,"[0, 1]",296
language_999,"[1, 1]",296
