LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",286
language_4,"[0, 1]",286
language_5,"[0, 1]",286
language_8,"[1, 1]",286
language_9,"[0, 0]",286
language_11,"[0, 1]",286
language_14,"[0, 1]",286
language_15,"[0, 0]",286
language_16,"[0, 1]",286
language_17,"[1, 0]",286
language_18,"[0, 1]",286
language_19,"[0, 1]",286
language_20,"[1, 1]",286
language_21,"[0, 1]",286
language_22,"[1, 1]",286
language_23,"[0, 1]",286
language_25,"[1, 1]",286
language_26,"[0, 1]",286
language_27,"[1, 1]",286
language_28,"[0, 1]",286
language_29,"[0, 1]",286
language_30,"[0, 1]",286
language_32,"[0, 1]",286
language_34,"[0, 1]",286
language_35,"[1, 1]",286
language_36,"[1, 1]",286
language_37,"[1, 1]",286
language_38,"[0, 0]",286
language_39,"[0, 1]",286
language_41,"[0, 1]",286
language_42,"[0, 0]",286
language_43,"[0, 0]",286
language_44,"[0, 1]",286
language_45,"[1, 1]",286
language_46,"[0, 0]",286
language_47,"[0, 1]",286
language_48,"[0, 1]",286
language_50,"[0, 0]",286
language_51,"[1, 1]",286
language_53,"[0, 1]",286
language_54,"[0, 0]",286
language_55,"[1, 1]",286
language_56,"[1, 1]",286
language_59,"[1, 1]",286
language_60,"[0, 1]",286
language_62,"[0, 1]",286
language_66,"[1, 0]",286
language_67,"[0, 1]",286
language_68,"[0, 1]",286
language_70,"[0, 1]",286
language_74,"[1, 1]",286
language_76,"[0, 0]",286
language_78,"[0, 1]",286
language_81,"[0, 0]",286
language_82,"[0, 1]",286
language_85,"[0, 1]",286
language_86,"[1, 1]",286
language_87,"[0, 1]",286
language_89,"[1, 1]",286
language_93,"[0, 0]",286
language_94,"[0, 1]",286
language_95,"[0, 0]",286
language_96,"[0, 1]",286
language_97,"[1, 1]",286
language_101,"[0, 1]",286
language_102,"[0, 1]",286
language_103,"[0, 0]",286
language_104,"[1, 1]",286
language_105,"[1, 1]",286
language_106,"[0, 1]",286
language_107,"[1, 1]",286
language_108,"[0, 1]",286
language_109,"[0, 1]",286
language_111,"[1, 1]",286
language_112,"[0, 1]",286
language_113,"[0, 1]",286
language_114,"[1, 1]",286
language_116,"[0, 0]",286
language_118,"[1, 1]",286
language_119,"[0, 0]",286
language_121,"[0, 0]",286
language_122,"[1, 1]",286
language_123,"[0, 1]",286
language_124,"[0, 1]",286
language_125,"[1, 1]",286
language_126,"[0, 0]",286
language_127,"[0, 1]",286
language_129,"[0, 1]",286
language_130,"[0, 1]",286
language_132,"[1, 0]",286
language_133,"[1, 1]",286
language_136,"[0, 1]",286
language_139,"[1, 1]",286
language_140,"[0, 1]",286
language_141,"[0, 0]",286
language_144,"[0, 1]",286
language_145,"[1, 1]",286
language_146,"[0, 0]",286
language_147,"[1, 1]",286
language_149,"[0, 0]",286
language_152,"[0, 1]",286
language_153,"[0, 1]",286
language_154,"[0, 1]",286
language_155,"[0, 0]",286
language_156,"[0, 1]",286
language_157,"[1, 1]",286
language_158,"[0, 0]",286
language_159,"[1, 1]",286
language_160,"[0, 1]",286
language_161,"[0, 1]",286
language_163,"[0, 1]",286
language_167,"[0, 1]",286
language_169,"[1, 1]",286
language_170,"[0, 0]",286
language_172,"[0, 1]",286
language_174,"[0, 0]",286
language_176,"[0, 0]",286
language_177,"[0, 0]",286
language_179,"[0, 1]",286
language_180,"[1, 1]",286
language_183,"[0, 1]",286
language_184,"[1, 0]",286
language_185,"[1, 1]",286
language_186,"[1, 0]",286
language_188,"[0, 1]",286
language_189,"[0, 1]",286
language_191,"[0, 1]",286
language_192,"[0, 1]",286
language_193,"[0, 1]",286
language_194,"[0, 0]",286
language_196,"[0, 0]",286
language_197,"[1, 1]",286
language_198,"[0, 1]",286
language_200,"[0, 1]",286
language_201,"[1, 0]",286
language_202,"[0, 1]",286
language_203,"[0, 1]",286
language_204,"[1, 1]",286
language_205,"[0, 1]",286
language_206,"[0, 1]",286
language_208,"[0, 1]",286
language_209,"[0, 0]",286
language_210,"[0, 1]",286
language_212,"[0, 1]",286
language_214,"[0, 1]",286
language_215,"[1, 1]",286
language_216,"[0, 1]",286
language_217,"[0, 0]",286
language_218,"[1, 1]",286
language_219,"[1, 1]",286
language_220,"[0, 1]",286
language_222,"[0, 1]",286
language_224,"[0, 0]",286
language_226,"[0, 1]",286
language_228,"[0, 1]",286
language_231,"[0, 1]",286
language_233,"[0, 1]",286
language_234,"[0, 1]",286
language_235,"[0, 1]",286
language_236,"[0, 1]",286
language_237,"[1, 0]",286
language_238,"[0, 1]",286
language_241,"[1, 1]",286
language_242,"[1, 1]",286
language_243,"[1, 0]",286
language_244,"[0, 1]",286
language_246,"[0, 0]",286
language_247,"[0, 1]",286
language_248,"[0, 1]",286
language_249,"[0, 1]",286
language_250,"[0, 1]",286
language_251,"[0, 1]",286
language_252,"[0, 0]",286
language_254,"[0, 1]",286
language_255,"[0, 1]",286
