LANGUAGE,LINEAGE,SET
language_2,"[1, 1]",571
language_4,"[0, 1]",571
language_5,"[0, 1]",571
language_8,"[0, 1]",571
language_10,"[0, 1]",571
language_12,"[0, 0]",571
language_13,"[0, 0]",571
language_15,"[1, 0]",571
language_16,"[0, 1]",571
language_19,"[0, 0]",571
language_20,"[0, 1]",571
language_21,"[0, 1]",571
language_22,"[1, 1]",571
language_23,"[0, 1]",571
language_24,"[1, 1]",571
language_28,"[0, 1]",571
language_29,"[0, 1]",571
language_30,"[0, 1]",571
language_33,"[0, 1]",571
language_34,"[1, 1]",571
language_37,"[0, 1]",571
language_38,"[0, 0]",571
language_41,"[0, 1]",571
language_42,"[0, 1]",571
language_44,"[1, 0]",571
language_45,"[1, 1]",571
language_48,"[1, 0]",571
language_49,"[1, 1]",571
language_50,"[0, 1]",571
language_52,"[0, 1]",571
language_53,"[0, 1]",571
language_56,"[0, 1]",571
language_57,"[0, 1]",571
language_58,"[0, 1]",571
language_59,"[0, 0]",571
language_60,"[1, 1]",571
language_63,"[0, 1]",571
language_67,"[1, 0]",571
language_69,"[0, 1]",571
language_70,"[1, 1]",571
language_72,"[0, 1]",571
language_73,"[0, 1]",571
language_74,"[0, 1]",571
language_75,"[0, 1]",571
language_77,"[0, 1]",571
language_79,"[1, 1]",571
language_81,"[0, 0]",571
language_84,"[0, 1]",571
language_86,"[1, 0]",571
language_90,"[0, 1]",571
language_91,"[1, 1]",571
language_93,"[1, 1]",571
language_95,"[0, 1]",571
language_97,"[0, 0]",571
language_98,"[0, 1]",571
language_99,"[0, 1]",571
language_100,"[0, 1]",571
language_104,"[1, 1]",571
language_107,"[0, 1]",571
language_112,"[1, 1]",571
language_113,"[1, 1]",571
language_114,"[0, 1]",571
language_115,"[0, 1]",571
language_117,"[1, 1]",571
language_118,"[0, 1]",571
language_119,"[0, 1]",571
language_124,"[0, 1]",571
language_126,"[0, 1]",571
language_127,"[1, 1]",571
language_129,"[0, 1]",571
language_131,"[0, 1]",571
language_132,"[1, 1]",571
language_133,"[0, 0]",571
language_134,"[0, 1]",571
language_136,"[1, 0]",571
language_137,"[0, 1]",571
language_138,"[1, 1]",571
language_140,"[1, 1]",571
language_141,"[1, 1]",571
language_142,"[1, 1]",571
language_144,"[0, 1]",571
language_145,"[0, 0]",571
language_146,"[1, 1]",571
language_150,"[0, 0]",571
language_152,"[1, 1]",571
language_153,"[0, 0]",571
language_154,"[0, 1]",571
language_155,"[1, 1]",571
language_156,"[0, 1]",571
language_157,"[0, 1]",571
language_159,"[0, 0]",571
language_161,"[1, 1]",571
language_166,"[0, 1]",571
language_167,"[1, 1]",571
language_168,"[0, 1]",571
language_169,"[0, 1]",571
language_171,"[0, 0]",571
language_173,"[0, 1]",571
language_174,"[0, 0]",571
language_175,"[1, 0]",571
language_176,"[1, 0]",571
language_177,"[0, 0]",571
language_178,"[1, 1]",571
language_180,"[0, 1]",571
language_182,"[0, 1]",571
language_185,"[0, 1]",571
language_186,"[1, 1]",571
language_187,"[0, 0]",571
language_188,"[1, 1]",571
language_192,"[1, 1]",571
language_195,"[0, 0]",571
language_196,"[0, 0]",571
language_197,"[0, 0]",571
language_200,"[1, 0]",571
language_202,"[0, 0]",571
language_204,"[1, 1]",571
language_205,"[0, 1]",571
language_207,"[0, 1]",571
language_208,"[0, 1]",571
language_210,"[0, 1]",571
language_213,"[0, 1]",571
language_214,"[1, 1]",571
language_215,"[0, 1]",571
language_216,"[1, 1]",571
language_218,"[0, 1]",571
language_219,"[0, 0]",571
language_222,"[0, 1]",571
language_224,"[0, 1]",571
language_227,"[0, 1]",571
language_228,"[0, 0]",571
language_229,"[0, 1]",571
language_230,"[0, 1]",571
language_231,"[0, 1]",571
language_232,"[0, 0]",571
language_233,"[0, 1]",571
language_234,"[0, 1]",571
language_236,"[0, 1]",571
language_239,"[0, 1]",571
language_240,"[0, 1]",571
language_241,"[0, 1]",571
language_242,"[0, 1]",571
language_244,"[0, 1]",571
language_246,"[0, 1]",571
language_247,"[0, 0]",571
language_249,"[1, 1]",571
language_251,"[1, 0]",571
language_252,"[0, 1]",571
language_253,"[0, 1]",571
language_255,"[0, 1]",571
language_257,"[0, 1]",571
language_258,"[0, 1]",571
language_259,"[1, 1]",571
language_260,"[1, 1]",571
language_262,"[0, 1]",571
language_263,"[0, 1]",571
language_264,"[0, 1]",571
language_265,"[1, 0]",571
language_266,"[0, 1]",571
language_267,"[0, 1]",571
language_268,"[1, 1]",571
language_269,"[0, 1]",571
language_271,"[0, 1]",571
language_275,"[1, 1]",571
language_276,"[0, 0]",571
language_278,"[0, 1]",571
language_281,"[0, 0]",571
language_283,"[0, 1]",571
language_285,"[0, 1]",571
language_288,"[0, 0]",571
language_289,"[0, 1]",571
language_290,"[1, 1]",571
language_291,"[0, 0]",571
language_292,"[0, 1]",571
language_293,"[0, 1]",571
language_296,"[0, 1]",571
language_297,"[0, 1]",571
language_298,"[1, 1]",571
language_301,"[0, 1]",571
language_307,"[1, 1]",571
language_308,"[1, 1]",571
language_309,"[0, 0]",571
language_311,"[0, 1]",571
language_313,"[0, 1]",571
language_314,"[0, 1]",571
language_316,"[0, 1]",571
language_318,"[0, 1]",571
language_319,"[0, 1]",571
language_321,"[1, 1]",571
language_322,"[0, 1]",571
language_324,"[0, 1]",571
language_325,"[1, 1]",571
language_326,"[0, 1]",571
language_327,"[0, 1]",571
language_329,"[0, 1]",571
language_330,"[1, 0]",571
language_331,"[0, 1]",571
language_332,"[1, 1]",571
language_334,"[1, 1]",571
language_336,"[0, 1]",571
language_337,"[0, 1]",571
language_338,"[1, 0]",571
language_339,"[0, 1]",571
language_340,"[1, 1]",571
language_341,"[0, 1]",571
language_345,"[0, 1]",571
language_346,"[1, 1]",571
language_347,"[0, 1]",571
language_348,"[0, 1]",571
language_349,"[0, 1]",571
language_350,"[0, 1]",571
language_351,"[0, 0]",571
language_352,"[0, 0]",571
language_357,"[0, 0]",571
language_358,"[0, 1]",571
language_359,"[0, 1]",571
language_360,"[0, 0]",571
language_363,"[1, 1]",571
language_364,"[1, 1]",571
language_365,"[1, 0]",571
language_369,"[0, 1]",571
language_370,"[1, 1]",571
language_371,"[0, 1]",571
language_372,"[1, 0]",571
language_373,"[0, 1]",571
language_374,"[0, 1]",571
language_375,"[0, 1]",571
language_377,"[1, 1]",571
language_378,"[0, 1]",571
language_379,"[0, 1]",571
language_381,"[1, 1]",571
language_382,"[0, 1]",571
language_383,"[1, 1]",571
language_384,"[0, 1]",571
language_386,"[0, 1]",571
language_390,"[0, 1]",571
language_392,"[0, 0]",571
language_395,"[0, 0]",571
language_396,"[0, 1]",571
language_397,"[1, 1]",571
language_398,"[0, 1]",571
language_401,"[0, 1]",571
language_402,"[1, 1]",571
language_403,"[0, 1]",571
language_404,"[0, 1]",571
language_405,"[0, 1]",571
language_409,"[0, 1]",571
language_411,"[1, 1]",571
language_413,"[0, 0]",571
language_414,"[0, 1]",571
language_415,"[0, 1]",571
language_416,"[1, 0]",571
language_417,"[0, 0]",571
language_418,"[0, 1]",571
language_419,"[0, 1]",571
language_422,"[1, 0]",571
language_423,"[1, 1]",571
language_427,"[1, 1]",571
language_428,"[0, 1]",571
language_429,"[1, 1]",571
language_430,"[0, 0]",571
language_431,"[0, 1]",571
language_433,"[0, 1]",571
language_434,"[0, 0]",571
language_435,"[0, 1]",571
language_437,"[1, 0]",571
language_438,"[0, 1]",571
language_441,"[0, 1]",571
language_444,"[1, 1]",571
language_445,"[0, 0]",571
language_447,"[0, 1]",571
language_448,"[0, 1]",571
language_449,"[1, 0]",571
language_450,"[0, 1]",571
language_451,"[0, 1]",571
language_452,"[1, 0]",571
language_456,"[0, 0]",571
language_457,"[0, 0]",571
language_459,"[1, 1]",571
language_460,"[0, 1]",571
language_461,"[0, 1]",571
language_463,"[0, 1]",571
language_465,"[0, 1]",571
language_466,"[1, 1]",571
language_469,"[0, 0]",571
language_471,"[1, 1]",571
language_472,"[0, 1]",571
language_474,"[1, 1]",571
language_477,"[1, 1]",571
language_480,"[0, 1]",571
language_482,"[0, 1]",571
language_484,"[0, 1]",571
language_485,"[1, 1]",571
language_486,"[0, 1]",571
language_488,"[0, 1]",571
language_489,"[0, 0]",571
language_492,"[0, 1]",571
language_493,"[0, 1]",571
language_495,"[0, 1]",571
language_498,"[0, 1]",571
