LANGUAGE,LINEAGE,SET
language_2,"[0, 1]",380
language_3,"[1, 0]",380
language_4,"[0, 0]",380
language_5,"[0, 1]",380
language_7,"[0, 1]",380
language_8,"[0, 1]",380
language_9,"[1, 1]",380
language_10,"[1, 1]",380
language_12,"[0, 1]",380
language_14,"[0, 1]",380
language_15,"[1, 1]",380
language_16,"[1, 1]",380
language_17,"[1, 0]",380
language_20,"[1, 0]",380
language_21,"[0, 1]",380
language_23,"[0, 0]",380
language_28,"[0, 1]",380
language_30,"[0, 1]",380
language_32,"[1, 1]",380
language_34,"[0, 1]",380
language_35,"[1, 0]",380
language_39,"[1, 1]",380
language_41,"[0, 1]",380
language_42,"[0, 1]",380
language_43,"[0, 1]",380
language_45,"[0, 1]",380
language_46,"[0, 1]",380
language_47,"[0, 0]",380
language_52,"[0, 1]",380
language_53,"[0, 1]",380
language_55,"[0, 1]",380
language_57,"[1, 1]",380
language_59,"[0, 0]",380
language_60,"[0, 1]",380
language_62,"[1, 1]",380
language_63,"[0, 1]",380
language_64,"[0, 1]",380
language_66,"[0, 1]",380
language_69,"[0, 1]",380
language_73,"[0, 1]",380
language_74,"[1, 1]",380
language_75,"[0, 1]",380
language_76,"[1, 1]",380
language_77,"[0, 1]",380
language_79,"[0, 0]",380
language_80,"[0, 0]",380
language_81,"[0, 1]",380
language_82,"[1, 0]",380
language_83,"[0, 1]",380
language_84,"[1, 1]",380
language_85,"[0, 1]",380
language_89,"[0, 1]",380
language_91,"[1, 1]",380
language_92,"[1, 1]",380
language_93,"[1, 1]",380
language_94,"[0, 1]",380
language_97,"[0, 1]",380
language_98,"[0, 1]",380
language_99,"[0, 0]",380
language_103,"[1, 1]",380
language_104,"[1, 1]",380
language_105,"[0, 0]",380
language_108,"[1, 0]",380
language_110,"[0, 1]",380
language_111,"[0, 1]",380
language_112,"[0, 1]",380
language_114,"[1, 1]",380
language_116,"[0, 1]",380
language_117,"[0, 1]",380
language_118,"[0, 1]",380
language_120,"[1, 0]",380
language_121,"[0, 0]",380
language_122,"[1, 1]",380
language_123,"[1, 1]",380
language_124,"[0, 1]",380
language_125,"[1, 1]",380
language_126,"[1, 1]",380
language_127,"[0, 1]",380
language_128,"[0, 1]",380
language_130,"[0, 1]",380
language_131,"[0, 1]",380
language_132,"[1, 1]",380
language_133,"[0, 1]",380
language_134,"[0, 0]",380
language_137,"[0, 1]",380
language_138,"[0, 0]",380
language_140,"[0, 1]",380
language_141,"[0, 1]",380
language_142,"[0, 1]",380
language_144,"[0, 1]",380
language_145,"[0, 0]",380
language_146,"[0, 1]",380
language_147,"[0, 1]",380
language_148,"[0, 0]",380
language_149,"[0, 0]",380
language_150,"[0, 1]",380
language_151,"[0, 1]",380
language_153,"[0, 1]",380
language_155,"[0, 1]",380
language_156,"[0, 1]",380
language_157,"[0, 0]",380
language_159,"[1, 1]",380
language_161,"[0, 0]",380
language_163,"[0, 1]",380
language_166,"[0, 1]",380
language_167,"[1, 1]",380
language_168,"[0, 1]",380
language_169,"[1, 0]",380
language_170,"[1, 1]",380
language_171,"[0, 1]",380
language_172,"[0, 1]",380
language_173,"[1, 1]",380
language_174,"[0, 1]",380
language_176,"[0, 0]",380
language_179,"[0, 1]",380
language_180,"[1, 1]",380
language_186,"[1, 0]",380
language_187,"[0, 0]",380
language_188,"[0, 1]",380
language_190,"[0, 1]",380
language_191,"[0, 1]",380
language_193,"[0, 1]",380
language_194,"[0, 1]",380
language_198,"[1, 1]",380
language_200,"[0, 1]",380
language_204,"[1, 0]",380
language_206,"[0, 1]",380
language_209,"[0, 0]",380
language_210,"[0, 1]",380
language_211,"[0, 1]",380
language_212,"[0, 0]",380
language_213,"[0, 1]",380
language_215,"[0, 1]",380
language_220,"[0, 1]",380
language_221,"[0, 1]",380
language_222,"[1, 0]",380
language_223,"[1, 1]",380
language_225,"[0, 1]",380
language_226,"[0, 0]",380
language_228,"[0, 1]",380
language_230,"[0, 1]",380
language_231,"[0, 0]",380
language_232,"[1, 1]",380
language_233,"[0, 1]",380
language_234,"[1, 1]",380
language_235,"[0, 1]",380
language_238,"[0, 1]",380
language_239,"[1, 0]",380
language_242,"[1, 1]",380
language_243,"[0, 1]",380
language_244,"[1, 1]",380
language_247,"[0, 1]",380
language_248,"[0, 1]",380
language_251,"[0, 0]",380
language_252,"[1, 1]",380
language_253,"[0, 1]",380
language_254,"[1, 1]",380
language_256,"[0, 1]",380
language_257,"[0, 1]",380
language_259,"[1, 1]",380
language_260,"[1, 1]",380
language_261,"[1, 1]",380
language_262,"[0, 1]",380
language_264,"[0, 1]",380
language_265,"[0, 1]",380
language_266,"[0, 1]",380
language_269,"[0, 1]",380
language_270,"[1, 1]",380
language_271,"[0, 1]",380
language_273,"[0, 0]",380
language_274,"[1, 1]",380
language_275,"[0, 1]",380
language_276,"[0, 1]",380
language_277,"[0, 0]",380
language_284,"[0, 1]",380
language_285,"[0, 1]",380
language_286,"[1, 0]",380
language_288,"[0, 1]",380
language_292,"[0, 1]",380
language_293,"[0, 1]",380
language_294,"[1, 1]",380
language_295,"[0, 1]",380
language_296,"[0, 1]",380
language_298,"[0, 1]",380
language_301,"[0, 1]",380
language_302,"[0, 1]",380
language_303,"[1, 1]",380
language_304,"[1, 1]",380
language_305,"[0, 1]",380
language_306,"[1, 1]",380
language_310,"[0, 1]",380
language_311,"[0, 1]",380
language_312,"[0, 0]",380
language_313,"[0, 1]",380
language_316,"[0, 1]",380
language_318,"[0, 1]",380
language_321,"[0, 0]",380
language_322,"[1, 1]",380
language_323,"[0, 1]",380
language_324,"[0, 0]",380
language_326,"[0, 1]",380
language_327,"[1, 1]",380
language_330,"[0, 1]",380
language_331,"[0, 0]",380
language_332,"[0, 1]",380
language_333,"[0, 1]",380
language_334,"[0, 1]",380
language_335,"[0, 1]",380
language_337,"[0, 0]",380
