LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",720
language_2,"[1, 0]",720
language_5,"[0, 1]",720
language_6,"[0, 1]",720
language_10,"[1, 1]",720
language_13,"[0, 0]",720
language_14,"[0, 1]",720
language_16,"[1, 0]",720
language_17,"[0, 1]",720
language_18,"[0, 1]",720
language_20,"[0, 1]",720
language_23,"[1, 1]",720
language_24,"[1, 1]",720
language_25,"[0, 1]",720
language_27,"[0, 1]",720
language_29,"[1, 1]",720
language_30,"[0, 1]",720
language_35,"[0, 1]",720
language_37,"[0, 1]",720
language_38,"[0, 1]",720
language_39,"[0, 1]",720
language_40,"[0, 1]",720
language_43,"[0, 1]",720
language_44,"[0, 1]",720
language_45,"[0, 1]",720
language_46,"[0, 1]",720
language_47,"[1, 1]",720
language_48,"[1, 1]",720
language_49,"[0, 1]",720
language_52,"[1, 1]",720
language_57,"[0, 1]",720
language_58,"[0, 1]",720
language_59,"[0, 0]",720
language_60,"[0, 0]",720
language_61,"[0, 1]",720
language_64,"[0, 0]",720
language_65,"[0, 1]",720
language_66,"[0, 0]",720
language_70,"[0, 1]",720
language_72,"[0, 1]",720
language_73,"[1, 0]",720
language_74,"[1, 1]",720
language_75,"[1, 1]",720
language_76,"[0, 1]",720
language_77,"[0, 1]",720
language_78,"[0, 1]",720
language_79,"[0, 1]",720
language_83,"[0, 1]",720
language_85,"[0, 0]",720
language_86,"[1, 1]",720
language_87,"[0, 1]",720
language_90,"[1, 1]",720
language_91,"[1, 1]",720
language_93,"[0, 1]",720
language_94,"[1, 0]",720
language_95,"[1, 1]",720
language_96,"[1, 0]",720
language_97,"[0, 1]",720
language_100,"[0, 1]",720
language_101,"[0, 0]",720
language_102,"[0, 1]",720
language_103,"[0, 1]",720
language_108,"[0, 0]",720
language_112,"[0, 0]",720
language_115,"[0, 0]",720
language_116,"[0, 1]",720
language_117,"[0, 0]",720
language_118,"[0, 1]",720
language_119,"[0, 1]",720
language_120,"[0, 1]",720
language_122,"[0, 1]",720
language_123,"[1, 1]",720
language_126,"[1, 0]",720
language_128,"[0, 0]",720
language_130,"[0, 0]",720
language_131,"[0, 1]",720
language_132,"[0, 1]",720
language_133,"[0, 0]",720
language_134,"[0, 1]",720
language_136,"[1, 1]",720
language_137,"[1, 1]",720
language_140,"[1, 0]",720
language_141,"[0, 1]",720
language_142,"[0, 1]",720
language_146,"[0, 1]",720
language_147,"[0, 1]",720
language_148,"[0, 1]",720
language_149,"[0, 0]",720
language_150,"[0, 0]",720
language_151,"[0, 0]",720
language_152,"[0, 1]",720
language_153,"[0, 0]",720
language_155,"[1, 1]",720
language_157,"[0, 1]",720
language_158,"[0, 1]",720
language_159,"[1, 0]",720
