LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",687
language_3,"[0, 1]",687
language_6,"[0, 1]",687
language_8,"[1, 1]",687
language_9,"[0, 1]",687
language_12,"[0, 1]",687
language_13,"[0, 1]",687
language_14,"[0, 1]",687
language_15,"[0, 1]",687
language_16,"[0, 0]",687
language_19,"[0, 0]",687
language_20,"[1, 1]",687
language_21,"[0, 1]",687
language_23,"[0, 0]",687
language_25,"[1, 0]",687
language_26,"[1, 1]",687
language_27,"[0, 0]",687
language_28,"[0, 1]",687
language_30,"[0, 0]",687
language_32,"[0, 1]",687
language_33,"[0, 1]",687
language_34,"[1, 1]",687
language_35,"[1, 1]",687
language_36,"[1, 1]",687
language_37,"[0, 1]",687
language_40,"[1, 0]",687
language_41,"[0, 1]",687
language_42,"[0, 1]",687
language_43,"[0, 1]",687
language_44,"[0, 0]",687
language_45,"[0, 1]",687
language_47,"[0, 1]",687
language_48,"[1, 0]",687
language_50,"[0, 0]",687
language_51,"[1, 1]",687
language_52,"[0, 1]",687
language_53,"[0, 1]",687
language_55,"[0, 1]",687
language_57,"[0, 1]",687
language_58,"[0, 0]",687
language_60,"[0, 1]",687
language_61,"[0, 1]",687
language_62,"[1, 1]",687
language_63,"[0, 0]",687
language_64,"[1, 1]",687
language_66,"[0, 1]",687
language_67,"[0, 0]",687
language_68,"[0, 0]",687
language_69,"[0, 0]",687
language_71,"[1, 1]",687
language_72,"[0, 0]",687
language_73,"[1, 1]",687
language_75,"[0, 0]",687
language_77,"[0, 1]",687
language_78,"[0, 0]",687
language_79,"[1, 0]",687
language_82,"[0, 1]",687
language_83,"[0, 1]",687
language_84,"[0, 0]",687
language_85,"[0, 1]",687
language_86,"[1, 1]",687
language_87,"[0, 1]",687
language_91,"[1, 0]",687
language_92,"[0, 1]",687
language_94,"[1, 1]",687
language_95,"[0, 1]",687
language_96,"[0, 0]",687
language_97,"[0, 0]",687
language_98,"[0, 1]",687
language_99,"[0, 1]",687
language_101,"[0, 1]",687
language_102,"[0, 1]",687
language_103,"[0, 1]",687
language_104,"[0, 1]",687
language_106,"[1, 1]",687
language_108,"[0, 1]",687
language_110,"[0, 1]",687
language_111,"[0, 1]",687
language_112,"[0, 0]",687
language_115,"[0, 1]",687
language_116,"[1, 1]",687
language_118,"[0, 1]",687
language_121,"[0, 1]",687
language_122,"[0, 1]",687
language_124,"[0, 1]",687
language_126,"[0, 0]",687
language_127,"[0, 1]",687
language_128,"[0, 1]",687
language_130,"[0, 0]",687
language_131,"[0, 1]",687
language_132,"[1, 1]",687
language_133,"[0, 1]",687
language_135,"[0, 1]",687
language_137,"[0, 1]",687
language_138,"[0, 1]",687
language_139,"[0, 0]",687
language_141,"[0, 0]",687
language_143,"[0, 1]",687
language_144,"[0, 1]",687
language_145,"[0, 1]",687
language_146,"[0, 1]",687
language_147,"[1, 1]",687
language_148,"[1, 1]",687
language_149,"[0, 0]",687
language_150,"[1, 1]",687
language_152,"[0, 0]",687
language_155,"[1, 1]",687
language_157,"[0, 1]",687
language_158,"[1, 1]",687
language_164,"[0, 1]",687
language_165,"[1, 1]",687
language_166,"[1, 0]",687
language_168,"[0, 1]",687
language_170,"[0, 1]",687
language_173,"[0, 1]",687
language_174,"[0, 1]",687
language_175,"[0, 0]",687
language_179,"[0, 1]",687
language_180,"[1, 1]",687
language_184,"[0, 1]",687
language_185,"[0, 1]",687
language_186,"[0, 1]",687
language_188,"[0, 1]",687
language_189,"[0, 1]",687
language_190,"[0, 0]",687
language_192,"[0, 1]",687
language_193,"[0, 1]",687
language_196,"[0, 1]",687
language_198,"[0, 1]",687
language_199,"[1, 1]",687
language_200,"[0, 1]",687
language_201,"[0, 0]",687
language_202,"[0, 0]",687
language_203,"[1, 1]",687
language_204,"[1, 1]",687
language_208,"[1, 1]",687
language_210,"[1, 1]",687
language_212,"[0, 1]",687
language_214,"[0, 1]",687
language_217,"[1, 0]",687
language_219,"[0, 1]",687
language_220,"[0, 1]",687
language_221,"[0, 0]",687
language_222,"[1, 1]",687
language_224,"[0, 0]",687
language_227,"[0, 1]",687
language_228,"[0, 1]",687
language_229,"[0, 1]",687
language_231,"[0, 1]",687
language_235,"[0, 0]",687
language_237,"[0, 1]",687
language_240,"[0, 0]",687
language_241,"[0, 1]",687
language_244,"[0, 1]",687
language_245,"[0, 0]",687
language_246,"[1, 1]",687
language_247,"[0, 0]",687
language_250,"[1, 1]",687
language_251,"[0, 1]",687
language_253,"[1, 1]",687
language_254,"[1, 1]",687
language_257,"[0, 1]",687
language_258,"[1, 1]",687
language_259,"[0, 1]",687
language_262,"[0, 0]",687
language_264,"[1, 1]",687
language_266,"[0, 1]",687
language_267,"[0, 1]",687
language_271,"[0, 1]",687
language_273,"[1, 1]",687
language_274,"[0, 1]",687
language_275,"[0, 1]",687
language_276,"[0, 1]",687
language_280,"[0, 0]",687
language_282,"[0, 1]",687
language_284,"[0, 1]",687
language_287,"[0, 1]",687
language_288,"[1, 1]",687
language_289,"[0, 1]",687
language_292,"[0, 1]",687
language_293,"[0, 1]",687
language_294,"[0, 1]",687
language_296,"[0, 1]",687
language_298,"[0, 1]",687
language_300,"[0, 0]",687
language_302,"[0, 1]",687
language_303,"[0, 1]",687
language_305,"[1, 0]",687
language_307,"[0, 0]",687
language_308,"[0, 0]",687
language_312,"[0, 1]",687
language_315,"[0, 1]",687
language_317,"[1, 1]",687
language_318,"[0, 1]",687
language_320,"[1, 1]",687
language_322,"[0, 1]",687
language_324,"[0, 1]",687
language_325,"[0, 0]",687
language_328,"[1, 0]",687
language_330,"[0, 1]",687
language_334,"[1, 1]",687
language_337,"[0, 1]",687
language_338,"[1, 1]",687
language_341,"[0, 0]",687
language_342,"[0, 1]",687
language_345,"[0, 1]",687
language_347,"[0, 1]",687
language_349,"[0, 0]",687
language_351,"[1, 1]",687
language_352,"[0, 1]",687
language_353,"[0, 1]",687
language_354,"[0, 1]",687
language_357,"[0, 1]",687
language_358,"[1, 1]",687
language_359,"[0, 1]",687
language_361,"[0, 1]",687
language_362,"[0, 0]",687
language_365,"[0, 0]",687
language_366,"[1, 1]",687
language_367,"[0, 1]",687
language_368,"[0, 1]",687
language_370,"[1, 1]",687
language_373,"[0, 0]",687
language_375,"[0, 0]",687
language_376,"[1, 1]",687
language_377,"[0, 1]",687
language_378,"[0, 1]",687
language_379,"[0, 1]",687
language_380,"[0, 0]",687
language_384,"[0, 1]",687
language_385,"[0, 1]",687
language_386,"[0, 1]",687
language_388,"[1, 1]",687
language_390,"[0, 0]",687
language_391,"[0, 1]",687
language_392,"[0, 1]",687
language_394,"[0, 1]",687
language_395,"[1, 1]",687
language_396,"[0, 0]",687
language_397,"[0, 1]",687
language_398,"[0, 1]",687
language_400,"[0, 1]",687
language_401,"[0, 1]",687
language_405,"[1, 1]",687
language_406,"[1, 1]",687
language_407,"[1, 1]",687
language_408,"[0, 0]",687
language_410,"[1, 1]",687
language_412,"[1, 0]",687
language_413,"[1, 1]",687
language_415,"[0, 1]",687
language_420,"[0, 1]",687
language_421,"[0, 1]",687
language_422,"[1, 1]",687
language_423,"[0, 0]",687
language_424,"[0, 1]",687
language_425,"[1, 1]",687
language_426,"[0, 1]",687
language_428,"[0, 1]",687
language_429,"[0, 1]",687
language_430,"[0, 0]",687
language_431,"[0, 0]",687
language_432,"[0, 1]",687
language_434,"[0, 1]",687
language_435,"[1, 1]",687
language_436,"[1, 1]",687
language_437,"[0, 1]",687
language_438,"[0, 1]",687
language_441,"[0, 0]",687
language_442,"[1, 1]",687
language_443,"[0, 1]",687
language_444,"[0, 1]",687
language_447,"[0, 1]",687
language_449,"[0, 1]",687
language_451,"[1, 1]",687
language_455,"[1, 1]",687
language_456,"[0, 1]",687
language_458,"[0, 1]",687
language_459,"[0, 1]",687
language_460,"[0, 1]",687
language_465,"[0, 1]",687
language_466,"[0, 1]",687
language_467,"[1, 1]",687
language_468,"[0, 1]",687
language_469,"[0, 1]",687
language_470,"[1, 0]",687
language_471,"[0, 1]",687
language_472,"[0, 1]",687
language_473,"[1, 1]",687
language_474,"[0, 1]",687
language_475,"[0, 1]",687
language_478,"[0, 1]",687
language_479,"[0, 1]",687
language_481,"[1, 0]",687
language_482,"[1, 0]",687
language_483,"[0, 1]",687
language_484,"[1, 1]",687
language_485,"[0, 1]",687
language_486,"[0, 0]",687
language_487,"[0, 1]",687
language_489,"[0, 1]",687
language_491,"[0, 1]",687
language_492,"[0, 1]",687
language_493,"[0, 0]",687
language_494,"[0, 1]",687
language_497,"[0, 1]",687
language_498,"[0, 1]",687
language_502,"[1, 1]",687
language_504,"[0, 0]",687
language_505,"[0, 1]",687
language_506,"[0, 0]",687
language_507,"[0, 1]",687
language_509,"[0, 1]",687
language_511,"[0, 1]",687
language_512,"[0, 1]",687
language_513,"[0, 1]",687
language_515,"[1, 1]",687
language_517,"[0, 0]",687
language_518,"[0, 0]",687
language_519,"[0, 1]",687
language_521,"[1, 1]",687
language_522,"[0, 1]",687
language_523,"[1, 1]",687
language_524,"[0, 1]",687
language_525,"[1, 1]",687
language_526,"[0, 1]",687
language_527,"[1, 0]",687
language_528,"[0, 1]",687
language_529,"[0, 0]",687
language_530,"[1, 1]",687
language_531,"[0, 1]",687
language_533,"[0, 0]",687
language_534,"[1, 0]",687
language_536,"[1, 0]",687
language_537,"[1, 1]",687
language_538,"[0, 1]",687
language_540,"[0, 1]",687
language_541,"[1, 0]",687
language_543,"[0, 1]",687
language_544,"[0, 0]",687
language_546,"[1, 1]",687
language_552,"[0, 1]",687
language_553,"[0, 1]",687
language_554,"[0, 0]",687
language_556,"[0, 1]",687
language_557,"[0, 0]",687
language_559,"[1, 1]",687
language_560,"[0, 1]",687
language_562,"[0, 1]",687
language_563,"[1, 1]",687
language_564,"[1, 1]",687
language_565,"[0, 0]",687
language_566,"[0, 1]",687
language_567,"[0, 0]",687
language_570,"[0, 1]",687
language_572,"[0, 1]",687
language_573,"[0, 1]",687
language_576,"[0, 1]",687
language_578,"[1, 0]",687
language_580,"[0, 1]",687
language_582,"[0, 0]",687
language_584,"[1, 1]",687
language_586,"[1, 1]",687
language_588,"[1, 1]",687
language_589,"[1, 0]",687
language_591,"[1, 1]",687
language_594,"[0, 1]",687
language_595,"[0, 1]",687
language_597,"[0, 1]",687
language_598,"[0, 1]",687
language_599,"[1, 1]",687
language_601,"[0, 1]",687
language_603,"[1, 1]",687
language_604,"[0, 0]",687
language_605,"[0, 1]",687
language_606,"[0, 1]",687
language_607,"[0, 1]",687
language_609,"[0, 1]",687
language_610,"[1, 1]",687
language_611,"[1, 1]",687
language_613,"[0, 1]",687
language_614,"[0, 1]",687
language_615,"[0, 1]",687
language_617,"[0, 0]",687
language_619,"[0, 1]",687
language_624,"[0, 1]",687
language_625,"[0, 0]",687
language_628,"[0, 1]",687
language_629,"[0, 0]",687
language_630,"[1, 1]",687
language_632,"[0, 1]",687
language_633,"[0, 1]",687
language_634,"[0, 0]",687
language_640,"[0, 1]",687
language_642,"[0, 1]",687
language_643,"[0, 1]",687
language_644,"[0, 1]",687
language_645,"[1, 1]",687
language_646,"[0, 1]",687
language_649,"[0, 1]",687
language_650,"[0, 1]",687
language_651,"[0, 1]",687
language_653,"[0, 0]",687
language_655,"[0, 1]",687
language_656,"[1, 0]",687
language_657,"[0, 1]",687
language_659,"[0, 1]",687
language_660,"[1, 1]",687
language_664,"[0, 1]",687
language_665,"[0, 1]",687
language_667,"[0, 0]",687
language_669,"[0, 1]",687
language_671,"[0, 1]",687
language_672,"[0, 1]",687
language_673,"[0, 1]",687
language_676,"[0, 1]",687
language_679,"[0, 1]",687
language_680,"[0, 0]",687
language_681,"[0, 0]",687
language_682,"[0, 1]",687
language_683,"[1, 0]",687
language_685,"[1, 0]",687
language_688,"[0, 1]",687
language_689,"[0, 1]",687
language_692,"[1, 1]",687
language_693,"[0, 1]",687
language_694,"[0, 1]",687
language_695,"[0, 1]",687
language_697,"[0, 1]",687
language_698,"[0, 0]",687
language_699,"[0, 0]",687
language_701,"[1, 1]",687
language_703,"[1, 1]",687
language_709,"[0, 1]",687
language_710,"[0, 1]",687
language_712,"[0, 1]",687
language_713,"[0, 0]",687
language_714,"[1, 1]",687
language_715,"[0, 1]",687
language_716,"[0, 0]",687
language_719,"[0, 1]",687
language_720,"[1, 1]",687
language_722,"[0, 1]",687
language_723,"[1, 1]",687
language_725,"[0, 1]",687
language_726,"[0, 1]",687
language_727,"[0, 1]",687
language_731,"[0, 1]",687
language_734,"[0, 1]",687
language_738,"[0, 1]",687
language_739,"[0, 0]",687
language_741,"[0, 1]",687
language_742,"[1, 1]",687
language_743,"[0, 1]",687
language_744,"[0, 1]",687
language_747,"[1, 1]",687
language_749,"[0, 1]",687
language_750,"[0, 1]",687
language_752,"[0, 1]",687
language_753,"[0, 1]",687
language_754,"[0, 1]",687
language_756,"[1, 1]",687
language_758,"[0, 1]",687
language_761,"[0, 0]",687
language_762,"[0, 1]",687
language_763,"[0, 1]",687
language_764,"[1, 1]",687
language_765,"[1, 1]",687
language_767,"[0, 1]",687
language_768,"[0, 1]",687
language_769,"[1, 1]",687
language_770,"[0, 1]",687
language_771,"[0, 1]",687
language_772,"[0, 0]",687
language_775,"[1, 1]",687
language_776,"[0, 0]",687
language_778,"[0, 1]",687
language_780,"[0, 1]",687
language_782,"[1, 0]",687
language_783,"[0, 1]",687
language_784,"[0, 1]",687
language_785,"[1, 0]",687
language_786,"[0, 1]",687
language_787,"[1, 0]",687
language_788,"[1, 1]",687
language_789,"[0, 1]",687
language_792,"[1, 1]",687
language_793,"[0, 0]",687
language_794,"[1, 1]",687
language_795,"[0, 1]",687
language_796,"[0, 1]",687
language_797,"[0, 1]",687
language_798,"[1, 0]",687
language_799,"[0, 0]",687
language_800,"[0, 1]",687
language_801,"[1, 0]",687
language_803,"[1, 0]",687
language_806,"[1, 1]",687
language_807,"[0, 1]",687
language_812,"[0, 1]",687
language_814,"[1, 1]",687
language_815,"[0, 1]",687
language_816,"[0, 1]",687
language_817,"[1, 1]",687
language_818,"[0, 1]",687
language_819,"[0, 1]",687
language_820,"[0, 0]",687
language_822,"[0, 1]",687
language_823,"[0, 1]",687
language_825,"[1, 1]",687
language_826,"[0, 1]",687
language_827,"[0, 0]",687
language_829,"[0, 1]",687
language_832,"[0, 1]",687
language_833,"[1, 1]",687
language_836,"[0, 1]",687
language_838,"[0, 1]",687
language_841,"[0, 1]",687
language_842,"[0, 1]",687
language_843,"[1, 1]",687
language_844,"[0, 1]",687
language_845,"[0, 0]",687
language_846,"[0, 1]",687
language_847,"[0, 0]",687
language_850,"[0, 1]",687
language_853,"[1, 1]",687
language_855,"[0, 1]",687
language_858,"[0, 1]",687
language_859,"[0, 1]",687
language_862,"[0, 1]",687
language_865,"[0, 1]",687
language_866,"[1, 1]",687
language_867,"[0, 1]",687
language_869,"[0, 1]",687
language_870,"[0, 1]",687
language_871,"[1, 0]",687
language_872,"[1, 1]",687
language_873,"[0, 1]",687
language_874,"[0, 1]",687
language_875,"[0, 1]",687
language_876,"[0, 1]",687
language_879,"[0, 1]",687
language_881,"[0, 0]",687
language_884,"[0, 1]",687
language_885,"[0, 1]",687
language_886,"[0, 0]",687
language_887,"[1, 1]",687
language_888,"[1, 0]",687
language_891,"[0, 1]",687
language_892,"[0, 1]",687
language_893,"[0, 1]",687
language_894,"[0, 1]",687
language_895,"[0, 0]",687
language_896,"[0, 0]",687
language_897,"[0, 1]",687
language_899,"[0, 1]",687
language_901,"[1, 0]",687
language_903,"[0, 1]",687
language_906,"[1, 1]",687
language_907,"[0, 1]",687
language_908,"[1, 1]",687
language_911,"[1, 1]",687
language_912,"[1, 1]",687
language_916,"[1, 0]",687
language_917,"[0, 1]",687
language_918,"[1, 1]",687
language_919,"[0, 1]",687
language_920,"[1, 1]",687
language_924,"[0, 0]",687
language_927,"[0, 1]",687
language_933,"[0, 0]",687
language_936,"[0, 1]",687
language_937,"[0, 1]",687
language_939,"[0, 1]",687
language_942,"[0, 1]",687
language_943,"[1, 0]",687
language_944,"[0, 1]",687
language_945,"[0, 1]",687
language_946,"[0, 1]",687
language_947,"[0, 1]",687
language_950,"[0, 0]",687
language_951,"[0, 1]",687
language_952,"[0, 0]",687
language_953,"[0, 1]",687
language_957,"[1, 1]",687
language_958,"[1, 1]",687
language_959,"[0, 1]",687
language_960,"[0, 1]",687
language_963,"[0, 1]",687
language_964,"[0, 1]",687
language_965,"[0, 1]",687
language_966,"[0, 0]",687
language_967,"[0, 1]",687
language_969,"[0, 1]",687
language_971,"[0, 1]",687
language_972,"[1, 0]",687
language_976,"[0, 1]",687
language_979,"[0, 1]",687
language_982,"[1, 1]",687
language_985,"[0, 1]",687
language_986,"[0, 0]",687
language_987,"[0, 1]",687
language_988,"[0, 0]",687
language_989,"[0, 1]",687
language_990,"[0, 1]",687
language_991,"[1, 1]",687
language_993,"[0, 1]",687
language_996,"[1, 1]",687
language_997,"[0, 1]",687
language_998,"[1, 0]",687
language_999,"[0, 1]",687
language_1000,"[1, 1]",687
