LANGUAGE,LINEAGE,SET
language_2,"[0, 1]",517
language_4,"[0, 1]",517
language_6,"[0, 0]",517
language_7,"[0, 1]",517
language_8,"[0, 1]",517
language_9,"[0, 1]",517
language_10,"[1, 0]",517
language_11,"[0, 0]",517
language_13,"[0, 1]",517
language_14,"[0, 0]",517
language_15,"[0, 1]",517
language_16,"[0, 1]",517
language_19,"[0, 0]",517
language_20,"[0, 1]",517
language_21,"[0, 1]",517
language_25,"[0, 1]",517
language_27,"[0, 0]",517
language_28,"[1, 0]",517
language_29,"[0, 0]",517
language_30,"[0, 0]",517
language_33,"[1, 1]",517
language_34,"[1, 1]",517
language_36,"[0, 1]",517
language_37,"[1, 1]",517
language_38,"[1, 0]",517
language_40,"[0, 1]",517
language_41,"[0, 1]",517
language_42,"[0, 0]",517
language_43,"[1, 0]",517
language_44,"[1, 1]",517
language_46,"[0, 0]",517
language_48,"[1, 1]",517
language_52,"[0, 1]",517
language_55,"[0, 1]",517
language_56,"[1, 1]",517
language_57,"[0, 1]",517
language_58,"[0, 1]",517
language_59,"[0, 1]",517
language_61,"[0, 1]",517
language_62,"[0, 1]",517
language_64,"[0, 1]",517
language_65,"[0, 1]",517
language_66,"[0, 1]",517
language_68,"[1, 0]",517
language_69,"[0, 1]",517
language_70,"[0, 1]",517
language_71,"[0, 1]",517
language_73,"[1, 1]",517
language_75,"[0, 0]",517
language_77,"[0, 1]",517
language_78,"[1, 1]",517
language_80,"[0, 1]",517
language_82,"[0, 1]",517
language_83,"[0, 1]",517
language_84,"[0, 1]",517
language_85,"[0, 1]",517
language_86,"[0, 0]",517
language_87,"[0, 1]",517
language_88,"[0, 1]",517
language_89,"[0, 1]",517
language_91,"[0, 1]",517
language_92,"[0, 1]",517
language_94,"[0, 0]",517
language_96,"[1, 1]",517
language_101,"[0, 1]",517
language_102,"[1, 1]",517
language_104,"[0, 1]",517
language_105,"[0, 1]",517
language_106,"[0, 1]",517
language_108,"[0, 0]",517
language_112,"[0, 1]",517
