LANGUAGE,LINEAGE,SET
language_4,"[0, 0]",417
language_5,"[1, 1]",417
language_11,"[0, 0]",417
language_12,"[0, 1]",417
language_13,"[0, 1]",417
language_14,"[0, 1]",417
language_15,"[1, 1]",417
language_17,"[0, 1]",417
language_18,"[0, 0]",417
language_20,"[0, 1]",417
language_21,"[0, 1]",417
language_22,"[1, 1]",417
language_23,"[0, 1]",417
language_24,"[0, 1]",417
language_25,"[0, 0]",417
language_27,"[0, 1]",417
language_28,"[1, 0]",417
language_30,"[1, 1]",417
language_31,"[1, 0]",417
language_32,"[0, 1]",417
language_33,"[0, 1]",417
language_35,"[0, 1]",417
language_36,"[0, 1]",417
language_37,"[0, 1]",417
language_38,"[1, 1]",417
language_39,"[0, 1]",417
language_40,"[0, 1]",417
language_41,"[0, 1]",417
language_42,"[1, 1]",417
language_45,"[0, 1]",417
language_46,"[1, 1]",417
language_47,"[0, 0]",417
language_49,"[0, 1]",417
language_50,"[0, 1]",417
language_53,"[0, 1]",417
language_54,"[0, 0]",417
language_55,"[0, 1]",417
language_56,"[0, 1]",417
language_57,"[0, 0]",417
language_58,"[0, 1]",417
language_59,"[0, 1]",417
language_60,"[0, 1]",417
language_62,"[0, 0]",417
language_63,"[0, 1]",417
language_64,"[1, 0]",417
language_68,"[0, 1]",417
language_70,"[0, 1]",417
language_71,"[0, 0]",417
language_72,"[0, 1]",417
language_73,"[1, 0]",417
language_74,"[1, 1]",417
language_75,"[0, 0]",417
language_76,"[0, 1]",417
language_77,"[0, 1]",417
language_78,"[1, 1]",417
language_79,"[0, 1]",417
language_80,"[0, 1]",417
language_82,"[1, 1]",417
language_85,"[0, 0]",417
language_86,"[0, 1]",417
language_87,"[0, 1]",417
language_88,"[1, 1]",417
language_89,"[0, 1]",417
language_90,"[0, 1]",417
language_93,"[0, 1]",417
language_94,"[0, 1]",417
language_96,"[0, 1]",417
language_97,"[0, 1]",417
language_100,"[0, 0]",417
language_101,"[0, 1]",417
language_102,"[0, 1]",417
language_103,"[0, 0]",417
language_104,"[0, 1]",417
language_106,"[1, 1]",417
language_107,"[0, 1]",417
language_109,"[0, 1]",417
language_111,"[0, 1]",417
language_112,"[0, 1]",417
language_115,"[0, 1]",417
language_116,"[0, 1]",417
language_117,"[0, 1]",417
language_118,"[1, 1]",417
language_120,"[0, 1]",417
language_121,"[0, 1]",417
language_122,"[0, 1]",417
language_124,"[0, 0]",417
language_126,"[0, 1]",417
language_127,"[0, 1]",417
language_128,"[0, 0]",417
language_129,"[0, 1]",417
language_130,"[0, 0]",417
language_131,"[1, 1]",417
language_133,"[0, 0]",417
language_134,"[0, 1]",417
language_136,"[1, 1]",417
language_138,"[1, 1]",417
language_139,"[0, 1]",417
language_141,"[0, 1]",417
