LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",864
language_3,"[0, 1]",864
language_7,"[0, 0]",864
language_8,"[1, 0]",864
language_9,"[0, 1]",864
language_10,"[1, 1]",864
language_12,"[0, 1]",864
language_14,"[0, 0]",864
language_15,"[0, 1]",864
language_17,"[0, 1]",864
language_18,"[1, 0]",864
language_19,"[1, 1]",864
language_20,"[0, 1]",864
language_22,"[0, 0]",864
language_23,"[1, 1]",864
language_26,"[0, 1]",864
language_27,"[0, 0]",864
language_28,"[0, 0]",864
language_29,"[0, 1]",864
language_30,"[1, 1]",864
language_31,"[0, 0]",864
language_32,"[0, 1]",864
language_33,"[0, 1]",864
language_34,"[0, 1]",864
language_35,"[1, 1]",864
language_37,"[0, 1]",864
language_38,"[0, 1]",864
language_39,"[0, 1]",864
language_40,"[1, 1]",864
language_41,"[0, 1]",864
language_44,"[0, 1]",864
language_45,"[0, 1]",864
language_46,"[0, 1]",864
language_47,"[1, 0]",864
language_48,"[0, 1]",864
language_49,"[0, 1]",864
language_51,"[0, 0]",864
language_52,"[0, 1]",864
language_53,"[0, 1]",864
language_54,"[1, 1]",864
language_58,"[0, 0]",864
language_59,"[0, 0]",864
language_60,"[1, 0]",864
language_61,"[1, 1]",864
language_62,"[0, 1]",864
language_65,"[0, 1]",864
language_66,"[1, 1]",864
language_67,"[1, 1]",864
language_68,"[0, 1]",864
language_69,"[0, 1]",864
language_71,"[0, 1]",864
language_72,"[0, 1]",864
language_74,"[0, 1]",864
language_76,"[0, 1]",864
language_77,"[0, 1]",864
language_79,"[1, 0]",864
language_80,"[0, 0]",864
language_81,"[0, 1]",864
language_82,"[0, 0]",864
language_83,"[1, 1]",864
language_85,"[0, 1]",864
language_87,"[1, 1]",864
language_88,"[1, 1]",864
language_89,"[0, 1]",864
language_90,"[0, 1]",864
language_92,"[0, 1]",864
language_94,"[0, 1]",864
language_95,"[0, 1]",864
language_96,"[0, 1]",864
language_98,"[0, 0]",864
language_99,"[0, 1]",864
language_100,"[0, 1]",864
language_101,"[0, 1]",864
language_102,"[0, 1]",864
language_103,"[0, 1]",864
language_104,"[0, 0]",864
language_105,"[0, 1]",864
language_107,"[0, 1]",864
language_109,"[1, 1]",864
language_114,"[1, 1]",864
language_115,"[0, 1]",864
language_120,"[0, 0]",864
language_121,"[0, 1]",864
language_122,"[1, 0]",864
language_123,"[0, 1]",864
language_124,"[0, 1]",864
language_127,"[0, 1]",864
language_128,"[0, 1]",864
language_129,"[0, 1]",864
language_131,"[0, 1]",864
language_133,"[0, 1]",864
language_134,"[0, 1]",864
language_136,"[1, 0]",864
language_137,"[0, 1]",864
language_139,"[0, 1]",864
language_140,"[0, 1]",864
language_141,"[0, 1]",864
language_143,"[0, 0]",864
language_144,"[0, 0]",864
language_145,"[1, 0]",864
language_147,"[1, 1]",864
language_149,"[0, 1]",864
language_150,"[0, 0]",864
language_152,"[0, 1]",864
language_158,"[1, 1]",864
language_159,"[0, 1]",864
language_162,"[1, 0]",864
language_164,"[1, 1]",864
language_168,"[1, 0]",864
language_169,"[0, 1]",864
language_172,"[0, 1]",864
language_173,"[0, 1]",864
language_176,"[0, 1]",864
language_177,"[0, 1]",864
language_178,"[0, 1]",864
language_180,"[0, 1]",864
language_181,"[0, 1]",864
language_182,"[0, 1]",864
language_184,"[0, 0]",864
language_185,"[1, 1]",864
language_186,"[0, 1]",864
language_187,"[0, 1]",864
language_189,"[0, 1]",864
language_191,"[0, 1]",864
language_192,"[0, 1]",864
language_193,"[0, 1]",864
language_194,"[0, 1]",864
language_195,"[0, 1]",864
language_198,"[1, 0]",864
language_199,"[0, 1]",864
language_200,"[0, 1]",864
language_205,"[1, 1]",864
language_207,"[1, 1]",864
language_209,"[0, 1]",864
language_210,"[0, 1]",864
language_211,"[1, 1]",864
language_213,"[0, 1]",864
language_214,"[1, 1]",864
language_217,"[0, 1]",864
language_219,"[0, 1]",864
language_221,"[0, 1]",864
language_223,"[0, 1]",864
language_225,"[1, 1]",864
language_226,"[0, 1]",864
language_227,"[1, 1]",864
language_228,"[0, 0]",864
language_229,"[0, 0]",864
language_230,"[0, 1]",864
language_232,"[1, 0]",864
language_233,"[0, 1]",864
language_235,"[1, 0]",864
language_236,"[0, 1]",864
language_237,"[1, 0]",864
language_238,"[0, 1]",864
language_239,"[1, 1]",864
language_240,"[0, 1]",864
language_242,"[0, 1]",864
language_243,"[0, 1]",864
language_244,"[0, 1]",864
language_245,"[0, 1]",864
language_246,"[0, 1]",864
language_249,"[0, 1]",864
language_250,"[1, 1]",864
language_251,"[0, 1]",864
language_253,"[0, 1]",864
language_254,"[0, 1]",864
