LANGUAGE,LINEAGE,SET
language_2,"[0, 1]",133
language_3,"[0, 1]",133
language_4,"[0, 1]",133
language_5,"[0, 1]",133
language_6,"[1, 0]",133
language_7,"[1, 1]",133
language_9,"[1, 1]",133
language_10,"[0, 1]",133
language_12,"[0, 1]",133
language_14,"[0, 1]",133
language_15,"[0, 1]",133
language_17,"[0, 1]",133
language_18,"[0, 1]",133
language_19,"[0, 1]",133
language_20,"[0, 0]",133
language_21,"[0, 0]",133
language_23,"[0, 0]",133
language_24,"[1, 1]",133
language_25,"[0, 1]",133
language_28,"[1, 1]",133
language_29,"[0, 1]",133
language_30,"[0, 1]",133
language_32,"[0, 0]",133
language_34,"[0, 1]",133
language_35,"[0, 1]",133
language_37,"[0, 1]",133
language_39,"[0, 1]",133
language_40,"[1, 0]",133
language_41,"[1, 0]",133
language_43,"[1, 1]",133
language_45,"[1, 0]",133
language_46,"[0, 1]",133
language_47,"[0, 1]",133
language_48,"[0, 1]",133
language_49,"[1, 1]",133
language_50,"[1, 1]",133
language_53,"[0, 1]",133
language_55,"[0, 1]",133
language_56,"[0, 1]",133
language_58,"[0, 1]",133
language_60,"[0, 1]",133
language_61,"[0, 1]",133
language_62,"[0, 1]",133
language_63,"[0, 1]",133
language_64,"[1, 1]",133
language_65,"[1, 1]",133
language_66,"[0, 1]",133
language_67,"[0, 1]",133
language_68,"[1, 1]",133
language_69,"[0, 1]",133
language_70,"[0, 1]",133
language_71,"[0, 1]",133
language_72,"[1, 1]",133
language_73,"[0, 0]",133
language_74,"[1, 1]",133
language_75,"[1, 1]",133
language_78,"[0, 1]",133
language_79,"[0, 1]",133
language_80,"[0, 1]",133
language_81,"[0, 1]",133
language_82,"[0, 1]",133
language_83,"[0, 1]",133
language_84,"[0, 1]",133
language_85,"[0, 1]",133
language_86,"[0, 1]",133
language_89,"[1, 1]",133
language_91,"[0, 1]",133
language_92,"[1, 1]",133
language_93,"[1, 1]",133
language_94,"[0, 1]",133
language_95,"[0, 1]",133
language_97,"[0, 1]",133
language_98,"[0, 1]",133
language_99,"[1, 0]",133
language_101,"[0, 1]",133
language_102,"[0, 1]",133
language_103,"[0, 1]",133
language_104,"[0, 1]",133
language_106,"[0, 1]",133
language_107,"[1, 1]",133
language_108,"[0, 0]",133
language_112,"[0, 1]",133
language_113,"[0, 1]",133
language_115,"[0, 1]",133
language_116,"[0, 1]",133
language_117,"[0, 1]",133
language_118,"[0, 1]",133
language_121,"[0, 1]",133
language_122,"[0, 1]",133
language_123,"[1, 0]",133
language_127,"[0, 1]",133
language_128,"[0, 1]",133
language_129,"[1, 0]",133
language_130,"[0, 1]",133
language_134,"[0, 1]",133
language_135,"[0, 1]",133
language_137,"[1, 1]",133
language_138,"[1, 1]",133
language_140,"[0, 1]",133
language_141,"[0, 1]",133
language_143,"[0, 1]",133
language_144,"[0, 1]",133
language_145,"[0, 1]",133
