LANGUAGE,LINEAGE,SET
language_3,"[0, 1]",837
language_5,"[1, 0]",837
language_6,"[0, 1]",837
language_7,"[1, 1]",837
language_8,"[0, 1]",837
language_9,"[1, 1]",837
language_10,"[0, 1]",837
language_11,"[0, 1]",837
language_12,"[0, 1]",837
language_14,"[0, 1]",837
language_15,"[0, 1]",837
language_16,"[1, 1]",837
language_18,"[0, 1]",837
language_19,"[1, 1]",837
language_21,"[0, 1]",837
language_23,"[0, 0]",837
language_24,"[0, 0]",837
language_25,"[1, 1]",837
language_28,"[0, 1]",837
language_29,"[0, 1]",837
language_34,"[0, 1]",837
language_35,"[0, 0]",837
language_36,"[0, 1]",837
language_38,"[0, 1]",837
language_39,"[0, 1]",837
language_40,"[0, 1]",837
language_42,"[0, 0]",837
language_43,"[0, 1]",837
language_44,"[0, 0]",837
language_45,"[0, 1]",837
language_48,"[0, 0]",837
language_49,"[0, 0]",837
language_53,"[0, 1]",837
language_54,"[1, 0]",837
language_55,"[1, 1]",837
language_57,"[1, 0]",837
language_58,"[0, 0]",837
language_59,"[1, 1]",837
language_61,"[0, 0]",837
language_63,"[1, 0]",837
language_64,"[0, 1]",837
language_65,"[1, 1]",837
language_66,"[0, 1]",837
language_68,"[0, 1]",837
language_69,"[0, 1]",837
language_70,"[0, 0]",837
language_72,"[0, 0]",837
language_74,"[0, 1]",837
language_75,"[0, 1]",837
language_76,"[0, 1]",837
language_77,"[1, 0]",837
language_78,"[0, 1]",837
language_80,"[1, 0]",837
language_81,"[0, 1]",837
language_82,"[0, 1]",837
language_84,"[0, 1]",837
language_85,"[0, 1]",837
language_87,"[1, 1]",837
language_88,"[0, 0]",837
language_89,"[0, 1]",837
language_90,"[0, 1]",837
language_92,"[0, 1]",837
language_96,"[0, 1]",837
language_97,"[0, 0]",837
language_99,"[1, 1]",837
language_102,"[0, 1]",837
language_103,"[1, 1]",837
language_104,"[0, 1]",837
language_105,"[1, 1]",837
language_109,"[1, 1]",837
language_110,"[0, 0]",837
language_112,"[1, 1]",837
language_113,"[1, 1]",837
language_116,"[0, 1]",837
language_118,"[0, 0]",837
language_119,"[0, 0]",837
language_120,"[0, 1]",837
language_122,"[1, 1]",837
language_123,"[0, 1]",837
language_124,"[0, 1]",837
language_125,"[0, 1]",837
language_128,"[0, 1]",837
language_129,"[0, 1]",837
language_130,"[0, 1]",837
language_131,"[0, 1]",837
language_132,"[1, 0]",837
language_134,"[0, 1]",837
language_136,"[0, 1]",837
language_138,"[0, 1]",837
language_141,"[1, 1]",837
language_142,"[1, 1]",837
language_143,"[1, 1]",837
language_144,"[0, 1]",837
language_145,"[1, 1]",837
language_147,"[0, 0]",837
language_150,"[0, 1]",837
language_151,"[0, 1]",837
language_152,"[0, 1]",837
language_155,"[0, 1]",837
language_156,"[0, 1]",837
language_160,"[0, 1]",837
language_161,"[0, 0]",837
language_162,"[0, 1]",837
language_163,"[0, 0]",837
language_164,"[0, 1]",837
language_165,"[0, 1]",837
language_166,"[0, 1]",837
language_167,"[0, 1]",837
language_169,"[0, 1]",837
language_170,"[0, 0]",837
language_173,"[0, 1]",837
language_174,"[0, 1]",837
language_175,"[0, 1]",837
language_176,"[0, 1]",837
language_177,"[0, 1]",837
language_178,"[0, 1]",837
language_180,"[0, 1]",837
language_182,"[1, 1]",837
language_183,"[1, 0]",837
language_186,"[0, 1]",837
language_188,"[0, 1]",837
language_190,"[1, 1]",837
language_192,"[1, 1]",837
language_193,"[0, 1]",837
language_196,"[0, 1]",837
language_197,"[0, 1]",837
language_200,"[1, 1]",837
language_202,"[1, 1]",837
language_203,"[0, 1]",837
language_204,"[0, 1]",837
language_208,"[0, 1]",837
language_209,"[0, 1]",837
language_210,"[0, 1]",837
language_211,"[0, 0]",837
language_212,"[1, 1]",837
language_213,"[0, 1]",837
language_214,"[0, 1]",837
language_215,"[1, 1]",837
language_218,"[0, 1]",837
language_219,"[1, 1]",837
language_221,"[0, 0]",837
language_222,"[0, 1]",837
language_223,"[0, 1]",837
language_224,"[0, 1]",837
language_226,"[0, 1]",837
language_229,"[0, 1]",837
language_230,"[0, 1]",837
language_231,"[1, 0]",837
language_232,"[0, 0]",837
language_233,"[0, 1]",837
language_235,"[0, 1]",837
language_236,"[0, 1]",837
language_237,"[0, 1]",837
language_239,"[0, 1]",837
language_241,"[0, 1]",837
language_243,"[0, 1]",837
language_244,"[0, 1]",837
language_246,"[0, 0]",837
language_249,"[0, 1]",837
language_252,"[0, 1]",837
language_255,"[0, 1]",837
language_257,"[1, 1]",837
language_259,"[0, 1]",837
language_261,"[1, 1]",837
language_263,"[0, 1]",837
language_264,"[0, 1]",837
language_265,"[1, 1]",837
language_268,"[0, 1]",837
language_269,"[0, 1]",837
language_271,"[0, 0]",837
language_273,"[0, 1]",837
language_274,"[0, 0]",837
language_275,"[0, 1]",837
language_277,"[0, 1]",837
language_280,"[0, 1]",837
language_283,"[0, 0]",837
language_284,"[0, 1]",837
language_285,"[0, 0]",837
language_286,"[0, 1]",837
language_287,"[0, 0]",837
language_288,"[1, 0]",837
language_289,"[0, 1]",837
language_290,"[0, 1]",837
language_293,"[0, 0]",837
language_297,"[0, 1]",837
language_298,"[0, 1]",837
language_299,"[0, 1]",837
language_301,"[0, 1]",837
language_302,"[0, 1]",837
language_303,"[0, 0]",837
language_305,"[0, 1]",837
language_306,"[1, 1]",837
language_308,"[0, 1]",837
language_309,"[1, 1]",837
language_310,"[0, 1]",837
language_312,"[0, 1]",837
language_315,"[0, 1]",837
language_317,"[1, 1]",837
language_318,"[0, 1]",837
language_319,"[0, 1]",837
language_322,"[0, 1]",837
language_323,"[0, 0]",837
language_324,"[0, 1]",837
language_325,"[0, 0]",837
language_327,"[0, 1]",837
language_330,"[0, 1]",837
language_332,"[1, 1]",837
language_334,"[1, 1]",837
language_335,"[0, 1]",837
language_336,"[0, 0]",837
language_338,"[0, 0]",837
language_340,"[0, 0]",837
language_341,"[0, 1]",837
language_342,"[0, 0]",837
language_343,"[0, 1]",837
language_346,"[0, 1]",837
language_349,"[0, 1]",837
language_350,"[0, 1]",837
language_351,"[1, 1]",837
language_355,"[1, 0]",837
language_356,"[1, 1]",837
language_360,"[0, 1]",837
language_361,"[0, 1]",837
language_362,"[0, 1]",837
language_366,"[1, 0]",837
language_367,"[0, 0]",837
language_368,"[1, 0]",837
language_370,"[0, 1]",837
language_371,"[0, 1]",837
language_372,"[0, 0]",837
language_373,"[0, 1]",837
language_374,"[0, 0]",837
language_377,"[0, 1]",837
language_378,"[0, 1]",837
language_379,"[0, 1]",837
language_380,"[0, 1]",837
language_382,"[0, 1]",837
language_383,"[0, 0]",837
language_384,"[0, 1]",837
language_385,"[0, 0]",837
language_388,"[1, 1]",837
language_390,"[0, 1]",837
language_391,"[1, 1]",837
language_392,"[0, 1]",837
language_394,"[0, 0]",837
language_395,"[0, 1]",837
language_396,"[0, 1]",837
language_397,"[0, 1]",837
language_401,"[0, 0]",837
language_403,"[0, 1]",837
language_405,"[1, 1]",837
language_407,"[1, 1]",837
language_408,"[1, 1]",837
language_409,"[0, 0]",837
language_410,"[0, 1]",837
language_411,"[1, 1]",837
language_412,"[0, 1]",837
language_413,"[0, 1]",837
language_414,"[1, 1]",837
language_415,"[0, 0]",837
language_418,"[0, 1]",837
language_419,"[1, 1]",837
language_420,"[0, 1]",837
language_421,"[0, 1]",837
language_422,"[0, 0]",837
language_423,"[0, 1]",837
language_424,"[1, 1]",837
language_425,"[0, 0]",837
language_427,"[0, 0]",837
language_428,"[1, 1]",837
language_429,"[0, 1]",837
language_430,"[1, 0]",837
language_431,"[0, 1]",837
language_432,"[1, 1]",837
language_433,"[1, 1]",837
language_434,"[0, 1]",837
language_435,"[0, 1]",837
language_436,"[0, 1]",837
language_437,"[0, 1]",837
language_438,"[1, 1]",837
language_439,"[0, 0]",837
language_440,"[1, 1]",837
language_441,"[0, 1]",837
language_442,"[0, 1]",837
language_443,"[1, 1]",837
language_444,"[0, 1]",837
language_446,"[0, 1]",837
language_447,"[1, 1]",837
language_448,"[1, 1]",837
language_454,"[0, 1]",837
language_456,"[0, 1]",837
language_459,"[1, 1]",837
language_460,"[0, 1]",837
language_462,"[1, 0]",837
language_463,"[0, 1]",837
language_466,"[0, 1]",837
language_467,"[0, 0]",837
language_468,"[0, 1]",837
language_469,"[1, 1]",837
language_472,"[1, 1]",837
language_473,"[0, 1]",837
language_475,"[0, 1]",837
language_478,"[1, 1]",837
language_479,"[1, 1]",837
language_480,"[0, 1]",837
language_481,"[0, 1]",837
language_482,"[0, 1]",837
language_484,"[0, 0]",837
language_485,"[0, 0]",837
language_488,"[0, 0]",837
language_491,"[0, 1]",837
language_492,"[1, 0]",837
language_493,"[0, 1]",837
language_494,"[0, 0]",837
language_495,"[0, 1]",837
language_496,"[1, 0]",837
language_498,"[0, 1]",837
language_501,"[0, 1]",837
language_503,"[0, 0]",837
language_505,"[1, 0]",837
language_506,"[1, 0]",837
language_508,"[1, 1]",837
language_509,"[1, 0]",837
language_511,"[0, 1]",837
language_512,"[0, 1]",837
language_513,"[1, 1]",837
language_515,"[1, 1]",837
language_516,"[0, 1]",837
language_517,"[0, 0]",837
language_518,"[0, 1]",837
language_519,"[1, 1]",837
language_521,"[0, 0]",837
language_522,"[1, 1]",837
language_523,"[0, 1]",837
language_524,"[0, 1]",837
language_525,"[0, 1]",837
language_526,"[1, 1]",837
language_527,"[0, 0]",837
language_528,"[0, 1]",837
language_529,"[0, 1]",837
language_530,"[0, 1]",837
language_531,"[0, 1]",837
language_532,"[1, 1]",837
language_534,"[0, 1]",837
language_535,"[0, 1]",837
language_536,"[1, 1]",837
language_537,"[0, 1]",837
language_538,"[0, 1]",837
language_541,"[1, 1]",837
language_542,"[0, 0]",837
language_543,"[0, 1]",837
language_545,"[0, 1]",837
language_546,"[0, 1]",837
language_547,"[1, 1]",837
language_548,"[0, 1]",837
language_549,"[0, 1]",837
language_551,"[1, 1]",837
language_553,"[0, 1]",837
language_554,"[1, 1]",837
language_555,"[0, 1]",837
language_557,"[1, 1]",837
language_558,"[0, 1]",837
language_559,"[0, 1]",837
language_560,"[0, 1]",837
language_561,"[0, 1]",837
language_562,"[0, 1]",837
language_564,"[0, 1]",837
language_566,"[1, 1]",837
language_568,"[0, 1]",837
language_569,"[0, 0]",837
language_571,"[1, 1]",837
language_572,"[0, 0]",837
language_574,"[0, 1]",837
language_575,"[1, 1]",837
language_576,"[1, 1]",837
language_577,"[0, 0]",837
language_578,"[1, 1]",837
language_579,"[0, 1]",837
language_580,"[0, 1]",837
language_581,"[0, 1]",837
language_582,"[0, 1]",837
language_583,"[1, 1]",837
language_584,"[0, 0]",837
language_587,"[0, 0]",837
language_589,"[1, 1]",837
language_590,"[1, 0]",837
language_592,"[1, 1]",837
language_593,"[0, 1]",837
