LANGUAGE,LINEAGE,SET
language_3,"[0, 1]",817
language_4,"[0, 1]",817
language_5,"[1, 0]",817
language_6,"[0, 1]",817
language_8,"[0, 1]",817
language_10,"[0, 1]",817
language_11,"[0, 1]",817
language_13,"[0, 1]",817
language_15,"[1, 0]",817
language_16,"[0, 1]",817
language_18,"[0, 1]",817
language_20,"[1, 1]",817
language_23,"[0, 1]",817
language_26,"[1, 1]",817
language_27,"[1, 1]",817
language_30,"[0, 1]",817
language_32,"[1, 1]",817
language_33,"[0, 1]",817
language_35,"[0, 1]",817
language_36,"[0, 1]",817
language_37,"[0, 1]",817
language_38,"[0, 1]",817
language_40,"[0, 0]",817
language_41,"[1, 1]",817
language_43,"[0, 1]",817
language_44,"[0, 0]",817
language_45,"[0, 1]",817
language_47,"[1, 1]",817
language_50,"[0, 1]",817
language_51,"[1, 1]",817
language_52,"[1, 0]",817
language_55,"[0, 1]",817
language_56,"[1, 1]",817
language_58,"[0, 1]",817
language_59,"[1, 0]",817
language_60,"[0, 0]",817
language_61,"[1, 1]",817
language_64,"[0, 1]",817
language_65,"[1, 0]",817
language_66,"[1, 1]",817
language_67,"[0, 0]",817
language_68,"[0, 1]",817
language_69,"[0, 1]",817
language_70,"[0, 1]",817
language_71,"[0, 1]",817
language_72,"[1, 1]",817
language_74,"[0, 1]",817
language_76,"[0, 0]",817
language_79,"[0, 0]",817
language_82,"[0, 0]",817
language_83,"[0, 1]",817
language_85,"[0, 0]",817
language_86,"[0, 0]",817
language_87,"[1, 1]",817
language_89,"[0, 0]",817
language_92,"[0, 1]",817
language_93,"[0, 1]",817
language_94,"[0, 1]",817
language_95,"[1, 1]",817
language_96,"[0, 1]",817
language_97,"[1, 1]",817
language_98,"[0, 1]",817
language_99,"[1, 1]",817
language_100,"[0, 0]",817
language_101,"[0, 1]",817
language_102,"[0, 1]",817
language_103,"[0, 1]",817
language_105,"[0, 1]",817
language_106,"[1, 1]",817
language_108,"[1, 1]",817
language_109,"[0, 0]",817
language_111,"[1, 1]",817
language_112,"[0, 0]",817
language_114,"[0, 1]",817
language_115,"[0, 1]",817
language_117,"[0, 1]",817
language_118,"[0, 1]",817
language_120,"[1, 1]",817
language_121,"[1, 1]",817
language_123,"[0, 1]",817
language_124,"[0, 0]",817
language_125,"[0, 1]",817
language_126,"[0, 1]",817
language_127,"[0, 0]",817
language_128,"[1, 1]",817
language_130,"[0, 1]",817
language_131,"[0, 1]",817
language_132,"[1, 1]",817
language_135,"[0, 1]",817
language_137,"[1, 0]",817
language_138,"[1, 1]",817
language_140,"[1, 0]",817
language_142,"[0, 1]",817
language_143,"[0, 1]",817
language_145,"[1, 1]",817
language_146,"[1, 1]",817
language_147,"[0, 1]",817
language_148,"[1, 0]",817
language_149,"[0, 1]",817
language_150,"[0, 0]",817
language_151,"[0, 1]",817
language_153,"[0, 0]",817
language_154,"[0, 0]",817
language_158,"[0, 1]",817
language_161,"[0, 1]",817
language_163,"[0, 0]",817
language_164,"[0, 1]",817
language_165,"[0, 0]",817
language_166,"[0, 0]",817
language_171,"[0, 1]",817
language_173,"[1, 0]",817
language_174,"[0, 0]",817
language_175,"[0, 1]",817
language_177,"[0, 1]",817
language_179,"[0, 0]",817
language_181,"[0, 1]",817
language_182,"[0, 1]",817
language_184,"[0, 1]",817
language_185,"[0, 1]",817
language_186,"[0, 0]",817
language_187,"[0, 0]",817
language_188,"[0, 1]",817
language_190,"[0, 0]",817
language_191,"[0, 1]",817
language_192,"[1, 1]",817
language_195,"[0, 1]",817
language_196,"[1, 1]",817
language_197,"[0, 0]",817
language_199,"[0, 1]",817
language_200,"[1, 1]",817
language_201,"[1, 1]",817
language_202,"[0, 1]",817
language_205,"[0, 0]",817
language_207,"[1, 1]",817
language_210,"[0, 1]",817
language_213,"[1, 1]",817
language_214,"[0, 0]",817
language_216,"[1, 1]",817
language_218,"[1, 1]",817
language_220,"[1, 1]",817
language_221,"[0, 1]",817
language_222,"[0, 1]",817
language_224,"[1, 0]",817
language_226,"[0, 0]",817
language_228,"[1, 0]",817
language_229,"[0, 1]",817
language_230,"[0, 1]",817
language_231,"[0, 1]",817
language_233,"[1, 0]",817
language_234,"[1, 1]",817
language_236,"[0, 0]",817
language_237,"[1, 1]",817
language_238,"[0, 1]",817
language_239,"[1, 1]",817
language_240,"[0, 1]",817
language_241,"[1, 1]",817
language_243,"[0, 1]",817
language_245,"[0, 1]",817
language_246,"[0, 1]",817
language_247,"[0, 1]",817
language_249,"[1, 0]",817
language_250,"[0, 0]",817
language_252,"[0, 1]",817
language_253,"[1, 1]",817
language_254,"[0, 1]",817
language_255,"[0, 0]",817
language_256,"[0, 1]",817
language_257,"[1, 1]",817
language_258,"[0, 1]",817
language_259,"[0, 1]",817
language_261,"[0, 0]",817
language_262,"[0, 1]",817
language_263,"[1, 1]",817
language_264,"[0, 1]",817
language_265,"[0, 0]",817
language_268,"[0, 0]",817
language_269,"[0, 1]",817
language_271,"[1, 1]",817
language_273,"[0, 0]",817
language_274,"[0, 1]",817
language_275,"[1, 1]",817
language_277,"[0, 1]",817
language_278,"[0, 1]",817
language_279,"[0, 1]",817
language_284,"[1, 1]",817
language_285,"[0, 1]",817
language_286,"[0, 1]",817
language_288,"[0, 1]",817
language_289,"[1, 1]",817
language_290,"[0, 1]",817
language_291,"[0, 1]",817
language_292,"[0, 1]",817
language_294,"[0, 0]",817
language_295,"[0, 1]",817
language_296,"[0, 1]",817
language_297,"[1, 1]",817
language_298,"[0, 0]",817
language_299,"[0, 1]",817
language_301,"[0, 1]",817
language_302,"[0, 1]",817
language_303,"[1, 1]",817
language_304,"[1, 1]",817
language_305,"[0, 1]",817
language_308,"[0, 0]",817
language_309,"[1, 1]",817
language_311,"[0, 1]",817
language_312,"[0, 1]",817
language_313,"[0, 1]",817
language_314,"[1, 1]",817
language_315,"[0, 1]",817
language_317,"[1, 1]",817
language_318,"[0, 1]",817
language_319,"[0, 1]",817
language_320,"[0, 0]",817
language_321,"[0, 1]",817
language_322,"[0, 0]",817
language_323,"[1, 0]",817
language_325,"[0, 0]",817
language_327,"[0, 0]",817
language_329,"[0, 1]",817
language_331,"[0, 1]",817
language_332,"[0, 0]",817
language_333,"[1, 1]",817
language_334,"[0, 1]",817
language_335,"[0, 1]",817
language_336,"[0, 1]",817
language_338,"[0, 1]",817
language_340,"[0, 0]",817
language_342,"[0, 0]",817
language_343,"[1, 0]",817
language_344,"[0, 1]",817
language_345,"[0, 0]",817
language_346,"[0, 1]",817
language_347,"[0, 0]",817
language_348,"[0, 1]",817
language_349,"[0, 1]",817
language_352,"[1, 1]",817
language_353,"[0, 1]",817
language_355,"[0, 1]",817
language_356,"[1, 1]",817
language_358,"[1, 1]",817
language_359,"[0, 1]",817
language_360,"[0, 1]",817
language_363,"[0, 0]",817
language_365,"[1, 1]",817
language_366,"[0, 1]",817
language_367,"[0, 1]",817
language_368,"[0, 1]",817
language_370,"[0, 1]",817
language_374,"[0, 1]",817
language_375,"[0, 1]",817
language_376,"[0, 0]",817
language_377,"[0, 0]",817
language_379,"[0, 1]",817
language_380,"[0, 1]",817
language_382,"[0, 0]",817
language_384,"[0, 0]",817
language_385,"[0, 1]",817
language_386,"[0, 1]",817
language_388,"[1, 1]",817
language_389,"[0, 1]",817
language_390,"[1, 0]",817
language_392,"[0, 0]",817
language_393,"[1, 1]",817
language_394,"[0, 1]",817
language_396,"[0, 1]",817
language_397,"[1, 1]",817
language_398,"[0, 1]",817
language_399,"[0, 1]",817
language_401,"[0, 0]",817
language_402,"[1, 1]",817
language_403,"[1, 1]",817
language_405,"[0, 0]",817
language_406,"[0, 1]",817
language_407,"[0, 1]",817
language_408,"[0, 1]",817
language_409,"[0, 1]",817
language_411,"[0, 0]",817
language_412,"[0, 1]",817
language_413,"[0, 1]",817
language_414,"[0, 1]",817
language_416,"[0, 1]",817
language_418,"[1, 1]",817
language_421,"[0, 0]",817
language_422,"[0, 1]",817
language_425,"[0, 1]",817
language_426,"[1, 1]",817
language_427,"[0, 1]",817
language_428,"[0, 1]",817
language_429,"[0, 0]",817
language_431,"[1, 1]",817
language_432,"[1, 1]",817
language_433,"[0, 0]",817
language_434,"[0, 1]",817
language_435,"[1, 0]",817
language_436,"[0, 0]",817
language_438,"[1, 1]",817
language_439,"[1, 1]",817
language_440,"[1, 1]",817
language_442,"[1, 1]",817
language_443,"[1, 0]",817
language_445,"[0, 1]",817
language_446,"[1, 0]",817
language_447,"[0, 1]",817
language_448,"[0, 1]",817
language_450,"[0, 1]",817
language_451,"[0, 1]",817
language_453,"[0, 1]",817
language_454,"[0, 1]",817
language_458,"[1, 0]",817
language_459,"[0, 1]",817
language_461,"[1, 1]",817
language_465,"[1, 1]",817
language_467,"[0, 1]",817
language_469,"[0, 0]",817
language_470,"[0, 1]",817
language_471,"[0, 1]",817
language_473,"[1, 0]",817
language_476,"[0, 1]",817
language_477,"[0, 1]",817
language_478,"[0, 1]",817
language_479,"[0, 0]",817
language_482,"[1, 1]",817
language_483,"[0, 1]",817
language_484,"[0, 1]",817
language_485,"[1, 1]",817
language_486,"[0, 1]",817
language_487,"[0, 0]",817
language_488,"[0, 1]",817
language_490,"[0, 0]",817
language_491,"[1, 0]",817
language_493,"[0, 1]",817
language_494,"[0, 0]",817
language_495,"[0, 1]",817
language_497,"[0, 1]",817
language_498,"[0, 1]",817
language_499,"[1, 1]",817
language_500,"[0, 1]",817
language_501,"[0, 1]",817
language_502,"[1, 1]",817
language_503,"[0, 0]",817
language_505,"[0, 1]",817
language_506,"[1, 1]",817
language_507,"[1, 0]",817
language_509,"[1, 1]",817
language_512,"[1, 1]",817
language_513,"[0, 1]",817
language_514,"[0, 1]",817
language_515,"[0, 0]",817
language_516,"[0, 1]",817
language_517,"[1, 1]",817
language_523,"[0, 1]",817
language_527,"[0, 1]",817
language_528,"[0, 0]",817
language_529,"[0, 1]",817
language_530,"[0, 0]",817
language_532,"[0, 1]",817
language_533,"[0, 1]",817
language_534,"[0, 1]",817
language_537,"[0, 1]",817
language_538,"[1, 1]",817
language_539,"[1, 1]",817
language_540,"[0, 1]",817
language_543,"[0, 0]",817
language_544,"[0, 1]",817
language_546,"[0, 0]",817
language_547,"[0, 0]",817
language_549,"[0, 1]",817
language_550,"[1, 1]",817
language_551,"[1, 1]",817
language_553,"[1, 1]",817
language_554,"[0, 1]",817
language_555,"[1, 1]",817
language_556,"[0, 0]",817
language_557,"[0, 0]",817
language_559,"[1, 1]",817
language_560,"[0, 1]",817
language_561,"[1, 0]",817
language_562,"[0, 1]",817
language_563,"[0, 1]",817
language_566,"[0, 1]",817
language_567,"[0, 1]",817
language_568,"[1, 0]",817
language_570,"[0, 1]",817
language_571,"[0, 0]",817
language_572,"[0, 1]",817
language_573,"[0, 1]",817
language_575,"[1, 1]",817
language_576,"[0, 1]",817
language_578,"[1, 1]",817
language_579,"[0, 1]",817
language_580,"[0, 1]",817
language_581,"[0, 1]",817
language_582,"[0, 1]",817
language_583,"[0, 1]",817
language_585,"[1, 1]",817
language_586,"[1, 1]",817
language_587,"[0, 0]",817
language_589,"[0, 1]",817
language_590,"[1, 1]",817
language_591,"[0, 1]",817
language_592,"[0, 1]",817
language_593,"[0, 0]",817
language_595,"[1, 1]",817
language_597,"[0, 1]",817
language_598,"[1, 0]",817
language_599,"[1, 1]",817
language_605,"[1, 0]",817
language_606,"[0, 1]",817
language_612,"[1, 1]",817
language_614,"[1, 1]",817
language_615,"[1, 1]",817
language_616,"[1, 1]",817
language_618,"[0, 0]",817
language_619,"[0, 1]",817
language_620,"[1, 1]",817
language_622,"[0, 1]",817
language_623,"[0, 1]",817
language_627,"[0, 0]",817
language_628,"[0, 1]",817
language_629,"[0, 1]",817
language_631,"[0, 1]",817
language_632,"[0, 1]",817
language_633,"[0, 1]",817
language_634,"[0, 1]",817
language_635,"[0, 1]",817
language_636,"[0, 1]",817
language_637,"[0, 0]",817
language_642,"[1, 1]",817
language_643,"[0, 1]",817
language_644,"[0, 1]",817
language_645,"[1, 1]",817
language_649,"[1, 1]",817
language_651,"[0, 1]",817
language_652,"[0, 1]",817
language_654,"[0, 1]",817
language_656,"[0, 1]",817
language_658,"[1, 0]",817
language_660,"[0, 1]",817
language_661,"[0, 0]",817
language_664,"[1, 1]",817
language_665,"[0, 1]",817
language_666,"[0, 1]",817
language_667,"[1, 1]",817
language_668,"[0, 1]",817
language_669,"[0, 1]",817
language_670,"[1, 1]",817
language_671,"[0, 1]",817
language_672,"[0, 0]",817
language_673,"[1, 0]",817
language_674,"[0, 0]",817
language_676,"[1, 1]",817
language_677,"[1, 0]",817
language_678,"[0, 1]",817
language_679,"[1, 1]",817
language_681,"[0, 1]",817
language_682,"[0, 1]",817
language_683,"[0, 1]",817
language_684,"[0, 1]",817
language_688,"[0, 1]",817
language_691,"[0, 1]",817
language_692,"[0, 1]",817
language_693,"[1, 1]",817
language_697,"[0, 1]",817
language_698,"[1, 1]",817
language_699,"[1, 1]",817
language_700,"[0, 1]",817
language_704,"[0, 1]",817
language_705,"[0, 0]",817
language_706,"[0, 1]",817
language_707,"[0, 0]",817
language_708,"[0, 1]",817
language_709,"[1, 1]",817
language_711,"[0, 1]",817
language_713,"[1, 0]",817
language_714,"[0, 1]",817
language_715,"[0, 1]",817
language_718,"[0, 0]",817
language_719,"[0, 0]",817
language_721,"[0, 1]",817
language_722,"[0, 1]",817
language_723,"[0, 0]",817
language_724,"[0, 1]",817
language_725,"[1, 1]",817
language_728,"[0, 1]",817
language_729,"[1, 1]",817
language_734,"[0, 1]",817
language_736,"[0, 1]",817
language_737,"[0, 1]",817
language_739,"[0, 1]",817
language_740,"[0, 1]",817
language_741,"[0, 1]",817
language_745,"[0, 1]",817
language_747,"[0, 1]",817
language_749,"[0, 0]",817
language_750,"[1, 1]",817
language_753,"[0, 1]",817
language_754,"[0, 1]",817
language_756,"[0, 1]",817
language_757,"[1, 1]",817
language_758,"[0, 1]",817
language_759,"[0, 1]",817
language_760,"[0, 1]",817
language_761,"[0, 1]",817
language_762,"[0, 1]",817
language_764,"[0, 1]",817
language_765,"[1, 1]",817
language_766,"[0, 1]",817
language_767,"[0, 1]",817
language_768,"[0, 0]",817
language_769,"[0, 0]",817
language_771,"[1, 1]",817
language_772,"[0, 0]",817
language_775,"[0, 0]",817
language_776,"[1, 0]",817
language_778,"[1, 0]",817
language_779,"[1, 1]",817
language_780,"[1, 1]",817
language_782,"[1, 1]",817
language_783,"[0, 1]",817
language_784,"[0, 1]",817
language_785,"[0, 1]",817
language_786,"[0, 1]",817
language_787,"[0, 1]",817
