LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",743
language_2,"[1, 1]",743
language_4,"[1, 0]",743
language_7,"[1, 1]",743
language_8,"[0, 1]",743
language_9,"[0, 1]",743
language_11,"[0, 0]",743
language_13,"[0, 1]",743
language_14,"[1, 1]",743
language_15,"[0, 1]",743
language_16,"[1, 0]",743
language_17,"[1, 1]",743
language_18,"[1, 1]",743
language_19,"[1, 1]",743
language_21,"[0, 1]",743
language_22,"[1, 1]",743
language_24,"[0, 1]",743
language_25,"[1, 1]",743
language_26,"[1, 1]",743
language_27,"[0, 1]",743
language_29,"[0, 1]",743
language_32,"[1, 1]",743
language_35,"[0, 1]",743
language_37,"[1, 0]",743
language_41,"[0, 1]",743
language_43,"[0, 1]",743
language_45,"[0, 1]",743
language_46,"[0, 1]",743
language_47,"[0, 0]",743
language_50,"[0, 0]",743
language_55,"[1, 1]",743
language_56,"[0, 1]",743
language_57,"[0, 1]",743
language_58,"[0, 0]",743
language_60,"[0, 0]",743
language_62,"[1, 0]",743
language_64,"[0, 0]",743
language_66,"[0, 0]",743
language_67,"[1, 1]",743
language_68,"[0, 1]",743
language_69,"[1, 1]",743
language_70,"[0, 1]",743
language_72,"[0, 0]",743
language_74,"[1, 1]",743
language_75,"[0, 0]",743
language_76,"[0, 1]",743
language_78,"[0, 1]",743
language_80,"[0, 1]",743
language_82,"[0, 1]",743
language_83,"[0, 1]",743
language_87,"[1, 1]",743
language_89,"[0, 1]",743
language_90,"[0, 1]",743
language_93,"[0, 1]",743
language_94,"[0, 1]",743
language_95,"[0, 1]",743
language_96,"[0, 1]",743
language_101,"[1, 1]",743
language_102,"[1, 0]",743
language_103,"[0, 1]",743
language_104,"[0, 1]",743
language_105,"[0, 1]",743
language_106,"[1, 1]",743
language_107,"[0, 1]",743
language_108,"[0, 1]",743
language_109,"[0, 1]",743
language_110,"[0, 1]",743
language_112,"[0, 1]",743
language_114,"[1, 0]",743
language_115,"[0, 0]",743
language_116,"[1, 0]",743
language_118,"[0, 1]",743
language_119,"[1, 1]",743
language_121,"[0, 1]",743
language_122,"[0, 1]",743
language_123,"[0, 1]",743
language_124,"[1, 1]",743
language_125,"[0, 1]",743
language_126,"[1, 1]",743
language_127,"[0, 1]",743
language_128,"[0, 1]",743
language_129,"[0, 1]",743
language_130,"[0, 1]",743
language_133,"[1, 1]",743
language_135,"[0, 1]",743
language_136,"[0, 0]",743
language_138,"[0, 1]",743
language_140,"[0, 1]",743
language_143,"[0, 1]",743
language_144,"[0, 1]",743
language_146,"[1, 1]",743
language_148,"[0, 1]",743
language_150,"[0, 1]",743
language_152,"[0, 0]",743
language_155,"[0, 1]",743
language_156,"[0, 1]",743
language_157,"[0, 0]",743
language_161,"[0, 1]",743
language_163,"[0, 0]",743
language_166,"[0, 1]",743
language_167,"[0, 1]",743
language_168,"[0, 0]",743
language_169,"[0, 0]",743
language_172,"[0, 0]",743
language_173,"[1, 0]",743
language_174,"[0, 1]",743
language_176,"[0, 1]",743
language_177,"[0, 0]",743
language_179,"[0, 0]",743
language_181,"[0, 1]",743
language_183,"[0, 1]",743
language_186,"[0, 1]",743
language_187,"[0, 1]",743
language_188,"[0, 0]",743
language_189,"[0, 1]",743
language_192,"[0, 1]",743
language_197,"[0, 0]",743
language_199,"[0, 0]",743
language_200,"[0, 1]",743
language_201,"[1, 1]",743
language_202,"[0, 1]",743
language_203,"[0, 1]",743
language_204,"[1, 1]",743
language_205,"[0, 1]",743
language_206,"[1, 1]",743
language_207,"[0, 0]",743
language_208,"[0, 1]",743
language_209,"[0, 1]",743
language_210,"[1, 1]",743
language_212,"[0, 0]",743
language_213,"[0, 1]",743
language_215,"[0, 1]",743
language_217,"[0, 1]",743
language_218,"[0, 0]",743
language_219,"[0, 0]",743
language_220,"[0, 1]",743
language_221,"[1, 0]",743
language_223,"[0, 1]",743
language_224,"[0, 1]",743
language_228,"[0, 1]",743
language_229,"[1, 1]",743
language_230,"[0, 1]",743
language_231,"[1, 1]",743
language_232,"[1, 0]",743
language_233,"[0, 1]",743
language_234,"[0, 1]",743
language_238,"[1, 1]",743
language_239,"[0, 1]",743
language_240,"[0, 0]",743
language_241,"[0, 1]",743
language_242,"[0, 0]",743
language_243,"[0, 0]",743
language_244,"[1, 1]",743
language_245,"[1, 1]",743
language_247,"[0, 0]",743
language_248,"[1, 1]",743
language_249,"[0, 0]",743
language_251,"[0, 1]",743
language_252,"[0, 1]",743
language_260,"[0, 1]",743
language_261,"[0, 1]",743
language_262,"[1, 1]",743
language_263,"[0, 1]",743
language_264,"[0, 1]",743
language_265,"[0, 1]",743
language_266,"[0, 0]",743
language_268,"[0, 0]",743
language_269,"[0, 0]",743
language_271,"[0, 1]",743
language_272,"[0, 1]",743
language_273,"[0, 1]",743
language_275,"[1, 1]",743
language_276,"[0, 1]",743
language_277,"[0, 1]",743
language_278,"[0, 1]",743
language_280,"[1, 1]",743
language_281,"[1, 1]",743
language_283,"[0, 1]",743
language_285,"[0, 0]",743
language_287,"[1, 1]",743
language_288,"[0, 1]",743
language_289,"[1, 1]",743
language_290,"[0, 1]",743
language_291,"[1, 1]",743
language_292,"[0, 1]",743
language_295,"[0, 1]",743
language_300,"[0, 1]",743
language_302,"[0, 1]",743
language_303,"[0, 1]",743
language_304,"[0, 1]",743
language_306,"[0, 1]",743
language_308,"[0, 1]",743
language_309,"[1, 0]",743
language_310,"[1, 1]",743
language_311,"[0, 1]",743
language_313,"[0, 0]",743
language_317,"[0, 1]",743
language_318,"[0, 1]",743
language_319,"[0, 1]",743
language_320,"[0, 0]",743
language_321,"[0, 1]",743
language_323,"[0, 1]",743
language_325,"[1, 1]",743
language_326,"[0, 1]",743
language_330,"[1, 1]",743
language_331,"[0, 1]",743
language_332,"[0, 1]",743
language_333,"[0, 1]",743
language_334,"[0, 1]",743
language_335,"[1, 0]",743
language_336,"[0, 1]",743
language_339,"[0, 1]",743
language_341,"[0, 1]",743
