LANGUAGE,LINEAGE,SET
language_3,"[1, 0]",14
language_4,"[0, 1]",14
language_5,"[0, 1]",14
language_8,"[0, 0]",14
language_9,"[1, 0]",14
language_10,"[0, 0]",14
language_11,"[0, 1]",14
language_12,"[0, 1]",14
language_13,"[1, 1]",14
language_16,"[0, 1]",14
language_17,"[0, 1]",14
language_20,"[0, 1]",14
language_21,"[1, 1]",14
language_22,"[0, 1]",14
language_23,"[1, 1]",14
language_24,"[0, 1]",14
language_25,"[1, 1]",14
language_27,"[0, 1]",14
language_28,"[0, 1]",14
language_31,"[0, 1]",14
language_32,"[0, 1]",14
language_33,"[0, 1]",14
language_37,"[0, 1]",14
language_39,"[1, 1]",14
language_42,"[0, 1]",14
language_44,"[1, 0]",14
language_45,"[0, 1]",14
language_47,"[0, 1]",14
language_49,"[1, 1]",14
language_52,"[1, 1]",14
language_53,"[0, 1]",14
language_55,"[1, 0]",14
language_56,"[0, 1]",14
language_57,"[1, 0]",14
language_59,"[1, 1]",14
language_61,"[1, 0]",14
language_63,"[0, 1]",14
language_65,"[0, 1]",14
language_66,"[1, 1]",14
language_67,"[0, 1]",14
language_68,"[0, 1]",14
language_69,"[1, 1]",14
language_71,"[0, 1]",14
language_72,"[0, 1]",14
language_73,"[0, 1]",14
language_74,"[0, 1]",14
language_75,"[0, 1]",14
language_77,"[0, 1]",14
language_78,"[0, 1]",14
language_79,"[0, 1]",14
language_81,"[1, 1]",14
language_85,"[0, 0]",14
language_87,"[0, 1]",14
language_88,"[1, 1]",14
language_90,"[0, 1]",14
language_91,"[0, 0]",14
language_93,"[0, 1]",14
language_96,"[0, 1]",14
language_97,"[1, 1]",14
language_98,"[0, 1]",14
language_99,"[0, 1]",14
language_100,"[0, 1]",14
language_101,"[1, 1]",14
language_102,"[0, 1]",14
language_104,"[0, 1]",14
language_107,"[0, 1]",14
language_108,"[0, 1]",14
language_109,"[0, 1]",14
language_110,"[0, 1]",14
language_111,"[0, 1]",14
language_112,"[0, 1]",14
language_114,"[1, 1]",14
language_115,"[0, 0]",14
language_116,"[0, 1]",14
language_117,"[0, 0]",14
