LANGUAGE,LINEAGE,SET
language_2,"[0, 0]",76
language_3,"[0, 0]",76
language_4,"[0, 1]",76
language_5,"[1, 1]",76
language_6,"[0, 1]",76
language_7,"[0, 0]",76
language_9,"[0, 1]",76
language_10,"[0, 1]",76
language_11,"[0, 1]",76
language_12,"[0, 1]",76
language_13,"[1, 0]",76
language_15,"[0, 1]",76
language_16,"[0, 1]",76
language_17,"[0, 1]",76
language_20,"[1, 1]",76
language_21,"[0, 1]",76
language_22,"[0, 1]",76
language_23,"[1, 1]",76
language_24,"[1, 1]",76
language_25,"[1, 1]",76
language_26,"[1, 0]",76
language_27,"[0, 1]",76
language_28,"[0, 1]",76
language_31,"[0, 1]",76
language_33,"[1, 0]",76
language_34,"[0, 1]",76
language_35,"[1, 1]",76
language_36,"[1, 1]",76
language_40,"[0, 1]",76
language_44,"[0, 1]",76
language_46,"[1, 0]",76
language_48,"[1, 1]",76
language_49,"[0, 1]",76
language_50,"[0, 1]",76
language_51,"[0, 1]",76
language_52,"[0, 1]",76
language_55,"[1, 1]",76
language_56,"[0, 1]",76
language_58,"[0, 1]",76
language_59,"[0, 1]",76
language_60,"[0, 0]",76
language_61,"[0, 1]",76
language_62,"[0, 1]",76
language_63,"[0, 1]",76
language_65,"[1, 1]",76
language_67,"[0, 0]",76
language_68,"[0, 1]",76
language_73,"[0, 1]",76
language_75,"[1, 0]",76
language_76,"[0, 1]",76
language_80,"[0, 1]",76
language_81,"[1, 0]",76
language_82,"[0, 1]",76
language_83,"[1, 1]",76
language_85,"[0, 0]",76
language_86,"[0, 0]",76
language_89,"[0, 1]",76
language_91,"[1, 1]",76
language_93,"[0, 1]",76
language_94,"[0, 0]",76
language_95,"[0, 1]",76
language_97,"[0, 1]",76
language_98,"[0, 1]",76
language_99,"[0, 1]",76
language_100,"[0, 1]",76
language_102,"[0, 1]",76
language_103,"[0, 1]",76
language_105,"[0, 0]",76
language_106,"[0, 1]",76
language_107,"[0, 1]",76
language_108,"[1, 1]",76
language_109,"[1, 1]",76
language_110,"[1, 1]",76
language_111,"[0, 1]",76
language_113,"[1, 0]",76
language_114,"[0, 0]",76
language_117,"[0, 1]",76
language_118,"[0, 1]",76
language_119,"[1, 1]",76
language_122,"[0, 0]",76
language_124,"[1, 0]",76
language_125,"[0, 1]",76
language_129,"[0, 1]",76
language_130,"[0, 1]",76
language_131,"[0, 1]",76
language_132,"[1, 1]",76
language_133,"[0, 1]",76
language_134,"[0, 1]",76
language_135,"[0, 1]",76
language_136,"[1, 1]",76
language_137,"[0, 1]",76
language_138,"[0, 1]",76
language_139,"[0, 1]",76
language_140,"[0, 1]",76
language_141,"[1, 1]",76
language_142,"[0, 1]",76
language_144,"[0, 0]",76
language_145,"[1, 1]",76
language_148,"[0, 1]",76
language_149,"[1, 1]",76
language_150,"[0, 1]",76
language_151,"[1, 1]",76
language_152,"[0, 1]",76
language_155,"[0, 1]",76
language_157,"[1, 0]",76
language_159,"[1, 1]",76
language_160,"[0, 0]",76
language_161,"[1, 0]",76
language_165,"[0, 1]",76
language_166,"[0, 0]",76
language_167,"[0, 1]",76
language_169,"[0, 0]",76
language_170,"[1, 1]",76
language_171,"[0, 1]",76
language_174,"[0, 1]",76
language_175,"[1, 0]",76
language_177,"[0, 1]",76
language_178,"[1, 0]",76
language_180,"[0, 0]",76
language_181,"[0, 1]",76
language_182,"[1, 1]",76
language_183,"[0, 0]",76
language_184,"[0, 0]",76
language_185,"[1, 1]",76
language_186,"[1, 1]",76
language_189,"[0, 1]",76
language_191,"[0, 1]",76
language_192,"[1, 1]",76
language_193,"[0, 1]",76
language_194,"[0, 0]",76
language_195,"[0, 0]",76
language_197,"[1, 1]",76
language_200,"[1, 0]",76
language_206,"[0, 1]",76
language_207,"[0, 1]",76
language_208,"[0, 0]",76
language_209,"[0, 1]",76
language_210,"[0, 1]",76
language_212,"[1, 1]",76
language_213,"[0, 1]",76
language_214,"[0, 0]",76
language_216,"[0, 0]",76
language_218,"[0, 0]",76
language_220,"[0, 0]",76
language_221,"[0, 0]",76
language_222,"[1, 0]",76
language_224,"[0, 1]",76
language_225,"[1, 1]",76
language_226,"[0, 0]",76
language_227,"[0, 1]",76
language_228,"[0, 1]",76
language_230,"[0, 1]",76
language_231,"[0, 1]",76
language_233,"[0, 0]",76
language_234,"[0, 1]",76
language_236,"[1, 1]",76
language_237,"[0, 1]",76
language_239,"[1, 1]",76
language_240,"[0, 1]",76
language_241,"[0, 1]",76
language_243,"[1, 1]",76
language_245,"[0, 1]",76
language_246,"[1, 0]",76
language_248,"[0, 0]",76
language_249,"[0, 1]",76
language_250,"[0, 0]",76
language_252,"[0, 1]",76
language_253,"[0, 1]",76
language_256,"[1, 1]",76
language_257,"[1, 1]",76
language_259,"[0, 1]",76
language_260,"[1, 0]",76
language_261,"[0, 1]",76
language_263,"[0, 1]",76
language_264,"[1, 1]",76
language_265,"[0, 1]",76
language_268,"[0, 1]",76
language_271,"[0, 1]",76
language_273,"[0, 0]",76
language_274,"[0, 1]",76
language_278,"[1, 0]",76
language_279,"[0, 1]",76
language_283,"[0, 0]",76
language_284,"[1, 0]",76
language_285,"[0, 1]",76
language_286,"[1, 0]",76
language_288,"[1, 1]",76
language_290,"[0, 1]",76
language_297,"[0, 1]",76
language_298,"[0, 1]",76
language_300,"[0, 0]",76
language_302,"[0, 1]",76
language_304,"[1, 1]",76
language_306,"[0, 1]",76
language_307,"[0, 1]",76
language_311,"[0, 1]",76
language_312,"[1, 1]",76
language_313,"[1, 1]",76
language_314,"[1, 0]",76
language_316,"[0, 1]",76
language_317,"[0, 1]",76
language_318,"[0, 1]",76
language_319,"[0, 1]",76
language_321,"[0, 1]",76
language_322,"[1, 0]",76
language_324,"[0, 1]",76
language_325,"[0, 1]",76
language_326,"[0, 1]",76
language_327,"[0, 1]",76
language_328,"[0, 1]",76
language_329,"[1, 0]",76
language_331,"[1, 1]",76
language_333,"[0, 1]",76
language_334,"[0, 1]",76
language_335,"[0, 1]",76
language_336,"[0, 1]",76
language_337,"[1, 0]",76
language_339,"[0, 0]",76
language_340,"[0, 1]",76
language_341,"[0, 1]",76
language_344,"[1, 0]",76
language_347,"[0, 1]",76
language_348,"[0, 1]",76
language_350,"[0, 1]",76
language_351,"[0, 1]",76
language_352,"[0, 1]",76
language_353,"[1, 1]",76
language_355,"[1, 1]",76
language_356,"[0, 1]",76
language_357,"[0, 0]",76
language_358,"[1, 1]",76
language_359,"[1, 1]",76
language_360,"[0, 1]",76
language_362,"[0, 1]",76
language_363,"[1, 1]",76
language_364,"[0, 1]",76
language_365,"[0, 0]",76
language_366,"[0, 1]",76
language_367,"[0, 1]",76
language_369,"[1, 1]",76
language_370,"[0, 1]",76
language_373,"[0, 1]",76
language_374,"[1, 0]",76
language_375,"[0, 1]",76
language_376,"[0, 1]",76
language_380,"[0, 1]",76
language_381,"[0, 1]",76
language_382,"[1, 1]",76
language_383,"[0, 0]",76
language_384,"[0, 1]",76
language_388,"[0, 0]",76
language_392,"[0, 0]",76
language_393,"[0, 1]",76
language_395,"[0, 1]",76
language_396,"[0, 1]",76
language_397,"[1, 1]",76
language_399,"[0, 1]",76
language_401,"[0, 1]",76
language_404,"[0, 1]",76
language_405,"[1, 0]",76
language_406,"[1, 1]",76
language_407,"[1, 0]",76
language_410,"[0, 1]",76
language_412,"[1, 0]",76
language_415,"[1, 1]",76
language_416,"[0, 0]",76
language_418,"[0, 1]",76
language_422,"[0, 1]",76
language_423,"[1, 1]",76
language_424,"[0, 1]",76
language_425,"[0, 1]",76
language_426,"[0, 1]",76
language_427,"[0, 1]",76
language_428,"[1, 1]",76
language_431,"[0, 0]",76
language_432,"[0, 1]",76
language_434,"[1, 0]",76
language_435,"[1, 1]",76
language_436,"[0, 1]",76
language_437,"[0, 0]",76
language_439,"[0, 0]",76
language_441,"[0, 1]",76
language_442,"[0, 1]",76
language_443,"[0, 1]",76
language_444,"[0, 1]",76
language_446,"[0, 0]",76
language_447,"[0, 1]",76
language_448,"[0, 1]",76
language_449,"[0, 1]",76
language_451,"[1, 1]",76
language_454,"[0, 1]",76
language_456,"[0, 0]",76
language_457,"[0, 1]",76
language_458,"[0, 1]",76
language_462,"[0, 0]",76
language_463,"[1, 1]",76
language_464,"[0, 1]",76
language_465,"[0, 1]",76
language_466,"[1, 1]",76
language_468,"[1, 1]",76
language_470,"[1, 0]",76
language_471,"[0, 0]",76
language_473,"[0, 1]",76
language_474,"[1, 0]",76
language_475,"[0, 0]",76
language_478,"[1, 0]",76
language_480,"[0, 1]",76
language_481,"[1, 1]",76
language_482,"[0, 1]",76
language_483,"[1, 1]",76
language_485,"[0, 1]",76
language_487,"[0, 1]",76
language_491,"[1, 1]",76
language_492,"[0, 0]",76
language_494,"[0, 1]",76
language_495,"[0, 0]",76
language_497,"[0, 0]",76
language_500,"[1, 0]",76
language_501,"[0, 1]",76
language_502,"[0, 1]",76
language_503,"[0, 1]",76
language_504,"[0, 1]",76
language_505,"[1, 0]",76
language_506,"[1, 1]",76
language_507,"[1, 1]",76
language_508,"[0, 1]",76
language_510,"[0, 0]",76
language_511,"[0, 1]",76
language_512,"[0, 1]",76
language_513,"[1, 1]",76
language_514,"[0, 1]",76
language_517,"[0, 1]",76
language_518,"[1, 1]",76
language_519,"[0, 1]",76
language_520,"[0, 0]",76
language_522,"[0, 1]",76
language_523,"[0, 1]",76
language_525,"[0, 1]",76
language_526,"[0, 1]",76
language_528,"[0, 1]",76
language_529,"[0, 1]",76
language_530,"[0, 1]",76
language_531,"[0, 1]",76
language_532,"[0, 0]",76
language_534,"[0, 1]",76
language_538,"[0, 1]",76
language_539,"[1, 1]",76
language_540,"[1, 1]",76
language_541,"[0, 1]",76
language_542,"[0, 1]",76
language_544,"[1, 1]",76
language_545,"[1, 1]",76
language_546,"[1, 1]",76
language_548,"[1, 0]",76
