LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",672
language_2,"[0, 1]",672
language_5,"[0, 1]",672
language_6,"[0, 1]",672
language_11,"[0, 0]",672
language_12,"[1, 1]",672
language_13,"[1, 0]",672
language_14,"[0, 0]",672
language_15,"[1, 0]",672
language_16,"[0, 0]",672
language_17,"[1, 1]",672
language_19,"[0, 0]",672
language_20,"[0, 0]",672
language_22,"[1, 1]",672
language_24,"[0, 1]",672
language_25,"[1, 1]",672
language_28,"[0, 1]",672
language_29,"[0, 1]",672
language_31,"[0, 0]",672
language_32,"[0, 1]",672
language_33,"[0, 1]",672
language_35,"[1, 1]",672
language_38,"[1, 1]",672
language_42,"[1, 1]",672
language_43,"[0, 1]",672
language_45,"[0, 1]",672
language_46,"[1, 1]",672
language_47,"[1, 1]",672
language_48,"[0, 1]",672
language_49,"[1, 1]",672
language_50,"[0, 1]",672
language_51,"[0, 0]",672
language_52,"[0, 0]",672
language_54,"[1, 0]",672
language_55,"[1, 1]",672
language_56,"[1, 1]",672
language_57,"[1, 1]",672
language_58,"[0, 0]",672
language_59,"[0, 1]",672
language_60,"[0, 1]",672
language_62,"[0, 0]",672
language_63,"[0, 1]",672
language_65,"[1, 0]",672
language_66,"[0, 0]",672
language_67,"[0, 0]",672
language_68,"[1, 1]",672
language_70,"[0, 1]",672
language_72,"[1, 1]",672
language_73,"[0, 0]",672
language_76,"[0, 1]",672
language_77,"[1, 1]",672
language_79,"[0, 1]",672
language_80,"[0, 1]",672
language_82,"[0, 1]",672
language_87,"[1, 1]",672
language_90,"[0, 1]",672
language_92,"[0, 1]",672
language_93,"[0, 1]",672
language_94,"[1, 1]",672
language_95,"[1, 1]",672
language_97,"[1, 0]",672
language_98,"[0, 1]",672
language_99,"[0, 1]",672
language_100,"[1, 1]",672
language_103,"[1, 1]",672
language_105,"[0, 0]",672
language_106,"[0, 1]",672
language_107,"[0, 1]",672
language_108,"[0, 1]",672
language_109,"[0, 1]",672
language_110,"[0, 1]",672
language_113,"[0, 1]",672
language_114,"[0, 1]",672
language_116,"[0, 1]",672
language_117,"[0, 0]",672
language_123,"[0, 0]",672
language_124,"[1, 1]",672
language_127,"[0, 0]",672
language_129,"[0, 1]",672
language_131,"[1, 1]",672
language_132,"[0, 1]",672
language_133,"[0, 0]",672
language_134,"[0, 0]",672
language_135,"[0, 1]",672
language_136,"[0, 1]",672
language_138,"[0, 1]",672
language_140,"[0, 1]",672
language_141,"[0, 1]",672
language_143,"[0, 1]",672
language_144,"[0, 1]",672
language_145,"[1, 1]",672
language_146,"[0, 1]",672
language_147,"[1, 0]",672
language_150,"[0, 1]",672
language_152,"[1, 0]",672
language_153,"[0, 0]",672
language_154,"[0, 1]",672
language_155,"[1, 1]",672
language_156,"[1, 0]",672
language_158,"[1, 1]",672
language_161,"[0, 1]",672
language_162,"[1, 1]",672
language_163,"[0, 0]",672
language_165,"[0, 1]",672
language_168,"[1, 0]",672
language_170,"[0, 1]",672
language_172,"[1, 1]",672
language_173,"[1, 1]",672
language_174,"[0, 1]",672
language_175,"[1, 1]",672
language_176,"[0, 1]",672
language_180,"[1, 1]",672
language_181,"[1, 0]",672
language_182,"[0, 0]",672
language_183,"[0, 1]",672
language_185,"[0, 1]",672
language_189,"[1, 0]",672
language_191,"[0, 1]",672
language_194,"[1, 1]",672
language_197,"[0, 1]",672
language_199,"[0, 1]",672
language_200,"[1, 1]",672
language_202,"[0, 0]",672
language_204,"[1, 1]",672
language_205,"[0, 1]",672
language_207,"[0, 1]",672
language_208,"[1, 1]",672
language_209,"[0, 1]",672
language_211,"[0, 0]",672
language_212,"[1, 1]",672
language_213,"[0, 1]",672
language_214,"[0, 1]",672
language_215,"[1, 0]",672
language_217,"[0, 1]",672
language_219,"[0, 0]",672
language_220,"[0, 1]",672
language_221,"[0, 0]",672
language_223,"[0, 1]",672
language_224,"[0, 1]",672
language_225,"[0, 1]",672
language_227,"[1, 1]",672
language_229,"[1, 1]",672
language_231,"[0, 0]",672
language_232,"[0, 1]",672
language_233,"[0, 1]",672
language_234,"[1, 1]",672
language_235,"[0, 0]",672
language_236,"[1, 1]",672
language_237,"[1, 0]",672
language_238,"[1, 0]",672
language_240,"[0, 1]",672
language_242,"[0, 0]",672
language_244,"[1, 1]",672
language_245,"[0, 1]",672
language_246,"[1, 1]",672
language_250,"[1, 1]",672
