LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",77
language_2,"[0, 1]",77
language_3,"[1, 1]",77
language_4,"[0, 1]",77
language_7,"[1, 0]",77
language_8,"[0, 1]",77
language_9,"[0, 1]",77
language_11,"[0, 1]",77
language_12,"[0, 1]",77
language_13,"[0, 1]",77
language_14,"[1, 1]",77
language_15,"[0, 1]",77
language_16,"[0, 1]",77
language_17,"[1, 1]",77
language_19,"[0, 0]",77
language_22,"[0, 1]",77
language_25,"[0, 1]",77
language_27,"[0, 0]",77
language_28,"[0, 1]",77
language_29,"[0, 1]",77
language_30,"[0, 1]",77
language_31,"[0, 1]",77
language_32,"[0, 0]",77
language_33,"[1, 0]",77
language_34,"[1, 1]",77
language_35,"[1, 1]",77
language_36,"[0, 1]",77
language_37,"[1, 1]",77
language_38,"[0, 1]",77
language_39,"[0, 1]",77
language_41,"[1, 0]",77
language_42,"[0, 1]",77
language_43,"[0, 1]",77
language_44,"[0, 1]",77
language_45,"[0, 1]",77
language_46,"[0, 0]",77
language_48,"[0, 0]",77
language_49,"[1, 1]",77
language_50,"[0, 1]",77
language_51,"[0, 1]",77
language_53,"[1, 0]",77
language_54,"[1, 1]",77
language_55,"[1, 1]",77
language_57,"[1, 0]",77
language_60,"[0, 1]",77
language_61,"[1, 0]",77
language_62,"[0, 1]",77
language_63,"[0, 0]",77
language_65,"[0, 1]",77
language_66,"[0, 1]",77
language_69,"[1, 1]",77
language_71,"[0, 1]",77
language_72,"[0, 1]",77
language_73,"[0, 1]",77
language_75,"[1, 1]",77
language_78,"[0, 1]",77
language_83,"[0, 0]",77
language_85,"[0, 0]",77
language_86,"[1, 1]",77
language_87,"[0, 1]",77
language_88,"[0, 0]",77
language_89,"[0, 1]",77
language_90,"[0, 1]",77
language_91,"[1, 1]",77
language_93,"[1, 1]",77
language_98,"[1, 1]",77
language_99,"[1, 0]",77
language_100,"[0, 0]",77
language_101,"[0, 1]",77
language_102,"[1, 1]",77
language_103,"[1, 1]",77
language_104,"[0, 0]",77
language_107,"[0, 0]",77
language_109,"[0, 1]",77
language_110,"[0, 1]",77
language_112,"[1, 0]",77
language_114,"[0, 0]",77
language_117,"[1, 1]",77
language_123,"[0, 1]",77
language_124,"[0, 1]",77
language_125,"[1, 1]",77
language_126,"[0, 1]",77
language_130,"[0, 1]",77
language_131,"[0, 0]",77
language_134,"[0, 1]",77
language_135,"[0, 1]",77
language_138,"[0, 0]",77
language_141,"[1, 1]",77
language_143,"[0, 1]",77
language_144,"[1, 1]",77
language_146,"[1, 1]",77
language_147,"[1, 1]",77
language_148,"[0, 1]",77
language_150,"[0, 1]",77
language_151,"[1, 1]",77
language_152,"[0, 0]",77
language_153,"[1, 0]",77
language_154,"[0, 0]",77
language_156,"[1, 1]",77
language_157,"[1, 1]",77
language_160,"[0, 1]",77
language_161,"[0, 1]",77
language_162,"[1, 1]",77
language_163,"[0, 1]",77
language_166,"[0, 1]",77
language_170,"[1, 1]",77
language_171,"[1, 1]",77
language_176,"[0, 1]",77
language_179,"[1, 0]",77
language_182,"[0, 1]",77
language_183,"[0, 1]",77
language_184,"[0, 0]",77
language_185,"[0, 0]",77
language_187,"[1, 1]",77
language_188,"[0, 1]",77
language_189,"[1, 0]",77
language_190,"[0, 1]",77
language_196,"[0, 1]",77
language_197,"[0, 0]",77
language_199,"[0, 1]",77
language_201,"[0, 0]",77
language_202,"[1, 1]",77
language_203,"[0, 1]",77
language_204,"[0, 0]",77
language_205,"[0, 0]",77
language_206,"[0, 1]",77
language_208,"[0, 1]",77
language_209,"[0, 0]",77
language_210,"[0, 1]",77
language_213,"[0, 1]",77
language_214,"[0, 1]",77
language_215,"[0, 1]",77
language_218,"[0, 1]",77
language_219,"[1, 1]",77
language_220,"[0, 1]",77
language_224,"[1, 1]",77
language_225,"[0, 1]",77
language_226,"[1, 1]",77
language_227,"[0, 0]",77
language_234,"[0, 1]",77
language_235,"[0, 0]",77
language_236,"[0, 1]",77
language_237,"[0, 0]",77
language_239,"[0, 1]",77
language_240,"[0, 1]",77
language_245,"[1, 0]",77
language_248,"[0, 0]",77
language_249,"[0, 1]",77
language_253,"[0, 1]",77
language_254,"[0, 1]",77
language_256,"[0, 0]",77
language_257,"[1, 1]",77
language_258,"[1, 0]",77
language_259,"[0, 1]",77
language_260,"[0, 1]",77
language_266,"[0, 1]",77
language_270,"[0, 1]",77
language_272,"[0, 0]",77
language_273,"[1, 1]",77
language_274,"[0, 1]",77
language_276,"[0, 1]",77
language_278,"[0, 1]",77
language_279,"[0, 1]",77
language_281,"[0, 0]",77
language_284,"[1, 1]",77
language_285,"[1, 1]",77
language_286,"[0, 1]",77
language_288,"[0, 1]",77
language_289,"[1, 1]",77
language_292,"[0, 0]",77
language_295,"[1, 1]",77
language_297,"[0, 0]",77
language_300,"[0, 1]",77
language_301,"[0, 0]",77
language_302,"[0, 1]",77
language_307,"[0, 1]",77
language_308,"[0, 1]",77
language_309,"[0, 1]",77
language_310,"[1, 1]",77
language_311,"[0, 1]",77
language_313,"[0, 1]",77
language_314,"[1, 0]",77
language_315,"[0, 1]",77
language_316,"[0, 1]",77
language_319,"[1, 1]",77
language_321,"[1, 0]",77
language_322,"[0, 1]",77
language_323,"[1, 1]",77
language_324,"[0, 1]",77
language_325,"[0, 1]",77
language_326,"[1, 1]",77
language_329,"[1, 1]",77
language_331,"[0, 1]",77
language_332,"[0, 1]",77
language_333,"[0, 1]",77
language_335,"[0, 1]",77
language_338,"[0, 1]",77
language_341,"[1, 0]",77
language_342,"[0, 1]",77
language_344,"[0, 1]",77
language_345,"[1, 1]",77
language_347,"[1, 1]",77
language_348,"[0, 1]",77
language_349,"[0, 1]",77
language_350,"[1, 1]",77
language_353,"[0, 0]",77
language_354,"[0, 1]",77
language_355,"[0, 1]",77
language_357,"[0, 1]",77
language_358,"[1, 1]",77
language_361,"[1, 1]",77
language_362,"[0, 1]",77
language_364,"[0, 1]",77
language_365,"[0, 1]",77
language_369,"[0, 1]",77
language_370,"[0, 1]",77
language_371,"[1, 1]",77
language_372,"[0, 1]",77
language_373,"[0, 1]",77
language_377,"[0, 1]",77
language_378,"[1, 1]",77
language_380,"[1, 1]",77
language_381,"[1, 0]",77
language_382,"[0, 1]",77
language_383,"[1, 0]",77
language_384,"[1, 1]",77
language_386,"[0, 1]",77
language_388,"[0, 1]",77
language_389,"[0, 1]",77
language_390,"[0, 1]",77
language_391,"[0, 1]",77
language_392,"[1, 1]",77
language_393,"[1, 1]",77
language_394,"[0, 1]",77
language_395,"[0, 1]",77
language_398,"[0, 1]",77
language_402,"[1, 1]",77
language_404,"[0, 1]",77
language_405,"[0, 0]",77
language_406,"[0, 1]",77
language_408,"[0, 1]",77
language_412,"[0, 1]",77
language_413,"[0, 0]",77
language_414,"[0, 0]",77
language_415,"[0, 1]",77
language_416,"[1, 1]",77
language_417,"[1, 1]",77
language_418,"[0, 1]",77
language_420,"[0, 1]",77
language_421,"[0, 1]",77
language_424,"[1, 1]",77
language_425,"[0, 1]",77
language_426,"[0, 1]",77
language_428,"[0, 1]",77
language_431,"[0, 1]",77
language_432,"[1, 1]",77
language_433,"[0, 1]",77
language_435,"[0, 1]",77
language_436,"[0, 0]",77
language_437,"[1, 1]",77
language_438,"[0, 1]",77
language_440,"[0, 1]",77
language_442,"[0, 1]",77
language_444,"[0, 1]",77
language_446,"[0, 1]",77
language_447,"[1, 1]",77
language_448,"[0, 1]",77
language_450,"[0, 1]",77
language_451,"[0, 1]",77
language_453,"[0, 1]",77
language_454,"[0, 1]",77
language_455,"[0, 1]",77
language_456,"[0, 1]",77
language_457,"[0, 1]",77
language_459,"[0, 1]",77
language_460,"[1, 0]",77
language_463,"[1, 1]",77
language_464,"[0, 1]",77
language_465,"[0, 1]",77
language_466,"[0, 0]",77
language_467,"[0, 1]",77
language_468,"[1, 1]",77
language_469,"[1, 1]",77
language_470,"[1, 0]",77
language_471,"[0, 1]",77
language_472,"[1, 1]",77
language_473,"[0, 1]",77
language_475,"[0, 1]",77
language_481,"[0, 1]",77
language_482,"[0, 1]",77
language_483,"[0, 1]",77
language_484,"[1, 1]",77
language_485,"[1, 1]",77
language_486,"[0, 0]",77
language_487,"[0, 0]",77
language_489,"[1, 0]",77
language_492,"[1, 1]",77
language_493,"[0, 0]",77
language_495,"[0, 1]",77
language_496,"[1, 1]",77
language_497,"[1, 1]",77
language_498,"[0, 1]",77
language_499,"[1, 1]",77
language_500,"[1, 1]",77
language_501,"[1, 1]",77
language_502,"[0, 0]",77
language_503,"[0, 1]",77
language_504,"[0, 1]",77
language_505,"[0, 1]",77
language_506,"[0, 1]",77
language_509,"[1, 1]",77
language_510,"[0, 1]",77
language_511,"[1, 1]",77
language_513,"[0, 0]",77
language_514,"[1, 0]",77
language_515,"[0, 1]",77
language_518,"[0, 0]",77
language_520,"[0, 1]",77
language_521,"[1, 0]",77
language_525,"[0, 1]",77
language_526,"[0, 1]",77
language_527,"[0, 1]",77
language_531,"[0, 1]",77
language_532,"[0, 1]",77
language_535,"[0, 1]",77
language_536,"[0, 1]",77
language_537,"[0, 1]",77
language_539,"[0, 1]",77
language_541,"[0, 0]",77
language_542,"[0, 1]",77
language_543,"[0, 1]",77
language_544,"[1, 1]",77
language_545,"[0, 0]",77
language_546,"[0, 1]",77
language_547,"[0, 1]",77
language_548,"[0, 1]",77
language_550,"[0, 1]",77
language_552,"[0, 1]",77
language_553,"[0, 1]",77
language_554,"[1, 0]",77
language_555,"[0, 1]",77
