LANGUAGE,AGE,SET
language_1,"[1, 0]",189
language_2,"[1, 0]",189
language_3,"[0, 0]",189
language_4,"[1, 0]",189
language_5,"[0, 0]",189
language_9,"[1, 0]",189
language_10,"[1, 1]",189
language_12,"[1, 0]",189
language_14,"[1, 0]",189
language_17,"[0, 0]",189
language_18,"[1, 0]",189
language_21,"[0, 0]",189
language_23,"[1, 0]",189
language_24,"[0, 1]",189
language_26,"[1, 0]",189
language_27,"[1, 0]",189
language_28,"[1, 0]",189
language_29,"[1, 0]",189
language_30,"[0, 0]",189
language_31,"[1, 0]",189
language_32,"[1, 0]",189
language_33,"[1, 0]",189
language_34,"[1, 1]",189
language_35,"[0, 0]",189
language_36,"[0, 0]",189
language_37,"[1, 1]",189
language_38,"[1, 0]",189
language_39,"[1, 0]",189
language_40,"[1, 0]",189
language_41,"[1, 0]",189
language_42,"[0, 1]",189
language_43,"[1, 0]",189
language_44,"[0, 0]",189
language_45,"[1, 0]",189
language_46,"[1, 0]",189
language_48,"[0, 0]",189
language_49,"[1, 0]",189
language_51,"[0, 0]",189
language_52,"[1, 0]",189
language_53,"[1, 1]",189
language_56,"[1, 0]",189
language_57,"[1, 0]",189
language_58,"[0, 0]",189
language_60,"[1, 0]",189
language_61,"[1, 0]",189
language_63,"[1, 0]",189
language_64,"[1, 0]",189
language_65,"[1, 0]",189
language_66,"[0, 0]",189
language_67,"[0, 0]",189
language_68,"[0, 0]",189
language_69,"[1, 0]",189
language_71,"[1, 0]",189
language_73,"[1, 1]",189
language_74,"[1, 0]",189
language_75,"[1, 0]",189
language_76,"[1, 0]",189
language_77,"[0, 0]",189
language_78,"[0, 1]",189
language_80,"[1, 0]",189
language_81,"[0, 0]",189
language_82,"[1, 0]",189
language_83,"[1, 0]",189
language_85,"[0, 0]",189
language_87,"[1, 0]",189
language_88,"[1, 0]",189
language_89,"[0, 0]",189
language_90,"[0, 0]",189
language_91,"[1, 0]",189
language_92,"[0, 0]",189
language_94,"[1, 1]",189
language_95,"[1, 0]",189
language_98,"[1, 0]",189
language_99,"[1, 0]",189
language_100,"[0, 0]",189
language_101,"[0, 1]",189
language_102,"[0, 0]",189
language_105,"[1, 0]",189
language_106,"[1, 0]",189
language_108,"[0, 0]",189
language_109,"[1, 0]",189
language_110,"[1, 0]",189
language_112,"[1, 0]",189
language_113,"[0, 0]",189
language_115,"[1, 0]",189
language_116,"[1, 0]",189
language_117,"[1, 0]",189
language_119,"[1, 0]",189
language_120,"[1, 0]",189
language_121,"[1, 0]",189
language_122,"[1, 0]",189
language_123,"[1, 0]",189
language_125,"[1, 0]",189
language_126,"[1, 1]",189
language_127,"[1, 0]",189
language_128,"[1, 1]",189
language_129,"[1, 0]",189
language_130,"[0, 0]",189
language_131,"[1, 0]",189
language_132,"[1, 0]",189
language_133,"[1, 1]",189
language_134,"[1, 0]",189
language_135,"[1, 0]",189
language_136,"[1, 0]",189
language_137,"[0, 0]",189
language_138,"[1, 0]",189
language_139,"[1, 0]",189
language_140,"[0, 0]",189
language_142,"[1, 0]",189
language_143,"[1, 0]",189
language_144,"[0, 0]",189
language_145,"[1, 0]",189
language_146,"[1, 0]",189
language_148,"[0, 0]",189
language_149,"[0, 0]",189
language_150,"[1, 0]",189
language_152,"[0, 0]",189
language_153,"[0, 0]",189
language_154,"[1, 0]",189
language_155,"[1, 0]",189
language_156,"[1, 0]",189
language_157,"[0, 0]",189
language_158,"[1, 0]",189
language_159,"[1, 0]",189
language_160,"[1, 0]",189
language_161,"[1, 1]",189
language_162,"[0, 0]",189
language_163,"[0, 0]",189
language_164,"[1, 0]",189
language_165,"[1, 0]",189
language_167,"[1, 0]",189
language_168,"[0, 1]",189
language_169,"[0, 0]",189
language_171,"[1, 0]",189
language_172,"[1, 0]",189
language_173,"[1, 0]",189
language_175,"[0, 0]",189
language_176,"[1, 0]",189
language_177,"[1, 0]",189
language_178,"[0, 0]",189
language_179,"[1, 0]",189
language_180,"[0, 0]",189
language_182,"[1, 0]",189
language_183,"[1, 0]",189
language_184,"[1, 0]",189
language_185,"[0, 1]",189
language_186,"[1, 1]",189
language_187,"[0, 0]",189
language_188,"[1, 0]",189
language_189,"[1, 0]",189
language_190,"[1, 0]",189
language_192,"[0, 0]",189
language_193,"[1, 1]",189
language_194,"[1, 0]",189
language_195,"[1, 0]",189
language_198,"[1, 0]",189
language_199,"[1, 0]",189
language_200,"[1, 0]",189
language_201,"[1, 0]",189
language_203,"[0, 0]",189
language_204,"[1, 0]",189
language_206,"[1, 0]",189
language_208,"[0, 0]",189
language_209,"[1, 1]",189
language_210,"[0, 0]",189
language_211,"[1, 0]",189
language_212,"[1, 0]",189
language_213,"[1, 0]",189
language_214,"[1, 0]",189
language_216,"[1, 0]",189
language_217,"[1, 0]",189
language_218,"[0, 0]",189
language_219,"[1, 0]",189
language_220,"[1, 0]",189
language_221,"[1, 0]",189
language_222,"[1, 1]",189
language_223,"[1, 0]",189
language_226,"[1, 0]",189
language_227,"[0, 0]",189
language_228,"[1, 0]",189
language_229,"[1, 0]",189
language_232,"[0, 0]",189
language_234,"[1, 0]",189
language_235,"[1, 0]",189
language_237,"[0, 0]",189
language_239,"[0, 0]",189
language_241,"[0, 0]",189
language_242,"[0, 1]",189
language_243,"[0, 0]",189
language_244,"[1, 0]",189
language_245,"[0, 1]",189
language_246,"[1, 0]",189
language_247,"[1, 0]",189
language_248,"[0, 0]",189
language_249,"[1, 0]",189
language_250,"[1, 0]",189
language_252,"[0, 0]",189
language_253,"[0, 0]",189
language_254,"[1, 0]",189
language_255,"[0, 0]",189
language_256,"[0, 0]",189
language_258,"[0, 1]",189
language_260,"[1, 0]",189
language_261,"[1, 1]",189
language_262,"[1, 0]",189
language_263,"[0, 0]",189
language_264,"[1, 0]",189
language_265,"[1, 0]",189
language_266,"[1, 0]",189
language_267,"[0, 0]",189
language_268,"[1, 0]",189
language_269,"[0, 1]",189
language_270,"[1, 0]",189
language_271,"[0, 0]",189
language_272,"[0, 0]",189
language_273,"[0, 0]",189
language_274,"[1, 0]",189
language_275,"[1, 0]",189
language_278,"[0, 1]",189
language_280,"[1, 1]",189
language_281,"[0, 0]",189
language_282,"[0, 0]",189
language_283,"[1, 1]",189
language_284,"[1, 1]",189
language_285,"[1, 0]",189
language_286,"[1, 0]",189
language_287,"[0, 0]",189
language_289,"[1, 0]",189
language_291,"[0, 0]",189
language_292,"[1, 0]",189
language_293,"[1, 0]",189
language_295,"[1, 0]",189
language_296,"[0, 0]",189
language_298,"[1, 0]",189
language_299,"[1, 0]",189
language_300,"[1, 0]",189
language_301,"[1, 0]",189
language_302,"[0, 0]",189
language_303,"[0, 0]",189
language_304,"[1, 0]",189
language_305,"[1, 0]",189
language_306,"[1, 0]",189
language_307,"[1, 0]",189
language_308,"[1, 1]",189
language_310,"[0, 0]",189
language_311,"[0, 0]",189
language_312,"[1, 0]",189
language_313,"[1, 0]",189
language_314,"[0, 0]",189
language_316,"[0, 0]",189
language_318,"[1, 0]",189
language_319,"[1, 1]",189
language_321,"[0, 0]",189
language_322,"[1, 0]",189
language_324,"[1, 0]",189
language_325,"[0, 0]",189
language_326,"[1, 0]",189
language_328,"[0, 0]",189
language_329,"[1, 0]",189
language_330,"[1, 0]",189
language_331,"[0, 0]",189
language_333,"[0, 0]",189
language_335,"[0, 0]",189
language_336,"[0, 0]",189
language_337,"[0, 0]",189
language_338,"[1, 0]",189
language_340,"[1, 0]",189
language_342,"[1, 0]",189
language_344,"[1, 0]",189
language_345,"[0, 0]",189
language_346,"[0, 0]",189
language_347,"[0, 0]",189
language_349,"[1, 0]",189
language_352,"[0, 0]",189
language_353,"[1, 0]",189
language_355,"[1, 0]",189
language_356,"[0, 0]",189
language_357,"[1, 0]",189
language_358,"[1, 0]",189
language_359,"[0, 0]",189
language_360,"[0, 0]",189
language_361,"[1, 0]",189
language_363,"[1, 0]",189
language_365,"[1, 0]",189
language_366,"[1, 0]",189
language_367,"[1, 0]",189
language_368,"[0, 0]",189
language_369,"[1, 0]",189
language_370,"[1, 0]",189
language_371,"[1, 0]",189
language_372,"[1, 0]",189
language_373,"[0, 0]",189
language_374,"[0, 1]",189
language_375,"[1, 0]",189
language_376,"[0, 0]",189
language_377,"[1, 0]",189
language_378,"[1, 0]",189
language_379,"[1, 0]",189
language_380,"[1, 1]",189
language_381,"[0, 0]",189
language_382,"[0, 0]",189
language_383,"[0, 0]",189
language_384,"[0, 0]",189
language_387,"[0, 0]",189
language_389,"[0, 0]",189
language_390,"[0, 0]",189
language_392,"[1, 0]",189
language_394,"[1, 0]",189
language_395,"[0, 0]",189
language_396,"[0, 0]",189
language_397,"[1, 0]",189
language_398,"[1, 0]",189
language_399,"[1, 0]",189
language_400,"[1, 0]",189
language_401,"[1, 0]",189
