LANGUAGE,AGE,SET
language_1,"[0, 0]",818
language_3,"[0, 0]",818
language_4,"[0, 0]",818
language_5,"[1, 0]",818
language_6,"[0, 0]",818
language_8,"[1, 0]",818
language_9,"[1, 0]",818
language_10,"[1, 0]",818
language_11,"[1, 0]",818
language_12,"[0, 1]",818
language_14,"[1, 0]",818
language_16,"[0, 0]",818
language_17,"[1, 0]",818
language_18,"[1, 0]",818
language_19,"[0, 0]",818
language_20,"[0, 0]",818
language_21,"[1, 0]",818
language_22,"[0, 0]",818
language_25,"[1, 0]",818
language_26,"[1, 0]",818
language_27,"[1, 1]",818
language_28,"[1, 0]",818
language_29,"[1, 0]",818
language_30,"[1, 0]",818
language_32,"[1, 1]",818
language_33,"[1, 0]",818
language_35,"[1, 0]",818
language_36,"[0, 0]",818
language_39,"[1, 1]",818
language_40,"[1, 0]",818
language_41,"[1, 0]",818
language_42,"[1, 1]",818
language_43,"[1, 0]",818
language_44,"[0, 1]",818
language_45,"[0, 0]",818
language_46,"[1, 0]",818
language_47,"[1, 1]",818
language_49,"[1, 0]",818
language_50,"[0, 0]",818
language_51,"[1, 0]",818
language_53,"[1, 0]",818
language_54,"[1, 0]",818
language_55,"[0, 0]",818
language_56,"[0, 0]",818
language_57,"[1, 0]",818
language_59,"[1, 0]",818
language_60,"[0, 0]",818
language_61,"[0, 0]",818
language_62,"[1, 1]",818
language_64,"[1, 0]",818
language_65,"[1, 0]",818
language_66,"[1, 0]",818
language_67,"[1, 0]",818
language_68,"[1, 0]",818
language_70,"[1, 0]",818
language_72,"[1, 0]",818
language_73,"[1, 0]",818
language_74,"[0, 0]",818
language_76,"[1, 1]",818
language_78,"[0, 0]",818
language_79,"[0, 0]",818
language_80,"[1, 0]",818
language_81,"[1, 0]",818
language_83,"[1, 0]",818
language_84,"[1, 0]",818
language_85,"[0, 1]",818
language_86,"[1, 0]",818
language_87,"[1, 0]",818
language_89,"[1, 0]",818
language_90,"[0, 0]",818
language_91,"[1, 0]",818
language_93,"[0, 0]",818
language_95,"[1, 0]",818
language_96,"[1, 0]",818
language_98,"[0, 0]",818
language_99,"[0, 0]",818
language_100,"[0, 0]",818
language_101,"[1, 0]",818
language_102,"[1, 0]",818
language_103,"[1, 0]",818
language_104,"[0, 0]",818
language_105,"[1, 0]",818
language_106,"[1, 0]",818
language_107,"[0, 0]",818
language_108,"[1, 0]",818
language_109,"[0, 1]",818
language_110,"[1, 1]",818
language_111,"[1, 0]",818
language_112,"[1, 0]",818
language_113,"[1, 0]",818
language_114,"[1, 0]",818
language_115,"[1, 0]",818
language_116,"[0, 0]",818
language_118,"[1, 1]",818
language_119,"[1, 0]",818
language_120,"[0, 0]",818
language_121,"[0, 1]",818
language_122,"[0, 0]",818
language_123,"[1, 0]",818
language_124,"[1, 0]",818
language_125,"[0, 0]",818
language_126,"[1, 0]",818
language_127,"[1, 0]",818
language_128,"[0, 0]",818
language_129,"[1, 0]",818
language_130,"[1, 0]",818
language_131,"[1, 0]",818
language_132,"[1, 0]",818
language_133,"[1, 0]",818
language_134,"[0, 0]",818
language_135,"[1, 0]",818
language_136,"[1, 0]",818
language_139,"[1, 0]",818
language_141,"[1, 0]",818
language_142,"[0, 1]",818
language_143,"[1, 0]",818
language_144,"[0, 0]",818
language_145,"[1, 1]",818
language_146,"[1, 0]",818
language_147,"[0, 0]",818
language_149,"[1, 1]",818
language_150,"[0, 0]",818
language_151,"[0, 0]",818
language_152,"[1, 0]",818
language_153,"[0, 0]",818
language_154,"[0, 0]",818
language_155,"[1, 0]",818
language_156,"[1, 1]",818
language_157,"[0, 0]",818
language_158,"[0, 0]",818
language_159,"[1, 0]",818
language_161,"[0, 0]",818
language_162,"[1, 0]",818
language_164,"[1, 0]",818
language_165,"[0, 0]",818
language_166,"[1, 0]",818
language_167,"[0, 0]",818
language_168,"[1, 0]",818
language_169,"[1, 0]",818
language_170,"[1, 0]",818
language_171,"[1, 0]",818
language_172,"[1, 0]",818
language_173,"[1, 0]",818
language_179,"[1, 0]",818
language_180,"[0, 0]",818
language_181,"[1, 0]",818
language_182,"[1, 0]",818
language_183,"[1, 0]",818
language_184,"[1, 0]",818
language_186,"[1, 0]",818
language_187,"[1, 0]",818
language_188,"[1, 0]",818
language_189,"[0, 0]",818
language_191,"[1, 0]",818
language_192,"[1, 0]",818
language_194,"[1, 0]",818
language_195,"[0, 0]",818
language_196,"[0, 0]",818
language_197,"[1, 1]",818
language_198,"[1, 0]",818
language_199,"[1, 0]",818
language_200,"[1, 0]",818
language_202,"[0, 0]",818
language_203,"[0, 0]",818
language_204,"[1, 0]",818
language_205,"[1, 1]",818
language_206,"[1, 0]",818
language_207,"[1, 0]",818
language_208,"[0, 0]",818
language_209,"[1, 0]",818
language_211,"[1, 1]",818
language_212,"[1, 0]",818
language_213,"[1, 0]",818
language_215,"[0, 0]",818
language_216,"[0, 0]",818
language_217,"[0, 1]",818
language_218,"[1, 0]",818
language_220,"[1, 0]",818
language_221,"[1, 0]",818
language_222,"[0, 0]",818
language_224,"[1, 0]",818
language_225,"[0, 0]",818
language_226,"[0, 0]",818
language_227,"[0, 0]",818
language_228,"[1, 0]",818
language_229,"[1, 0]",818
language_231,"[1, 0]",818
language_232,"[1, 0]",818
language_233,"[1, 0]",818
language_234,"[1, 0]",818
language_235,"[0, 0]",818
language_236,"[1, 0]",818
language_237,"[1, 0]",818
language_238,"[1, 0]",818
language_240,"[1, 0]",818
language_241,"[0, 0]",818
language_242,"[1, 0]",818
language_243,"[0, 0]",818
language_244,"[1, 0]",818
language_245,"[1, 0]",818
language_246,"[1, 0]",818
language_247,"[1, 0]",818
language_249,"[0, 0]",818
language_250,"[0, 0]",818
language_251,"[1, 0]",818
language_252,"[1, 0]",818
language_253,"[0, 0]",818
language_254,"[0, 0]",818
language_255,"[1, 0]",818
