LANGUAGE,AGE,SET
language_2,"[1, 0]",309
language_3,"[1, 0]",309
language_4,"[1, 0]",309
language_5,"[1, 0]",309
language_6,"[0, 0]",309
language_8,"[1, 0]",309
language_9,"[1, 0]",309
language_10,"[1, 0]",309
language_11,"[1, 1]",309
language_12,"[1, 0]",309
language_13,"[1, 0]",309
language_15,"[1, 1]",309
language_16,"[1, 0]",309
language_18,"[0, 0]",309
language_19,"[1, 0]",309
language_20,"[1, 0]",309
language_21,"[0, 1]",309
language_22,"[1, 0]",309
language_24,"[1, 0]",309
language_25,"[0, 0]",309
language_26,"[0, 0]",309
language_28,"[1, 0]",309
language_30,"[1, 0]",309
language_31,"[0, 0]",309
language_33,"[1, 0]",309
language_34,"[0, 0]",309
language_36,"[1, 0]",309
language_37,"[0, 0]",309
language_38,"[1, 0]",309
language_40,"[0, 0]",309
language_41,"[1, 0]",309
language_42,"[1, 0]",309
language_43,"[0, 0]",309
language_44,"[1, 0]",309
language_45,"[1, 0]",309
language_46,"[1, 0]",309
language_47,"[1, 0]",309
language_48,"[1, 0]",309
language_49,"[0, 0]",309
language_50,"[1, 1]",309
language_51,"[1, 0]",309
language_52,"[1, 0]",309
language_53,"[0, 0]",309
language_54,"[1, 0]",309
language_55,"[0, 1]",309
language_56,"[0, 0]",309
language_57,"[0, 0]",309
language_58,"[1, 0]",309
language_60,"[1, 0]",309
language_61,"[0, 1]",309
language_62,"[1, 0]",309
language_63,"[0, 0]",309
language_64,"[1, 0]",309
language_67,"[1, 0]",309
language_68,"[1, 0]",309
language_70,"[1, 0]",309
language_71,"[1, 0]",309
language_72,"[1, 0]",309
language_73,"[0, 0]",309
language_74,"[0, 0]",309
language_77,"[1, 0]",309
language_78,"[1, 0]",309
language_79,"[1, 0]",309
language_80,"[0, 0]",309
language_81,"[0, 0]",309
language_82,"[1, 0]",309
language_83,"[0, 1]",309
language_84,"[0, 0]",309
language_88,"[0, 0]",309
language_89,"[1, 0]",309
language_90,"[1, 0]",309
language_91,"[0, 0]",309
language_92,"[1, 0]",309
language_93,"[0, 0]",309
language_95,"[0, 0]",309
language_96,"[0, 0]",309
language_97,"[1, 0]",309
language_99,"[0, 0]",309
language_100,"[0, 0]",309
language_101,"[0, 0]",309
language_103,"[0, 0]",309
language_104,"[0, 0]",309
language_105,"[0, 0]",309
language_107,"[0, 0]",309
