LANGUAGE,AGE,SET
language_1,"[1, 0]",461
language_2,"[1, 0]",461
language_3,"[1, 0]",461
language_4,"[1, 0]",461
language_5,"[1, 0]",461
language_7,"[1, 0]",461
language_8,"[1, 0]",461
language_9,"[0, 0]",461
language_10,"[1, 0]",461
language_11,"[1, 0]",461
language_12,"[1, 0]",461
language_13,"[0, 1]",461
language_14,"[1, 0]",461
language_16,"[1, 0]",461
language_19,"[0, 0]",461
language_20,"[0, 0]",461
language_21,"[1, 0]",461
language_22,"[1, 0]",461
language_24,"[1, 0]",461
language_25,"[1, 0]",461
language_26,"[1, 0]",461
language_28,"[1, 0]",461
language_29,"[0, 0]",461
language_30,"[0, 0]",461
language_31,"[0, 1]",461
language_33,"[1, 1]",461
language_34,"[1, 0]",461
language_35,"[1, 0]",461
language_36,"[1, 0]",461
language_37,"[0, 0]",461
language_39,"[1, 0]",461
language_40,"[1, 0]",461
language_41,"[0, 0]",461
language_42,"[1, 0]",461
language_43,"[1, 0]",461
language_44,"[1, 0]",461
language_45,"[0, 0]",461
language_46,"[1, 0]",461
language_47,"[1, 0]",461
language_48,"[0, 0]",461
language_49,"[1, 0]",461
language_50,"[1, 0]",461
language_51,"[1, 0]",461
language_52,"[0, 0]",461
language_54,"[1, 0]",461
language_57,"[0, 0]",461
language_58,"[1, 0]",461
language_59,"[1, 0]",461
language_64,"[0, 0]",461
language_65,"[0, 0]",461
language_66,"[1, 1]",461
language_68,"[1, 0]",461
language_69,"[0, 0]",461
language_70,"[0, 0]",461
language_72,"[1, 0]",461
language_73,"[0, 0]",461
language_74,"[1, 0]",461
language_76,"[1, 0]",461
language_77,"[0, 0]",461
language_78,"[0, 0]",461
language_79,"[1, 0]",461
language_81,"[0, 0]",461
language_82,"[0, 0]",461
language_83,"[1, 0]",461
language_84,"[1, 0]",461
language_85,"[0, 0]",461
language_86,"[0, 0]",461
language_87,"[1, 0]",461
language_88,"[0, 0]",461
language_89,"[0, 0]",461
language_90,"[0, 0]",461
language_91,"[0, 0]",461
language_93,"[0, 0]",461
language_94,"[0, 0]",461
language_96,"[1, 0]",461
language_97,"[1, 0]",461
language_98,"[1, 0]",461
language_100,"[0, 0]",461
language_102,"[1, 0]",461
language_103,"[1, 0]",461
language_104,"[0, 0]",461
language_105,"[1, 0]",461
language_106,"[1, 0]",461
language_107,"[1, 0]",461
language_110,"[1, 0]",461
language_112,"[1, 0]",461
language_113,"[1, 1]",461
language_114,"[0, 0]",461
language_115,"[0, 0]",461
language_116,"[0, 0]",461
language_117,"[0, 0]",461
language_119,"[0, 0]",461
language_120,"[0, 0]",461
language_121,"[1, 0]",461
language_122,"[1, 1]",461
language_123,"[0, 0]",461
language_125,"[0, 0]",461
language_126,"[1, 0]",461
language_127,"[1, 0]",461
language_129,"[1, 0]",461
language_130,"[1, 0]",461
language_131,"[1, 0]",461
language_132,"[1, 0]",461
language_133,"[1, 0]",461
language_134,"[1, 0]",461
language_135,"[1, 0]",461
language_136,"[1, 0]",461
language_137,"[0, 0]",461
language_139,"[0, 0]",461
language_140,"[1, 0]",461
language_141,"[1, 0]",461
language_143,"[0, 0]",461
language_144,"[1, 1]",461
language_146,"[1, 0]",461
language_147,"[1, 0]",461
