LANGUAGE,AGE,SET
language_1,"[0, 0]",357
language_2,"[1, 0]",357
language_4,"[1, 0]",357
language_5,"[1, 0]",357
language_6,"[0, 0]",357
language_7,"[1, 0]",357
language_8,"[1, 0]",357
language_9,"[0, 0]",357
language_10,"[0, 0]",357
language_11,"[0, 0]",357
language_12,"[0, 0]",357
language_13,"[1, 0]",357
language_14,"[1, 0]",357
language_16,"[0, 0]",357
language_17,"[1, 0]",357
language_18,"[1, 0]",357
language_19,"[1, 0]",357
language_20,"[1, 0]",357
language_21,"[0, 0]",357
language_22,"[0, 0]",357
language_23,"[0, 0]",357
language_24,"[1, 0]",357
language_25,"[1, 0]",357
language_26,"[1, 1]",357
language_27,"[1, 0]",357
language_30,"[1, 0]",357
language_31,"[0, 0]",357
language_32,"[1, 0]",357
language_33,"[0, 0]",357
language_34,"[1, 0]",357
language_35,"[1, 0]",357
language_36,"[1, 0]",357
language_37,"[0, 1]",357
language_38,"[1, 0]",357
language_39,"[0, 0]",357
language_40,"[1, 0]",357
language_41,"[1, 0]",357
language_43,"[0, 0]",357
language_44,"[0, 0]",357
language_45,"[1, 0]",357
language_46,"[1, 0]",357
language_47,"[0, 0]",357
language_49,"[1, 0]",357
language_50,"[1, 0]",357
language_52,"[1, 0]",357
language_54,"[1, 0]",357
language_55,"[1, 1]",357
language_56,"[0, 0]",357
language_57,"[0, 0]",357
language_58,"[0, 0]",357
language_59,"[1, 0]",357
language_60,"[1, 0]",357
language_61,"[1, 0]",357
language_62,"[1, 0]",357
language_63,"[0, 0]",357
language_64,"[0, 0]",357
language_65,"[0, 0]",357
language_66,"[1, 0]",357
language_67,"[0, 0]",357
language_69,"[0, 0]",357
language_70,"[0, 0]",357
language_71,"[1, 0]",357
language_74,"[1, 0]",357
language_75,"[1, 0]",357
language_76,"[0, 0]",357
language_77,"[1, 0]",357
language_78,"[1, 0]",357
language_79,"[1, 0]",357
language_80,"[1, 0]",357
language_81,"[0, 0]",357
language_82,"[1, 0]",357
language_83,"[1, 0]",357
language_84,"[1, 0]",357
language_85,"[1, 0]",357
language_86,"[1, 0]",357
language_87,"[1, 0]",357
language_88,"[1, 0]",357
language_91,"[1, 0]",357
language_92,"[1, 1]",357
language_93,"[1, 0]",357
language_94,"[1, 0]",357
language_96,"[0, 0]",357
language_97,"[1, 0]",357
language_98,"[0, 0]",357
language_101,"[1, 1]",357
language_102,"[1, 0]",357
language_103,"[1, 0]",357
language_104,"[1, 0]",357
language_105,"[0, 0]",357
language_106,"[1, 0]",357
language_108,"[1, 0]",357
language_109,"[1, 0]",357
language_111,"[1, 1]",357
language_112,"[1, 0]",357
language_113,"[1, 0]",357
language_115,"[0, 0]",357
language_116,"[0, 0]",357
language_117,"[0, 1]",357
language_119,"[0, 1]",357
language_120,"[1, 0]",357
language_121,"[0, 0]",357
language_122,"[1, 0]",357
language_124,"[1, 0]",357
language_125,"[1, 0]",357
language_126,"[1, 0]",357
language_127,"[1, 0]",357
language_128,"[1, 0]",357
language_130,"[0, 0]",357
language_131,"[1, 0]",357
language_132,"[1, 1]",357
language_135,"[1, 0]",357
language_136,"[1, 0]",357
language_137,"[1, 0]",357
language_138,"[1, 0]",357
language_139,"[1, 0]",357
language_140,"[1, 0]",357
language_141,"[0, 0]",357
language_142,"[1, 0]",357
language_143,"[1, 1]",357
language_144,"[0, 0]",357
language_145,"[1, 1]",357
language_146,"[1, 0]",357
language_147,"[1, 0]",357
language_148,"[1, 1]",357
language_149,"[1, 0]",357
language_151,"[0, 0]",357
language_152,"[1, 0]",357
language_153,"[0, 0]",357
language_154,"[0, 0]",357
language_155,"[0, 0]",357
language_156,"[1, 0]",357
language_157,"[1, 0]",357
language_158,"[1, 0]",357
language_159,"[1, 0]",357
language_161,"[1, 0]",357
language_162,"[0, 0]",357
language_163,"[1, 0]",357
language_164,"[1, 0]",357
language_165,"[0, 0]",357
language_166,"[0, 0]",357
language_167,"[1, 0]",357
language_169,"[1, 0]",357
language_170,"[0, 0]",357
language_172,"[1, 0]",357
language_173,"[1, 0]",357
language_174,"[0, 0]",357
language_175,"[1, 0]",357
language_176,"[1, 0]",357
language_177,"[1, 0]",357
language_178,"[0, 0]",357
language_180,"[1, 0]",357
language_182,"[1, 1]",357
language_183,"[1, 0]",357
language_184,"[1, 0]",357
language_185,"[0, 0]",357
language_187,"[0, 0]",357
language_189,"[1, 0]",357
language_191,"[1, 1]",357
language_195,"[1, 0]",357
language_196,"[0, 0]",357
