LANGUAGE,AGE,SET
language_2,"[1, 0]",776
language_4,"[1, 0]",776
language_5,"[0, 0]",776
language_6,"[1, 0]",776
language_7,"[1, 0]",776
language_8,"[1, 0]",776
language_9,"[1, 0]",776
language_10,"[1, 0]",776
language_12,"[1, 0]",776
language_13,"[1, 0]",776
language_14,"[1, 0]",776
language_15,"[1, 0]",776
language_16,"[0, 0]",776
language_17,"[1, 0]",776
language_18,"[1, 0]",776
language_19,"[0, 0]",776
language_20,"[1, 0]",776
language_21,"[1, 0]",776
language_22,"[1, 1]",776
language_23,"[1, 1]",776
language_24,"[1, 0]",776
language_25,"[1, 0]",776
language_26,"[1, 0]",776
language_27,"[1, 0]",776
language_30,"[1, 0]",776
language_32,"[0, 0]",776
language_34,"[1, 0]",776
language_35,"[0, 0]",776
language_36,"[1, 0]",776
language_37,"[1, 0]",776
language_38,"[1, 0]",776
language_39,"[0, 0]",776
language_40,"[0, 0]",776
language_41,"[0, 0]",776
language_43,"[1, 0]",776
language_46,"[1, 0]",776
language_47,"[1, 0]",776
language_48,"[0, 0]",776
language_49,"[1, 0]",776
language_50,"[0, 1]",776
language_52,"[0, 1]",776
language_53,"[1, 0]",776
language_54,"[1, 1]",776
language_55,"[1, 0]",776
language_56,"[0, 0]",776
language_58,"[0, 0]",776
language_60,"[0, 0]",776
language_61,"[1, 0]",776
language_62,"[1, 0]",776
language_63,"[1, 0]",776
language_64,"[1, 0]",776
language_65,"[0, 1]",776
language_66,"[0, 0]",776
language_67,"[1, 1]",776
language_68,"[1, 0]",776
language_69,"[1, 0]",776
language_70,"[1, 0]",776
language_71,"[1, 0]",776
language_72,"[0, 0]",776
language_73,"[0, 0]",776
language_74,"[0, 0]",776
language_75,"[1, 0]",776
language_76,"[1, 0]",776
language_77,"[1, 1]",776
language_78,"[1, 1]",776
language_79,"[0, 0]",776
language_80,"[1, 0]",776
language_83,"[1, 0]",776
language_84,"[1, 0]",776
language_85,"[0, 0]",776
language_86,"[0, 0]",776
language_87,"[0, 1]",776
language_88,"[1, 0]",776
language_89,"[0, 0]",776
language_90,"[1, 0]",776
language_91,"[0, 0]",776
language_92,"[0, 0]",776
language_93,"[0, 0]",776
language_94,"[1, 0]",776
language_96,"[1, 0]",776
language_97,"[1, 0]",776
language_98,"[1, 0]",776
language_100,"[0, 0]",776
language_101,"[1, 0]",776
language_102,"[1, 0]",776
language_103,"[0, 1]",776
language_104,"[1, 0]",776
language_105,"[1, 1]",776
language_106,"[0, 1]",776
language_107,"[1, 0]",776
language_108,"[1, 0]",776
language_109,"[1, 0]",776
language_110,"[1, 0]",776
language_111,"[1, 0]",776
language_112,"[0, 0]",776
language_113,"[1, 1]",776
language_114,"[1, 1]",776
language_115,"[1, 0]",776
language_116,"[1, 0]",776
language_119,"[1, 0]",776
language_120,"[1, 0]",776
language_121,"[0, 0]",776
language_122,"[0, 1]",776
language_123,"[1, 1]",776
language_124,"[1, 0]",776
language_125,"[1, 0]",776
language_127,"[1, 0]",776
language_128,"[0, 0]",776
language_130,"[1, 0]",776
language_131,"[0, 0]",776
language_132,"[1, 0]",776
language_133,"[1, 0]",776
language_134,"[0, 0]",776
language_135,"[1, 0]",776
language_136,"[0, 0]",776
language_137,"[1, 0]",776
language_138,"[1, 0]",776
language_139,"[1, 0]",776
language_140,"[0, 0]",776
language_141,"[1, 0]",776
language_142,"[1, 0]",776
language_143,"[0, 0]",776
language_144,"[0, 0]",776
language_145,"[1, 0]",776
language_146,"[1, 0]",776
language_147,"[0, 0]",776
language_149,"[0, 0]",776
language_150,"[0, 0]",776
language_151,"[0, 0]",776
language_152,"[1, 0]",776
language_154,"[1, 0]",776
language_155,"[0, 0]",776
language_156,"[1, 0]",776
language_157,"[1, 0]",776
language_159,"[0, 1]",776
language_160,"[1, 0]",776
language_161,"[1, 1]",776
language_162,"[1, 0]",776
language_163,"[1, 0]",776
language_164,"[0, 0]",776
language_165,"[0, 0]",776
language_166,"[0, 0]",776
language_167,"[1, 0]",776
language_168,"[1, 0]",776
language_169,"[0, 0]",776
language_171,"[1, 0]",776
language_172,"[0, 0]",776
language_173,"[1, 0]",776
language_174,"[1, 0]",776
language_175,"[1, 0]",776
language_176,"[0, 0]",776
language_178,"[0, 0]",776
language_179,"[1, 0]",776
language_180,"[0, 0]",776
language_181,"[1, 0]",776
language_182,"[1, 0]",776
language_183,"[0, 0]",776
language_185,"[0, 0]",776
language_188,"[1, 0]",776
language_189,"[1, 0]",776
language_191,"[1, 0]",776
language_192,"[1, 0]",776
language_193,"[1, 0]",776
language_195,"[1, 0]",776
language_198,"[1, 0]",776
language_199,"[1, 0]",776
language_200,"[0, 0]",776
language_201,"[1, 0]",776
language_202,"[0, 0]",776
language_203,"[1, 0]",776
language_204,"[1, 0]",776
language_205,"[0, 0]",776
language_206,"[0, 0]",776
language_209,"[1, 0]",776
language_211,"[1, 0]",776
language_213,"[0, 0]",776
language_215,"[1, 0]",776
language_217,"[0, 0]",776
language_218,"[1, 0]",776
language_219,"[1, 1]",776
language_221,"[0, 1]",776
language_222,"[1, 1]",776
language_223,"[1, 1]",776
language_224,"[1, 0]",776
language_225,"[1, 0]",776
language_226,"[1, 0]",776
language_227,"[1, 0]",776
language_228,"[1, 0]",776
language_229,"[1, 0]",776
language_230,"[1, 0]",776
language_231,"[1, 0]",776
language_232,"[1, 0]",776
language_233,"[1, 0]",776
language_234,"[1, 0]",776
language_235,"[1, 0]",776
language_238,"[1, 0]",776
language_239,"[1, 0]",776
language_240,"[1, 0]",776
