LANGUAGE,AGE,SET
language_2,"[1, 0]",900
language_3,"[1, 1]",900
language_4,"[1, 0]",900
language_5,"[1, 0]",900
language_6,"[1, 0]",900
language_7,"[1, 0]",900
language_8,"[1, 0]",900
language_9,"[1, 0]",900
language_10,"[1, 0]",900
language_11,"[0, 0]",900
language_12,"[1, 0]",900
language_13,"[1, 1]",900
language_15,"[1, 0]",900
language_16,"[1, 0]",900
language_17,"[1, 0]",900
language_18,"[1, 0]",900
language_19,"[1, 0]",900
language_20,"[1, 0]",900
language_21,"[1, 1]",900
language_22,"[1, 0]",900
language_24,"[1, 0]",900
language_25,"[1, 0]",900
language_26,"[0, 0]",900
language_27,"[1, 0]",900
language_28,"[0, 0]",900
language_29,"[1, 0]",900
language_30,"[0, 0]",900
language_32,"[1, 1]",900
language_33,"[1, 0]",900
language_34,"[1, 0]",900
language_35,"[1, 1]",900
language_38,"[1, 0]",900
language_39,"[0, 0]",900
language_40,"[0, 0]",900
language_41,"[1, 0]",900
language_42,"[1, 0]",900
language_44,"[0, 0]",900
language_45,"[1, 0]",900
language_46,"[1, 0]",900
language_47,"[0, 0]",900
language_48,"[0, 0]",900
language_52,"[1, 0]",900
language_53,"[1, 1]",900
language_55,"[0, 1]",900
language_56,"[0, 0]",900
language_57,"[1, 1]",900
language_58,"[0, 1]",900
language_59,"[0, 0]",900
language_60,"[0, 0]",900
language_63,"[0, 0]",900
language_65,"[1, 0]",900
language_66,"[0, 0]",900
language_68,"[0, 0]",900
language_69,"[0, 0]",900
language_70,"[1, 0]",900
language_71,"[0, 0]",900
language_72,"[1, 0]",900
language_73,"[1, 0]",900
language_74,"[1, 0]",900
language_75,"[0, 1]",900
language_77,"[0, 0]",900
language_78,"[1, 0]",900
language_79,"[1, 0]",900
language_80,"[0, 0]",900
language_82,"[1, 1]",900
language_83,"[1, 0]",900
language_84,"[0, 1]",900
language_86,"[1, 0]",900
language_87,"[1, 0]",900
language_88,"[1, 0]",900
language_89,"[1, 0]",900
language_90,"[0, 0]",900
language_91,"[1, 0]",900
language_92,"[0, 0]",900
language_93,"[1, 0]",900
language_94,"[0, 0]",900
language_95,"[0, 1]",900
language_96,"[0, 0]",900
language_97,"[0, 0]",900
language_98,"[1, 1]",900
language_99,"[1, 0]",900
language_101,"[1, 0]",900
language_102,"[1, 0]",900
language_103,"[1, 0]",900
language_104,"[1, 0]",900
language_105,"[1, 0]",900
language_106,"[1, 0]",900
language_107,"[1, 1]",900
language_108,"[1, 0]",900
language_109,"[1, 0]",900
language_110,"[1, 1]",900
language_111,"[0, 0]",900
language_112,"[1, 0]",900
language_113,"[1, 1]",900
language_114,"[1, 0]",900
language_115,"[0, 0]",900
language_116,"[1, 0]",900
language_118,"[1, 0]",900
language_120,"[0, 0]",900
language_121,"[0, 0]",900
language_122,"[1, 0]",900
language_123,"[1, 0]",900
language_124,"[1, 1]",900
language_125,"[1, 0]",900
language_126,"[1, 0]",900
language_128,"[1, 0]",900
language_131,"[1, 0]",900
language_132,"[1, 0]",900
language_133,"[0, 0]",900
language_135,"[1, 0]",900
language_136,"[1, 0]",900
language_137,"[1, 0]",900
language_138,"[1, 0]",900
language_139,"[1, 1]",900
language_140,"[0, 0]",900
language_141,"[0, 0]",900
language_142,"[0, 0]",900
language_143,"[0, 1]",900
language_146,"[1, 1]",900
language_148,"[1, 0]",900
language_149,"[1, 0]",900
language_150,"[1, 0]",900
language_151,"[1, 0]",900
language_152,"[1, 0]",900
language_153,"[1, 0]",900
language_154,"[1, 0]",900
language_155,"[0, 0]",900
language_156,"[0, 0]",900
language_157,"[1, 0]",900
language_158,"[0, 0]",900
language_159,"[1, 0]",900
language_161,"[1, 0]",900
language_162,"[0, 0]",900
language_163,"[1, 0]",900
language_164,"[1, 0]",900
language_165,"[1, 0]",900
language_166,"[0, 0]",900
language_168,"[1, 0]",900
language_169,"[1, 0]",900
language_170,"[0, 1]",900
language_171,"[1, 0]",900
language_172,"[0, 0]",900
language_173,"[1, 0]",900
language_174,"[1, 0]",900
language_176,"[1, 0]",900
language_177,"[1, 0]",900
language_178,"[1, 0]",900
language_179,"[1, 1]",900
language_180,"[1, 0]",900
language_181,"[1, 1]",900
language_182,"[1, 0]",900
language_183,"[0, 0]",900
language_184,"[1, 0]",900
language_185,"[1, 1]",900
language_186,"[0, 0]",900
language_187,"[1, 0]",900
language_188,"[0, 0]",900
language_189,"[0, 1]",900
language_190,"[0, 0]",900
language_191,"[1, 1]",900
language_192,"[1, 0]",900
language_193,"[1, 0]",900
language_194,"[0, 0]",900
language_195,"[1, 0]",900
language_196,"[1, 0]",900
language_197,"[0, 0]",900
language_198,"[0, 0]",900
language_199,"[1, 1]",900
language_200,"[1, 0]",900
language_201,"[1, 0]",900
language_202,"[1, 0]",900
language_203,"[0, 0]",900
language_204,"[0, 1]",900
language_205,"[1, 0]",900
language_206,"[1, 0]",900
language_207,"[0, 0]",900
language_208,"[1, 0]",900
language_210,"[0, 0]",900
language_211,"[1, 0]",900
language_212,"[1, 1]",900
language_213,"[1, 0]",900
language_214,"[0, 0]",900
language_215,"[0, 1]",900
language_216,"[1, 0]",900
language_218,"[0, 0]",900
language_219,"[0, 0]",900
language_220,"[0, 0]",900
language_221,"[0, 0]",900
language_222,"[1, 0]",900
language_223,"[0, 1]",900
language_224,"[0, 0]",900
language_225,"[1, 0]",900
language_226,"[1, 0]",900
language_229,"[0, 0]",900
language_230,"[1, 0]",900
language_231,"[0, 0]",900
language_232,"[1, 0]",900
language_234,"[0, 0]",900
language_235,"[0, 0]",900
language_236,"[0, 0]",900
language_237,"[1, 0]",900
language_238,"[1, 0]",900
language_239,"[1, 0]",900
language_241,"[0, 0]",900
language_243,"[0, 0]",900
language_244,"[0, 0]",900
language_245,"[1, 0]",900
language_246,"[0, 0]",900
language_247,"[1, 0]",900
language_248,"[1, 0]",900
language_250,"[0, 0]",900
language_252,"[1, 0]",900
language_253,"[1, 0]",900
language_254,"[1, 0]",900
language_256,"[1, 0]",900
language_257,"[0, 1]",900
language_258,"[1, 0]",900
language_259,"[0, 0]",900
language_260,"[0, 0]",900
language_261,"[1, 0]",900
language_262,"[0, 0]",900
language_263,"[1, 0]",900
language_264,"[0, 0]",900
language_265,"[1, 0]",900
language_267,"[1, 0]",900
language_268,"[0, 0]",900
language_269,"[1, 0]",900
language_270,"[1, 0]",900
language_271,"[1, 0]",900
language_272,"[0, 1]",900
language_273,"[1, 0]",900
language_274,"[0, 0]",900
language_275,"[0, 1]",900
language_276,"[1, 0]",900
language_277,"[1, 0]",900
language_279,"[1, 0]",900
language_280,"[0, 0]",900
language_281,"[0, 0]",900
language_282,"[0, 0]",900
language_283,"[0, 0]",900
language_285,"[1, 1]",900
language_286,"[0, 0]",900
language_287,"[1, 0]",900
language_288,"[0, 0]",900
language_289,"[1, 0]",900
language_290,"[1, 0]",900
language_291,"[0, 0]",900
language_292,"[1, 1]",900
language_293,"[1, 0]",900
language_296,"[0, 0]",900
language_297,"[1, 0]",900
language_299,"[0, 0]",900
language_300,"[1, 0]",900
language_301,"[0, 0]",900
language_302,"[0, 0]",900
language_303,"[1, 0]",900
language_305,"[1, 0]",900
language_306,"[1, 0]",900
language_307,"[1, 0]",900
language_308,"[0, 0]",900
language_310,"[1, 0]",900
language_311,"[1, 0]",900
language_312,"[0, 0]",900
language_316,"[0, 0]",900
language_317,"[1, 0]",900
language_318,"[1, 0]",900
language_319,"[0, 0]",900
language_322,"[1, 0]",900
language_323,"[0, 0]",900
language_324,"[1, 0]",900
language_325,"[0, 0]",900
language_326,"[0, 0]",900
language_327,"[1, 1]",900
language_328,"[1, 0]",900
language_329,"[1, 0]",900
language_330,"[1, 0]",900
language_331,"[1, 0]",900
language_332,"[1, 0]",900
language_333,"[0, 0]",900
language_334,"[1, 0]",900
language_335,"[1, 0]",900
language_336,"[1, 0]",900
language_337,"[1, 0]",900
language_338,"[1, 0]",900
language_342,"[1, 0]",900
language_343,"[1, 0]",900
language_346,"[0, 0]",900
language_347,"[0, 0]",900
language_348,"[0, 0]",900
language_350,"[1, 0]",900
language_352,"[1, 0]",900
language_356,"[0, 1]",900
language_357,"[1, 0]",900
language_358,"[1, 0]",900
language_359,"[0, 0]",900
language_360,"[0, 0]",900
language_361,"[0, 0]",900
language_362,"[1, 0]",900
language_364,"[1, 0]",900
language_366,"[0, 0]",900
language_368,"[1, 0]",900
language_369,"[1, 1]",900
language_370,"[0, 0]",900
language_371,"[1, 0]",900
language_372,"[1, 0]",900
language_373,"[0, 1]",900
language_374,"[1, 0]",900
language_375,"[1, 0]",900
language_376,"[0, 0]",900
language_377,"[1, 0]",900
language_378,"[0, 0]",900
language_380,"[1, 0]",900
language_381,"[1, 0]",900
language_382,"[0, 0]",900
language_383,"[0, 0]",900
language_384,"[1, 0]",900
language_385,"[1, 0]",900
language_386,"[1, 0]",900
language_387,"[1, 1]",900
language_389,"[0, 0]",900
language_390,"[0, 0]",900
language_391,"[1, 1]",900
language_392,"[1, 0]",900
language_393,"[1, 0]",900
language_394,"[1, 0]",900
language_395,"[1, 0]",900
language_396,"[0, 0]",900
language_397,"[0, 0]",900
language_398,"[1, 0]",900
language_399,"[0, 0]",900
language_400,"[1, 0]",900
language_401,"[1, 0]",900
language_402,"[1, 0]",900
language_404,"[0, 0]",900
language_405,"[1, 0]",900
language_406,"[0, 0]",900
language_409,"[1, 0]",900
language_411,"[1, 0]",900
language_412,"[0, 0]",900
language_414,"[1, 0]",900
language_415,"[1, 0]",900
language_416,"[1, 1]",900
language_417,"[1, 0]",900
language_418,"[1, 0]",900
language_420,"[1, 0]",900
language_421,"[0, 0]",900
language_422,"[1, 0]",900
language_425,"[1, 0]",900
language_426,"[1, 0]",900
language_427,"[1, 0]",900
language_429,"[1, 0]",900
language_431,"[1, 0]",900
language_432,"[1, 0]",900
language_433,"[1, 0]",900
language_435,"[0, 0]",900
language_436,"[1, 0]",900
language_437,"[1, 0]",900
language_438,"[1, 0]",900
language_439,"[1, 0]",900
language_440,"[1, 1]",900
language_441,"[1, 0]",900
language_442,"[1, 0]",900
language_443,"[1, 0]",900
language_446,"[0, 0]",900
language_447,"[1, 0]",900
language_448,"[0, 0]",900
language_449,"[1, 1]",900
language_450,"[1, 0]",900
language_452,"[0, 0]",900
language_453,"[1, 0]",900
language_454,"[1, 0]",900
language_457,"[1, 0]",900
language_458,"[0, 0]",900
language_459,"[1, 0]",900
language_460,"[0, 0]",900
language_461,"[0, 0]",900
language_462,"[1, 0]",900
language_463,"[1, 0]",900
language_464,"[1, 0]",900
language_465,"[1, 1]",900
language_466,"[1, 0]",900
language_467,"[1, 0]",900
language_468,"[1, 1]",900
language_469,"[0, 1]",900
language_470,"[0, 0]",900
language_471,"[1, 0]",900
language_472,"[1, 0]",900
language_473,"[0, 0]",900
language_474,"[1, 1]",900
language_475,"[0, 0]",900
language_476,"[0, 0]",900
language_477,"[1, 0]",900
language_478,"[0, 0]",900
language_481,"[1, 1]",900
language_483,"[1, 0]",900
language_484,"[0, 0]",900
language_486,"[1, 0]",900
language_487,"[1, 0]",900
language_488,"[0, 0]",900
language_490,"[0, 0]",900
language_491,"[1, 0]",900
language_492,"[1, 0]",900
language_493,"[0, 0]",900
language_494,"[0, 0]",900
language_495,"[0, 0]",900
language_496,"[1, 0]",900
language_497,"[1, 0]",900
language_499,"[0, 1]",900
language_500,"[1, 0]",900
language_501,"[0, 0]",900
language_502,"[1, 0]",900
language_503,"[1, 0]",900
language_504,"[1, 1]",900
language_505,"[1, 0]",900
language_506,"[1, 0]",900
language_510,"[1, 0]",900
language_511,"[1, 0]",900
language_512,"[0, 0]",900
language_513,"[1, 0]",900
language_514,"[1, 0]",900
language_516,"[1, 0]",900
language_517,"[1, 1]",900
language_518,"[1, 0]",900
language_520,"[1, 0]",900
language_521,"[0, 0]",900
language_524,"[1, 0]",900
language_526,"[0, 0]",900
language_528,"[1, 0]",900
language_529,"[1, 0]",900
language_530,"[1, 0]",900
language_531,"[0, 0]",900
language_534,"[0, 1]",900
language_536,"[1, 0]",900
language_538,"[0, 0]",900
language_539,"[1, 0]",900
language_540,"[1, 0]",900
language_541,"[0, 0]",900
language_542,"[0, 0]",900
language_543,"[1, 0]",900
language_544,"[1, 0]",900
language_545,"[0, 0]",900
language_547,"[0, 0]",900
language_548,"[0, 1]",900
language_553,"[1, 1]",900
language_555,"[0, 1]",900
language_557,"[1, 1]",900
language_558,"[1, 0]",900
language_559,"[1, 0]",900
language_560,"[1, 1]",900
language_562,"[0, 0]",900
language_563,"[1, 0]",900
language_564,"[1, 0]",900
language_565,"[1, 0]",900
language_566,"[1, 0]",900
language_567,"[1, 0]",900
language_569,"[1, 0]",900
language_571,"[0, 0]",900
language_572,"[1, 0]",900
language_573,"[1, 0]",900
language_574,"[1, 0]",900
language_575,"[1, 0]",900
language_577,"[1, 0]",900
language_578,"[0, 0]",900
language_579,"[1, 0]",900
language_582,"[1, 0]",900
language_583,"[0, 0]",900
language_584,"[1, 0]",900
language_585,"[1, 0]",900
language_586,"[1, 0]",900
language_587,"[1, 0]",900
language_588,"[1, 0]",900
language_589,"[1, 1]",900
language_590,"[1, 0]",900
language_591,"[1, 0]",900
language_592,"[1, 0]",900
language_593,"[1, 0]",900
language_594,"[0, 0]",900
language_595,"[1, 0]",900
language_596,"[1, 0]",900
language_597,"[1, 0]",900
language_598,"[1, 0]",900
language_599,"[1, 0]",900
language_600,"[1, 0]",900
language_601,"[1, 0]",900
language_602,"[1, 0]",900
language_603,"[1, 0]",900
language_604,"[1, 0]",900
language_605,"[0, 0]",900
language_606,"[0, 0]",900
language_608,"[1, 0]",900
language_609,"[0, 0]",900
language_610,"[1, 0]",900
language_611,"[1, 0]",900
language_612,"[0, 0]",900
language_614,"[0, 0]",900
language_615,"[1, 0]",900
language_616,"[1, 0]",900
language_617,"[0, 0]",900
language_618,"[1, 0]",900
language_619,"[0, 0]",900
language_620,"[1, 0]",900
language_621,"[1, 0]",900
language_622,"[1, 0]",900
language_623,"[0, 0]",900
language_624,"[1, 0]",900
language_627,"[1, 0]",900
language_628,"[0, 0]",900
language_629,"[0, 0]",900
language_630,"[1, 0]",900
language_631,"[1, 0]",900
language_632,"[0, 0]",900
language_633,"[1, 0]",900
language_634,"[1, 0]",900
language_635,"[0, 0]",900
language_636,"[1, 0]",900
language_637,"[1, 0]",900
language_638,"[1, 0]",900
language_640,"[1, 0]",900
language_642,"[1, 0]",900
language_643,"[1, 0]",900
language_644,"[0, 0]",900
language_645,"[1, 0]",900
language_646,"[1, 0]",900
language_647,"[1, 0]",900
language_648,"[1, 0]",900
language_650,"[1, 0]",900
language_651,"[0, 0]",900
language_654,"[0, 0]",900
language_655,"[1, 1]",900
language_658,"[0, 1]",900
language_660,"[1, 0]",900
language_661,"[0, 0]",900
language_662,"[0, 0]",900
language_663,"[0, 0]",900
language_664,"[1, 0]",900
language_665,"[1, 0]",900
language_666,"[1, 0]",900
language_667,"[1, 0]",900
language_668,"[1, 0]",900
language_669,"[1, 0]",900
language_670,"[0, 0]",900
language_671,"[0, 0]",900
language_672,"[1, 0]",900
language_673,"[1, 0]",900
language_675,"[1, 0]",900
language_676,"[1, 0]",900
language_679,"[1, 0]",900
language_680,"[1, 1]",900
language_681,"[0, 0]",900
language_682,"[0, 0]",900
language_684,"[1, 0]",900
language_685,"[1, 1]",900
language_686,"[0, 0]",900
language_687,"[0, 0]",900
language_688,"[1, 0]",900
language_690,"[0, 0]",900
language_691,"[1, 1]",900
language_692,"[1, 0]",900
language_693,"[1, 0]",900
language_697,"[1, 0]",900
language_699,"[1, 0]",900
language_700,"[0, 0]",900
language_702,"[1, 0]",900
language_703,"[1, 0]",900
language_705,"[1, 0]",900
