LANGUAGE,AGE,SET
language_1,"[1, 0]",100
language_3,"[1, 0]",100
language_4,"[0, 1]",100
language_5,"[1, 0]",100
language_6,"[1, 0]",100
language_8,"[0, 0]",100
language_9,"[1, 0]",100
language_11,"[1, 0]",100
language_12,"[1, 0]",100
language_13,"[0, 1]",100
language_14,"[1, 0]",100
language_15,"[0, 0]",100
language_16,"[1, 1]",100
language_17,"[1, 0]",100
language_18,"[1, 0]",100
language_20,"[0, 0]",100
language_21,"[0, 1]",100
language_22,"[1, 0]",100
language_23,"[1, 1]",100
language_24,"[1, 0]",100
language_25,"[1, 1]",100
language_26,"[1, 0]",100
language_28,"[1, 0]",100
language_30,"[0, 0]",100
language_31,"[0, 1]",100
language_32,"[1, 0]",100
language_34,"[1, 0]",100
language_35,"[1, 0]",100
language_36,"[1, 0]",100
language_37,"[1, 1]",100
language_39,"[0, 0]",100
language_41,"[0, 1]",100
language_43,"[0, 0]",100
language_44,"[1, 0]",100
language_46,"[1, 0]",100
language_47,"[1, 0]",100
language_48,"[1, 0]",100
language_50,"[0, 0]",100
language_51,"[0, 0]",100
language_52,"[1, 0]",100
language_55,"[1, 0]",100
language_56,"[1, 1]",100
language_57,"[1, 0]",100
language_59,"[0, 0]",100
language_60,"[1, 0]",100
language_62,"[1, 0]",100
language_63,"[0, 0]",100
language_65,"[0, 1]",100
language_66,"[1, 0]",100
language_67,"[0, 0]",100
language_68,"[1, 1]",100
language_69,"[1, 0]",100
language_70,"[0, 0]",100
language_71,"[0, 0]",100
language_72,"[0, 1]",100
language_73,"[1, 0]",100
language_74,"[0, 0]",100
language_76,"[1, 0]",100
language_77,"[0, 0]",100
language_78,"[1, 0]",100
language_79,"[1, 0]",100
language_80,"[1, 0]",100
language_81,"[1, 0]",100
language_82,"[1, 0]",100
language_84,"[1, 0]",100
language_86,"[1, 0]",100
language_87,"[1, 0]",100
language_88,"[0, 0]",100
language_91,"[0, 0]",100
language_92,"[1, 0]",100
language_93,"[1, 0]",100
language_94,"[1, 0]",100
language_95,"[1, 0]",100
language_97,"[0, 0]",100
language_98,"[0, 0]",100
language_100,"[0, 0]",100
language_101,"[0, 0]",100
language_102,"[1, 0]",100
language_104,"[1, 1]",100
language_107,"[0, 0]",100
language_108,"[1, 0]",100
language_109,"[1, 0]",100
language_111,"[1, 0]",100
language_112,"[1, 0]",100
language_113,"[1, 1]",100
language_114,"[1, 0]",100
language_116,"[1, 0]",100
language_117,"[1, 0]",100
language_119,"[1, 0]",100
language_120,"[1, 0]",100
language_122,"[0, 0]",100
language_123,"[1, 0]",100
language_125,"[1, 0]",100
language_127,"[1, 0]",100
language_128,"[1, 0]",100
language_129,"[0, 0]",100
language_132,"[0, 0]",100
language_133,"[0, 1]",100
language_135,"[1, 0]",100
language_136,"[1, 0]",100
language_137,"[0, 0]",100
language_138,"[0, 0]",100
language_139,"[1, 0]",100
language_141,"[1, 1]",100
language_142,"[0, 0]",100
language_144,"[1, 0]",100
language_145,"[0, 0]",100
language_146,"[0, 0]",100
language_147,"[1, 0]",100
language_149,"[1, 0]",100
language_150,"[0, 0]",100
language_151,"[1, 0]",100
language_152,"[1, 0]",100
language_153,"[0, 0]",100
language_154,"[0, 0]",100
language_155,"[1, 0]",100
language_156,"[1, 0]",100
language_158,"[0, 0]",100
language_159,"[1, 0]",100
language_160,"[0, 0]",100
language_161,"[0, 0]",100
language_162,"[1, 0]",100
language_163,"[0, 0]",100
language_164,"[1, 1]",100
language_165,"[0, 0]",100
language_166,"[1, 0]",100
language_168,"[0, 0]",100
language_169,"[1, 0]",100
language_173,"[1, 0]",100
language_175,"[1, 0]",100
language_176,"[1, 0]",100
language_177,"[0, 0]",100
language_178,"[0, 0]",100
language_180,"[1, 0]",100
language_182,"[1, 0]",100
language_183,"[0, 0]",100
language_184,"[0, 0]",100
language_186,"[1, 0]",100
language_187,"[0, 0]",100
language_188,"[1, 0]",100
language_189,"[1, 0]",100
language_190,"[1, 1]",100
language_191,"[1, 0]",100
language_193,"[0, 0]",100
language_194,"[0, 0]",100
language_195,"[1, 0]",100
language_197,"[1, 0]",100
language_198,"[1, 0]",100
language_199,"[1, 0]",100
language_200,"[1, 0]",100
language_201,"[1, 0]",100
language_202,"[1, 0]",100
language_203,"[0, 0]",100
language_205,"[1, 0]",100
language_206,"[1, 0]",100
language_207,"[1, 0]",100
language_208,"[0, 0]",100
language_210,"[0, 0]",100
language_211,"[1, 0]",100
language_212,"[1, 0]",100
language_213,"[0, 0]",100
language_214,"[0, 1]",100
language_215,"[1, 0]",100
language_216,"[1, 0]",100
language_217,"[1, 1]",100
language_218,"[1, 0]",100
language_219,"[1, 0]",100
language_220,"[1, 0]",100
language_221,"[1, 0]",100
language_223,"[1, 0]",100
language_224,"[1, 0]",100
language_225,"[1, 0]",100
language_226,"[0, 0]",100
language_228,"[1, 0]",100
language_229,"[1, 0]",100
language_231,"[1, 0]",100
language_232,"[1, 0]",100
language_233,"[0, 0]",100
language_234,"[1, 0]",100
language_235,"[0, 0]",100
language_236,"[0, 1]",100
language_237,"[0, 0]",100
language_239,"[0, 1]",100
language_240,"[0, 0]",100
language_241,"[1, 0]",100
language_242,"[1, 0]",100
language_243,"[1, 0]",100
language_245,"[1, 0]",100
language_246,"[1, 0]",100
language_247,"[1, 0]",100
language_248,"[1, 0]",100
language_249,"[1, 0]",100
language_250,"[1, 1]",100
language_251,"[0, 0]",100
language_252,"[1, 0]",100
language_253,"[0, 0]",100
language_254,"[0, 0]",100
language_255,"[1, 0]",100
language_257,"[1, 0]",100
language_259,"[0, 1]",100
language_261,"[1, 0]",100
language_262,"[1, 0]",100
language_263,"[1, 0]",100
language_264,"[0, 0]",100
language_266,"[1, 0]",100
language_267,"[1, 0]",100
language_268,"[1, 0]",100
language_269,"[0, 0]",100
language_270,"[1, 0]",100
language_271,"[1, 0]",100
language_272,"[1, 0]",100
language_273,"[1, 0]",100
language_275,"[1, 0]",100
language_276,"[1, 0]",100
language_277,"[1, 1]",100
language_278,"[0, 0]",100
language_279,"[1, 0]",100
language_280,"[0, 0]",100
language_281,"[1, 0]",100
language_283,"[1, 0]",100
language_284,"[1, 0]",100
language_285,"[0, 0]",100
language_286,"[1, 1]",100
language_287,"[0, 0]",100
language_288,"[1, 0]",100
language_289,"[0, 1]",100
language_290,"[1, 0]",100
language_291,"[0, 0]",100
language_293,"[0, 0]",100
language_295,"[1, 0]",100
language_296,"[1, 0]",100
language_298,"[1, 0]",100
language_300,"[1, 0]",100
language_301,"[0, 0]",100
language_302,"[1, 0]",100
language_303,"[1, 0]",100
language_304,"[0, 0]",100
language_305,"[1, 0]",100
language_306,"[0, 0]",100
language_307,"[1, 0]",100
language_308,"[1, 0]",100
language_309,"[0, 0]",100
language_311,"[0, 0]",100
language_312,"[1, 0]",100
language_313,"[0, 0]",100
language_314,"[0, 0]",100
language_316,"[1, 0]",100
language_317,"[0, 0]",100
language_320,"[1, 0]",100
language_321,"[1, 0]",100
language_322,"[0, 0]",100
language_323,"[1, 0]",100
language_324,"[1, 0]",100
language_325,"[1, 0]",100
language_327,"[1, 0]",100
language_328,"[0, 0]",100
language_329,"[1, 0]",100
language_330,"[0, 0]",100
language_331,"[0, 0]",100
language_334,"[1, 0]",100
language_335,"[1, 0]",100
language_336,"[1, 1]",100
language_337,"[1, 0]",100
language_338,"[1, 1]",100
language_339,"[1, 0]",100
language_340,"[1, 0]",100
language_341,"[1, 1]",100
language_343,"[1, 0]",100
language_345,"[0, 0]",100
language_346,"[0, 0]",100
language_347,"[1, 0]",100
language_348,"[0, 0]",100
language_350,"[1, 0]",100
language_351,"[1, 0]",100
language_352,"[1, 0]",100
