LANGUAGE,AGE,SET
language_1,"[1, 1]",316
language_2,"[0, 0]",316
language_3,"[1, 0]",316
language_4,"[1, 1]",316
language_6,"[1, 0]",316
language_7,"[1, 0]",316
language_8,"[1, 1]",316
language_9,"[0, 1]",316
language_10,"[0, 0]",316
language_11,"[0, 0]",316
language_12,"[0, 0]",316
language_13,"[1, 0]",316
language_15,"[1, 0]",316
language_16,"[0, 0]",316
language_17,"[1, 0]",316
language_19,"[1, 0]",316
language_20,"[0, 1]",316
language_21,"[0, 0]",316
language_22,"[1, 0]",316
language_23,"[1, 0]",316
language_24,"[1, 0]",316
language_25,"[1, 0]",316
language_26,"[1, 0]",316
language_27,"[0, 1]",316
language_28,"[1, 0]",316
language_29,"[1, 0]",316
language_30,"[1, 0]",316
language_31,"[1, 0]",316
language_34,"[0, 0]",316
language_35,"[0, 1]",316
language_36,"[1, 0]",316
language_37,"[1, 0]",316
language_39,"[1, 0]",316
language_40,"[0, 0]",316
language_41,"[0, 0]",316
language_43,"[0, 0]",316
language_44,"[0, 0]",316
language_48,"[1, 0]",316
language_49,"[1, 1]",316
language_50,"[1, 0]",316
language_51,"[1, 0]",316
language_52,"[1, 0]",316
language_54,"[1, 0]",316
language_55,"[1, 0]",316
language_56,"[1, 0]",316
language_57,"[0, 0]",316
language_58,"[0, 0]",316
language_60,"[1, 1]",316
language_61,"[1, 1]",316
language_62,"[1, 0]",316
language_64,"[0, 0]",316
language_65,"[1, 0]",316
language_66,"[1, 0]",316
language_67,"[1, 1]",316
language_68,"[1, 0]",316
language_70,"[0, 1]",316
language_71,"[1, 0]",316
language_73,"[0, 0]",316
language_74,"[1, 0]",316
language_75,"[1, 0]",316
language_76,"[1, 0]",316
language_77,"[1, 0]",316
language_78,"[0, 1]",316
language_80,"[1, 0]",316
language_81,"[1, 0]",316
language_82,"[1, 0]",316
language_84,"[1, 0]",316
language_85,"[0, 0]",316
language_86,"[1, 1]",316
language_87,"[1, 0]",316
language_88,"[1, 0]",316
language_89,"[0, 0]",316
language_90,"[1, 0]",316
