LANGUAGE,AGE,SET
language_1,"[1, 0]",951
language_3,"[1, 0]",951
language_4,"[1, 1]",951
language_5,"[1, 0]",951
language_6,"[0, 0]",951
language_7,"[1, 0]",951
language_9,"[1, 0]",951
language_10,"[1, 1]",951
language_11,"[1, 0]",951
language_12,"[1, 0]",951
language_14,"[1, 0]",951
language_16,"[1, 0]",951
language_17,"[1, 0]",951
language_18,"[1, 0]",951
language_19,"[0, 0]",951
language_21,"[0, 0]",951
language_22,"[1, 0]",951
language_23,"[1, 1]",951
language_24,"[1, 0]",951
language_25,"[0, 0]",951
language_26,"[0, 0]",951
language_27,"[0, 0]",951
language_28,"[0, 0]",951
language_29,"[1, 0]",951
language_30,"[1, 0]",951
language_31,"[1, 1]",951
language_32,"[1, 0]",951
language_33,"[0, 0]",951
language_34,"[1, 0]",951
language_36,"[0, 0]",951
language_38,"[1, 0]",951
language_39,"[1, 0]",951
language_40,"[1, 0]",951
language_41,"[1, 0]",951
language_42,"[0, 0]",951
language_43,"[1, 1]",951
language_45,"[1, 0]",951
language_46,"[0, 0]",951
language_47,"[1, 0]",951
language_48,"[1, 0]",951
language_49,"[0, 0]",951
language_50,"[0, 0]",951
language_51,"[1, 0]",951
language_52,"[0, 0]",951
language_53,"[1, 0]",951
language_54,"[0, 0]",951
language_55,"[1, 0]",951
language_57,"[0, 0]",951
language_59,"[1, 0]",951
language_61,"[1, 1]",951
language_62,"[1, 0]",951
language_63,"[1, 0]",951
language_64,"[1, 0]",951
language_65,"[0, 1]",951
language_66,"[1, 0]",951
language_67,"[1, 0]",951
language_68,"[1, 0]",951
language_69,"[1, 0]",951
language_70,"[1, 0]",951
language_71,"[0, 0]",951
language_72,"[1, 0]",951
language_73,"[0, 0]",951
language_74,"[0, 0]",951
language_75,"[1, 0]",951
language_76,"[1, 0]",951
language_77,"[1, 0]",951
language_78,"[1, 0]",951
language_79,"[1, 0]",951
language_81,"[1, 0]",951
language_82,"[0, 1]",951
language_83,"[1, 0]",951
language_84,"[1, 0]",951
language_86,"[0, 0]",951
language_88,"[1, 0]",951
language_89,"[0, 0]",951
language_90,"[1, 0]",951
language_91,"[1, 0]",951
language_92,"[1, 0]",951
language_93,"[1, 0]",951
language_94,"[1, 0]",951
language_95,"[1, 0]",951
language_98,"[1, 0]",951
language_99,"[1, 0]",951
language_100,"[0, 0]",951
language_101,"[1, 0]",951
language_102,"[1, 0]",951
language_103,"[1, 0]",951
language_104,"[1, 0]",951
language_105,"[1, 0]",951
language_106,"[1, 0]",951
language_108,"[1, 0]",951
language_109,"[1, 0]",951
language_110,"[0, 0]",951
language_111,"[1, 0]",951
language_112,"[1, 0]",951
language_113,"[1, 0]",951
language_114,"[0, 0]",951
language_115,"[1, 0]",951
language_116,"[1, 0]",951
language_117,"[1, 0]",951
language_120,"[0, 0]",951
language_121,"[0, 0]",951
language_124,"[0, 0]",951
language_125,"[1, 0]",951
language_126,"[0, 0]",951
language_127,"[1, 0]",951
language_128,"[1, 0]",951
language_129,"[0, 0]",951
language_130,"[0, 1]",951
language_131,"[1, 1]",951
language_133,"[1, 0]",951
language_134,"[0, 1]",951
language_135,"[1, 0]",951
language_136,"[1, 0]",951
language_137,"[1, 0]",951
language_138,"[1, 0]",951
language_139,"[1, 0]",951
language_140,"[0, 0]",951
language_141,"[1, 0]",951
language_146,"[0, 0]",951
language_147,"[0, 0]",951
language_150,"[1, 0]",951
language_152,"[1, 0]",951
language_153,"[1, 0]",951
language_154,"[1, 0]",951
language_156,"[0, 0]",951
language_157,"[1, 0]",951
language_158,"[0, 0]",951
language_159,"[0, 0]",951
language_160,"[1, 0]",951
language_161,"[1, 0]",951
language_163,"[1, 0]",951
language_164,"[0, 0]",951
language_165,"[1, 0]",951
language_166,"[0, 0]",951
language_167,"[1, 0]",951
language_168,"[1, 0]",951
language_169,"[0, 0]",951
