LANGUAGE,AGE,SET
language_2,"[1, 1]",377
language_3,"[1, 0]",377
language_4,"[1, 0]",377
language_5,"[0, 0]",377
language_6,"[0, 0]",377
language_7,"[1, 0]",377
language_8,"[0, 0]",377
language_10,"[0, 0]",377
language_12,"[0, 0]",377
language_16,"[1, 0]",377
language_17,"[1, 0]",377
language_18,"[1, 0]",377
language_19,"[1, 0]",377
language_20,"[1, 0]",377
language_21,"[1, 0]",377
language_23,"[1, 0]",377
language_24,"[1, 0]",377
language_25,"[1, 0]",377
language_27,"[1, 0]",377
language_28,"[0, 0]",377
language_29,"[0, 0]",377
language_30,"[1, 0]",377
language_31,"[1, 0]",377
language_32,"[0, 0]",377
language_34,"[1, 0]",377
language_35,"[1, 1]",377
language_36,"[0, 0]",377
language_38,"[0, 0]",377
language_39,"[1, 0]",377
language_40,"[1, 0]",377
language_41,"[0, 0]",377
language_43,"[0, 1]",377
language_45,"[0, 0]",377
language_46,"[1, 0]",377
language_47,"[1, 0]",377
language_48,"[1, 0]",377
language_50,"[1, 0]",377
language_52,"[1, 0]",377
language_53,"[1, 0]",377
language_54,"[1, 0]",377
language_55,"[1, 0]",377
language_56,"[0, 0]",377
language_58,"[0, 1]",377
language_59,"[0, 0]",377
language_60,"[1, 0]",377
language_61,"[1, 0]",377
language_62,"[1, 0]",377
language_64,"[1, 0]",377
language_65,"[1, 0]",377
language_66,"[1, 0]",377
language_67,"[1, 0]",377
language_68,"[1, 0]",377
language_69,"[0, 0]",377
language_70,"[0, 0]",377
language_71,"[1, 0]",377
language_72,"[1, 0]",377
language_73,"[1, 0]",377
language_74,"[0, 0]",377
language_75,"[1, 0]",377
language_76,"[0, 0]",377
language_77,"[1, 0]",377
language_78,"[1, 0]",377
language_79,"[1, 0]",377
language_81,"[1, 0]",377
language_82,"[1, 1]",377
language_83,"[1, 0]",377
language_84,"[1, 0]",377
language_85,"[1, 0]",377
language_86,"[1, 0]",377
language_88,"[1, 0]",377
language_89,"[0, 1]",377
language_90,"[0, 0]",377
language_91,"[1, 0]",377
language_92,"[1, 0]",377
language_93,"[1, 1]",377
language_94,"[1, 1]",377
language_96,"[1, 0]",377
language_97,"[0, 0]",377
language_99,"[0, 0]",377
language_100,"[1, 0]",377
