LANGUAGE,AGE,SET
language_1,"[1, 0]",523
language_2,"[1, 0]",523
language_3,"[1, 0]",523
language_4,"[1, 0]",523
language_5,"[0, 0]",523
language_6,"[1, 0]",523
language_7,"[1, 0]",523
language_9,"[1, 0]",523
language_11,"[0, 0]",523
language_12,"[1, 0]",523
language_14,"[1, 1]",523
language_16,"[1, 0]",523
language_17,"[0, 0]",523
language_18,"[1, 0]",523
language_19,"[0, 0]",523
language_20,"[1, 0]",523
language_21,"[1, 0]",523
language_23,"[1, 0]",523
language_24,"[0, 1]",523
language_26,"[1, 0]",523
language_27,"[0, 0]",523
language_28,"[1, 0]",523
language_30,"[1, 0]",523
language_31,"[1, 0]",523
language_32,"[0, 0]",523
language_34,"[1, 0]",523
language_36,"[1, 1]",523
language_37,"[0, 0]",523
language_38,"[1, 0]",523
language_39,"[0, 0]",523
language_40,"[1, 0]",523
language_41,"[1, 0]",523
language_43,"[1, 0]",523
language_44,"[0, 0]",523
language_45,"[1, 1]",523
language_46,"[1, 0]",523
language_47,"[1, 0]",523
language_50,"[1, 0]",523
language_51,"[1, 0]",523
language_52,"[1, 0]",523
language_53,"[1, 0]",523
language_54,"[0, 0]",523
language_55,"[1, 0]",523
language_56,"[1, 0]",523
language_57,"[1, 1]",523
language_58,"[0, 0]",523
language_59,"[0, 0]",523
language_62,"[0, 0]",523
language_63,"[0, 0]",523
language_64,"[1, 0]",523
language_65,"[0, 0]",523
language_66,"[1, 0]",523
language_67,"[0, 1]",523
language_68,"[1, 0]",523
language_69,"[0, 0]",523
language_70,"[1, 0]",523
language_71,"[0, 1]",523
language_73,"[0, 0]",523
language_74,"[1, 0]",523
language_75,"[1, 0]",523
language_76,"[0, 0]",523
language_78,"[1, 0]",523
language_79,"[1, 0]",523
language_80,"[1, 0]",523
language_81,"[1, 0]",523
language_82,"[1, 0]",523
language_83,"[1, 0]",523
language_84,"[0, 0]",523
language_85,"[0, 0]",523
language_86,"[0, 1]",523
language_87,"[1, 0]",523
language_88,"[0, 0]",523
language_89,"[1, 0]",523
language_91,"[1, 1]",523
language_96,"[1, 0]",523
language_97,"[1, 0]",523
language_99,"[0, 0]",523
language_100,"[1, 0]",523
language_101,"[1, 0]",523
language_102,"[1, 0]",523
language_103,"[1, 0]",523
language_105,"[1, 0]",523
language_108,"[1, 0]",523
language_109,"[1, 0]",523
language_110,"[1, 1]",523
language_111,"[1, 0]",523
language_112,"[1, 0]",523
language_114,"[0, 0]",523
language_115,"[0, 0]",523
language_116,"[0, 0]",523
language_118,"[1, 0]",523
language_119,"[1, 0]",523
language_120,"[1, 0]",523
language_121,"[1, 0]",523
language_122,"[1, 0]",523
language_123,"[1, 1]",523
language_124,"[0, 0]",523
language_125,"[0, 0]",523
language_127,"[1, 0]",523
language_128,"[1, 0]",523
language_129,"[1, 0]",523
language_130,"[1, 0]",523
language_131,"[0, 1]",523
language_132,"[0, 0]",523
language_134,"[1, 0]",523
language_135,"[0, 0]",523
language_139,"[1, 0]",523
language_140,"[1, 0]",523
language_141,"[1, 0]",523
language_142,"[1, 0]",523
language_143,"[1, 0]",523
language_144,"[1, 1]",523
language_145,"[1, 0]",523
language_146,"[0, 0]",523
language_148,"[0, 0]",523
language_149,"[1, 0]",523
language_150,"[1, 0]",523
language_151,"[1, 1]",523
language_152,"[0, 1]",523
language_153,"[1, 1]",523
language_154,"[0, 0]",523
language_156,"[1, 0]",523
language_158,"[1, 0]",523
language_159,"[1, 0]",523
language_160,"[1, 1]",523
language_161,"[1, 0]",523
language_163,"[1, 0]",523
language_164,"[1, 0]",523
language_165,"[1, 0]",523
language_167,"[1, 0]",523
language_168,"[0, 0]",523
language_169,"[1, 0]",523
language_170,"[1, 0]",523
language_171,"[0, 1]",523
language_173,"[1, 0]",523
language_174,"[1, 0]",523
language_175,"[0, 0]",523
language_176,"[1, 0]",523
language_177,"[1, 0]",523
language_178,"[1, 0]",523
language_179,"[1, 0]",523
