LANGUAGE,AGE,SET
language_2,"[1, 0]",566
language_4,"[0, 0]",566
language_5,"[1, 0]",566
language_9,"[0, 0]",566
language_10,"[1, 0]",566
language_11,"[1, 0]",566
language_12,"[0, 0]",566
language_13,"[1, 0]",566
language_14,"[1, 0]",566
language_16,"[1, 1]",566
language_18,"[1, 0]",566
language_19,"[0, 0]",566
language_20,"[0, 0]",566
language_21,"[1, 0]",566
language_22,"[1, 1]",566
language_23,"[0, 0]",566
language_24,"[1, 0]",566
language_25,"[1, 0]",566
language_28,"[1, 0]",566
language_29,"[0, 0]",566
language_31,"[1, 0]",566
language_32,"[1, 1]",566
language_33,"[0, 0]",566
language_34,"[1, 1]",566
language_35,"[0, 0]",566
language_37,"[0, 0]",566
language_38,"[1, 0]",566
language_39,"[1, 0]",566
language_40,"[1, 0]",566
language_41,"[0, 0]",566
language_42,"[1, 0]",566
language_43,"[1, 0]",566
language_44,"[1, 0]",566
language_45,"[1, 0]",566
language_47,"[0, 0]",566
language_48,"[1, 0]",566
language_49,"[1, 0]",566
language_50,"[0, 1]",566
language_52,"[1, 1]",566
language_53,"[0, 0]",566
language_54,"[1, 0]",566
language_55,"[0, 0]",566
language_56,"[0, 0]",566
language_57,"[1, 0]",566
language_59,"[1, 0]",566
language_60,"[1, 1]",566
language_61,"[1, 0]",566
language_62,"[1, 0]",566
language_64,"[1, 0]",566
language_65,"[0, 0]",566
language_66,"[0, 0]",566
language_67,"[1, 0]",566
language_68,"[0, 0]",566
language_69,"[0, 0]",566
language_71,"[1, 0]",566
language_72,"[0, 0]",566
language_73,"[1, 0]",566
language_74,"[1, 0]",566
language_76,"[0, 0]",566
language_77,"[1, 0]",566
language_78,"[0, 0]",566
language_79,"[0, 0]",566
language_80,"[0, 1]",566
language_82,"[1, 1]",566
language_83,"[1, 0]",566
language_84,"[1, 0]",566
language_85,"[1, 0]",566
language_86,"[0, 0]",566
language_87,"[0, 0]",566
language_88,"[1, 1]",566
language_89,"[1, 0]",566
language_90,"[0, 0]",566
language_91,"[1, 0]",566
language_92,"[1, 0]",566
language_94,"[0, 0]",566
language_95,"[1, 0]",566
language_97,"[0, 0]",566
language_98,"[1, 0]",566
language_100,"[1, 0]",566
language_102,"[1, 0]",566
language_105,"[0, 0]",566
language_107,"[1, 0]",566
language_108,"[1, 0]",566
language_109,"[1, 0]",566
language_110,"[1, 0]",566
language_111,"[1, 0]",566
language_112,"[1, 1]",566
language_113,"[1, 0]",566
language_114,"[0, 0]",566
language_115,"[1, 0]",566
language_116,"[1, 0]",566
language_117,"[1, 0]",566
language_118,"[1, 0]",566
language_119,"[0, 0]",566
language_120,"[0, 1]",566
language_121,"[0, 0]",566
language_122,"[1, 0]",566
language_123,"[1, 0]",566
language_124,"[0, 0]",566
language_125,"[0, 0]",566
language_126,"[1, 0]",566
language_127,"[0, 0]",566
language_128,"[1, 0]",566
language_129,"[0, 0]",566
language_131,"[1, 0]",566
language_132,"[1, 0]",566
language_133,"[1, 1]",566
language_134,"[0, 1]",566
language_136,"[0, 0]",566
language_137,"[0, 0]",566
language_138,"[1, 0]",566
language_139,"[1, 0]",566
language_140,"[1, 0]",566
language_141,"[1, 0]",566
language_142,"[0, 0]",566
language_143,"[0, 0]",566
language_144,"[1, 0]",566
language_146,"[0, 0]",566
language_147,"[0, 0]",566
language_148,"[0, 0]",566
language_149,"[0, 0]",566
language_150,"[0, 0]",566
language_152,"[0, 0]",566
language_153,"[1, 1]",566
language_154,"[0, 0]",566
language_157,"[0, 0]",566
language_158,"[0, 1]",566
language_159,"[1, 0]",566
language_160,"[0, 1]",566
language_161,"[1, 0]",566
language_162,"[1, 1]",566
language_163,"[1, 0]",566
language_164,"[0, 0]",566
language_165,"[1, 0]",566
language_166,"[0, 0]",566
language_167,"[0, 0]",566
language_168,"[1, 0]",566
language_169,"[1, 1]",566
language_170,"[1, 0]",566
language_171,"[0, 0]",566
language_172,"[1, 0]",566
language_173,"[1, 0]",566
language_174,"[0, 0]",566
language_175,"[1, 0]",566
language_176,"[1, 0]",566
language_177,"[1, 0]",566
language_178,"[1, 0]",566
language_179,"[0, 0]",566
language_180,"[1, 0]",566
language_181,"[0, 1]",566
language_182,"[0, 0]",566
language_183,"[1, 0]",566
