LANGUAGE,AGE,SET
language_1,"[0, 0]",317
language_2,"[1, 0]",317
language_3,"[1, 0]",317
language_4,"[1, 0]",317
language_5,"[1, 0]",317
language_6,"[1, 0]",317
language_7,"[1, 0]",317
language_8,"[0, 0]",317
language_9,"[1, 0]",317
language_10,"[1, 1]",317
language_11,"[1, 0]",317
language_12,"[1, 0]",317
language_13,"[1, 0]",317
language_14,"[0, 0]",317
language_15,"[0, 0]",317
language_16,"[1, 0]",317
language_17,"[0, 0]",317
language_18,"[1, 0]",317
language_19,"[1, 1]",317
language_21,"[1, 1]",317
language_22,"[1, 0]",317
language_23,"[0, 0]",317
language_24,"[1, 0]",317
language_25,"[1, 0]",317
language_26,"[0, 0]",317
language_27,"[1, 0]",317
language_30,"[0, 0]",317
language_31,"[1, 0]",317
language_33,"[0, 0]",317
language_35,"[1, 0]",317
language_36,"[1, 1]",317
language_37,"[1, 0]",317
language_38,"[1, 0]",317
language_39,"[1, 0]",317
language_40,"[1, 0]",317
language_41,"[1, 0]",317
language_42,"[1, 1]",317
language_43,"[1, 0]",317
language_45,"[1, 0]",317
language_46,"[0, 0]",317
language_48,"[1, 0]",317
language_49,"[1, 0]",317
language_50,"[0, 0]",317
language_51,"[1, 0]",317
language_52,"[0, 0]",317
language_53,"[1, 0]",317
language_54,"[1, 0]",317
language_55,"[0, 1]",317
language_56,"[1, 0]",317
language_57,"[0, 1]",317
language_58,"[1, 0]",317
language_59,"[1, 0]",317
language_60,"[1, 0]",317
language_62,"[1, 0]",317
language_63,"[0, 0]",317
language_64,"[1, 0]",317
language_65,"[0, 0]",317
language_66,"[0, 1]",317
language_67,"[0, 0]",317
language_68,"[0, 0]",317
language_69,"[0, 0]",317
language_73,"[0, 1]",317
language_74,"[1, 0]",317
language_75,"[1, 1]",317
language_76,"[0, 0]",317
language_77,"[1, 0]",317
language_79,"[1, 1]",317
language_81,"[1, 0]",317
language_83,"[1, 0]",317
language_85,"[0, 0]",317
language_86,"[1, 1]",317
language_87,"[0, 0]",317
language_88,"[1, 0]",317
language_90,"[1, 0]",317
language_91,"[1, 0]",317
language_92,"[1, 0]",317
language_93,"[1, 1]",317
language_95,"[1, 0]",317
language_96,"[0, 0]",317
language_97,"[0, 0]",317
language_100,"[0, 0]",317
language_101,"[1, 0]",317
language_102,"[0, 0]",317
language_106,"[1, 1]",317
language_107,"[1, 1]",317
language_110,"[1, 0]",317
language_111,"[1, 0]",317
language_112,"[1, 0]",317
language_113,"[1, 0]",317
language_114,"[1, 0]",317
language_115,"[0, 0]",317
language_117,"[0, 0]",317
language_118,"[1, 0]",317
language_119,"[0, 0]",317
language_120,"[1, 0]",317
language_121,"[1, 0]",317
language_122,"[0, 0]",317
language_123,"[0, 0]",317
language_124,"[1, 0]",317
language_125,"[1, 0]",317
language_126,"[0, 0]",317
language_128,"[0, 0]",317
language_129,"[1, 0]",317
language_130,"[1, 0]",317
language_131,"[0, 1]",317
language_133,"[0, 0]",317
language_134,"[0, 0]",317
language_135,"[0, 0]",317
language_136,"[1, 0]",317
language_138,"[1, 0]",317
language_139,"[1, 0]",317
language_140,"[1, 0]",317
language_141,"[1, 0]",317
language_142,"[1, 0]",317
language_143,"[1, 0]",317
language_145,"[0, 0]",317
language_147,"[0, 0]",317
language_148,"[1, 0]",317
language_150,"[1, 1]",317
language_151,"[1, 0]",317
language_152,"[1, 0]",317
language_153,"[1, 0]",317
language_155,"[0, 0]",317
language_157,"[0, 0]",317
language_158,"[0, 0]",317
language_159,"[0, 0]",317
language_160,"[0, 0]",317
language_161,"[1, 0]",317
language_163,"[1, 0]",317
language_164,"[1, 0]",317
language_165,"[0, 0]",317
language_166,"[1, 1]",317
language_167,"[1, 0]",317
language_168,"[0, 0]",317
language_169,"[1, 0]",317
language_170,"[1, 0]",317
language_171,"[1, 0]",317
language_172,"[1, 0]",317
